Key_1_1,std_ElectronAffinity,range_ElectronAffinity,wtd_range_Density,wtd_mean_atomic_radius,wtd_std_Valence,Key_2_4
6547,51.4337118896741,127.05,1579.58342857143,105.514285714286,0.43705881545081,20204
4029,49.4381674417651,127.05,1667.38342857143,104.971428571429,0.468606270481621,10394
12089,51.4337118896741,127.05,1667.38342857143,104.685714285714,0.444696640464954,19213
1825,51.4337118896741,127.05,1623.48342857143,105.1,0.440952123830019,10050
18515,51.4337118896741,127.05,1491.78342857143,106.342857142857,0.428809457708675,1787
884,51.4337118896741,127.05,1316.18342857143,108.0,0.410325903324145,8190
9625,51.4337118896741,127.05,1279.18342857143,112.142857142857,0.349927106111883,15852
3695,54.3730969207199,135.97,1667.38342857143,104.2,0.444696640464954,7716
12046,54.3730969207199,135.97,1623.48342857143,104.371428571429,0.440952123830019,20747
15358,54.3730969207199,135.97,1579.58342857143,104.542857142857,0.43705881545081,9123
2323,54.3730969207199,135.97,1491.78342857143,104.885714285714,0.428809457708675,8594
17895,56.1159478223437,141.0,1491.78342857143,107.457142857143,0.428809457708675,845
15226,49.4381674417651,127.05,1667.38342857143,104.828571428571,0.456863754084211,13157
2649,49.4381674417651,127.05,1667.38342857143,104.971428571429,0.468606270481621,11267
10776,49.4381674417651,127.05,1667.38342857143,105.4,0.501579138973165,12892
6480,49.4381674417651,127.05,1667.38342857143,106.114285714286,0.550324579550235,17626
5012,57.1522159150457,138.63,2066.92284615385,112.269230769231,0.266469355010596,4077
17977,51.4337118896741,127.05,1623.48342857143,105.1,0.440952123830019,2721
10618,54.3730969207199,135.97,1623.48342857143,104.371428571429,0.440952123830019,16588
13236,54.3730969207199,135.97,1711.28342857143,104.028571428571,0.448296093843234,13978
6302,54.3730969207199,135.97,1667.38342857143,104.2,0.444696640464954,9803
14194,54.3730969207199,135.97,1557.63342857143,104.628571428571,0.435055122006021,3481
7050,54.3730969207199,135.97,1535.68342857143,104.714285714286,0.433012701892219,17759
5684,54.3730969207199,135.97,1491.78342857143,104.885714285714,0.428809457708675,16854
374,54.3730969207199,135.97,1447.88342857143,105.057142857143,0.424444414764159,10690
5153,54.3730969207199,135.97,1403.98342857143,105.228571428571,0.419912527334259,2653
19506,54.3730969207199,135.97,1601.53342857143,104.457142857143,0.439024312468883,20213
4051,55.2716330385669,138.63,1623.48342857143,103.835714285714,0.440952123830019,5301
16288,51.12571973821,127.05,5255.92855,207.15,0.4,20725
2940,51.12571973821,127.05,2956.14275,160.8,0.49749371855331,7341
3193,51.12571973821,127.05,4379.84122222222,197.555555555556,0.471404520791032,3950
11121,50.5192141664931,135.97,2660.49275,159.415,0.49749371855331,7200
1310,54.8307552268797,127.05,2986.19033333333,143.2,0.339934634239519,16955
638,54.8307552268797,127.05,2986.19033333333,143.2,0.339934634239519,20453
2261,51.12571973821,127.05,2986.19033333333,144.166666666667,0.372677996249965,18077
3649,51.12571973821,127.05,2986.19033333333,145.05,0.321022671404304,8526
15057,51.12571973821,127.05,2986.19033333333,145.566666666667,0.3,11124
16516,51.12571973821,127.05,2986.19033333333,146.083333333333,0.276385399196283,9572
6307,51.12571973821,127.05,2986.19033333333,146.6,0.249443825784929,12658
8822,51.4337118896741,127.05,2066.92284615385,113.230769230769,0.266469355010596,19625
18309,54.8307552268797,127.05,3839.79585714286,171.571428571429,0.349927106111883,2473
9965,54.8307552268797,127.05,1580.33588235294,109.494117647059,0.291992321082138,17900
14599,54.8307552268797,127.05,1492.49975,111.316666666667,0.3,7110
876,54.8307552268797,127.05,1279.18342857143,115.742857142857,0.318157963590287,4570
20716,51.12571973821,127.05,2986.19033333333,142.4,0.339934634239519,3894
15619,51.12571973821,127.05,1791.1426,106.64,0.271293199325011,9191
8280,51.12571973821,127.05,1791.1426,106.8,0.271293199325011,14135
3607,51.12571973821,127.05,1791.1426,106.4,0.271293199325011,10887
18151,51.12571973821,127.05,1791.1426,106.24,0.271293199325011,4388
6772,51.12571973821,127.05,1791.1426,106.24,0.271293199325011,16045
6360,51.12571973821,127.05,1791.1426,105.92,0.271293199325011,18161
15901,51.12571973821,127.05,1791.1426,105.52,0.271293199325011,16095
11181,51.12571973821,127.05,4072.59736363636,176.727272727273,0.385694607919935,2815
18442,51.12571973821,127.05,3839.79585714286,175.285714285714,0.349927106111883,17958
14343,51.12571973821,127.05,4072.59736363636,181.636363636364,0.385694607919935,1402
9700,54.8307552268797,127.05,3839.79585714286,171.571428571429,0.349927106111883,2510
12315,54.8307552268797,127.05,1791.1426,105.94,0.237486841740758,19615
13572,54.8307552268797,127.05,2239.64275,166.55,0.4,8873
16594,54.8307552268797,127.05,2559.59171428571,156.542857142857,0.376883027379226,12181
9788,56.1159478223437,141.0,1491.78342857143,106.9,0.428809457708675,5725
12098,54.3730969207199,135.97,1623.48342857143,104.371428571429,0.440952123830019,9552
12871,47.577301310604,127.05,2627.64275,159.45,0.49749371855331,16547
10288,54.3730969207199,135.97,1447.88342857143,105.057142857143,0.424444414764159,16621
4087,54.8307552268797,127.05,2986.19033333333,143.2,0.339934634239519,15414
3665,51.12571973821,127.05,1791.1426,105.92,0.271293199325011,17833
17953,51.12571973821,127.05,2529.72628571429,111.171428571429,0.43705881545081,17119
19913,54.8307552268797,127.05,1492.38066666667,92.1833333333333,0.357071421427142,10129
16021,51.4337118896741,127.05,1623.48342857143,105.1,0.440952123830019,17770
5828,54.3730969207199,135.97,1623.48342857143,104.371428571429,0.440952123830019,18858
372,56.2188237514803,135.97,1579.58342857143,104.764285714286,0.460478898893891,7980
21089,49.8619388311365,135.97,1579.58342857143,104.58,0.449060243220012,430
1805,48.9453824584097,135.97,1579.58342857143,104.572857142857,0.459245165950584,6792
9099,57.8037367650224,141.0,1579.58342857143,104.588571428571,0.446629097821009,12585
7850,54.6653299999186,135.97,1579.58342857143,104.621428571429,0.440952123830019,3637
675,48.9730446674495,135.97,1579.58342857143,104.592857142857,0.460478898893891,8242
4464,50.4870199556282,135.97,1579.58342857143,104.571428571429,0.43705881545081,45
8448,57.8037367650224,141.0,1579.58342857143,104.538571428571,0.43705881545081,18951
2702,49.9154483501851,135.97,1491.78342857143,105.285714285714,0.475737880152763,8104
8042,49.9154483501851,135.97,1491.78342857143,104.7,0.43705881545081,17859
14437,49.9154483501851,135.97,1491.78342857143,105.157142857143,0.43705881545081,6546
10110,49.9154483501851,135.97,1491.78342857143,105.085714285714,0.43705881545081,14671
14568,54.6063146531608,127.05,1963.53823076923,114.665384615385,0.283964953250496,2370
1172,54.6063146531608,127.05,1860.15361538462,114.792307692308,0.3,18880
6849,54.6063146531608,127.05,2046.24592307692,114.563846153846,0.270098601325275,15670
8012,54.6063146531608,127.05,2025.569,114.589230769231,0.273660265344464,7418
1344,54.6063146531608,127.05,1984.21515384615,114.64,0.28059109206592,6382
14730,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,1685
14862,69.8263302773388,186.05,2067.03276923077,117.538461538462,1.07692307692308,7264
7026,119.802806311038,335.05,2067.44507692308,116.923076923077,0.821313711694716,16818
5991,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,20609
315,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,13582
3269,51.12571973821,127.05,2066.92284615385,116.153846153846,0.266469355010596,11361
18452,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,12255
17901,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,17517
13823,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,19700
10167,54.8307552268797,127.05,2066.92284615385,114.538461538462,0.266469355010596,16319
20956,51.12571973821,127.05,1919.18342857143,110.785714285714,0.257539376818856,9142
