Key_2_4,wtd_std_fie,wtd_entropy_Valence,entropy_Valence,wtd_std_atomic_radius,mean_Valence
20204,355.562966713294,1.0662210317362,1.36892236074022,69.2355694829807,2.25
10394,354.963511171592,1.04722136819323,1.55711309805765,68.0088169554027,2.0
19213,354.804182855034,1.02917468729772,1.36892236074022,67.797712320685,2.25
10050,355.183884421944,1.04883427304761,1.36892236074022,68.5216649785203,2.25
1787,356.31928137213,1.09605191790054,1.36892236074022,70.6344484378724,2.25
8190,357.824565668595,1.14147389617992,1.36892236074022,73.3241336220795,2.25
15852,361.545641683603,1.19445300632336,1.36892236074022,79.5009947312944,2.25
7716,353.894216896887,1.02917468729772,1.36892236074022,66.8485708790504,2.25
20747,353.819831451067,1.04883427304761,1.36892236074022,67.1114577035996,2.25
9123,353.745421362162,1.0662210317362,1.36892236074022,67.3728825724597,2.25
8594,353.596527192869,1.09605191790054,1.36892236074022,67.8914139021471,2.25
845,351.902942370449,1.17386902644257,1.59416669911802,71.4360224685169,2.2
13157,354.883871068252,1.04051727839316,1.55711309805765,67.9034969494148,2.0
11267,354.963511171592,1.04722136819323,1.55711309805765,68.0088169554027,2.0
12892,355.202143145855,1.05744050040948,1.55711309805765,68.3220106763343,2.0
17626,355.598903917527,1.0533461875194,1.55711309805765,68.8349045298434,2.0
4077,337.882349736286,1.28513193407875,1.59416669911802,76.0169807407973,2.2
2721,355.183884421944,1.04883427304761,1.36892236074022,68.5216649785203,2.25
16588,353.819831451067,1.04883427304761,1.36892236074022,67.1114577035996,2.25
13978,353.968577715161,1.00612015189322,1.36892236074022,66.5842047825955,2.25
9803,353.894216896887,1.02917468729772,1.36892236074022,66.8485708790504,2.25
3481,353.708207071694,1.07423649270578,1.36892236074022,67.5030520851934,2.25
17759,353.670986614621,1.08185938073531,1.36892236074022,67.6328624385561,2.25
16854,353.596527192869,1.09605191790054,1.36892236074022,67.8914139021471,2.25
10690,353.522043081316,1.10899342574812,1.36892236074022,68.1485532210512,2.25
2653,353.447534264353,1.12081782069821,1.36892236074022,68.4042963204947,2.25
20213,353.782629487972,1.0577715898024,1.36892236074022,67.2423518145448,2.25
5301,352.734804514406,1.04883427304761,1.36892236074022,66.2890435586332,2.25
20725,160.42821011281,0.558647856979826,1.36892236074022,43.9798533421839,2.25
7341,297.224687736399,1.10762455110822,1.36892236074022,73.1700758507192,2.25
3950,228.944269999125,0.836988216785836,1.36892236074022,59.4308395646404,2.25
7200,299.223238387328,1.3000205965848,1.77213938843753,72.1835353456728,2.33333333333333
16955,326.046434048213,1.35471041871793,1.36892236074022,77.8744288368568,2.25
20453,326.046434048213,1.35471041871793,1.36892236074022,77.8744288368568,2.25
18077,327.219036817169,1.35168119468589,1.36892236074022,78.5693253686761,2.25
8526,330.284524122763,1.35004663362501,1.36892236074022,79.7198061964528,2.25
11124,331.665988692774,1.3407360795217,1.36892236074022,80.3150809139991,2.25
9572,333.035482239589,1.3261774909382,1.36892236074022,80.9026764424735,2.25
12658,334.393151843754,1.30550104128115,1.36892236074022,81.4827589125454,2.25
19625,349.377586048584,1.20182302376485,1.36892236074022,77.7423296697829,2.25
2473,255.465227475247,1.30952583530407,1.36892236074022,67.9114068744969,2.25
17900,341.953488219071,1.16437049464391,1.36892236074022,79.6443009340924,2.25
7110,345.265399543919,1.17467321092928,1.36892236074022,80.9476150908036,2.25
4570,352.797903575612,1.19300038118512,1.36892236074022,83.8639520233789,2.25
3894,335.833778328903,1.35471041871793,1.36892236074022,77.191363938375,2.25
9191,340.991045419084,1.13272667991716,1.36892236074022,78.5192358597561,2.25
14135,335.709509522742,1.13272667991716,1.36892236074022,78.7741074211571,2.25
10887,338.697336275324,1.13272667991716,1.36892236074022,78.1424340547439,2.25
4388,337.915536192108,1.13272667991716,1.36892236074022,77.8949446369917,2.25
16045,337.142620266261,1.13272667991716,1.36892236074022,77.8949446369917,2.25
18161,336.270244892408,1.13272667991716,1.36892236074022,77.4090020604839,2.25
16095,345.020283461712,1.13272667991716,1.36892236074022,76.8188101964617,2.25
2815,225.441064479653,1.26500137527307,1.36892236074022,60.8800473495977,2.25
17958,261.920053233261,1.30952583530407,1.36892236074022,70.6757470741541,2.25
1402,218.531784476415,1.26500137527307,1.36892236074022,64.0486643495294,2.25
2510,255.465227475247,1.30952583530407,1.36892236074022,67.9114068744969,2.25
19615,336.752224408392,1.1172809977923,1.36892236074022,77.6016520442703,2.25
8873,315.920644268462,1.3821564190366,1.36892236074022,79.2770300906889,2.25
12181,322.750967421367,1.38490867941236,1.36892236074022,79.5229860236803,2.25
5725,354.162160054241,1.1499002093408,1.59416669911802,71.0385509022088,2.2
9552,353.819831451067,1.04883427304761,1.36892236074022,67.1114577035996,2.25
16547,299.686563721165,1.2998381549401,1.58902691517397,72.2720381613802,2.4
16621,353.522043081316,1.10899342574812,1.36892236074022,68.1485532210512,2.25
15414,326.046434048213,1.35471041871793,1.36892236074022,77.8744288368568,2.25
17833,334.771976127035,1.13272667991716,1.36892236074022,77.4090020604839,2.25
17119,365.179423051749,1.0662210317362,1.36892236074022,76.8015943712055,2.25
10129,304.062802992883,0.977249102127353,1.36892236074022,65.9607185292041,2.25
17770,355.183884421944,1.04883427304761,1.36892236074022,68.5216649785203,2.25
18858,353.819831451067,1.04883427304761,1.36892236074022,67.1114577035996,2.25
7980,354.290632385219,1.11391626701178,1.5649572502428,67.5561788137722,2.6
430,353.865732156525,1.08292294914186,1.53177807879137,67.4023369666915,2.8
6792,353.862387488788,1.08581505939882,1.49436508345339,67.3955624258295,3.0
12585,353.809339874643,1.0900331296957,1.5649572502428,67.4057385069956,2.6
3637,353.671504055843,1.10319948291238,1.58902691517397,67.4264115120162,2.4
8242,353.676615587991,1.11391626701178,1.5649572502428,67.4054784153941,2.6
45,353.793566074792,1.09134954355214,1.59416669911802,67.3908792956799,2.2
18951,353.624413861223,1.07330983355327,1.59416669911802,67.3704042542996,2.2
8104,354.025004827141,1.15638697956055,1.5649572502428,68.6409171719324,2.6
17859,353.929613825768,1.13955137591042,1.58902691517397,67.5961431697739,2.4
6546,353.764441389799,1.13955137591042,1.58902691517397,68.3832969819564,2.4
14671,352.791321417275,1.13955137591042,1.58902691517397,68.2469764599016,2.4
2370,342.276404821433,1.26273448069337,1.58902691517397,79.2928818335382,2.4
18880,342.156689080089,1.29957729522078,1.58902691517397,79.350119592159,2.4
15670,342.372091611774,1.21946108309399,1.58902691517397,79.2469154981841,2.4
7418,342.348177060419,1.23242813168296,1.58902691517397,79.2584217763968,2.4
6382,342.300333666246,1.25361134764805,1.58902691517397,79.281404939814,2.4
1685,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
7264,330.583580816297,1.49330953549558,1.49436508345339,77.3758214914665,3.0
16818,338.680567940636,1.48594269881286,1.53177807879137,77.6475880436352,2.8
20609,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
13582,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
11361,344.286420254412,1.20182302376485,1.36892236074022,81.3906497690151,2.25
12255,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
17517,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
19700,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
16319,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
9142,343.153115405128,1.16202028923859,1.36892236074022,79.6296593805425,2.25
13109,341.114427757739,1.19564956234805,1.58902691517397,80.1620867559049,2.4
18582,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
17987,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
4468,342.396001400641,1.20182302376485,1.36892236074022,79.2353994166121,2.25
7027,350.390662249249,1.32994482567617,1.53177807879137,83.2257689422271,2.8
17135,341.21151924283,1.13637866988633,1.36892236074022,79.1621595208216,2.25
17973,341.783237412252,1.13272667991716,1.36892236074022,79.4239258662023,2.25
11077,289.202652719422,0.796410069710385,1.36892236074022,66.3948205160465,2.25
4347,342.922577477774,1.1172809977923,1.36892236074022,79.9440429300395,2.25
6219,343.49021296101,1.10490821443206,1.36892236074022,80.2024157990269,2.25
1939,344.05650103435,1.08882285666064,1.36892236074022,80.4596793431343,2.25
12352,342.35358788247,1.12644020157864,1.36892236074022,79.6845499453941,2.25
7111,335.665205955114,1.12372066358246,1.36892236074022,77.1541026488907,2.25
1913,327.808943850895,1.24501688925244,1.2882523050229,64.9293653534909,2.75
16061,289.698558850402,1.2882523050229,1.2882523050229,60.6892700565759,2.75
20537,258.100516726902,1.30952583530407,1.36892236074022,69.2652399792837,2.25
14421,258.702072757409,1.30952583530407,1.36892236074022,69.2652399792837,2.25
18275,257.025844805458,1.30952583530407,1.36892236074022,70.0609064474968,2.25
16238,342.630435927781,1.20586465999055,1.36892236074022,79.3242106093641,2.25
3066,258.72824605389,1.30851509953902,1.36892236074022,68.2667337637851,2.25
18132,252.130845221771,1.30851509953902,1.36892236074022,68.6365761954713,2.25
11800,249.607429429756,1.30851509953902,1.36892236074022,65.165292189343,2.25
