Key_1_3,entropy_atomic_radius,std_atomic_radius,wtd_entropy_FusionHeat,entropy_fie,gmean_Valence,Key_2_12
19001,1.25924397214289,75.2375404967494,0.994998193254128,1.30596703599158,2.21336383940064,2237
15086,1.50832754035259,67.321319060161,1.07309384625263,1.54414454326973,1.8881750225898,11092
4691,1.25924397214289,75.2375404967494,0.927479442031317,1.30596703599158,2.21336383940064,15277
989,1.25924397214289,75.2375404967494,0.96403104867923,1.30596703599158,2.21336383940064,18412
11241,1.25924397214289,75.2375404967494,1.04496953590973,1.30596703599158,2.21336383940064,14256
12728,1.25924397214289,75.2375404967494,1.1118502934702,1.30596703599158,2.21336383940064,13980
16569,1.25924397214289,75.2375404967494,1.15682062411089,1.30596703599158,2.21336383940064,18320
16009,1.27527399052522,65.5796271718588,0.927479442031317,1.31300802421591,2.21336383940064,16187
13711,1.27527399052522,65.5796271718588,0.96403104867923,1.31300802421591,2.21336383940064,10589
1766,1.27527399052522,65.5796271718588,0.994998193254128,1.31300802421591,2.21336383940064,20377
11389,1.27527399052522,65.5796271718588,1.04496953590973,1.31300802421591,2.21336383940064,14348
4802,1.50879718264381,67.4317432668028,1.18275925378969,1.54279718919273,2.1689435423954,7382
16562,1.50832754035259,67.321319060161,1.01536720698814,1.54414454326973,1.8881750225898,13342
11906,1.50832754035259,67.321319060161,1.07309384625263,1.54414454326973,1.8881750225898,14142
6054,1.50832754035259,67.321319060161,1.18633953285975,1.54414454326973,1.8881750225898,14965
13208,1.50832754035259,67.321319060161,1.26001714532016,1.54414454326973,1.8881750225898,18728
9227,1.50703211965634,70.3380409167045,1.18117622675249,1.5430376416509,2.1689435423954,20051
21108,1.25924397214289,75.2375404967494,0.96403104867923,1.30596703599158,2.21336383940064,7696
2108,1.27527399052522,65.5796271718588,0.96403104867923,1.31300802421591,2.21336383940064,17261
7666,1.27527399052522,65.5796271718588,0.882547321448082,1.31300802421591,2.21336383940064,20123
15053,1.27527399052522,65.5796271718588,0.927479442031317,1.31300802421591,2.21336383940064,404
9205,1.27527399052522,65.5796271718588,1.0088303286462,1.31300802421591,2.21336383940064,3940
4315,1.27527399052522,65.5796271718588,1.02171494552375,1.31300802421591,2.21336383940064,16712
5894,1.27527399052522,65.5796271718588,1.04496953590973,1.31300802421591,2.21336383940064,18233
15003,1.27527399052522,65.5796271718588,1.06528363087208,1.31300802421591,2.21336383940064,5550
19650,1.27527399052522,65.5796271718588,1.08302792440505,1.31300802421591,2.21336383940064,13652
18058,1.27527399052522,65.5796271718588,0.980111149480159,1.31300802421591,2.21336383940064,592
18051,1.28460887049299,59.8101162011912,0.970385368326153,1.31812606699036,2.21336383940064,443
16620,1.25460859180271,79.1612278833521,0.651388956640107,1.31369403205635,2.21336383940064,16669
4863,1.25460859180271,79.1612278833521,0.908317502466979,1.31369403205635,2.21336383940064,16697
19620,1.25460859180271,79.1612278833521,0.849308245032759,1.31369403205635,2.21336383940064,20229
10657,1.70447072618275,67.6847266539669,1.06488767568435,1.72377939569993,2.28942848510666,279
6218,1.25670056650299,77.5258021564434,1.01349298403369,1.31500430814302,2.21336383940064,9205
8394,1.25670056650299,77.5258021564434,1.01349298403369,1.31500430814302,2.21336383940064,14125
10483,1.25366237079374,79.8717722352522,1.04078583363361,1.31118116342259,2.21336383940064,20632
4658,1.25460859180271,79.1612278833521,1.04906754121326,1.31212344038995,2.21336383940064,18693
12361,1.25460859180271,79.1612278833521,1.04115864528905,1.31212344038995,2.21336383940064,14928
9072,1.25460859180271,79.1612278833521,1.02610192402071,1.31212344038995,2.21336383940064,6869
