Key_1_3,wtd_gmean_Density,gmean_Density,std_fie,entropy_atomic_mass,entropy_FusionHeat,Key_2_11
19001,53.5438109235142,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,13233
15086,54.0957182556368,1237.09508033858,290.183029138508,1.44930919335685,1.37497728009085,5360
4691,53.9740223651659,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,15437
989,53.7584862910218,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,2329
11241,53.1170285737926,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,2299
12728,52.2736420387673,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,11675
16569,50.2232980184116,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,13724
16009,53.7519285564517,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,7233
13711,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,7108
1766,53.1040703916268,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,2536
11389,52.4640206945722,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,9513
4802,54.0642602239041,1301.7668761641,303.956645592756,1.40944218480143,1.27551730625518,7685
16562,54.0348360503616,1237.09508033858,290.183029138508,1.44930919335685,1.37497728009085,5231
11906,54.0957182556368,1237.09508033858,290.183029138508,1.44930919335685,1.37497728009085,13930
6054,54.2787767644054,1237.09508033858,290.183029138508,1.44930919335685,1.37497728009085,16497
13208,54.5852519033597,1237.09508033858,290.183029138508,1.44930919335685,1.37497728009085,3552
9227,64.2890140414117,791.947094116295,290.594200905662,1.41917339072535,1.39184163265638,2640
21108,53.7584862910218,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,17367
2108,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,16110
7666,54.0788155383013,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,4558
15053,53.7519285564517,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,17866
9205,52.9433296193313,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,985
4315,52.7830753934661,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,5580
5894,52.4640206945722,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,10301
15003,52.1468945665342,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,1028
19650,51.8316853518351,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,16780
18058,53.2652991875517,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,20379
18051,52.8251106512046,590.970936501288,307.264417887916,1.13987545765087,1.09101614010477,390
16620,4308.24173845826,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,15330
4863,835.612314775121,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,1551
19620,2485.06487134982,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,153
10657,831.906079860057,1297.55817481983,281.040167651055,1.63322749655066,1.59999301116635,7619
6218,367.204850069315,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,11136
8394,367.204850069315,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,14054
10483,416.454172815619,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,15949
4658,398.43897222171,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,4933
12361,392.006556825999,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,19604
9072,385.677986612883,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,10488
9977,379.451585101399,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,10752
18880,67.9848325596979,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,10139
6778,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,1293
12957,42.9291345717519,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,20479
15998,44.2588082289692,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,11519
13086,47.6620166849135,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,12164
4929,389.885638796861,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,13511
17082,40.4101821298131,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,6706
16248,41.7572950410582,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,554
9607,42.0222348617506,787.346797473557,319.288826926343,1.16380106392718,1.1125514740943,4798
7599,42.1169255141901,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,10947
16923,42.2193021360834,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,20938
15541,42.3127318934243,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,2639
5867,42.4972601761819,815.49564606351,329.08115260525,1.15307517091914,1.04474296689737,9457
14856,2997.23557284384,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,19177
5162,1911.13216722506,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,424
1888,3063.15438701478,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,15050
18729,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,19568
7382,39.7058084580045,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,11696
15403,661.496504364829,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,433
2760,514.015826970178,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,6869
14398,53.5885515304722,1301.7668761641,303.956645592756,1.40944218480143,1.27551730625518,18692
14156,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,236
18645,832.829674423045,1126.57745543701,297.724924049029,1.42727217964047,1.37562981789666,7022
5853,52.1468945665342,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,8025
19517,367.204850069315,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,13906
20682,41.1455642827849,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,2809
15096,60.433991723736,815.49564606351,329.08115260525,1.15307517091914,1.04474296689737,5244
6748,23.3741884952857,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,1767
13924,53.7584862910218,724.953210852388,323.811807806633,1.1817952393305,1.08857534188499,20324
2404,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,4101
2034,52.8440671901346,986.177796256656,286.01414650328,1.43158235420071,1.3236037585829,7801
6943,53.0750346956981,1048.0595282037,286.58689851422,1.43624987553861,1.28490681972835,12703
20748,53.0873771678679,1082.73826803862,286.412467605724,1.43772850687075,1.30699663033604,13012
5341,53.0764823747807,1091.04290370734,282.702691886724,1.44154355788642,1.3659515888642,19036
17283,53.0550839985228,1102.59695980625,281.524766938896,1.44263165266749,1.36230099879096,3702
1759,53.1015218555899,1129.94085056073,281.540935567104,1.44604386566673,1.34493744235458,10325
7573,53.1018626442937,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,17208
18823,53.0868479352093,1081.22816694619,285.28486114759,1.45183089193389,1.37397084412662,6609
8128,53.1627528228957,1065.64198894511,299.974456245861,1.44307196606101,1.37122470050862,17965
17165,53.2039514850693,1077.26192960319,299.299399264349,1.44087515685239,1.37253445855171,4054
11730,53.2402722997128,1087.60356324089,298.1420641238,1.43663176802515,1.37803630053412,16466
16035,53.2949712485168,1103.35208728778,291.68781530945,1.43155653006099,1.37826840525676,8048
1935,66.2433386928723,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,9454
18164,66.1446556554693,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,10599
19047,66.3223911163781,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,7904
16629,66.3026191706783,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,4263
20922,66.2630929606824,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,8547
13868,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,13368
10176,115.641729174706,830.005641443333,290.639302228725,1.39944619939749,1.25540161657536,9596
20621,70.6102320291651,230.164852160458,334.269073651751,1.40847447434119,1.31343888896436,21060
10280,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,10382
5740,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,4230
18709,69.3112183157362,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,15584
15766,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,8732
17715,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,4080
10535,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,10473
6600,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,15130
1918,52.9317882982429,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,13223
12822,52.3149390144984,1096.89799417711,290.059322208406,1.43294004022449,1.39593706987587,5677
17961,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,14893
15779,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,16351
5087,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,21220
14582,44.8706525357033,1114.874531278,283.668591141141,1.46292343029312,1.29956147389893,1991
9538,41.8260192457518,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,16266
16298,41.5178598426395,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,2409
19181,9.23474149503045,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,15799
4552,40.9083355392166,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,8432
8460,40.6069373069819,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,16563
9826,40.307759670946,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,11788
16010,41.2119708496556,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,14986
696,39.7699771134249,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,3865
10704,67.8533981139365,757.545478556243,289.698558850402,1.10063731296133,1.11276677081617,11299
5431,757.545478556243,757.545478556243,289.698558850402,1.10063731296133,1.11276677081617,14358
216,1969.17241622668,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,11710
18744,1960.65375258922,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,9627
11279,1930.85812788283,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,2326
978,68.3455537043014,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,11258
8703,1874.01470273385,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,10497
10218,2046.06771935031,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,11380
2546,1811.14325799418,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,16535
1568,1966.76350495918,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,17874
3350,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,15740
5276,66.3347435448057,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,18686
18089,66.0368021560702,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,10019
9903,65.7328409287629,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,4458
20639,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,2012
17728,53.4259068904833,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,1986
9455,53.4247963152625,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,12868
10584,65.6722167824216,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,19964
157,65.6116485485751,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,4939
3351,65.5511361756562,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,3154
18397,65.5209009209429,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,4921
12061,65.2494104234574,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,6051
20732,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,8938
15812,70.4421740324466,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,704
743,70.0484337468342,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,2722
16336,61.8347015593902,112.559399711834,347.221961287013,1.21766692803862,1.1786260161064,15463
14897,52.4401553532722,112.559399711834,347.221961287013,1.21766692803862,1.1786260161064,14357
1249,41.3933315564663,112.559399711834,347.221961287013,1.21766692803862,1.1786260161064,9322
10803,39.7699771134249,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,15312
10877,65.2147425165933,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,11911
8905,67.6850890857187,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,9367
16878,73.6463001497052,787.346797473557,319.288826926343,1.16380106392718,1.1125514740943,5440
19395,76.3712686142676,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,1612
5739,73.9830309998825,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,2832
10396,78.1836761093693,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,3368
5328,74.6386540293852,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,13513
14368,70.4918161122723,815.49564606351,329.08115260525,1.15307517091914,1.04474296689737,14466
13067,72.1903745582693,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,249
90,65.5177836238979,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,5825
21027,66.7233435980445,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,19902
6554,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,11717
18251,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,6868
5540,72.8532879028153,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,79
10699,65.8001237164013,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,5974
16405,72.5538127407285,1160.87358074319,279.986363953675,1.46059666288248,1.39619992856431,21026
3362,80.4332254670479,1339.41540404257,280.402805977401,1.40084629543662,1.3539698353651,1077
10437,70.6463177398343,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,16446
