from_path,from_table,from_column,to_path,to_label,to_column
credit/,table5.csv,credit_amount,credit/,table2.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table14.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table7.csv,credit_amount
credit/,table5.csv,duration,credit/,table14.csv,duration
credit/,table5.csv,duration,credit/,table14.csv,duration
credit/,table5.csv,duration,credit/,table14.csv,duration
credit/,table5.csv,checking_status,credit/,table1.csv,checking_status
credit/,table5.csv,checking_status,credit/,table1.csv,checking_status
credit/,table5.csv,checking_status,credit/,table1.csv,checking_status
credit/,table5.csv,credit_amount,credit/,table1.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table1.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table1.csv,credit_amount
credit/,table5.csv,duration,credit/,table1.csv,duration
credit/,table5.csv,duration,credit/,table1.csv,duration
credit/,table5.csv,duration,credit/,table1.csv,duration
credit/,table5.csv,credit_amount,credit/,table9.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table9.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table9.csv,credit_amount
credit/,table5.csv,checking_status,credit/,table11.csv,checking_status
credit/,table5.csv,checking_status,credit/,table11.csv,checking_status
credit/,table5.csv,checking_status,credit/,table11.csv,checking_status
credit/,table5.csv,credit_amount,credit/,table11.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table11.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table11.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table8.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table8.csv,credit_amount
credit/,table5.csv,credit_amount,credit/,table8.csv,credit_amount
credit/,table5.csv,duration,credit/,table8.csv,duration
credit/,table5.csv,duration,credit/,table8.csv,duration
credit/,table5.csv,duration,credit/,table8.csv,duration
credit/,table4.csv,other_payment_plans,credit/,table7.csv,other_payment_plans
credit/,table4.csv,credit_amount,credit/,table7.csv,credit_amount
credit/,table4.csv,age,credit/,table7.csv,age
credit/,table4.csv,residence_since,credit/,table6.csv,residence_since
credit/,table4.csv,credit_amount,credit/,table6.csv,credit_amount
credit/,table4.csv,residence_since,credit/,table3.csv,residence_since
credit/,table4.csv,credit_amount,credit/,table3.csv,credit_amount
credit/,table4.csv,credit_amount,credit/,table2.csv,credit_amount
credit/,table4.csv,age,credit/,table2.csv,age
credit/,table4.csv,credit_amount,credit/,table14.csv,credit_amount
credit/,table4.csv,credit_amount,credit/,table9.csv,credit_amount
credit/,table4.csv,age,credit/,table9.csv,age
credit/,table4.csv,residence_since,credit/,table13.csv,residence_since
credit/,table4.csv,credit_amount,credit/,table13.csv,credit_amount
credit/,table4.csv,residence_since,credit/,table1.csv,residence_since
credit/,table4.csv,credit_amount,credit/,table1.csv,credit_amount
credit/,table4.csv,age,credit/,table1.csv,age
credit/,table4.csv,residence_since,credit/,table10.csv,residence_since
credit/,table4.csv,credit_amount,credit/,table10.csv,credit_amount
credit/,table6.csv,installment_commitment,credit/,table2.csv,installment_commitment
credit/,table6.csv,credit_amount,credit/,table2.csv,credit_amount
credit/,table6.csv,installment_commitment,credit/,table3.csv,installment_commitment
credit/,table6.csv,residence_since,credit/,table3.csv,residence_since
credit/,table6.csv,credit_amount,credit/,table3.csv,credit_amount
credit/,table6.csv,property_magnitude,credit/,table12.csv,property_magnitude
credit/,table6.csv,credit_amount,credit/,table12.csv,credit_amount
credit/,table6.csv,installment_commitment,credit/,table13.csv,installment_commitment
