Key_2_5,D704,D250,D867,D755,D663,D191,D522,D528,D185,D563,Key_3_18
3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288
2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17532136,0.0,937
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960
1049,0.0,0.0,0.0,0.0,0.0,0.143716662,0.0,0.0,0.0,0.0,547
766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353
932,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,1399
530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319
2952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2752
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,754
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161918074,0.0,164
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385
2999,0.0,0.0,0.0,0.0,0.192307692,0.0737,0.0,0.0,0.473289166,0.0,1586
2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775
2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145572448,0.0,3260
2661,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,2009
1321,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,1602
1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368
489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161279822,0.0,1250
534,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392046107,0.0,583
461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459
31,0.0,0.0,0.0,0.0,0.307692308,0.306369531,0.0,0.0,0.0,0.0,1714
1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189605433,0.0,1883
2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950
597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317
2970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074
462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217
925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3407
1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295
3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031
911,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.183784577,0.0,1917
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247
1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413931758,0.0,1518
