Key_2_4,D243,D514,D446,D477,D764,D892,D549,D587,D95,D780,Key_3_14
830,0.0,0.0,0.0,0.0,0.0,0.133333333,0.0,0.0,0.00704,0.0,105
1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,2145
1229,0.0,0.166666667,0.0,0.0,0.0,0.0,0.125,0.0,0.000132,0.0,1890
2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000225,0.0,2814
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00117,0.0,2420
3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15e-05,0.0,1469
3338,0.0,0.25,0.0,0.0,0.0,0.133333333,0.0,0.0,0.000562,0.0,951
3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000885,0.0,1610
234,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.000537,0.0,3168
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,578
566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79e-05,0.0,3206
1377,0.0,0.166666667,0.115384615,0.0,0.0417,0.0,0.0,0.0263,0.00133,0.0,238
1858,0.0,0.0833,0.115384615,0.0,0.0,0.0,0.0,0.0,0.00386,0.0,3326
896,0.0,0.416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.000151,0.0,126
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158,0.0,2930
421,0.0,0.0,0.0,0.0714,0.0,0.0333,0.0,0.0,0.00554,0.0,2587
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000458,0.0,2023
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000416,0.0,3112
1606,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.000417,0.0,2757
1105,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.000536,0.0,652
2920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.0,603
1297,0.0,0.416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.000219,0.0,3053
