Key_2_6,D38,D516,D521,D559,D241,D452,D105,D86,D561,D239,Key_3_19
1577,0.0456,0.0,0.0,0.0,0.0,0.0,0.139797703,0.081,0.0,0.0,2239
571,0.134595906,0.0,0.0,0.0,0.0,0.0,0.0519,0.0584,0.0,0.0,1391
980,0.0332,0.0625,0.0,0.0,0.0,0.0,0.679910603,0.0157,0.153846154,0.0,1878
28,0.0843,0.0,0.0,0.0,0.0,0.0,0.263213509,0.0346,0.0,0.0,832
539,0.132312038,0.0,0.0,0.0,0.0,0.0,0.615339547,0.0544,0.0,0.0,999
783,0.0742,0.0,0.0,0.0,0.0,0.0,0.41191509,0.00924,0.0,0.0,1308
513,0.0654,0.0,0.0,0.0,0.0,0.0,0.702801511,0.038,0.0,0.0,1476
1499,0.0734,0.0,0.0,0.0,0.0,0.0,0.293255569,0.068,0.0,0.0,1734
2784,0.0663,0.0,0.0,0.0,0.0,0.0,0.632415717,0.0336,0.0,0.0,2209
2495,0.110158527,0.0,0.0,0.0,0.0,0.0,0.728003921,0.0649,0.0,0.0,396
1085,0.213077542,0.0,0.0,0.0,0.0,0.0,0.22632303,0.104740557,0.0,0.0,2007
439,0.0399,0.0625,0.0,0.05,0.0,0.087,0.646249069,0.142675022,0.0,0.0,1317
989,0.0683,0.1875,0.0,0.0,0.0,0.0,0.767117599,0.0843,0.0,0.0,547
3357,0.0522,0.0625,0.0,0.0,0.0,0.0,0.673409954,0.0137,0.0,0.0,374
3088,0.112366266,0.0,0.0,0.0,0.0,0.0,0.496076907,0.0185,0.0,0.0,3081
1626,0.146734827,0.0,0.0,0.0,0.0,0.0,0.278695446,0.0705,0.0,0.0,3046
690,0.323125489,0.0,0.0,0.0,0.0,0.0,0.172587973,0.0381,0.0,0.0,3430
1886,0.0714,0.0,0.0,0.0,0.0,0.0,0.487336209,0.0702,0.0,0.0,1079
1994,0.140457838,0.0313,0.0,0.0,0.0,0.0,0.673165691,0.0346,0.0,0.0,2175
93,0.331271328,0.0313,0.0,0.0,0.0,0.0,0.571763003,0.0371,0.0,0.0,382
712,0.155341041,0.0,0.0,0.0,0.0,0.0,0.277856489,0.0418,0.0,0.0,3360
2581,0.00923,0.0938,0.0,0.0,0.0,0.0,0.677570342,0.0241,0.0,0.0,901
3304,0.0562,0.0,0.0,0.0,0.0,0.0,0.228034517,0.00608,0.0,0.0,2891
2,0.224732532,0.0,0.0,0.0,0.0,0.0,0.459059481,0.0231,0.0,0.0,933
14,0.048,0.0,0.0,0.0,0.0,0.0,0.239577651,0.0448,0.0,0.0,665
2446,0.127553981,0.0313,0.0,0.0,0.0,0.0,0.548050686,0.131540582,0.0,0.0,1524
781,0.0281,0.0313,0.0,0.0,0.0,0.0,0.675627577,0.0197,0.0,0.0,454
80,0.108750139,0.0625,0.0,0.2,0.0,0.130434783,0.713536854,0.0544,0.0,0.0,804
1176,0.112366266,0.0313,0.0,0.0,0.0,0.0,0.679096985,0.0454,0.0,0.0,2117
2506,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,997
2356,0.112366266,0.0,0.0,0.0,0.0,0.0,0.733176771,0.0414,0.0,0.0,2434
441,0.068,0.0313,0.0,0.0,0.0,0.0,0.60822976,0.11379708,0.0,0.0,13
2553,0.0,0.0,0.0,0.0,0.0,0.0,0.427660863,0.012,0.0,0.0,2311
1362,0.112366266,0.0,0.0,0.0,0.0,0.0,0.701641072,0.063,0.0,0.0,3147
2693,0.0761,0.0,0.0,0.0,0.0,0.0,0.690115549,0.0581,0.0,0.0,330
1894,0.116324968,0.0,0.0,0.0,0.0,0.0,0.0491,0.0474,0.0,0.0,1592
1753,0.162721896,0.0313,0.0,0.0,0.0,0.0,0.677386004,0.0457,0.0,0.0,3297
694,0.132312038,0.0,0.0,0.0,0.0,0.0,0.172448232,0.0212,0.0,0.0,2678
1755,0.0761,0.0,0.0,0.0,0.0,0.0,0.587366121,0.027,0.0,0.0,2604
3326,0.112366266,0.0,0.0,0.0,0.0,0.0,0.50869965,0.0356,0.0,0.0,190
1298,0.0,0.75,0.2,0.0,0.0,0.0,0.756942426,0.0604,0.0,0.0,1875
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.115694792,0.0663,0.0,0.0,100
1837,0.132616559,0.0,0.0,0.0,0.0,0.0,0.738714179,0.0607,0.0,0.0,3265
2758,0.0,0.0,0.0,0.0,0.0,0.0,0.66190071,0.016,0.0,0.0,1929
1209,0.0552,0.0,0.0,0.0,0.0,0.260869565,0.544474476,0.012,0.0,0.0,1756
2456,0.0562,0.125,0.0,0.0,0.0,0.0,0.696159092,0.0385,0.0,0.0,752
1683,0.136841711,0.0313,0.0,0.0,0.0,0.0,0.260091365,0.0313,0.0,0.0,2193
2867,0.156521033,0.0,0.0,0.0,0.0,0.0,0.0566,0.0832,0.0,0.0,381
2487,0.068,0.0938,0.0,0.0,0.0,0.0,0.72992236,0.0587,0.0,0.0,1040
447,0.0562,0.0,0.0,0.0,0.0,0.0,0.25379203,0.048,0.0,0.0,446
3200,0.0,0.0,0.0,0.0,0.0,0.0,0.2493768,0.0469,0.0,0.0,3398
1522,0.330932347,1.0,0.0,0.6,0.0,0.434782609,0.66539647,0.186805523,0.0,0.0,407
956,0.0,0.0,0.0,0.0,0.0,0.0,0.593430569,0.005,0.0,0.0,2723
2118,0.0663,0.0,0.0,0.0,0.0,0.0,0.260544101,0.0286,0.0,0.0,696
1723,0.138250089,0.0,0.0,0.0,0.0,0.0,0.768008626,0.0794,0.0,0.0,1454
2739,0.112366266,0.0,0.0,0.0,0.0,0.0,0.248685566,0.0108,0.0,0.0,2984
1461,0.0594,0.0,0.0,0.0,0.0,0.0,0.450875406,0.0245,0.0,0.0,764
1075,0.0399,0.0313,0.0,0.0,0.0,0.087,0.652583055,0.0403,0.0769,0.0,489
1255,0.0,0.0,0.0,0.0,0.0,0.0,0.2097243,0.0153,0.0,0.0,950
2881,0.0967,0.0,0.0,0.0,0.0,0.0,0.55381671,0.0781,0.0,0.0,3022
3113,0.0562,0.125,0.0,0.2,0.0,0.0,0.679177625,0.0299,0.0,0.0,348
545,0.0582,0.0,0.0,0.0,0.0,0.0,0.68051879,0.0259,0.0,0.0,1927
567,0.149818058,0.0313,0.0,0.0,0.0,0.0,0.525777467,0.105673471,0.0,0.0,3305
848,0.116573116,0.0,0.0,0.0,0.0,0.0,0.609083223,0.0695,0.0,0.0,543
3216,0.142132663,0.0,0.0,0.0,0.0,0.0,0.661304876,0.02,0.0,0.0,1233
1667,0.0562,0.0,0.0,0.0,0.0,0.0,0.69572137,0.0552,0.0,0.0,585
2241,0.11967463,0.0,0.0,0.0,0.0,0.0,0.558839113,0.291768018,0.0,0.677671082,109
40,0.185107428,0.0,0.0,0.0,0.0,0.0,0.623587538,0.0202,0.0,0.426315061,643
1303,0.0893,0.0,0.0,0.0,0.0,0.0,0.561691845,0.0489,0.0,0.0,63
3424,0.133758489,0.0,0.0,0.0,0.0,0.0,0.26116407,0.0512,0.0,0.0,3177
308,0.178674547,0.0,0.0,0.0,0.0,0.0,0.50298842,0.0499,0.0,0.0,2391
2709,0.123992988,0.0,0.0,0.0,0.0,0.0,0.573105119,0.0283,0.0,0.0,3197
1462,0.00923,0.0938,0.0,0.0,0.0,0.0,0.648335503,0.01,0.0,0.0,2020
1417,0.0,0.0,0.0,0.0,0.0,0.0,0.47899985,0.0287,0.0,0.0,188
2247,0.152866852,0.0,0.0,0.0,0.0,0.0,0.758883164,0.0668,0.0,0.0,1472
358,0.0663,0.0,0.0,0.05,0.0,0.0,0.767511929,0.0734,0.0,0.0,2032
2000,0.106199824,0.0,0.0,0.0,0.0,0.0,0.265078105,0.0511,0.0,0.0,2759
2353,0.0612,0.21875,0.0,0.0,0.0,0.0,0.786920506,0.0681,0.0,0.0,1987
524,0.0562,0.0,0.0,0.0,0.0,0.0,0.708732488,0.0412,0.0,0.0,3295
2574,0.0612,0.0,0.0,0.0,0.0,0.0,0.443066088,0.0259,0.0,0.0,438
2678,0.0,0.0,0.0,0.0,0.0,0.0,0.575030907,0.0129,0.0,0.0,2042
47,0.25879658,0.0938,0.05,0.0,0.0,0.0,0.770218648,0.184415008,0.0,0.0,1094
2125,0.0562,0.0,0.0,0.0,0.0,0.0,0.26000097,0.0289,0.0,0.0,1844
388,0.112366266,0.0,0.0,0.0,0.0,0.0,0.277147645,0.047,0.0,0.0,3152
69,0.00923,0.0625,0.0,0.0,0.0,0.0,0.664978258,0.0121,0.0,0.0,1251
3322,0.0281,0.125,0.0,0.0,0.0,0.0,0.665418451,0.0155,0.0,0.0,684
2664,0.0281,0.0938,0.0,0.0,0.0,0.0,0.719061782,0.0603,0.0,0.0,788
2225,0.140457838,0.15625,0.0,0.0,0.0,0.0,0.736692548,0.0465,0.0,0.0,2684
2597,0.0663,0.0,0.0,0.0,0.0,0.0,0.599012889,0.0313,0.0,0.0,2191
3253,0.101080879,0.0,0.0,0.0,0.0,0.0,0.53700558,0.0167,0.0,0.0,73
1199,0.16299199,0.0,0.0,0.0,0.0,0.0,0.542074099,0.0837,0.0,0.0,1056
754,0.0199,0.0,0.0,0.0,0.0,0.0435,0.520547352,0.0134,0.0,0.0,2890
814,0.122491413,0.0,0.0,0.0,0.0,0.0,0.261696305,0.0243,0.0,0.0,60
3041,0.0686,0.0,0.0,0.0,0.0,0.0,0.272879252,0.0792,0.0,0.0,1163
3323,0.0562,0.0313,0.0,0.0,0.0,0.0,0.620305319,0.0141,0.0,0.0,1365
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.545262123,0.0576,0.0,0.0,1803
23,0.00506,0.0,0.0,0.0,0.0,0.0,0.268333466,0.0312,0.0,0.0,3155
526,0.112366266,0.0,0.0,0.0,0.0,0.0,0.102046031,0.0116,0.0,0.0,986
