Key_2_11,D649,D97,D458,D214,D55,D96,D149,D75,D740,D16,Key_3_35
1150,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.374017593,2715
3063,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.307980034,2897
702,0.0,0.0,0.1,0.0,0.0639,0.133333333,0.0,0.227575655,0.0238,0.324674761,2165
479,0.0,0.0263,0.0,0.0,0.0,0.1,0.0,0.0734,0.0714,0.237414478,3111
2511,0.0,0.0,0.05,0.0,0.0639,0.133333333,0.0294,0.133959763,0.166666667,0.192066391,2332
2558,0.0,0.0,0.0,0.436532155,0.0,0.0333,0.0,0.0616,0.0,0.292727388,483
1649,0.0,0.0,0.0,0.0,0.0,0.133333333,0.0,0.270636255,0.0714,0.36424202,621
480,0.0,0.0,0.0,0.0,0.0,0.1,0.0588,0.0,0.0476,0.277315794,2605
1330,0.0,0.0,0.05,0.0,0.157748325,0.133333333,0.0,0.157022996,0.0238,0.266439354,676
487,0.0,0.0,0.1,0.0,0.0,0.0667,0.0,0.158757243,0.0714,0.277259019,2529
359,0.0,0.105263158,0.0,0.0,0.0,0.2,0.0,0.0997,0.0,0.182759307,113
832,0.0,0.0526,0.0,0.0,0.18568986,0.2,0.0588,0.218169843,0.0,0.123321442,1662
601,0.0,0.0263,0.25,0.0,0.0173,0.2,0.0,0.0396,0.0,0.363957998,3349
3273,0.0,0.0,0.0,0.0,0.0639,0.133333333,0.0294,0.331224788,0.0476,0.328993796,2352
611,0.0,0.0,0.05,0.0,0.0,0.0333,0.0,0.0,0.0,0.297617633,1749
304,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.214285714,0.319348629,3026
2875,0.0,0.0,0.1,0.534737962,0.0,0.1,0.0,0.0,0.0714,0.270736826,743
1445,0.0,0.0,0.05,0.0,0.0685,0.133333333,0.0,0.0,0.0238,0.2784986,1361
3201,0.0,0.0,0.1,0.0,0.0,0.133333333,0.0588,0.0396,0.0,0.290027388,1574
