from_path,from_table,from_column,to_path,to_label,to_column
jannis/,table_2_10.csv,Key_1_3,jannis/,table_1_3.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_1_1.csv,Key_1_1
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_7.csv,Key_1_2
jannis/,table_2_10.csv,Key_1_3,steel/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_6.csv,Key_1_1
jannis/,table_1_3.csv,Key_1_3,jannis/,table_2_10.csv,Key_1_3
jannis/,table_1_1.csv,Key_1_1,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_8.csv,Key_1_2
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_11.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_12.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_4.csv,Key_1_1
jannis/,table_2_6.csv,Key_1_1,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_5.csv,Key_1_1
jannis/,table_2_10.csv,Key_1_3,jannis/,table_1_2.csv,Key_1_2
steel/,table_2_10.csv,Key_1_3,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_7.csv,Key_1_2,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,Key_1_3,jannis/,table_2_9.csv,Key_1_2
jannis/,table_2_10.csv,V8,jannis/,table_1_3.csv,V48
jannis/,table_2_11.csv,Key_1_3,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,V19,jannis/,table_2_7.csv,V9
jannis/,table_2_5.csv,Key_1_1,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_7.csv,V9,jannis/,table_2_10.csv,V19
jannis/,table_2_8.csv,Key_1_2,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_4.csv,Key_1_1,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,V1,jannis/,table_2_11.csv,V11
jannis/,table_2_10.csv,V24,steel/,table_2_10.csv,V24
jannis/,table_2_9.csv,Key_1_2,jannis/,table_2_10.csv,Key_1_3
jannis/,table_1_2.csv,Key_1_2,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_10.csv,V8,jannis/,table_2_6.csv,V28
jannis/,table_2_12.csv,Key_1_3,jannis/,table_2_10.csv,Key_1_3
jannis/,table_2_11.csv,V11,jannis/,table_2_10.csv,V1
jannis/,table_2_10.csv,V8,jannis/,table_1_2.csv,V38
jannis/,table_1_3.csv,V48,jannis/,table_2_10.csv,V8
jannis/,table_2_6.csv,V28,jannis/,table_2_10.csv,V8
jannis/,table_2_10.csv,V24,jannis/,table_2_12.csv,V2
