from_path,from_table,from_column,to_path,to_label,to_column
steel/,table_1_2.csv,Key_0_0,steel/,table_1_3.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,steel/,table_1_3.csv,Key_1_3
steel/,table_1_2.csv,Key_1_2,steel/,table_2_10.csv,Key_1_3
steel/,table_1_2.csv,Key_0_0,steel/,table_2_10.csv,Key_2_10
steel/,table_1_2.csv,Key_1_2,steel/,table_2_11.csv,Key_1_3
steel/,table_1_2.csv,Key_1_2,steel/,table_2_6.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,steel/,table_2_9.csv,Key_1_2
steel/,table_1_2.csv,V26,steel/,table_2_9.csv,V2
steel/,table_1_2.csv,V25,steel/,table_2_9.csv,V2
steel/,table_1_2.csv,Key_0_0,steel/,table_1_1.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,steel/,table_1_1.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,steel/,table_2_8.csv,Key_1_2
steel/,table_1_2.csv,V26,steel/,table_2_8.csv,V6
steel/,table_1_2.csv,Key_1_2,steel/,table_2_7.csv,Key_1_2
steel/,table_1_2.csv,Key_1_2,steel/,table_2_4.csv,Key_1_1
steel/,table_1_2.csv,Key_0_0,steel/,table_0_0.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,steel/,table_2_5.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,steel/,table_2_12.csv,Key_1_3
steel/,table_1_2.csv,V25,steel/,table_2_12.csv,V5
steel/,table_1_2.csv,Key_0_0,miniboone/,table_1_2.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,miniboone/,table_1_2.csv,Key_1_2
steel/,table_1_2.csv,Key_0_0,miniboone/,table_1_3.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,miniboone/,table_1_3.csv,Key_1_3
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_9.csv,Key_1_2
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_10.csv,Key_1_3
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_6.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_8.csv,Key_1_2
steel/,table_1_2.csv,Key_0_0,miniboone/,table_1_1.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,miniboone/,table_1_1.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_4.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_7.csv,Key_1_2
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_11.csv,Key_1_3
steel/,table_1_2.csv,Key_0_0,eyemove/,table_1_3.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,eyemove/,table_2_6.csv,Key_1_1
steel/,table_1_2.csv,Key_1_2,eyemove/,table_1_3.csv,Key_1_3
steel/,table_1_2.csv,Key_0_0,eyemove/,table_1_1.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,eyemove/,table_1_1.csv,Key_1_1
steel/,table_1_2.csv,Key_0_0,miniboone/,table_0_0.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_12.csv,Key_1_3
steel/,table_1_2.csv,Key_0_0,eyemove/,table_1_2.csv,Key_0_0
steel/,table_1_2.csv,Key_1_2,miniboone/,table_2_5.csv,Key_1_1
