pk_table,pk_column,fk_table,fk_column
table5.csv,Elevation,table6.csv,Elevation
table5.csv,Elevation,table4.csv,Elevation
table5.csv,Elevation,table3.csv,Elevation
table5.csv,Elevation,table14.csv,Elevation
table5.csv,Elevation,table2.csv,Elevation
table5.csv,Elevation,table18.csv,Elevation
table5.csv,Elevation,table7.csv,Elevation
table5.csv,Elevation,table1.csv,Elevation
table5.csv,Elevation,table17.csv,Elevation
table5.csv,Elevation,table12.csv,Elevation
table5.csv,Elevation,table9.csv,Elevation
table5.csv,Elevation,table10.csv,Elevation
table5.csv,Elevation,table11.csv,Elevation
table5.csv,Elevation,table16.csv,Elevation
table5.csv,Elevation,table8.csv,Elevation
table4.csv,Elevation,table6.csv,Elevation
table4.csv,Elevation,table2.csv,Elevation
table4.csv,Elevation,table3.csv,Elevation
table4.csv,Elevation,table14.csv,Elevation
table4.csv,Elevation,table18.csv,Elevation
table4.csv,Elevation,table1.csv,Elevation
table4.csv,Elevation,table7.csv,Elevation
table4.csv,Elevation,table17.csv,Elevation
table4.csv,Elevation,table13.csv,Elevation
table4.csv,Elevation,table9.csv,Elevation
table4.csv,Elevation,table12.csv,Elevation
table4.csv,Wilderness_Area1,table16.csv,Wilderness_Area4
table4.csv,Wilderness_Area3,table16.csv,Wilderness_Area4
table6.csv,Horizontal_Distance_To_Hydrology,table7.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table7.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table7.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table14.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table14.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table14.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table3.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table3.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table3.csv,Elevation
table6.csv,Slope,table3.csv,Slope
table6.csv,Horizontal_Distance_To_Hydrology,table15.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table15.csv,Horizontal_Distance_To_Roadways
table6.csv,Horizontal_Distance_To_Hydrology,table18.csv,Horizontal_Distance_To_Hydrology
table6.csv,Elevation,table18.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table2.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table2.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table2.csv,Elevation
table6.csv,Slope,table2.csv,Slope
table6.csv,Elevation,table17.csv,Elevation
table6.csv,Slope,table17.csv,Slope
table6.csv,Horizontal_Distance_To_Hydrology,table1.csv,Horizontal_Distance_To_Hydrology
table6.csv,Horizontal_Distance_To_Roadways,table1.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table1.csv,Elevation
table6.csv,Slope,table1.csv,Slope
table6.csv,Wilderness_Area1,table13.csv,Wilderness_Area1
table6.csv,Elevation,table13.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table16.csv,Horizontal_Distance_To_Hydrology
table6.csv,Elevation,table16.csv,Elevation
table6.csv,Slope,table16.csv,Slope
table6.csv,Wilderness_Area1,table16.csv,Wilderness_Area4
table6.csv,Horizontal_Distance_To_Roadways,table9.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table9.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table12.csv,Horizontal_Distance_To_Hydrology
table6.csv,Wilderness_Area1,table12.csv,Wilderness_Area1
table6.csv,Elevation,table12.csv,Elevation
table6.csv,Slope,table12.csv,Slope
table6.csv,Horizontal_Distance_To_Roadways,table10.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table10.csv,Elevation
table6.csv,Horizontal_Distance_To_Hydrology,table11.csv,Horizontal_Distance_To_Hydrology
table6.csv,Elevation,table11.csv,Elevation
table6.csv,Slope,table11.csv,Slope
table6.csv,Wilderness_Area1,table11.csv,Wilderness_Area3
table6.csv,Horizontal_Distance_To_Roadways,table8.csv,Horizontal_Distance_To_Roadways
table6.csv,Elevation,table8.csv,Elevation
table7.csv,Horizontal_Distance_To_Hydrology,table3.csv,Horizontal_Distance_To_Hydrology
table7.csv,Horizontal_Distance_To_Roadways,table3.csv,Horizontal_Distance_To_Roadways
table7.csv,Elevation,table3.csv,Elevation
table7.csv,Horizontal_Distance_To_Hydrology,table14.csv,Horizontal_Distance_To_Hydrology
table7.csv,Horizontal_Distance_To_Hydrology,table15.csv,Horizontal_Distance_To_Hydrology
table7.csv,Horizontal_Distance_To_Roadways,table14.csv,Horizontal_Distance_To_Roadways
table7.csv,Horizontal_Distance_To_Roadways,table15.csv,Horizontal_Distance_To_Roadways
table7.csv,Elevation,table14.csv,Elevation
table7.csv,Aspect,table15.csv,Aspect
table7.csv,Horizontal_Distance_To_Hydrology,table2.csv,Horizontal_Distance_To_Hydrology
table7.csv,Horizontal_Distance_To_Roadways,table2.csv,Horizontal_Distance_To_Roadways
table7.csv,Elevation,table2.csv,Elevation
table7.csv,Aspect,table2.csv,Aspect
table7.csv,Elevation,table17.csv,Elevation
table7.csv,Aspect,table17.csv,Aspect
table7.csv,Horizontal_Distance_To_Hydrology,table18.csv,Horizontal_Distance_To_Hydrology
table7.csv,Elevation,table18.csv,Elevation
table7.csv,Aspect,table18.csv,Aspect
table7.csv,Soil_Type11,table18.csv,Soil_Type1
table7.csv,Horizontal_Distance_To_Hydrology,table1.csv,Horizontal_Distance_To_Hydrology
table7.csv,Horizontal_Distance_To_Roadways,table1.csv,Horizontal_Distance_To_Roadways
table7.csv,Elevation,table1.csv,Elevation
table7.csv,Aspect,table1.csv,Aspect
table7.csv,Horizontal_Distance_To_Hydrology,table16.csv,Horizontal_Distance_To_Hydrology
table7.csv,Elevation,table16.csv,Elevation
table7.csv,Aspect,table16.csv,Aspect
table7.csv,Soil_Type22,table16.csv,Soil_Type2
table7.csv,Soil_Type33,table16.csv,Soil_Type3
table7.csv,Horizontal_Distance_To_Hydrology,table12.csv,Horizontal_Distance_To_Hydrology
table7.csv,Elevation,table12.csv,Elevation
table7.csv,Aspect,table12.csv,Aspect
table7.csv,Horizontal_Distance_To_Roadways,table9.csv,Horizontal_Distance_To_Roadways
table7.csv,Soil_Type33,table9.csv,Soil_Type33
table7.csv,Elevation,table9.csv,Elevation
table7.csv,Aspect,table9.csv,Aspect
table7.csv,Horizontal_Distance_To_Roadways,table10.csv,Horizontal_Distance_To_Roadways
table7.csv,Elevation,table10.csv,Elevation
table7.csv,Aspect,table10.csv,Aspect
table7.csv,Horizontal_Distance_To_Hydrology,table11.csv,Horizontal_Distance_To_Hydrology
table7.csv,Elevation,table11.csv,Elevation
