Key_1_3,V23,V24,Key_2_10
863,0.9031,1.6435,817
153,0.7782,1.4624,629
989,0.7782,1.2553,1754
731,0.8451,1.6532,47
1841,1.2305,2.4099,1099
1604,1.0414,1.9395,1330
1876,1.5185,2.6181,73
1462,1.0,1.301,378
517,1.1139,1.415,263
1530,1.2041,2.2148,1665
1135,1.0792,1.6812,77
1466,1.0,1.8062,174
582,1.0792,1.7324,1456
1354,0.9542,1.7781,65
1855,1.1761,1.8129,712
1725,1.1761,2.1206,89
476,1.5563,2.4281,1372
140,1.1461,1.8633,999
68,0.8451,1.3979,1265
312,1.0792,1.4314,1227
1308,1.0414,1.5315,1812
425,0.9542,1.4624,1470
380,0.9542,1.2787,1926
1723,1.0,1.5911,160
660,0.9542,1.5185,1006
15,0.9542,1.3617,1396
842,1.1461,1.5911,1256
792,0.7782,1.2553,1337
1139,1.3222,2.3997,1429
1289,1.1139,1.5798,1808
288,0.8451,1.5185,824
1156,1.1139,1.7993,638
1754,0.8451,1.3802,106
1753,1.0,1.4472,261
1150,1.3617,1.7924,760
1826,1.0792,1.6335,111
1889,1.0792,1.5911,1392
375,1.0,1.8513,1414
860,1.0,1.6812,1193
423,1.0792,1.3617,1300
1295,1.0,1.7324,551
248,1.0792,1.5563,1511
1320,1.0792,1.415,1478
1258,1.0,1.699,1435
1905,0.9031,1.3222,1279
1856,0.9542,1.6902,458
1893,0.8451,1.1139,384
955,0.7782,1.2305,1818
1639,1.0792,1.0792,575
898,0.8451,1.0414,1705
1862,0.8451,1.1139,202
376,1.0414,1.8195,545
65,0.9542,1.4314,232
442,1.0,1.3802,340
1805,0.9542,1.5315,1811
1682,0.9542,1.4314,173
341,1.1139,0.7782,1198
1578,1.0792,1.4771,1743
971,0.9031,1.0792,901
1089,0.7782,1.1761,279
1693,0.8451,1.0,1589
1563,0.8451,1.0414,733
1582,0.9542,1.0414,591
1837,0.8451,1.0792,1630
1128,0.9542,1.0414,1522
94,0.9542,1.7781,1858
1588,0.9031,1.301,1299
314,0.7782,1.1139,793
193,0.9031,1.1461,464
1883,0.9031,0.9542,195
1859,1.0414,1.1139,1110
1733,0.9542,1.4472,711
182,0.9031,1.301,269
1797,0.7782,1.2553,1362
1609,0.9031,1.0792,7
484,0.8451,0.7782,324
1260,0.9542,1.4914,247
1368,0.9542,1.3617,1420
1870,1.2041,2.4487,1296
1505,1.2553,2.2989,853
1328,1.415,2.2201,290
607,0.9031,1.2305,127
368,0.9031,0.8451,1365
1552,1.4914,2.776,1574
1054,1.0792,1.2041,1713
1939,0.9542,1.2041,1624
1412,0.8451,1.301,1037
948,1.0792,1.5051,983
241,1.0414,1.5563,1751
1409,1.1761,1.5911,198
1669,1.1139,1.716,122
118,1.2305,1.8389,1904
1520,1.1139,1.8261,1703
1143,1.1139,1.3424,746
890,0.9542,0.8451,1760
713,1.1139,1.4624,1841
254,0.9031,1.415,1814
342,0.8451,1.6335,1866
1353,0.9031,1.2787,1395
1058,0.9031,1.2041,1481
25,0.8451,1.0792,354
1664,1.0,1.3222,210
691,1.1461,1.4472,93
622,1.0792,2.0128,469
370,1.1139,1.7559,685
1746,1.0,1.1761,264
825,1.3222,2.2945,1491
1763,1.1139,1.4472,1344
918,1.0792,1.3802,479
121,0.9542,1.2305,1598
