Key_1_1,V17,V15,Key_2_6
1753,0.1818,0.0498,166
1794,0.2069,0.7647,1263
479,0.3333,0.971,473
1888,0.1556,0.7287,253
1670,0.0662,0.0695,1645
1269,0.1264,0.62,436
1578,0.0795,0.4896,1281
1529,0.5,0.2253,924
1377,0.5,0.3912,185
741,0.0976,0.0877,1654
333,0.25,0.1257,1284
501,0.1563,0.5987,957
912,0.2222,0.0545,1634
848,0.15,0.6888,1569
618,0.2308,0.5347,388
1394,0.1136,0.7931,168
822,0.1343,0.1849,260
551,0.1918,0.1067,80
223,0.28,0.0972,1939
530,0.4444,0.0877,1684
23,0.3235,0.0202,1582
1598,0.3103,0.051,511
1588,0.4737,0.0747,1855
629,0.2564,0.0972,379
513,0.2727,0.0889,1894
1822,0.3913,0.0015,1659
196,0.359,0.0015,177
1015,0.3333,0.2668,1535
1530,0.0837,0.1034,941
1879,0.3421,0.0714,1216
766,0.2121,0.7808,1880
1886,0.2063,0.1312,1688
616,0.2917,0.2322,1693
1734,0.3571,0.0707,108
38,0.371,0.1629,365
1104,0.2791,0.9257,248
3,0.3077,0.0177,1243
619,0.1408,0.2395,639
369,0.2083,0.0,1126
1364,0.5217,0.0049,838
858,0.1852,0.6224,1166
1152,0.3333,0.1212,1389
119,0.4615,0.086,725
1816,0.2,0.0455,1881
66,0.381,0.5325,1376
1276,0.1837,0.0663,820
58,0.5385,0.2183,1852
228,0.3529,0.8537,1156
786,1.0,0.1659,1365
261,0.6364,0.9231,674
1296,0.5385,0.6426,1025
1040,0.1667,0.0154,212
380,0.3333,0.013,1148
1162,0.4167,0.0618,774
1507,0.2647,0.9284,751
1441,0.3333,0.4484,331
1219,0.4615,0.4036,1709
450,0.4,0.4254,1404
673,0.6667,0.7181,540
847,0.4,0.1456,1400
702,0.7,0.95,1576
392,0.6364,0.2482,1854
1224,0.8182,0.9192,1887
1718,0.5833,0.1495,222
956,0.8182,0.5772,830
1195,0.15,0.1103,1550
496,0.4,0.9669,807
1151,0.4615,0.0411,87
348,0.5714,0.0531,937
1782,0.8889,0.0459,1047
156,0.8461,0.0362,71
1677,0.3214,0.0607,1228
557,0.4,0.5821,24
799,0.3333,0.7332,416
533,0.6667,0.7355,1478
986,0.8571,0.5272,1205
803,0.2903,0.4433,1558
273,0.3913,0.1849,770
1181,0.0569,0.1771,557
502,0.0904,0.0594,167
1298,0.1566,0.9808,44
889,0.4706,0.97,316
1430,0.875,0.0425,1265
1130,0.0519,0.094,1163
331,0.75,0.0838,576
1004,0.5625,0.6638,653
170,0.35,0.7974,1392
1320,0.375,0.2188,1280
1751,0.3056,0.1848,1372
1675,0.3846,0.5719,1776
1351,0.25,0.4692,1858
1632,0.2464,0.0499,1928
443,0.194,0.2338,946
966,0.5909,0.1261,1900
1704,0.7778,0.0205,1502
1402,0.4483,0.8203,37
229,0.3077,0.7385,1510
1386,0.1628,0.9231,481
121,0.4211,0.8442,1337
219,0.5,0.4421,650
1697,0.5833,0.7778,1434
1856,0.4762,0.1491,1335
322,0.5,0.2202,1884
178,0.1165,0.5433,1247
1265,0.2281,0.049,890
969,0.6667,0.2754,1560
1288,0.1066,0.1812,1733
69,0.4643,0.3174,1405
49,0.5,0.5646,704
1081,0.5294,0.0353,1034
1564,0.3438,0.117,750
1149,0.3714,0.1418,130
985,0.3214,0.0024,1058
263,0.2813,0.2123,1310
706,0.0714,0.0024,1483
1617,0.1,0.0071,299
1378,0.2333,0.0047,208
1730,0.2667,0.1376,1261
608,0.45,0.8916,1240
255,0.1765,0.1355,1091
1134,0.1429,0.1309,769
413,0.3333,0.1262,36
1407,0.3333,0.1272,1219
781,0.4,0.3408,936
1589,0.2963,0.0059,297
1201,0.1739,0.125,1807
221,0.1839,0.1002,74
1581,0.375,0.0118,471
20,0.1471,0.106,95
1079,0.2903,0.0106,1286
1444,0.2045,0.2188,1021
1737,0.2023,0.2474,1902
634,0.2407,0.0495,1176
1629,0.4688,0.1508,1725
495,0.3478,0.8969,1227
714,0.0422,0.154,173
906,0.2778,0.1475,47
510,0.3462,0.1219,1694
1205,0.4783,0.4417,1890
220,0.3,0.6533,61
1532,0.0393,0.6613,1638
841,0.1,0.0353,1769
399,0.3548,0.2533,888
488,0.4444,0.0442,518
360,0.7143,0.5712,1146
1264,0.0448,0.6618,494
1354,0.2453,0.0604,1119
1542,0.3939,0.4345,1362
1336,0.1803,0.3941,514
750,0.3871,0.0912,618
892,0.2857,0.0265,1872
465,0.5263,0.0236,1315
1068,0.3462,0.028,887
1494,0.2941,0.0236,143
696,0.1636,0.0206,1493
1590,0.3333,0.0192,1803
1744,0.4091,0.0221,542
1057,0.4286,0.025,1320
154,0.7368,0.6124,256
633,0.5,0.0103,573
812,0.64,0.0547,1899
55,0.2143,0.0576,1931
987,0.9167,0.2851,1504
584,0.8571,0.2142,254
559,0.1243,0.0576,1089
1583,0.2808,0.2083,1673
411,0.7609,0.1004,570
1732,0.2364,0.1195,1036
684,0.34,0.0,759
1274,0.3429,0.1389,1610
1426,0.55,0.0148,1349
1014,0.2857,0.0044,121
107,0.6154,0.0236,911
422,0.3333,0.2127,336
765,0.6429,0.0443,397
1596,0.5588,0.0929,193
1453,0.4444,0.2445,1801
1323,0.7143,0.2327,1888
1729,0.6,0.257,1339
1791,0.8421,0.7577,1306
970,1.0,0.0369,1321
1736,0.8182,0.0133,468
1071,0.8571,0.2729,789
478,0.2529,0.1976,439
1833,0.8824,0.1193,384
334,0.7188,0.5678,227
1384,0.6667,0.0502,798
328,0.9231,0.2866,1848
1678,0.5833,0.3835,407
775,0.283,0.0015,1412
953,0.5789,0.3319,176
361,1.0,0.5443,1177
1636,0.3529,0.6431,1008
1108,0.5417,0.7463,1367
650,0.6,0.1612,1660
