Key_1_1,V7,V19,Key_2_4
1753,44,0.4706,59
1794,30,0.6,730
479,19,0.75,305
1888,45,0.5385,1315
1670,260,0.2833,1637
1269,87,0.55,1525
1578,432,0.1435,195
1529,20,0.9091,820
1377,26,0.8667,1429
741,167,0.3478,350
333,48,0.9231,1558
501,69,0.2381,1642
912,54,0.8,1214
848,60,0.4091,1353
618,68,0.5,517
1394,133,0.2542,489
822,282,0.2156,212
551,76,0.3684,746
223,25,0.875,1236
530,27,0.8,1630
23,34,0.6111,688
1598,29,0.6923,237
1588,19,0.9,1732
629,39,0.6667,473
513,35,0.5294,1843
1822,23,1.0,566
196,39,0.7368,1584
1015,18,0.6667,294
1530,253,0.2283,1065
1879,38,0.8667,1089
766,33,0.7778,1710
1886,63,0.6842,875
616,24,0.7778,1618
1734,28,1.0,1091
38,62,0.7931,806
1104,43,0.75,1324
3,39,0.8,676
619,72,0.2941,170
369,48,0.2778,1390
1364,23,0.5454,1104
858,54,0.2857,402
1152,36,0.4,70
119,26,0.6,330
1816,50,0.3333,638
66,21,0.5,1424
1276,49,0.2093,908
58,13,0.5833,1200
228,17,0.5454,627
786,12,0.8571,860
261,11,0.7778,868
1296,13,0.7778,46
1040,66,0.234,1006
380,27,0.45,342
1162,24,0.5,420
1507,34,0.45,988
1441,27,0.45,933
1219,7,0.9286,1272
450,30,0.48,1496
673,12,0.8,1093
847,15,0.6,1004
702,10,0.7,987
392,11,0.7,898
1224,11,0.6429,1335
1718,12,0.7778,1593
956,11,1.0,1527
1195,60,0.2093,1826
496,20,0.6154,964
1151,13,0.75,1368
348,14,0.5333,569
1782,9,0.6667,1568
156,13,0.7857,1419
1677,28,0.4286,335
557,20,0.5333,331
799,18,0.3529,1677
533,12,0.8889,841
986,6,0.875,1246
803,31,0.375,210
273,23,0.45,387
1181,285,0.097,461
502,201,0.1343,1876
1298,185,0.1831,1435
889,17,0.6154,219
1430,7,0.7273,1500
1130,604,0.0645,582
331,16,0.6667,1114
1004,17,0.6429,1910
170,20,0.5385,1731
1320,32,0.6316,209
1751,36,0.44,1387
1675,39,0.4167,1888
1351,52,0.3611,138
1632,69,0.3778,112
443,67,0.2955,1698
966,22,0.7222,1877
1704,7,1.0,1231
1402,29,0.4643,1268
229,26,0.4444,1493
1386,43,0.2414,779
121,19,0.5333,1674
219,16,0.7273,1483
1697,12,0.875,835
1856,21,0.7692,1563
322,28,0.6087,502
178,103,0.2105,194
1265,57,0.4063,1283
969,15,0.5882,1822
1288,197,0.1438,1684
69,28,0.5909,282
49,26,0.5454,997
1081,17,0.5625,7
1564,32,0.4583,1131
1149,35,0.5,1329
985,28,0.375,369
263,32,0.375,1726
706,84,0.2069,1588
1617,70,0.2121,1569
1378,30,0.5833,427
1730,45,0.3429,1808
608,20,0.6923,1145
255,86,0.2381,1788
1134,98,0.1795,1471
413,42,0.3784,75
1407,33,0.4583,167
781,30,0.4615,567
1589,27,0.4,367
1201,70,0.2143,1495
221,87,0.2712,1705
1581,32,0.4286,1260
20,103,0.2308,507
1079,31,0.4091,1244
1444,45,0.2571,339
1737,89,0.36,893
634,54,0.3514,535
1629,32,0.625,393
495,23,0.4706,1226
714,427,0.0717,991
906,18,0.3333,1040
510,26,0.5,1766
1205,23,0.6111,937
220,20,0.4286,1147
1532,359,0.0657,605
841,50,0.3333,1854
399,31,0.4231,1539
488,18,0.5,1402
360,14,0.7143,827
1264,357,0.0724,208
1354,53,0.3939,1188
1542,33,0.65,540
1336,61,0.2558,176
750,31,0.4444,1084
892,28,0.3333,1193
465,19,0.5263,450
1068,26,0.3462,1013
1494,34,0.4762,257
696,56,0.1915,1597
1590,24,0.4444,1518
1744,22,0.45,47
1057,21,0.5,141
154,17,0.5758,647
633,6,0.9231,661
812,31,0.4848,321
55,56,0.2927,537
987,11,0.6316,1643
584,15,0.7,169
559,172,0.1469,360
1583,161,0.204,1095
411,54,0.3889,1245
1732,59,0.2407,1917
684,56,0.3207,604
1274,36,0.3636,680
1426,23,0.6875,359
1014,42,0.3429,1897
107,13,0.6667,124
422,19,0.375,262
765,15,0.5294,1437
1596,42,0.3878,1207
1453,21,0.3636,1720
1323,14,0.7143,1140
1729,21,0.5263,1881
1791,19,0.5714,1741
970,12,0.8,1396
1736,11,0.6,1068
1071,12,0.6087,1678
478,94,0.234,249
1833,403,0.1805,1033
334,40,0.3539,996
1384,12,0.6154,843
328,13,0.6842,1473
1678,7,1.0,1498
775,56,0.3,1894
953,16,0.6786,79
361,12,0.4583,885
1636,17,0.3529,1926
1108,25,0.4643,1122
650,20,0.6667,723
468,98,0.2076,1520
194,27,0.4762,608
157,50,0.3103,831
683,17,0.6522,1063
1770,10,0.7333,1445
1615,20,0.4667,1346
1483,120,0.1505,1607
610,207,0.1624,252
895,103,0.2076,1884
1916,67,0.3771,1707
811,94,0.2906,24
693,380,0.2234,553
124,90,0.3286,1464
209,56,0.198,994
654,536,0.0794,1751
1829,102,0.2604,874
250,99,0.3556,839
172,62,0.2985,584
62,161,0.1931,1594
1122,129,0.271,764
