Key_1_3,V5,V22,Key_2_12
863,267,2.4265,838
153,108,2.0334,849
989,71,1.8513,783
731,176,2.2455,1059
1841,2409,3.3818,57
1604,630,2.7993,815
1876,9052,3.9567,41
1462,132,2.1206,1804
517,264,2.4216,1203
1530,1506,3.1778,1639
1135,442,2.6454,300
1466,284,2.4533,442
582,480,2.6812,169
1354,433,2.6365,193
1855,728,2.8621,14
1725,1097,3.0402,978
476,5044,3.7028,713
140,552,2.7419,1114
68,137,2.1367,1324
312,209,2.3201,948
1308,284,2.4533,1821
425,153,2.1847,1576
380,106,2.0253,1487
1723,264,2.4216,153
660,201,2.3032,758
15,171,2.233,314
842,395,2.5966,1514
792,85,1.9294,1603
1139,3214,3.5071,877
1289,386,2.5866,1839
288,182,2.2601,1526
1156,527,2.7218,433
1754,158,2.1987,1421
1753,214,2.3304,338
1150,994,2.9974,207
1826,367,2.5647,1602
1889,320,2.5052,677
375,378,2.5775,488
860,210,2.3222,867
423,201,2.3032,1025
1295,386,2.5866,1517
248,324,2.5106,1681
1320,234,2.3692,122
1258,340,2.5315,1571
1905,98,1.9912,115
1856,267,2.4265,501
1893,56,1.7482,1357
955,71,1.8513,1094
1639,90,1.9542,1296
898,55,1.7404,1231
1862,58,1.7634,1083
376,567,2.7536,528
65,182,2.2601,822
442,154,2.1875,1907
1805,188,2.2742,386
1682,146,2.1644,1497
341,51,1.7076,1160
1578,184,2.2648,1284
971,67,1.8261,836
1089,64,1.8062,139
1693,53,1.7243,283
1563,60,1.7781,1084
1582,76,1.8808,741
1837,66,1.8195,146
1128,70,1.8451,108
94,382,2.5821,60
1588,110,2.0414,1811
314,51,1.7076,927
193,63,1.7993,706
1883,56,1.7482,1635
1859,89,1.9494,574
1733,190,2.2787,1738
182,81,1.9085,920
1797,63,1.7993,1254
1609,60,1.7781,97
484,30,1.4771,1386
1260,209,2.3201,1095
1368,156,2.1931,1467
1870,2643,3.4221,1539
1505,2145,3.3314,915
1328,1421,3.1526,1180
607,103,2.0128,1123
368,40,1.6021,1728
1552,10914,4.038,672
1054,135,2.1303,468
1939,114,2.0569,158
1412,82,1.9138,1495
948,275,2.4393,691
241,289,2.4609,310
1409,313,2.4955,387
1669,437,2.6405,1287
