Key_1_2,V11,V6,Key_2_8
831,1687,17,1389
215,1687,10,1235
1200,1623,8,1307
1372,1353,13,1038
1632,1353,60,1358
879,1387,20,1388
181,1687,230,1917
574,1687,11,89
334,1687,15,762
1472,1687,46,1548
1761,1687,13,1334
316,1687,42,165
431,1687,15,200
836,1687,22,1217
901,1687,30,711
1208,1687,59,1427
1399,1687,167,869
212,1687,38,1767
564,1687,8,1281
162,1687,15,1051
1363,1687,18,1311
456,1687,13,709
647,1687,10,875
849,1687,15,234
733,1687,17,521
1780,1373,9,309
516,1373,19,1572
478,1627,9,1737
1389,1373,92,1658
898,1373,15,466
1150,1373,9,374
1181,1387,19,1153
1380,1387,9,1166
1799,1387,10,657
80,1387,29,245
560,1387,16,1445
1891,1353,15,1318
634,1353,34,764
1706,1333,36,1908
1756,1633,22,1687
1415,1687,35,972
167,1353,30,61
1501,1627,20,728
1152,1627,30,91
926,1690,16,80
1278,1690,43,549
494,1686,12,1754
359,1682,11,284
188,1688,14,750
705,1690,9,581
822,1690,9,868
202,1690,47,1048
1808,1688,20,13
1444,1650,20,1233
473,1648,20,1845
1827,1646,20,624
1758,1650,14,1147
884,1650,25,887
1104,1710,10,1248
954,1360,10,963
1468,1360,10,807
1870,1362,10,1726
691,1362,14,1125
396,1632,9,1521
1376,1632,9,1231
893,1632,43,379
100,1630,13,908
452,1654,8,1265
172,1656,15,189
1352,1656,12,1196
997,1658,14,421
923,1648,21,1335
1778,1656,15,1112
1681,1694,17,1330
533,1694,9,57
1107,1692,8,1190
96,1692,24,419
570,1352,20,269
720,1400,165,1565
1096,1380,134,816
1568,1666,142,1510
1773,1666,13,1398
409,1364,11,957
666,1362,481,922
1175,1360,18,608
178,1392,14,1728
76,1392,13,1208
828,1362,19,1625
1320,1364,25,47
268,1364,36,1185
974,1364,36,382
786,1362,45,1549
698,1360,44,1547
1837,1364,18,1059
541,1366,9,906
996,1358,28,1184
544,1690,18,205
1613,1690,29,1020
1068,1694,15,1094
179,1692,11,70
245,1692,8,1676
440,1690,13,1575
246,1626,23,1817
881,1362,57,787
1174,1632,32,710
328,1634,17,1474
1072,1634,146,1293
223,1632,22,755
785,1626,22,730
488,1358,16,111
732,1350,24,1464
1509,1354,26,365
1781,1698,24,1849
1488,1696,24,1161
505,1696,29,1391
222,1698,33,339
565,1698,12,373
1582,1700,35,1447
1035,1698,13,247
1594,1698,63,612
1132,1696,78,0
1588,1696,37,1173
1586,1698,24,1274
1711,1696,26,330
1521,1694,20,1467
1504,1696,56,1535
74,1696,59,1280
1203,1698,28,1124
966,1698,65,671
301,1698,22,1107
851,1700,35,1501
751,1698,50,1129
1291,1698,37,298
1930,1698,24,509
515,1688,17,1492
784,1688,251,878
1768,1356,15,1395
543,1362,18,768
1217,1698,18,1394
1906,1696,14,1702
1299,1364,213,817
1561,1360,15,66
325,1358,26,1552
150,1358,16,78
947,1362,14,303
1836,1360,221,1002
368,1358,33,936
1397,1358,20,1032
190,1360,43,739
1286,1360,27,636
942,1360,24,1940
90,1358,19,1591
711,1358,26,1758
1086,1356,21,1826
853,1358,47,1600
279,1358,18,1512
112,1358,20,566
1123,1358,18,778
283,1708,33,1075
1182,1354,13,1222
904,1354,33,1762
1383,1354,41,1263
499,1354,19,302
1269,1354,20,87
1454,1354,143,1005
1506,1354,201,1700
1498,1354,90,351
855,1356,54,505
427,1352,53,273
1066,1354,33,855
393,1356,16,1895
123,1356,35,1495
1272,1356,12,1180
873,1354,16,576
1744,1354,17,895
128,1356,49,50
187,1358,22,1785
1576,1358,14,460
601,1354,38,535
1934,1354,28,1085
1922,1354,15,160
842,1356,15,955
729,1356,23,845
875,1356,94,528
249,1358,748,971
1093,1356,65,425
448,1354,13,1920
1516,1354,19,725
777,1356,12,1316
1549,1354,50,124
22,1356,28,1662
103,1356,24,537
1347,1356,17,622
1494,1356,28,117
1170,1352,18,1876
1462,1356,106,409
81,1356,21,97
569,1358,58,1055
1310,1356,23,301
1117,1358,15,1410
1375,1356,15,856
20,1358,93,1647
1882,1358,197,1242
1367,1356,106,18
620,1358,61,763
1512,1356,117,1929
1901,1354,470,1018
788,1354,70,645
1381,1352,101,263
1555,1352,466,1455
1647,1356,96,1677
1929,1354,90,615
1225,1354,67,1452
1354,1352,202,1239
1587,1354,107,1751
1695,1352,84,801
645,1354,85,1601
643,1358,235,1016
1662,1356,95,546
1207,1354,69,993
1070,1354,60,540
1764,1352,15,1009
1089,1356,98,526
1729,1356,47,835
1439,1356,30,1295
752,1356,25,1478
1007,1354,19,1661
91,1356,591,372
1037,1354,31,1497
1536,1356,55,1733
1114,1354,14,392
1569,1354,14,970
1404,1354,20,1425
1880,1356,45,564
1649,1354,18,1659
234,1356,22,1470
1601,1358,17,765
580,1354,12,1254
825,1356,106,935
1473,1354,56,826
1151,1358,10,1568
1350,1358,28,786
913,1358,23,225
1003,1356,15,838
1233,1358,25,1268
532,1356,20,1524
163,1356,54,873
1475,1358,30,1411
493,1358,17,380
98,1360,23,1533
1623,1358,12,475
1091,1358,19,1897
1199,1358,76,1649
183,1360,52,1341
1395,1356,16,1777
918,1358,26,1825
1894,1356,36,391
87,1356,25,567
593,1356,24,1099
380,1354,72,1508
1614,1356,27,1803
220,1356,84,1409
1287,1356,20,257
421,1356,31,1840
854,1356,33,1022
992,1354,72,976
48,1354,37,1448
699,1358,16,1380
387,1358,19,1098
422,1358,174,1748
122,1356,16,1577
1497,1360,20,1158
951,1356,31,103
306,1356,84,619
598,1356,17,1891
186,1356,50,1912
1369,1358,73,22
512,1356,25,684
289,1356,22,666
442,1356,17,1723
1603,1356,18,162
528,1356,12,814
453,1356,23,582
1434,1356,15,527
1133,1356,22,1860
511,1356,13,1422
980,1356,38,1939
329,1356,22,411
68,1354,38,839
1739,1354,36,212
239,1354,29,1718
703,1354,13,994
1262,1352,20,1886
755,1356,10,1831
15,1356,28,633
513,1354,29,620
394,1354,38,1333
596,1358,12,214
1290,1354,30,689
681,1356,13,1620
793,1354,15,1360
710,1354,27,583
1523,1356,19,353
50,1356,19,1624
906,1356,22,418
107,1354,68,1648
1642,1356,22,1921
1646,1356,114,128
716,1354,13,1851
652,1356,64,995
1517,1358,19,250
1401,1356,19,49
769,1354,24,146
1789,1358,12,1621
476,1356,22,174
1675,1356,19,1642
14,1356,73,1684
1314,1354,13,1747
735,1352,25,530
349,1352,28,1551
1615,1354,24,697
1903,1352,40,1245
1430,1356,20,426
1201,1352,150,1156
656,1354,35,901
1285,1354,15,1143
388,1352,20,363
1188,1350,11,1249
518,1348,14,962
820,1358,11,1623
912,1360,70,815
193,1362,37,1615
584,1362,109,21
171,1362,25,740
1928,1362,112,1365
469,1362,45,1616
1916,1360,49,1115
1025,1360,73,1509
1529,1362,24,62
1301,1362,28,569
288,1362,206,1769
765,1362,35,1922
1694,1360,175,1347
1542,1364,26,1258
509,1364,24,1643
1161,1360,21,1367
217,1362,229,285
684,1364,42,813
1722,1387,13,281
659,1387,9,1504
1654,1387,10,1369
1333,1387,8,1117
23,1387,56,1202
1855,1387,10,735
1734,1387,13,1108
1687,1387,59,1842
484,1387,16,1605
639,1387,18,853
1313,1387,16,125
677,1387,12,130
1639,1387,8,371
1194,1387,8,1035
917,1387,8,1113
228,1387,8,11
1078,1387,8,489
1393,1387,24,307
1204,1387,12,182
1806,1387,11,1502
169,1387,9,1753
845,1387,11,1136
231,1387,12,1060
1624,1387,10,1745
58,1387,9,436
1159,1387,11,1613
361,1387,10,438
1716,1387,9,1632
1173,1387,9,1408
1530,1387,9,985
260,1387,9,651
1449,1387,11,1371
1809,1387,12,385
1064,1387,9,547
323,1387,104,142
89,1387,80,685
1087,1373,14,1640
1889,1373,17,1554
1316,1373,16,132
989,1373,17,571
1067,1373,13,694
1378,1387,28,708
808,1687,33,264
502,1336,10449,1253
253,1400,1022,1363
863,1402,1138,617
1183,1400,992,1866
590,1404,1084,1082
204,1398,1169,1858
960,1402,1193,634
1095,1400,999,578
182,1398,1050,1701
686,1402,1015,1036
1421,1402,729,1424
177,1402,796,415
914,1400,788,1924
1486,1400,713,925
1192,1398,1021,1139
266,1400,790,389
953,1402,842,507
185,1400,926,898
257,1404,802,331
1812,1400,814,560
1788,1402,853,1159
1033,1404,768,1459
263,1400,755,850
1180,1398,696,861
496,1400,794,642
1508,1400,749,616
60,1400,720,677
309,1398,929,1526
170,1398,763,1019
804,1398,30,975
1419,1400,67,533
1073,1398,670,1838
1205,1398,745,357
384,1400,756,1066
1416,1400,38,983
965,1400,780,1210
1843,1398,779,451
159,1400,867,1054
1923,1398,731,175
241,1400,670,19
833,1398,821,1746
1731,1400,805,1157
1645,1400,805,692
1237,1398,763,779
1505,1400,861,1026
576,1398,143,1696
896,1400,865,1525
1308,1400,595,1461
1103,1400,796,163
1436,1400,795,1345
444,1398,735,825
1708,1400,708,1482
887,1396,976,1081
556,1398,607,981
1765,1398,657,1720
1725,1402,664,314
1191,1402,617,1930
1029,1402,94,469
1551,1400,114,516
524,1400,552,244
1577,1400,758,775
810,1402,131,1573
1631,1402,650,604
259,1402,617,880
