Key_0_0,V16,V20,Key_1_3
903,0.2415,1.0,863
1311,0.3793,0.9667,153
1487,0.3426,0.9474,989
441,0.4413,1.0,731
827,0.4486,0.9885,1841
628,0.3417,1.0,1604
268,0.339,0.9607,1876
1508,0.34,1.0,1462
207,0.2189,1.0,517
1352,0.4261,0.982,1530
480,0.2326,1.0,1135
684,0.5562,0.9275,1466
1848,0.2593,1.0,582
1512,0.1981,1.0,1354
787,0.2533,0.9559,1855
1143,0.446,0.9925,1725
1349,0.4772,0.9503,476
1231,0.4599,0.9605,140
112,0.2171,1.0,68
329,0.3549,1.0,312
1103,0.2406,1.0,1308
1372,0.4138,1.0,425
559,0.3801,1.0,380
1015,0.3231,1.0,1723
1689,0.3232,0.9429,660
1197,0.1739,1.0,15
1790,0.2766,1.0,842
357,0.213,1.0,792
1672,0.3902,0.9921,1139
1494,0.2186,1.0,1289
208,0.2121,1.0,288
338,0.3565,1.0,1156
1100,0.0595,1.0,1754
1185,0.2357,1.0,1753
1404,0.3029,1.0,1150
1441,0.2888,1.0,1826
1734,0.3162,1.0,1889
1250,0.4676,0.9861,375
1018,0.5625,1.0,860
901,0.2717,1.0,423
1875,0.2852,1.0,1295
1177,0.25,1.0,248
1489,0.25,1.0,1320
1113,0.32,1.0,1258
793,0.4167,1.0,1905
401,0.3946,1.0,1856
708,0.3846,1.0,1893
1720,0.3039,1.0,955
1455,0.375,1.0,1639
157,0.2857,1.0,898
572,0.3626,1.0,1862
251,0.219,1.0,376
4,0.251,1.0,65
895,0.3583,1.0,442
1005,0.3856,1.0,1805
693,0.3992,1.0,1682
923,0.3462,0.8571,341
892,0.4889,1.0,1578
1297,0.3021,1.0,971
126,0.2889,1.0,1089
46,0.2429,1.0,1693
1355,0.2208,1.0,1563
932,0.2323,1.0,1582
1031,0.2143,1.0,1837
1855,0.2929,1.0,1128
246,0.2926,1.0,94
83,0.3125,1.0,1588
1010,0.3462,1.0,314
586,0.4375,1.0,193
332,0.2222,1.0,1883
1937,0.3776,1.0,1859
25,0.246,1.0,1733
1791,0.4938,1.0,182
436,0.4167,1.0,1797
18,0.375,1.0,1609
310,0.2857,1.0,484
1543,0.2509,1.0,1260
542,0.2464,1.0,1368
748,0.4121,0.986,1870
1211,0.4012,0.9901,1505
970,0.6708,0.8973,1328
1764,0.2427,1.0,607
1182,0.2857,1.0,368
598,0.4103,0.9884,1552
1772,0.2969,1.0,1054
1857,0.2083,0.9412,1939
1408,0.4143,1.0,1412
933,0.2839,1.0,948
1729,0.2702,1.0,241
770,0.465,1.0,1409
555,0.3535,1.0,1669
1829,0.3529,1.0,118
1733,0.2227,1.0,1520
431,0.2622,1.0,1143
979,0.1746,1.0,890
1926,0.3077,1.0,713
395,0.351,1.0,254
1813,0.3987,1.0,342
502,0.2829,1.0,1353
1149,0.2031,1.0,1058
1533,0.3929,1.0,25
360,0.3619,1.0,1664
958,0.3214,1.0,691
312,0.2152,1.0,622
1313,0.305,1.0,370
170,0.2267,1.0,1746
1851,0.3981,1.0,825
1799,0.3104,1.0,1763
463,0.4271,0.9231,918
1685,0.268,1.0,121
1715,0.4091,1.0,661
358,0.2593,1.0,1093
124,0.3373,1.0,273
934,0.3056,1.0,306
798,0.2877,1.0,515
21,0.2878,1.0,24
253,0.3333,1.0,1596
1374,0.2982,1.0,109
1378,0.3278,1.0,1739
116,0.4024,0.9884,611
716,0.3724,1.0,1448
1650,0.4303,1.0,972
1939,0.3333,1.0,1191
181,0.2667,1.0,839
245,0.3796,1.0,1724
794,0.5507,0.9857,936
1478,0.4296,1.0,1616
404,0.4089,1.0,1202
1399,0.3941,0.9903,737
1021,0.1864,1.0,557
1912,0.3157,0.9778,1044
1165,0.5187,1.0,681
353,0.3291,1.0,440
44,0.4063,1.0,1405
1153,0.3478,1.0,460
1546,0.3889,0.9977,1217
1135,0.2222,1.0,363
980,0.2308,1.0,926
266,0.3281,1.0,653
1117,0.3083,1.0,785
158,0.4573,0.9916,1577
1695,0.292,1.0,1745
84,0.3519,1.0,1501
1452,0.2431,1.0,585
1682,0.2571,1.0,1631
1602,0.4189,1.0,907
1559,0.2729,1.0,490
1503,0.3217,1.0,1915
875,0.3383,1.0,229
982,0.3065,1.0,217
1932,0.25,1.0,679
1014,0.2842,1.0,1740
63,0.4915,1.0,353
154,0.2441,1.0,1056
1522,0.4647,0.9821,828
1590,0.4531,1.0,1343
1600,0.2222,1.0,327
1504,0.2328,1.0,1714
1821,0.5376,0.8235,1274
477,0.2222,1.0,802
1540,0.435,0.8065,883
416,0.3512,1.0,843
637,0.3636,1.0,468
79,0.625,0.8,1736
61,0.552,0.9826,998
1769,0.6213,0.9068,677
1766,0.6764,0.8518,591
1830,0.4475,0.9322,787
22,0.5847,0.8929,1569
350,0.5119,0.9722,658
568,0.3864,0.8696,1164
1278,0.4167,1.0,1299
1151,0.3173,1.0,7
538,0.4815,0.9474,449
926,0.5714,0.9333,979
1719,0.3808,0.8095,748
1707,0.4306,0.8571,422
391,0.5071,1.0,399
133,0.525,0.5714,230
219,0.4803,1.0,1603
1192,0.6042,1.0,1832
554,0.2525,1.0,542
1028,0.5536,1.0,1418
947,0.5888,0.9255,1011
1588,0.7566,0.3796,210
1109,0.5204,0.8,433
1295,0.3854,1.0,167
1373,0.5256,0.9231,331
1619,0.3452,1.0,483
190,0.5006,0.9464,1080
1570,0.4115,0.6875,464
1564,0.3554,0.9167,522
636,0.3823,1.0,1484
10,0.4551,0.96,1169
1744,0.4833,1.0,4
1248,0.4177,0.7041,220
738,0.4852,1.0,456
1435,0.5067,1.0,920
1294,0.5333,0.9412,277
818,0.2828,0.9,1493
928,0.45,1.0,278
588,0.5167,1.0,552
909,0.5551,0.9855,957
1342,0.5436,0.932,137
68,0.6461,0.9552,1373
750,0.6322,0.7979,858
1,0.8648,0.8,1482
1488,0.5084,0.9778,1648
1345,0.4265,0.9107,1108
1093,0.496,0.7295,1594
247,0.5391,0.8627,237
938,0.4005,0.9394,777
1096,0.4974,0.9194,1166
1563,0.4457,0.8261,113
1466,0.3095,0.9612,511
661,0.4422,0.7455,1532
902,0.3247,0.9043,867
1194,0.557,0.813,1523
1601,0.4875,0.5974,487
1390,0.398,0.9857,1120
1781,0.5876,0.9623,744
1256,0.4417,0.9231,67
1159,0.4441,0.97,1180
465,0.5546,0.875,1223
1596,0.4202,0.875,1387
1307,0.6189,1.0,1602
1732,0.4714,1.0,905
971,0.5386,0.5151,717
422,0.3544,1.0,1381
706,0.5,0.7778,804
1881,0.5571,1.0,151
1758,0.3407,0.875,178
1291,0.45,0.7143,1369
1856,0.4926,0.5429,1742
1163,0.4066,1.0,421
147,0.4483,0.9667,301
343,0.3929,1.0,643
397,0.3776,1.0,935
305,0.4938,0.8072,1637
418,0.3958,0.8947,846
198,0.3434,0.9167,1751
1498,0.4812,0.9048,1157
761,0.5914,0.8125,1142
82,0.3854,1.0,356
187,0.4337,0.9655,709
991,0.4297,0.7273,1829
419,0.6635,0.7576,0
1820,0.2778,1.0,166
1179,0.5702,0.8461,954
346,0.3636,1.0,1917
1348,0.4455,0.9091,160
663,0.513,0.875,307
619,0.567,0.9737,596
1938,0.6245,0.5143,1256
514,0.5152,0.8461,705
1865,0.5454,0.88,1270
1767,0.3978,0.9546,1445
225,0.4221,1.0,287
1814,0.4259,1.0,1240
510,0.3342,0.9891,463
1425,0.6667,0.9546,485
51,0.4772,0.9024,1229
1929,0.5893,0.6316,698
1823,0.3921,0.8261,1874
184,0.6168,0.75,250
879,0.5408,0.9273,688
169,0.3951,0.8182,902
1894,0.4107,0.9231,665
1704,0.6181,0.9412,1857
899,0.7306,0.45,374
1129,0.4667,0.9231,1198
699,0.5385,0.9091,1322
1054,0.5804,0.6111,199
128,0.7437,0.7,1586
655,0.6039,1.0,90
760,0.3546,0.5385,1475
1150,0.4515,0.4833,938
354,0.3462,0.9524,457
1273,0.4091,0.6,1619
306,0.4077,1.0,803
1371,0.497,0.9167,190
1784,0.3222,0.9,942
1636,0.5294,1.0,732
536,0.49,1.0,1449
1463,0.4476,0.7143,1315
423,0.4727,1.0,1413
1286,0.4737,0.52,1084
336,0.35,0.8571,1059
1606,0.2878,0.9773,1086
263,0.4421,0.9091,1924
1162,0.4818,0.875,770
781,0.4636,0.9091,386
171,0.4491,1.0,707
55,0.3333,1.0,1212
1527,0.2717,0.92,1352
988,0.4177,0.5882,219
577,0.4788,0.931,577
634,0.1875,1.0,1281
471,0.5617,0.931,614
1350,0.3939,1.0,1424
1511,0.4872,1.0,337
218,0.404,0.5882,509
1794,0.3905,1.0,597
241,0.5156,0.9412,1366
145,0.4363,0.7059,1070
1519,0.3563,1.0,1040
968,0.455,1.0,1782
860,0.4954,0.9931,383
1428,0.2667,1.0,45
1843,0.5582,0.8714,654
741,0.5611,1.0,39
1186,0.3287,0.9231,1333
1229,0.2679,0.9524,1045
1874,0.3333,1.0,1536
417,0.4383,0.9565,1558
1625,0.5069,0.75,1365
1897,0.5699,0.7059,1386
1587,0.4111,1.0,1359
843,0.4396,1.0,1317
1933,0.5125,0.5882,1554
1796,0.5392,0.75,1015
607,0.3886,0.9535,1375
1473,0.4219,0.5714,110
236,0.5695,0.8477,1297
1166,0.4074,1.0,727
1314,0.3667,1.0,1
808,0.382,1.0,424
371,0.2198,1.0,629
1582,0.3235,0.9444,751
1002,0.381,0.9231,1318
1623,0.3543,0.6,1608
973,0.4833,0.6522,1438
24,0.4447,0.3559,1691
1462,0.3772,0.8,324
1889,0.6849,0.5254,226
1076,0.5298,0.5333,927
1426,0.5667,0.7059,1103
603,0.7551,0.5417,224
965,0.3706,0.963,613
1190,0.3875,0.9677,652
1200,0.6725,1.0,53
1718,0.5489,0.9744,593
95,0.5663,0.9858,1526
891,0.38,0.9524,1762
1930,0.5182,0.95,963
569,0.4222,0.9615,1565
1175,0.5235,0.9723,204
790,0.5211,1.0,1645
1026,0.3455,0.9167,454
369,0.25,1.0,570
1837,0.4352,1.0,1253
351,0.1477,1.0,1913
533,0.5307,0.9833,736
1071,0.1556,1.0,419
309,0.2308,1.0,19
1526,0.5397,0.9808,1764
1036,0.4518,0.8182,1557
1052,0.3131,1.0,1680
1652,0.3609,0.7647,674
257,0.2292,1.0,191
1105,0.35,1.0,1187
90,0.2159,1.0,1323
5,0.3878,1.0,1654
1561,0.1169,1.0,1476
687,0.0278,1.0,1216
1542,0.2222,1.0,1468
771,0.2222,1.0,31
194,0.2448,1.0,811
