Key_1_2,V31,V2,Key_2_9
831,0,50,688
215,0,651,1503
1200,0,835,1649
1372,0,860,1701
1632,0,1306,1046
879,0,441,607
181,0,446,812
574,0,200,1641
334,0,343,128
1472,0,90,1362
1761,0,118,978
316,0,515,402
431,0,58,328
836,0,590,207
901,0,466,90
1208,0,684,411
1399,0,192,896
212,0,104,1205
564,0,89,1224
162,0,1613,1477
1363,0,28,187
456,0,52,967
647,0,72,1640
849,0,92,957
733,0,84,910
1780,0,1372,1769
516,0,1372,654
478,0,1410,1348
1389,0,1302,1402
898,0,62,286
1150,0,837,1127
1181,0,104,508
1380,0,168,804
1799,0,1338,1122
80,0,1274,679
560,0,745,1148
1891,0,24,1521
634,0,172,1884
1706,0,10,1879
1756,0,1629,1566
1415,0,1162,82
167,0,1271,1303
1501,0,1557,1055
1152,0,1590,1744
926,0,458,1598
1278,0,1634,974
494,0,1502,1331
359,0,964,42
188,0,1548,91
705,0,787,1498
822,0,1147,1318
202,0,24,1806
1808,0,20,1116
1444,0,1599,566
473,0,774,63
1827,0,1277,137
1758,0,346,1409
884,0,1299,1504
1104,0,1096,279
954,0,1261,922
1468,0,714,1298
1870,0,1193,677
691,0,635,1091
396,0,1510,60
1376,0,1161,351
893,0,1542,559
100,0,796,1920
452,0,40,1073
172,0,1612,136
1352,0,1618,1732
997,0,1628,1353
923,0,1598,636
1778,0,490,1692
1681,0,1073,1725
533,0,631,146
1107,0,453,274
96,0,384,64
570,0,134,1576
720,0,140,1770
1096,0,1339,778
1568,0,843,1743
1773,0,816,1118
409,0,1335,1697
666,0,95,8
1175,0,69,1304
178,0,930,421
76,0,837,626
828,0,1213,1438
1320,0,1238,195
268,0,974,156
974,0,333,298
786,0,51,1719
698,0,172,720
1837,0,1278,1753
541,0,1352,802
996,0,570,174
544,0,1066,99
1613,0,787,1552
1068,0,979,1867
179,0,382,1741
245,0,1034,841
440,0,1564,531
246,0,193,29
881,0,992,1420
1174,0,1592,998
328,0,235,1475
1072,0,1486,1196
223,0,1373,735
785,0,1167,674
488,0,1334,1584
732,0,1271,1300
1509,0,1258,583
1781,0,1696,419
1488,0,1516,866
505,0,1694,1424
222,0,1692,38
565,0,1694,327
1582,0,1583,304
1035,0,766,190
1594,0,1583,590
1132,0,1585,504
1588,0,1589,907
1586,0,1590,741
1711,0,1407,1572
1521,0,13,1360
1504,0,1590,1486
74,0,1611,1389
1203,0,22,1687
966,0,1608,965
301,0,18,944
851,0,1514,1158
751,0,1488,1580
1291,0,1656,940
1930,0,1570,1809
515,0,931,687
784,0,1558,126
1768,0,1256,1482
543,0,92,1467
1217,0,386,1018
1906,0,1142,600
1299,0,465,1846
1561,0,1336,1065
325,0,183,1039
150,0,38,1172
947,0,399,1378
1836,0,466,1861
368,0,54,149
1397,0,308,272
190,0,279,1159
1286,0,74,936
942,0,26,376
90,0,26,1165
711,0,28,1007
1086,0,26,74
853,0,23,525
279,0,21,1767
112,0,24,1302
1123,0,26,1093
283,0,1185,1805
1182,0,19,1133
904,0,53,885
1383,0,51,370
499,0,205,681
1269,0,159,1783
1454,0,60,1405
1506,0,182,1723
1498,0,103,915
855,0,94,651
427,0,17,323
1066,0,106,1724
393,0,21,1285
123,0,15,1647
1272,0,24,894
873,0,150,1104
1744,0,39,69
128,0,82,1629
187,0,174,290
1576,0,168,1181
601,0,194,1802
1934,0,529,1160
1922,0,37,1603
842,0,18,1445
729,0,199,811
875,0,156,1313
249,0,216,751
1093,0,408,1249
448,0,42,1676
1516,0,1160,1005
777,0,272,981
1549,0,16,50
22,0,244,1418
103,0,380,785
1347,0,442,1586
1494,0,519,1543
1170,0,121,1931
1462,0,71,95
81,0,61,990
569,0,415,1564
1310,0,718,947
1117,0,416,1174
1375,0,142,533
20,0,14,401
1882,0,42,1199
1367,0,32,997
620,0,31,1136
1512,0,250,215
1901,0,139,70
788,0,249,779
1381,0,194,1873
1555,0,37,1798
1647,0,27,1855
1929,0,193,710
1225,0,143,1446
1354,0,104,1938
1587,0,56,1919
1695,0,275,276
645,0,164,194
643,0,184,641
1662,0,92,232
1207,0,181,603
1070,0,201,847
1764,0,167,1670
1089,0,214,1120
1729,0,78,1231
1439,0,193,1010
752,0,154,1363
1007,0,179,1367
91,0,534,1458
1037,0,156,221
1536,0,32,257
1114,0,222,889
1569,0,127,652
1404,0,252,1299
1880,0,63,765
1649,0,120,769
234,0,127,1929
1601,0,1347,900
580,0,82,1754
825,0,218,1290
1473,0,486,1375
1151,0,612,1008
1350,0,234,36
913,0,241,92
1003,0,24,1646
1233,0,308,1246
532,0,95,1074
163,0,512,35
1475,0,80,1906
493,0,176,628
98,0,146,1652
1623,0,96,234
1091,0,367,379
1199,0,71,539
183,0,513,37
1395,0,120,640
918,0,370,219
1894,0,186,823
87,0,48,78
593,0,126,446
380,0,17,268
1614,0,844,1837
220,0,91,1320
1287,0,262,1606
421,0,124,1393
854,0,136,287
992,0,50,185
48,0,236,903
699,0,209,1125
387,0,153,1329
422,0,521,1371
122,0,65,1765
1497,0,155,667
951,0,75,282
306,0,357,1218
598,0,224,1679
186,0,58,1210
1369,0,120,1792
512,0,55,999
289,0,76,1139
442,0,39,777
1603,0,188,1892
528,0,93,800
453,0,27,1374
1434,0,108,1310
1133,0,205,450
511,0,126,86
980,0,197,85
329,0,56,1831
68,0,98,452
1739,0,92,374
239,0,37,1279
703,0,162,1481
1262,0,81,537
755,0,88,165
15,0,101,1401
513,0,91,1907
394,0,48,130
596,0,21,383
1290,0,44,1843
681,0,90,132
793,0,31,14
710,0,305,285
1523,0,120,678
50,0,19,46
906,0,59,982
107,0,29,1105
1642,0,18,1656
1646,0,50,1421
716,0,53,1786
652,0,46,599
1517,0,17,893
1401,0,36,244
769,0,40,543
1789,0,11,1324
476,0,38,1737
1675,0,25,1462
14,0,81,1888
1314,0,23,1034
735,0,61,1228
349,0,33,1447
1615,0,40,1385
1903,0,42,362
1430,0,16,297
1201,0,52,1396
656,0,28,723
1285,0,27,773
388,0,32,1257
1188,0,22,218
518,0,6,409
820,0,1271,585
912,0,151,1459
193,0,125,558
584,0,172,551
171,0,122,1243
1928,0,197,1568
469,0,230,1206
1916,0,235,278
1025,0,230,496
1529,0,1201,1061
1301,0,1222,1911
288,0,1229,1604
765,0,1214,1140
1694,0,1220,394
1542,0,1201,1098
509,0,1215,1029
1161,0,1118,921
217,0,1219,1280
684,0,1209,1815
1722,0,474,1377
659,0,861,1619
1654,0,9,179
1333,0,824,1844
23,0,843,792
1855,0,1069,1554
1734,0,272,876
1687,0,872,1440
484,0,585,1614
639,0,750,1891
1313,0,1097,1558
677,0,1220,1332
1639,0,865,1515
1194,0,860,184
917,0,148,950
228,0,723,550
1078,0,1228,806
1393,0,1052,228
1204,0,16,55
1806,0,878,1137
169,0,1288,1364
845,0,961,443
231,0,956,1637
1624,0,864,830
58,0,934,1758
1159,0,930,527
361,0,928,159
1716,0,940,127
1173,0,942,630
1530,0,944,196
260,0,935,786
1449,0,907,948
1809,0,903,230
1064,0,832,669
323,0,793,44
89,0,440,488
1087,0,490,555
1889,0,515,1230
1316,0,1162,1041
989,0,504,706
1067,0,249,1113
1378,0,1333,1790
808,0,1638,1463
502,0,169,943
253,0,230,1067
863,0,223,1033
1183,0,225,1434
590,0,436,1513
204,0,224,1868
960,0,828,1664
1095,0,222,737
182,0,223,808
686,0,384,1889
1421,0,218,1778
177,0,222,1872
914,0,735,1595
1486,0,222,273
1192,0,261,1615
266,0,220,1355
953,0,456,356
185,0,734,1108
257,0,226,177
1812,0,226,1864
1788,0,216,49
1033,0,230,1392
263,0,232,780
1180,0,222,1372
496,0,212,1751
1508,0,226,517
60,0,218,1268
309,0,907,1766
170,0,225,202
804,0,58,1927
1419,0,167,797
1073,0,218,1124
1205,0,218,1149
384,0,222,1258
1416,0,58,923
965,0,222,59
1843,0,210,1376
159,0,217,248
1923,0,214,763
241,0,215,1934
833,0,215,1203
1731,0,214,1207
1645,0,214,1473
1237,0,212,1922
1505,0,218,862
576,0,74,214
896,0,219,971
1308,0,221,1526
1103,0,214,1590
1436,0,215,994
444,0,440,1856
1708,0,214,1428
887,0,218,1588
556,0,211,1534
1765,0,212,897
1725,0,212,650
1191,0,227,835
1029,0,68,482
1551,0,72,1847
524,0,217,1714
1577,0,224,1009
810,0,66,1382
1631,0,211,1068
259,0,208,1609
577,0,199,579
815,0,191,167
1119,0,194,143
1153,0,192,408
655,0,187,1782
1050,0,196,1711
934,0,197,1784
803,0,191,1578
1685,0,191,727
935,0,192,1184
1610,0,191,1749
830,0,200,642
5,0,192,157
101,0,188,1540
446,0,191,638
626,0,193,598
44,0,195,624
43,0,192,704
441,0,191,584
284,0,192,1500
39,0,192,796
1327,0,187,1738
155,0,194,412
160,0,206,1624
1831,0,190,760
459,0,190,53
1735,0,195,1480
211,0,194,931
495,0,192,112
7,0,192,1535
668,0,189,920
938,0,195,912
458,0,194,1858
1034,0,190,295
1261,0,193,926
383,0,197,864
1753,0,393,571
683,0,185,829
929,0,193,1235
273,0,197,1522
175,0,193,1011
1001,0,197,1910
337,0,187,120
1871,0,205,1601
149,0,188,40
581,0,194,292
57,0,189,1542
1377,0,186,877
952,0,195,217
1751,0,190,1102
933,0,194,1565
1696,0,196,1854
1277,0,191,1391
621,0,186,1514
837,0,187,1276
1212,0,194,1671
696,0,195,609
1560,0,193,1642
1892,0,191,1099
1854,0,171,84
1537,0,199,83
708,0,195,1365
1939,0,185,762
455,0,185,339
161,0,181,498
1779,0,180,1643
1715,0,181,684
1447,0,179,1407
402,0,151,502
1345,0,154,1662
1242,0,175,827
1707,0,173,463
157,0,178,647
310,0,177,1469
1304,0,187,1327
1609,0,192,1142
1179,0,189,1696
1402,0,182,189
1346,0,165,1457
1477,0,157,837
1412,0,178,96
633,0,184,1494
1861,0,181,390
443,0,186,529
1366,0,161,995
400,0,181,764
146,0,156,1932
344,0,178,1731
1527,0,183,1900
1248,0,181,1032
1774,0,181,892
490,0,175,1134
416,0,174,1200
603,0,182,471
1769,0,174,1571
1776,0,184,1890
1520,0,173,1537
1297,0,172,730
42,0,174,875
1483,0,172,1757
413,0,181,429
1425,0,184,1209
1784,0,176,548
1655,0,177,270
1884,0,180,117
486,0,182,386
85,0,175,315
1010,0,185,201
