Key_1_3,V1,V18,Key_2_11
863,42,0.0047,455
153,645,0.0036,1066
989,829,0.0037,1075
731,853,0.0052,1362
1841,1289,0.0126,1920
1604,430,0.0079,1556
1876,413,0.0196,211
1462,190,0.0059,972
517,330,0.0077,1678
1530,74,0.0095,29
1135,106,0.0071,1552
1466,505,0.0059,296
582,46,0.0071,966
1354,581,0.0053,474
1855,451,0.0089,406
1725,669,0.0089,1743
476,156,0.0213,702
140,90,0.0083,1332
68,82,0.0041,1182
312,1601,0.0071,819
1308,17,0.0065,1931
425,43,0.0053,18
380,63,0.0053,1121
1723,82,0.0059,363
660,75,0.0053,941
15,1363,0.0066,707
842,1358,0.0102,1019
792,1404,0.0037,325
1139,1281,0.0153,683
1289,49,0.0095,306
288,830,0.0051,796
1156,91,0.0094,917
1754,161,0.005,1155
1753,1328,0.0072,1277
1150,1251,0.0166,812
1826,733,0.0087,141
1889,12,0.0089,122
375,162,0.0074,177
860,0,0.0075,35
423,1617,0.0074,148
1295,1152,0.0059,1474
248,1259,0.0089,1105
1320,1545,0.0074,1394
1258,1580,0.0061,1860
1905,450,0.0047,1119
1856,1625,0.0053,1180
1893,1495,0.0041,36
955,958,0.0036,142
1639,1536,0.0071,326
898,780,0.0041,1123
1862,1140,0.0041,558
376,13,0.0065,337
65,11,0.0053,421
442,1589,0.0061,1166
1805,765,0.0055,1399
1682,1268,0.0055,1871
341,333,0.0079,1387
1578,1287,0.0073,1254
971,1088,0.0047,837
1089,1255,0.0044,1048
1693,707,0.0052,47
1563,1186,0.0051,1559
1582,626,0.0066,1259
1837,1503,0.0043,1561
1128,1152,0.0055,682
94,1533,0.0055,1112
1588,788,0.0049,584
314,34,0.0036,1445
193,1604,0.0048,1008
1883,1610,0.0048,1595
1859,1617,0.0066,1746
1733,1589,0.0055,681
182,482,0.0048,945
1797,1067,0.0035,1687
1609,623,0.0047,1435
484,446,0.0041,1772
1260,375,0.0053,1877
1368,125,0.0067,330
1870,124,0.0114,511
1505,1321,0.013,1637
1328,817,0.0156,1424
607,808,0.0048,542
368,1327,0.0059,1750
1552,64,0.0228,451
1054,57,0.0088,979
