V16,V17,V18
0.884162,1.01782,1.30439
-0.311475,-0.182445,-0.110192
1.2139,0.985183,1.47429
0.449566,0.158721,-0.0038808
-0.113492,-0.308938,-0.360084
1.02346,0.763942,1.19682
-0.880505,-0.886035,-0.851417
0.0485587,0.0196211,0.141053
-11.4229,-14.0161,-10.7744
0.913719,0.856757,1.29592
2.7995,2.62643,2.11056
0.0953561,0.0177562,0.424955
0.882247,0.711063,1.76337
-0.176159,-0.273015,-0.210643
0.85398,0.180782,-0.150368
0.35814,0.24346,0.326905
-0.180666,-0.0666173,-0.0698767
-3.13034,-2.65497,-2.26828
0.648999,0.408285,0.0562824
-0.216688,-0.213652,-0.159477
0.0114006,0.137662,0.312929
-0.111141,-0.693254,-0.711413
0.630027,-0.0888248,1.12304
3.74147,3.804,4.25005
0.620719,0.146987,0.0724101
0.655186,0.669776,1.11254
-0.0155957,-0.385438,-0.63618
0.391884,-0.274179,-0.39924
0.729028,0.73917,0.747777
-1.67605,-3.16081,-7.26138
-0.328562,-0.25983,-0.397413
0.429637,1.14202,1.08339
0.16771,-0.295978,-1.10567
0.60176,0.381578,-4.04402
-0.508477,-0.381468,-0.674052
2.31356,0.746166,-2.84133
-1.09863,-0.279602,1.65926
1.65019,1.59987,2.68678
0.43369,0.444068,1.3858
1.18234,0.93097,0.557277
-0.872632,0.0853914,0.587069
0.663532,0.788196,1.0862
0.571273,0.557897,0.160295
-1.08172,-1.17178,-1.36309
-0.769527,-0.883108,-1.03933
0.604518,0.965762,1.18842
-0.321339,-0.820888,-1.24892
0.870383,0.851534,1.04289
0.887954,1.18872,1.633
-3.36704,-8.79915,-2.65441
-1.87661,-0.267819,0.667872
0.0437853,-0.0492304,-0.124626
-4.49563,-14.57,-19.3596
1.03066,0.571896,0.449673
1.11654,1.05782,0.894295
1.07592,0.710584,0.910606
-0.736169,-0.64603,-0.506822
-2.02879,-1.87355,-1.43163
1.1287,0.516574,-0.041172
0.96575,0.858653,1.00378
-0.346679,-0.0864812,-0.191564
-1.99796,-2.96281,-7.21371
0.72178,0.558886,-1.00474
-0.661155,-0.762311,-2.78844
0.0138032,0.0536458,0.229327
0.752768,0.742462,0.714617
0.180812,0.55573,0.629721
-4.86256,-3.87975,-2.74347
1.09851,1.03287,1.47112
0.754116,0.666891,1.02984
0.0142625,0.250031,0.129047
-0.529482,-1.54972,-1.90059
-0.591419,-0.632196,-0.277023
0.0845525,0.0265395,-0.034504
0.174821,0.277854,0.520756
-0.128729,-0.377232,0.353361
1.12938,1.14451,1.44797
0.0492603,-0.510066,-5.8052
0.0656937,-0.459786,1.88368
-2.53799,-2.59249,-3.04653
0.649523,0.429085,0.0487438
1.03532,1.29086,1.58721
-0.431143,-0.31225,-0.128152
-0.705832,-0.570458,-0.279391
0.227534,0.275288,0.303962
-0.911568,-0.866028,-0.638981
2.03772,2.51889,3.19545
-0.200625,-0.394177,-0.724211
0.661343,2.50432,0.969049
-1.08465,-1.02984,-0.877611
-1.86373,-1.28676,1.32355
3.17134,1.20244,-0.558543
-0.180818,-0.11758,-0.314063
-1.47741,-1.94489,-1.59065
4.08187,4.05774,4.03711
-0.49331,0.178635,-0.0779575
0.743528,0.768814,1.01347
1.92351,2.25995,2.06185
2.35746,2.58846,-0.878657
0.665871,0.719125,1.40246
0.360553,0.065182,0.333375
-0.59964,-0.540658,0.06545
0.564979,0.277387,0.750623
0.372069,0.917567,0.439451
0.678812,0.80799,0.921944
-2.60429,-2.61399,-2.52837
1.04505,0.796134,1.18777
-1.49958,-1.44161,-1.09646
0.205564,0.631957,0.704477
-0.95117,-1.29392,-1.44401
0.343257,0.423126,0.465392
1.16972,1.29307,1.84124
0.938984,0.279993,0.948126
-1.13919,-2.10577,-2.45949
0.397036,0.388173,0.383953
-3.63845,-3.96579,-3.27589
0.697726,1.9003,4.11848
3.52108,2.90735,3.9009
1.36546,1.61387,1.4304
1.0995,1.25639,1.47838
5.782,1.31455,0.154894
0.746633,0.0286505,-0.954836
-4.40692,-4.32165,-3.93977
0.314052,0.159215,1.17124
1.51683,1.49023,2.75405
1.84423,1.45672,-0.0881338
0.113702,0.067763,0.59051
1.27467,1.53758,2.31381
1.08779,0.993944,0.267572
0.475366,0.565877,0.88558
-1.57134,-1.72497,-2.04241
0.0381433,0.10289,0.105052
-5.98722,-6.05033,-6.20706
0.763549,0.760715,0.766803
-4.30315,-4.5755,-3.63497
-0.731158,-0.273467,1.41258
0.00823391,0.210647,0.8117
1.12236,1.09736,0.929777
2.47255,2.40806,3.09101
1.14165,1.2205,1.55677
-1.41176,-0.864113,-0.589844
-1.06248,-1.17356,-1.4984
2.00057,1.5337,0.668352
-1.15331,-1.52487,-1.49944
0.161644,-0.254521,0.541407
0.701617,0.75714,0.74074
-0.771985,-0.69963,-0.35055
0.250906,0.0190493,0.226056
1.23285,1.18347,0.673035
-0.625125,-1.3752,2.91057
-5.26044,-7.35067,-5.59473
0.565681,0.74034,0.444111
-1.48879,-1.43367,-1.41831
0.389204,0.458869,0.481156
1.33012,1.23321,1.51475
1.80132,2.68786,3.11372
0.898621,0.996218,1.36879
1.07189,2.35295,3.27754
-0.202989,-0.664561,0.968589
-0.206108,-0.342882,-0.452162
-0.75865,-0.77223,-0.839048
0.0124265,0.0779504,0.212397
0.844113,0.586157,-0.682282
-2.56908,-2.84041,-3.60385
-1.35522,-1.33572,-1.26359
-0.207883,0.31456,1.63465
5.3198,5.45574,5.65963
-0.835669,-0.812065,-0.768792
0.00202391,-0.0304763,-0.0979512
-0.062768,0.28545,-0.446994
0.320386,0.510201,0.948653
3.52711,3.17517,2.35669
1.22754,1.02818,1.476
-1.18073,-1.24817,-1.04597
0.337422,0.191911,2.05168
0.00739136,0.0621519,-0.0292185
-6.16502,-6.45032,-5.66833
0.176841,0.121047,0.604777
