V1,V2,V3,V9
0.0674479,0.270833,0.444444,0.439663
0.0782581,0.21875,0.602778,0.406496
0.0454572,0.304167,0.286111,0.477657
0.162303,1.0,0.16875,0.038203
0.0249023,0.272917,0.171875,0.469119
0.165232,0.911111,0.283333,0.359935
0.155561,1.0,0.4125,0.622882
0.143113,0.822917,0.422222,0.588108
0.0318345,0.297917,0.152778,0.300572
0.424971,1.0,0.527778,0.194792
0.296881,1.0,0.491667,0.396175
0.445735,1.0,0.525,0.150981
0.0759549,0.366667,0.425,0.512589
0.381748,1.0,0.472222,0.191593
0.344421,1.0,0.575,0.401006
0.0560012,0.14375,0.616667,0.36826
0.0146296,0.288889,0.125,0.594872
0.0784549,0.347222,0.510417,0.557322
0.398015,1.0,0.405556,0.018593
0.0841724,0.183333,0.630556,0.271876
0.348999,1.0,0.580556,0.398854
0.18754,0.375,1.0,0.499892
0.0549349,0.491667,0.315625,0.645998
0.0378516,0.177083,0.35,0.389286
0.248629,1.0,0.34375,0.276717
0.0833044,0.316667,0.397222,0.337735
0.657043,1.0,1.0,0.342957
0.0115741,0.125,0.119444,0.224806
0.0606655,0.189583,0.936111,0.658167
0.18886,0.858333,0.511111,0.569504
0.111591,1.0,0.211111,0.471409
0.166643,0.827083,0.322222,0.374707
0.067772,0.563889,0.175,0.313218
0.242286,1.0,0.338889,0.285058
0.243235,1.0,0.344444,0.293834
0.172772,1.0,0.75,0.769637
0.247917,1.0,0.320833,0.227273
0.299508,1.0,0.733333,0.59158
0.178432,0.275,0.74375,0.127607
0.135313,1.0,0.21875,0.381429
0.338835,1.0,0.64375,0.473655
0.0339294,0.25,0.194444,0.302024
0.232604,1.0,0.30625,0.240476
0.125949,1.0,0.297222,0.576246
0.30739,1.0,0.394444,0.220701
0.103721,0.366667,0.616667,0.541283
0.348861,1.0,0.514583,0.322052
0.618067,1.0,0.685417,0.0982607
0.100405,0.29375,0.713889,0.521208
0.0213368,0.683333,0.0972222,0.678833
0.114734,0.604167,0.238889,0.205052
0.254352,1.0,0.279167,0.0888889
0.217072,1.0,0.639583,0.660604
0.274462,0.341667,1.0,0.196697
0.111736,0.345833,0.372222,0.131991
0.0574537,0.325,0.261111,0.322968
0.112888,0.347222,0.885417,0.632809
0.383947,1.0,0.577778,0.335477
0.280637,1.0,0.388889,0.278363
0.0372049,0.29375,0.205556,0.383841
0.0385822,0.397222,0.25,0.61148
0.328582,1.0,0.555556,0.408552
0.106157,1.0,0.161111,0.341092
0.0383449,0.3,0.208333,0.386481
0.223113,1.0,0.494444,0.548759
0.110341,0.305556,0.627083,0.424132
0.00456597,0.0979167,0.0861111,0.458476
0.103686,0.397222,0.516667,0.494783
0.107743,0.41875,0.327778,0.215027
0.0859606,0.710417,0.219444,0.448606
0.0163484,0.219444,0.18125,0.588971
0.0130961,0.166667,0.172222,0.54375
0.202969,1.0,0.219444,0.0750791
0.0366493,0.33125,0.177778,0.377653
0.516256,1.0,0.733333,0.296015
0.0515914,0.210417,0.375,0.346168
0.317793,1.0,0.61875,0.486395
0.372095,1.0,0.525,0.291248
0.0361285,0.40625,0.361111,0.753728
0.0303356,0.583333,0.175,0.702835
0.498368,1.0,0.55,0.0938763
0.304497,0.85,0.59375,0.396663
0.427975,1.0,0.484375,0.116438
0.153362,0.479167,0.494444,0.352687
0.107957,0.4375,0.35,0.294973
0.0361748,0.69375,0.158333,0.670671
0.160307,0.422917,0.627778,0.396203
0.461134,1.0,0.477778,0.0348353
0.960075,1.0,1.0,0.0399248
0.171869,1.0,0.290625,0.408625
0.0232292,0.304167,0.205556,0.628471
0.572141,1.0,0.872222,0.344042
0.0657176,0.466667,0.210417,0.33074
0.0197164,0.202083,0.155556,0.372791
0.0505534,0.558333,0.1875,0.517102
0.203976,1.0,0.433333,0.529287
0.0126678,0.220833,0.122222,0.53066
0.0584838,0.35625,0.316667,0.481584
0.0397222,0.5,0.111111,0.285
0.257188,1.0,0.486111,0.470929
0.539363,1.0,0.808333,0.332746
0.123119,0.4375,0.344444,0.182988
0.076875,0.44375,0.221875,0.219203
0.0811979,1.0,0.358333,0.773401
0.115544,1.0,0.275,0.57984
0.0212442,0.25,0.225,0.622325
0.0260764,0.225,0.366667,0.683923
0.0554745,0.505556,0.133333,0.177026
0.055353,0.214583,0.530556,0.513801
0.130306,1.0,0.19375,0.327453
0.141725,1.0,0.361111,0.607532
