Day,Temperature,f0_,f1_,f2_,f3_,f4_,f5_,f6_
1990-01-01,36.577705614285726,43.70476190476193,8.933333333333337,23.852380952380948,99.39523809523807,North Dakota,Mercer,Not in a city
1990-01-02,36.361572074766386,43.48598130841121,12.509345794392532,23.49065420560748,97.88317757009344,North Dakota,Mercer,Not in a city
1990-01-03,38.36023316279068,45.01860465116277,13.367441860465112,23.57209302325582,98.23255813953487,North Dakota,Mercer,Not in a city
1990-01-04,38.360425819444416,45.66203703703702,11.254629629629619,23.64814814814813,98.53703703703702,North Dakota,Mercer,Not in a city
1990-01-05,36.962411215596326,43.568807339449506,11.683486238532108,23.857798165137606,99.40825688073394,North Dakota,Mercer,Not in a city
1990-01-06,37.92672505045872,44.95412844036698,11.605504587155965,23.90366972477064,99.60091743119266,North Dakota,Mercer,Not in a city
1990-01-07,39.561173294930896,48.15668202764976,13.783410138248849,23.847926267281114,99.37327188940091,North Dakota,Mercer,Not in a city
1990-01-08,42.8692081935484,52.41474654377881,12.377880184331795,23.718894009216584,98.83410138248847,North Dakota,Mercer,Not in a city
1990-01-09,45.326444055045876,54.954128440366965,13.477064220183482,23.821100917431185,99.2660550458715,North Dakota,Mercer,Not in a city
1990-01-10,45.02867074311924,54.93119266055047,11.233944954128445,23.75688073394496,98.99999999999997,North Dakota,Mercer,Not in a city
1990-01-11,42.00871061643835,49.52054794520546,9.648401826484028,23.716894977168938,98.83561643835611,North Dakota,Mercer,Not in a city
1990-01-12,37.00999022477065,43.857798165137595,9.922018348623855,23.60550458715597,98.37614678899082,North Dakota,Mercer,Not in a city
1990-01-13,36.218164423963145,43.65437788018435,12.322580645161283,23.7741935483871,99.06912442396315,North Dakota,Mercer,Not in a city
1990-01-14,40.362156222222225,47.56944444444444,13.087962962962964,23.89351851851851,99.56481481481475,North Dakota,Mercer,Not in a city
1990-01-15,42.48832333177571,49.4626168224299,12.224299065420565,23.794392523364483,99.14953271028037,North Dakota,Mercer,Not in a city
1990-01-16,44.17753037499999,50.82407407407408,12.63425925925926,23.555555555555564,98.16203703703707,North Dakota,Mercer,Not in a city
1990-01-17,43.446493764976985,50.198156682027665,10.981566820276498,23.68202764976958,98.6866359447005,North Dakota,Mercer,Not in a city
1990-01-18,40.48512242790699,47.981395348837175,9.544186046511625,23.781395348837197,99.09767441860464,North Dakota,Mercer,Not in a city
1990-01-19,36.55153162100457,43.05022831050227,10.776255707762559,23.31963470319633,97.17351598173516,North Dakota,Mercer,Not in a city
1990-01-20,36.41735528037387,43.92990654205606,13.598130841121499,23.892523364485974,99.55140186915881,North Dakota,Mercer,Not in a city
1990-01-21,37.73872577570095,45.94392523364485,10.359813084112153,23.83644859813084,99.31775700934578,North Dakota,Mercer,Not in a city
1990-01-22,40.41621916589857,49.58986175115209,14.152073732718902,23.46543778801842,97.78801843317969,North Dakota,Mercer,Not in a city
1990-01-23,42.449464568807365,50.564220183486285,12.353211009174316,23.573394495412824,98.23853211009178,North Dakota,Mercer,Not in a city
1990-01-24,43.110939561643825,49.77625570776256,13.630136986301371,23.69406392694065,98.73515981735159,North Dakota,Mercer,Not in a city
1990-01-25,40.501041205479446,49.25570776255705,12.502283105022821,23.630136986301363,98.46575342465756,North Dakota,Mercer,Not in a city
1990-01-26,39.269501710407226,49.23529411764705,10.425339366515836,23.271493212669686,96.98642533936648,North Dakota,Mercer,Not in a city
1990-01-27,39.94580687214609,48.53881278538814,13.182648401826485,23.73972602739727,98.91324200913239,North Dakota,Mercer,Not in a city
1990-01-28,38.94050672935781,47.14678899082571,11.3394495412844,23.89449541284403,99.5688073394495,North Dakota,Mercer,Not in a city
1990-01-29,36.962229434389144,46.33936651583709,10.995475113122177,23.497737556561084,97.91855203619913,North Dakota,Mercer,Not in a city
1990-01-30,35.3333991674208,45.60633484162901,12.461538461538451,23.67873303167419,98.66968325791855,North Dakota,Mercer,Not in a city
1990-01-31,34.1459107318182,42.46363636363635,12.309090909090905,23.72727272727271,98.86818181818181,North Dakota,Mercer,Not in a city
1990-02-01,37.19317263470318,44.99086757990867,13.83561643835616,23.726027397260275,98.86757990867576,North Dakota,Mercer,Not in a city
1990-02-02,39.38654852968035,47.06849315068494,10.51141552511415,23.74429223744293,98.9452054794521,North Dakota,Mercer,Not in a city
1990-02-03,37.55778407834103,44.91705069124425,9.313364055299543,23.78801843317971,99.11981566820279,North Dakota,Mercer,Not in a city
1990-02-04,35.29498901851849,43.837962962962976,10.73148148148148,23.71296296296297,98.82407407407409,North Dakota,Mercer,Not in a city
1990-02-05,35.347998534246564,44.16894977168948,13.958904109589037,23.493150684931525,97.89954337899545,North Dakota,Mercer,Not in a city
1990-02-06,40.206556245454586,49.109090909090945,12.490909090909085,23.68181818181817,98.67727272727262,North Dakota,Mercer,Not in a city
