air/nonoxnoy_daily_summary.o3_AQI,air/nonoxnoy_daily_summary.f0_,air/nonoxnoy_daily_summary.f1_,air/nonoxnoy_daily_summary.f2_,air/nonoxnoy_daily_summary.f3_,air/nonoxnoy_daily_summary.f4_,air/nonoxnoy_daily_summary.f5_,air/nonoxnoy_daily_summary.f6_,Day
,11.215179606025494,7.7184241019698705,23.32097334878331,97.25492468134404,Iowa,Polk,Des Moines,2021-08-14
,76.92070484581502,11.101321585903085,22.86930983847285,95.38472834067552,North Dakota,Mercer,Not in a city,2007-12-18
,51.11863905325443,9.02366863905325,22.86094674556213,95.3431952662722,North Dakota,Mercer,Beulah,1993-04-14
,34.86960680127526,9.555791710945812,22.86609989373006,95.38257173219978,Arizona,La Paz,Wenden,2016-02-22
,29.460971786833884,9.83699059561128,23.35893416927901,97.41065830721004,North Dakota,Mercer,Not in a city,2005-04-30
,51.10214876033054,9.694214876033056,23.19008264462808,96.70413223140498,North Dakota,Mercer,Not in a city,2006-01-14
,23.01048632218845,9.144376899696056,23.04711246200606,96.10942249240132,North Dakota,Mercer,Not in a city,2004-05-28
,55.06811846689896,9.696864111498252,22.740418118466906,94.84668989547036,North Dakota,Steele,Sharon,2000-04-10
,36.817460317460295,10.29365079365079,23.16865079365077,96.6388888888888,North Dakota,Mercer,Beulah,1995-03-05
,20.86736725663715,9.655973451327425,23.01880530973448,96.03761061946896,Wyoming,Sweetwater,Not in a city,2019-12-29
,14.1795871559633,7.8233944954128445,22.837155963302717,95.2385321100918,Iowa,Polk,Des Moines,2021-05-19
,88.53360655737713,11.528688524590162,23.168032786885245,96.61065573770496,North Dakota,Mercer,Beulah,1990-02-02
,11.11491525423727,8.580790960451987,23.05197740112996,96.12203389830532,Iowa,Polk,Des Moines,2021-05-28
,26.071262699564578,9.567489114658915,22.822931785195927,95.21915820029037,North Dakota,Mercer,Not in a city,2008-12-14
,37.65432300163139,8.761827079934731,22.949429037520385,95.71941272430662,North Dakota,Steele,Sharon,1999-06-11
,18.742113821138226,9.975609756097567,23.074796747967508,96.26991869918696,North Dakota,Steele,Sharon,1999-08-01
,30.12103559870552,8.484358144552314,22.74217907227616,94.85544768069036,Idaho,Ada,Not in a city,2017-09-25
,40.036419753086406,8.064814814814808,22.810185185185187,95.12499999999989,North Dakota,Mercer,Not in a city,2006-04-25
,36.43470715835142,10.86117136659436,22.82863340563992,95.2071583514099,Idaho,Ada,Not in a city,2017-11-13
,37.7424023154848,11.283646888567288,23.312590448625183,97.20694645441382,North Dakota,Mercer,Not in a city,2009-12-26
,11.76933911159263,8.424702058504877,23.13651137594799,96.48320693391116,Wyoming,Sweetwater,Not in a city,2020-05-29
,39.97594752186593,9.081632653061217,23.448979591836743,97.77405247813404,North Dakota,Mercer,Not in a city,2007-03-31
,73.00555555555557,10.880471380471384,23.336700336700357,97.32323232323228,North Dakota,Mercer,Not in a city,2001-12-08
,11.102666666666677,7.826666666666667,23.25066666666665,96.96800000000006,Wyoming,Sweetwater,Not in a city,2010-06-05
,32.630427892234565,8.49603803486529,22.434231378763883,93.63391442155311,North Dakota,Steele,Sharon,2000-08-30
,21.67209567198176,12.03189066059225,23.02277904328021,96.05466970387248,Alabama,Jefferson,Birmingham,2013-12-08
,50.09508426966293,8.662921348314592,23.16151685393257,96.5969101123596,Wyoming,Sweetwater,Not in a city,2010-10-11
,86.80525423728814,10.327118644067792,22.828813559322025,95.21864406779665,North Dakota,Mercer,Not in a city,2003-12-01
,73.16347826086962,10.778260869565218,22.652173913043487,94.5065217391304,North Dakota,Mercer,Beulah,1994-01-26
,69.79193548387099,7.716129032258065,22.435483870967744,93.59354838709685,North Dakota,Mercer,Beulah,1991-08-29
,61.83760399334444,8.602329450915143,22.955074875208,95.7354409317804,North Dakota,Steele,Sharon,1999-09-13
,56.32239915074306,10.549893842887494,22.709129511677297,94.7165605095542,Alaska,Fairbanks North Star ,Fairbanks,2015-01-20
,102.4136069114471,10.520518358531328,22.734341252699785,94.85745140388772,North Dakota,Mercer,Beulah,1994-03-14
,42.59775784753363,9.074738415545594,23.00448430493275,95.93871449925268,North Dakota,Mercer,Not in a city,2006-09-12
,27.658501440922187,8.750720461095106,23.105187319884717,96.36167146974064,North Dakota,Mercer,Not in a city,2007-04-09
,20.524810400866727,9.050920910075838,23.279523293607763,97.08342361863498,Idaho,Ada,Not in a city,2017-10-07
