air/so2_daily_summary.o3_AQI,air/so2_daily_summary.f0_,air/so2_daily_summary.f1_,air/so2_daily_summary.f2_,air/so2_daily_summary.f3_,air/so2_daily_summary.f4_,air/so2_daily_summary.f5_,air/so2_daily_summary.f6_,Day
20.52296296296296,13.981440237564948,9.87676317743132,15.556792873051236,96.57757980697848,Alabama,Colbert,Not in a city,1992-12-12
10.514038876889837,6.380561555075597,9.693304535637148,15.57883369330452,96.84881209503244,Alabama,Jefferson,Fairfield,2008-07-05
14.743737957610788,8.851926782273585,10.230250481695554,15.323699421965316,94.98843930635836,Alabama,Mobile,Theodore,2003-09-03
12.859832635983276,8.203664921465966,9.661780104712054,15.451308900523532,96.04293193717284,Alabama,Jefferson,Fairfield,2008-01-11
21.5654135338346,13.623233082706768,10.154135338345869,15.52481203007518,96.32556390977444,Alabama,Colbert,Not in a city,1995-07-09
19.767751479289945,12.58261834319526,10.625739644970418,15.152366863905288,93.72263313609469,Alabama,Colbert,Not in a city,1995-03-01
2.009174311926605,1.4572904707233056,8.935706084959827,15.200918484500573,94.14466130884055,Alabama,Jefferson,Birmingham,2020-09-10
5.241452991452995,3.455662393162389,9.71581196581197,15.192307692307706,94.01709401709414,Alabama,Jefferson,Birmingham,2017-09-13
5.487068965517242,3.817133620689662,9.886853448275868,15.178879310344849,93.96443965517238,Alabama,Jefferson,Birmingham,2018-05-23
26.56035767511179,17.46117734724292,10.445603576751113,15.2608047690015,94.51788375558851,Alabama,Colbert,Not in a city,1994-01-28
15.28461538461537,9.11798076923078,11.181730769230755,15.389423076923064,95.43942307692308,Alabama,Mobile,Theodore,2003-07-24
2.8086956521739133,1.9154515778019563,7.7018498367791075,15.168661588683388,93.78890097932536,Alabama,Jefferson,Birmingham,2018-11-26
7.936619718309857,4.762441314553995,9.934272300469468,15.36502347417839,95.40845070422532,Alabama,Jefferson,Fairfield,2010-11-17
22.15699658703073,14.263535439795056,10.68915456874466,15.082835183603754,93.3082835183604,Alabama,Colbert,Not in a city,1999-07-28
11.170385395537524,6.561116751269033,9.753299492385793,15.369543147208123,95.31167512690352,Alabama,Colbert,Not in a city,2007-06-20
3.41002277904328,2.305239179954438,7.758542141230065,15.24829157175399,94.51936218678826,Alabama,Jefferson,Birmingham,2016-08-12
21.157812499999952,12.926505082095378,11.43627834245503,15.55199374511336,96.5715402658326,Alabama,Colbert,Not in a city,1997-09-14
31.79433681073025,20.80932140193884,11.140939597315429,15.114093959731523,93.42878448918722,Alabama,Colbert,Not in a city,1993-12-08
24.097488921713406,15.12843426883306,9.5487444608567,15.09158050221568,93.27695716395846,Alabama,Colbert,Not in a city,1993-05-18
30.346099290780128,20.22663352272725,8.838068181818194,14.9524147727273,92.24715909090904,Alabama,Colbert,Not in a city,1990-07-05
5.360086767895872,3.792299349240781,11.06182212581344,15.2299349240781,94.24511930585682,Alabama,Jefferson,Fairfield,2018-12-19
22.64165390505361,14.236294027565094,9.895865237366005,15.26493108728944,94.39127105666172,Alabama,Colbert,Not in a city,1996-10-01
8.382151029748286,8.377231121281469,10.576659038901592,15.243707093821511,94.5080091533182,Alabama,Jefferson,Fairfield,2015-02-19
15.650095602294448,9.200478468899515,9.654545454545456,15.35502392344496,95.1779904306221,Alabama,Mobile,Theodore,2003-08-04
16.675048355899417,10.312959381044484,10.042553191489374,15.661508704061918,97.41972920696324,Alabama,Colbert,Not in a city,2004-03-28
21.5791788856305,13.677272727272737,9.887096774193562,15.10777126099709,93.3922287390029,Alabama,Colbert,Not in a city,1993-07-21
17.964788732394375,10.791549295774669,10.15933098591549,15.235035211267588,94.33538732394352,Alabama,Colbert,Not in a city,2002-06-18
8.956818181818182,6.130340909090911,8.34318181818182,15.601136363636376,97.02045454545444,Alabama,Jefferson,Birmingham,2012-11-23
21.887096774193576,14.824283154121858,10.673835125448033,15.21863799283157,94.26792114695346,Alabama,Colbert,Not in a city,2001-08-27
31.83079056865464,20.91214434420543,9.642609299097828,15.004857737682135,92.6523247744621,Alabama,Colbert,Not in a city,1991-03-26
5.74193548387097,4.862096774193547,9.267281105990778,15.540322580645167,96.40207373271886,Alabama,Jefferson,Birmingham,2015-09-05
20.414285714285707,12.57982525814139,11.073073868149322,15.571882446386004,96.72597299444011,Alabama,Colbert,Not in a city,1997-11-22
18.75959595959596,11.544040404040404,9.705050505050504,15.45151515151516,95.91313131313132,Alabama,Jefferson,Fairfield,2007-10-31
4.674364896073905,3.7650115473441073,9.024249422632792,15.505773672055442,96.38799076212474,Alabama,Jefferson,Birmingham,2016-10-16
27.3808864265928,17.770963270963293,9.519750519750508,15.093555093555102,93.21898821898816,Alabama,Colbert,Not in a city,1991-01-17
21.0590111642743,12.960765550239229,11.060606060606068,15.295055821371651,94.65948963317383,Alabama,Colbert,Not in a city,1998-04-20
43.348348348348345,30.4271771771772,10.382882882882882,15.06981981981982,93.147147147147,Alabama,Colbert,Not in a city,1993-03-01
23.651567944250857,15.150958188153297,10.701219512195111,15.592334494773516,96.8135888501742,Alabama,Colbert,Not in a city,1999-09-12
16.136801541425825,9.809730250481683,10.263005780346807,15.43737957610787,95.8747591522157,Alabama,Mobile,Theodore,2003-08-15
3.781857451403888,2.850541125541127,9.398268398268415,15.308441558441546,94.84740259740262,Alabama,Jefferson,Birmingham,2019-12-26
