air/wind_daily_summary.o3_AQI,air/wind_daily_summary.f0_,air/wind_daily_summary.f1_,air/wind_daily_summary.f2_,air/wind_daily_summary.f3_,air/wind_daily_summary.f4_,air/wind_daily_summary.f5_,air/wind_daily_summary.f6_,Day
,160.03269525268004,12.484686064318533,23.68683001531389,98.70137825421146,District Of Columbia,District of Columbia,Washington,2021-08-14
,144.3096846846847,11.909909909909912,23.70495495495494,98.77590090090084,Idaho,Benewah,Not in a city,2007-12-18
,156.78724279835387,12.606995884773664,23.697530864197518,98.7572016460906,Alabama,Mobile,Mobile,1993-04-14
,158.86201074443576,11.641596316193398,23.77743668457405,99.07751343054498,District Of Columbia,District of Columbia,Washington,2016-02-22
,170.05387453874528,11.38253382533825,23.78843788437885,99.12177121771224,Arizona,Coconino,Grand Canyon Village,2005-04-30
,164.26877278250288,11.546780072904006,23.832320777642767,99.3061968408262,Idaho,Benewah,Not in a city,2006-01-14
,154.28318695106668,12.165621079046437,23.845671267252165,99.36010037641152,Arizona,Coconino,Grand Canyon Village,2004-05-28
,146.80098039215682,11.568627450980388,23.7647058823529,99.02521008403366,Alaska,Denali ,Not in a city,2000-04-10
,162.47651515151514,13.7560606060606,23.853030303030334,99.39242424242424,Alaska,Denali ,Not in a city,1995-03-05
,148.9793553338452,12.607060629316958,23.845740598618598,99.36300844205674,District Of Columbia,District of Columbia,Washington,2019-12-29
,146.5900900900901,12.07657657657656,23.754504504504528,98.98948948948951,District Of Columbia,District of Columbia,Washington,2021-05-19
,155.35266106442558,11.73669467787114,23.45098039215686,97.7366946778712,Illinois,DuPage,Lisle,1990-02-02
,150.40419790104917,12.521739130434783,23.838080959520266,99.33583208395804,District Of Columbia,District of Columbia,Washington,2021-05-28
,139.66922268907578,11.961134453781506,23.92016806722688,99.67226890756302,Alaska,Denali ,Not in a city,2008-12-14
,150.816231884058,12.273913043478268,23.886956521739133,99.54202898550732,Alaska,Denali ,Not in a city,1999-06-11
,157.25141643059476,11.392351274787533,23.72521246458921,98.85835694050996,Arizona,Cochise,Not in a city,1999-08-01
,153.54378491620102,12.389664804469284,23.831703910614525,99.30516759776532,Indiana,Porter,Dune Acres,2017-09-25
,162.77762237762246,12.467365967365966,23.846153846153847,99.36829836829835,Idaho,Benewah,Not in a city,2006-04-25
,149.4677607585705,12.032093362509142,23.823486506199828,99.26768781911012,Indiana,Porter,Dune Acres,2017-11-13
,149.6071494042161,11.134738771769037,23.891842346471112,99.55178735105416,Alaska,Denali ,Not in a city,2009-12-26
,163.12339055793996,12.784692417739624,23.86981402002863,99.46638054363387,District Of Columbia,District of Columbia,Washington,2020-05-29
,152.33283582089544,12.092996555683111,23.876004592422525,99.48794489092992,Idaho,Benewah,Not in a city,2007-03-31
,165.20356671070013,11.849405548216655,23.960369881109653,99.83883751651254,Alaska,Denali ,Not in a city,2001-12-08
,151.26560386473432,12.38357487922708,23.92560386473428,99.69661835748788,Alaska,Denali ,Not in a city,2010-06-05
,148.59486166007915,11.899868247694338,23.845849802371557,99.36495388669292,Alaska,Denali ,Not in a city,2000-08-30
,155.6743760399334,11.930116472545754,23.55407653910151,98.14808652246258,Alabama,Jefferson,Birmingham,2013-12-08
,160.9702085402183,12.463753723932472,23.940417080436937,99.75571002979144,Alaska,Denali ,Not in a city,2010-10-11
,153.27083870967718,11.362580645161284,23.698064516129023,98.7483870967742,Alaska,Denali ,Not in a city,2003-12-01
,143.69961389961395,12.43243243243243,23.48648648648649,97.8745173745174,Utah,San Juan,Not in a city,1994-01-26
,157.37782805429876,11.210407239818997,23.64253393665157,98.52941176470588,Indiana,Porter,Dune Acres,1991-08-29
,160.4839541547278,10.998567335243544,23.851002865329505,99.38681948424062,Arizona,Cochise,Not in a city,1999-09-13
,155.19643423137853,12.13074484944532,23.82805071315373,99.29080824088749,District Of Columbia,District of Columbia,Washington,2015-01-20
,162.6553784860558,11.643426294820712,23.64940239043824,98.54980079681276,Utah,San Juan,Not in a city,1994-03-14
,156.53314350797257,12.094533029612776,23.82346241457863,99.27107061503416,California,Tehama,Not in a city,2006-09-12
,147.833408833522,12.53001132502832,23.885617214043023,99.52661381653444,Idaho,Benewah,Not in a city,2007-04-09
,154.61160651096958,12.843595187544246,23.95046001415428,99.79971691436666,Indiana,Porter,Dune Acres,2017-10-07
,154.69168443496804,12.164179104477624,23.7814498933902,99.0959488272922,California,Tehama,Not in a city,2007-07-23
,160.29507575757592,11.96818181818182,23.77348484848487,99.06818181818188,District Of Columbia,District of Columbia,Washington,2021-04-30
,151.84980314960643,12.222440944881884,23.66929133858269,98.63385826771656,Indiana,Porter,Dune Acres,1993-08-23
,153.8358139534883,12.437209302325586,23.53488372093025,98.0651162790698,Alaska,Denali ,Not in a city,1998-12-19
,141.23018018018027,11.299549549549551,23.84009009009009,99.34684684684684,Utah,Davis,Bountiful,1992-08-15
,153.1872675250357,11.87553648068671,23.73390557939913,98.89556509299004,Alaska,Denali ,Not in a city,1999-05-12
,145.15590742996343,12.088915956151038,23.8148599269184,99.23507917174172,Arizona,Coconino,Grand Canyon Village,2005-06-07
,158.5921795800146,12.360608254887758,23.818971759594508,99.2505430847212,Indiana,Porter,Dune Acres,2018-08-22
,164.94563218390817,11.79195402298851,23.83218390804596,99.30229885057469,Idaho,Benewah,Not in a city,2007-03-03
,146.6954732510289,11.827983539094657,23.750617283950625,98.96625514403284,District Of Columbia,District of Columbia,Washington,2021-11-07
,148.9704633204634,12.318532818532828,23.698841698841694,98.75289575289574,Utah,San Juan,Not in a city,1994-07-19
,153.52680180180164,11.97972972972973,23.70270270270272,98.76576576576576,Utah,Davis,Bountiful,1992-10-23
,144.7081841432224,12.03580562659846,23.65728900255756,98.5780051150896,Alaska,Denali ,Not in a city,2001-10-25
,161.4111111111114,12.024353120243523,23.64231354642308,98.51522070015218,District Of Columbia,District of Columbia,Washington,2021-08-02
,160.89083503054994,12.321792260692458,23.246435845213863,96.8839103869654,Indiana,Porter,Dune Acres,1993-06-01
,159.76157303370815,11.429213483146066,23.352808988764032,97.32808988764046,Indiana,Porter,Dune Acres,1991-10-18
,148.84762979683987,12.214446952595935,23.580135440180587,98.27088036117388,Indiana,Porter,Dune Acres,1991-09-16
,157.34062222222244,12.339555555555537,23.82577777777777,99.2835555555555,Alaska,Denali ,Not in a city,2009-10-23
,153.0470762398224,11.673575129533669,23.810510732790537,99.21095484826051,Indiana,Porter,Dune Acres,2018-11-17
,164.0928251121073,12.118086696562033,23.58146487294468,98.27204783258594,Alaska,Denali ,Not in a city,1996-01-09
,160.4798134011874,11.621713316369798,23.797285835453785,99.16793893129775,Alaska,Denali ,Not in a city,2011-09-20
,159.8107193229901,11.782792665726374,23.98307475317348,99.92947813822283,Alaska,Denali ,Not in a city,2001-04-15
,150.99595959595953,12.128787878787891,23.628787878787897,98.45707070707078,Arizona,Coconino,Grand Canyon Village,2004-01-28
,155.74047267356005,12.171344165435745,23.80797636632201,99.2075332348597,Indiana,Porter,Dune Acres,2018-02-26
,143.19702602230512,12.135315985130132,23.8193308550186,99.2490706319701,Iowa,Black Hawk,Waterloo,2014-10-12
,151.0014264264264,13.020270270270265,23.771771771771725,99.05855855855852,District Of Columbia,District of Columbia,Washington,2020-03-17
,163.20478260869572,11.74,23.725217391304383,98.8634782608695,Alaska,Denali ,Not in a city,2011-08-26
,147.28061911170929,11.0107671601615,23.032301480484524,95.96096904441455,Alaska,Denali ,Not in a city,2000-11-07
,163.06644444444453,11.842222222222215,23.890000000000004,99.54666666666664,California,Tehama,Not in a city,2007-05-10
,167.58085758039812,11.842266462480865,23.748851454823875,98.96477794793256,Alaska,Denali ,Not in a city,1997-03-11
,155.79094269870606,12.121996303142328,23.475046210720905,97.82439926062852,Utah,San Juan,Not in a city,1994-10-13
,153.47078965758226,12.291404612159322,23.814814814814792,99.23130677847658,Indiana,Porter,Dune Acres,2017-02-01
,161.30568011958152,11.349775784753362,23.907324364723465,99.61733931240654,Alaska,Denali ,Not in a city,1997-07-05
,150.25568544102026,12.569606801275231,23.914984059511152,99.64824654622744,Alaska,Denali ,Not in a city,2008-05-25
,144.46240474174428,12.925486875529211,23.825571549534317,99.28111769686714,Alaska,Denali ,Not in a city,2012-03-12
,165.41573033707866,12.275280898876405,23.90449438202246,99.61235955056182,Illinois,DuPage,Lisle,1990-03-18
,134.66729691876753,12.179971988795518,23.855042016806717,99.40406162465,Indiana,Porter,Dune Acres,2017-02-17
,160.7770124481327,11.995020746887972,23.898755186722,99.57842323651454,Alaska,Denali ,Not in a city,2012-09-23
,170.0640510948906,11.477189781021895,23.68704379562041,98.70072992700716,Alabama,Jefferson,Birmingham,2011-02-28
,160.26042486231327,11.97797010228166,23.6750590086546,98.6577498033045,District Of Columbia,District of Columbia,Washington,2015-03-31
,158.62509179926553,11.297429620563042,23.914320685434504,99.64504283965724,Alaska,Denali ,Not in a city,2003-05-31
,147.5035346097202,11.787923416789395,23.814432989690715,99.23416789396173,Alaska,Denali ,Not in a city,1996-03-10
,150.95730337078652,12.735955056179783,23.861423220973787,99.4307116104868,Utah,San Juan,Not in a city,1994-11-11
,153.44786885245915,11.439344262295087,23.613934426229516,98.40491803278682,District Of Columbia,District of Columbia,Washington,2021-11-04
,157.8900269541779,13.5822102425876,23.5067385444744,97.96495956873322,Illinois,DuPage,Lisle,1990-04-04
,156.35945537065055,11.030257186081696,23.92586989409987,99.6928895612708,Florida,Miami-Dade,Not in a city,1997-10-18
,151.33811158798284,11.9030042918455,23.83605150214593,99.3287553648069,Alaska,Denali ,Not in a city,2011-10-11
,153.37968970380808,10.472496473906912,23.90973201692522,99.63046544428758,Alaska,Denali ,Not in a city,2001-03-16
,152.58729792147824,10.739030023094696,23.545034642032302,98.1247113163972,Indiana,Porter,Dune Acres,1991-12-16
,130.60357142857146,11.19285714285713,23.752380952380943,98.98095238095232,Utah,Davis,Bountiful,1992-12-12
,152.74585575888037,11.808396124865448,23.95586652314317,99.82131324004308,Alaska,Denali ,Not in a city,2008-07-05
,163.4256441717792,12.59631901840491,23.685889570552163,98.69938650306756,Alaska,Denali ,Not in a city,2003-09-03
,161.27960741548566,10.617230098146132,23.84950926935661,99.3740458015268,Alaska,Denali ,Not in a city,2008-01-11
,161.31877862595428,12.46259541984734,23.90229007633585,99.59694656488558,Alaska,Denali ,Not in a city,1995-07-09
,159.10407523510972,11.167711598746068,23.49999999999999,97.93416927899683,Alaska,Denali ,Not in a city,1995-03-01
,154.7111591072714,11.757379409647228,23.80345572354211,99.18646508279332,District Of Columbia,District of Columbia,Washington,2020-09-10
,156.89145658263297,12.016106442577032,23.843837535014007,99.35504201680666,Indiana,Porter,Dune Acres,2017-09-13
,149.53254649499286,12.690271816881255,23.896280400572216,99.57367668097284,Indiana,Porter,Dune Acres,2018-05-23
,165.46504854368925,11.831067961165049,23.59223300970872,98.31456310679611,Utah,San Juan,Not in a city,1994-01-28
,152.74055354994,12.10228640192538,23.796630565583616,99.16125150421176,Alaska,Denali ,Not in a city,2003-07-24
,165.63313609467468,10.83653846153846,23.736686390532565,98.91198224852072,Indiana,Porter,Dune Acres,2018-11-26
,165.27564870259468,12.559880239520949,23.781437125748504,99.09580838323348,Alaska,Denali ,Not in a city,2010-11-17
,155.83610719322988,12.097320169252477,23.70662905500705,98.7842031029619,Arizona,Cochise,Not in a city,1999-07-28
,157.26236080178165,10.826280623608016,23.837416481069063,99.3296213808463,California,Tehama,Not in a city,2007-06-20
,158.5544540229885,12.533764367816104,23.845545977011497,99.36063218390808,District Of Columbia,District of Columbia,Washington,2016-08-12
,156.95835777126095,12.526392961876835,23.83870967741935,99.3313782991202,Hawaii,Hawaii,Hawaii Volcanoes National Park,1997-09-14
,149.4937377690803,13.326810176125251,23.59491193737771,98.3268101761252,Indiana,Porter,Dune Acres,1993-12-08
,167.44110429447863,12.78732106339468,23.51124744376279,97.98364008179968,Indiana,Porter,Dune Acres,1993-05-18
,161.9905292479108,11.98328690807799,23.36211699164345,97.37047353760448,Illinois,DuPage,Lisle,1990-07-05
,153.37718910963963,11.755702722590131,23.891096394407672,99.55187637969108,Indiana,Porter,Dune Acres,2018-12-19
,149.49848484848465,12.38030303030303,23.64545454545457,98.53636363636365,Alaska,Denali ,Not in a city,1996-10-01
,158.02109500805165,12.283413848631248,23.75684380032209,98.99516908212576,District Of Columbia,District of Columbia,Washington,2015-02-19
,152.8315085158151,12.144768856447694,23.84793187347932,99.3698296836983,Alaska,Denali ,Not in a city,2003-08-04
,150.63240152477766,12.09783989834816,23.903430749682364,99.59847522236346,Arizona,Coconino,Grand Canyon Village,2004-03-28
,159.6402040816326,12.273469387755105,23.49183673469388,97.90000000000002,Indiana,Porter,Dune Acres,1993-07-21
,142.46834975369464,12.10467980295566,23.736453201970427,98.911330049261,Alaska,Denali ,Not in a city,2002-06-18
,160.92597292724184,13.082064297800333,23.876480541455145,99.48984771573603,Alabama,Jefferson,Birmingham,2012-11-23
,160.52279596977354,11.683879093198998,23.92695214105792,99.69773299748114,Alaska,Denali ,Not in a city,2001-08-27
,142.73309178743958,12.746376811594212,23.282608695652183,97.03623188405788,Indiana,Porter,Dune Acres,1991-03-26
,140.88117029257327,11.93023255813953,23.91972993248313,99.6676669167292,District Of Columbia,District of Columbia,Washington,2015-09-05
,159.73582554517125,11.632398753894076,23.90809968847354,99.61682242990663,Alaska,Denali ,Not in a city,1997-11-22
,161.4018640350878,12.620614035087709,23.700657894736832,98.76315789473692,California,Tehama,Not in a city,2007-10-31
,134.62478323699415,11.922687861271672,23.90101156069361,99.5932080924858,District Of Columbia,District of Columbia,Washington,2016-10-16
,158.55905707196027,10.305210918114142,23.33746898263026,97.25558312655076,Indiana,Porter,Dune Acres,1991-01-17
,166.24011713030762,12.26647144948754,23.840409956076137,99.3411420204977,Alaska,Denali ,Not in a city,1998-04-20
,155.08518518518505,11.891067538126364,23.68191721132899,98.69281045751636,Indiana,Porter,Dune Acres,1993-03-01
,153.064265129683,12.577809798270891,23.98559077809799,99.93948126801148,Arizona,Cochise,Not in a city,1999-09-12
,152.13055900621112,11.598757763975131,23.70807453416148,98.79006211180116,Alaska,Denali ,Not in a city,2003-08-15
,150.55959907478814,12.075558982266765,23.720123361603672,98.83885890516574,District Of Columbia,District of Columbia,Washington,2019-12-26
,162.51033210332105,11.6549815498155,23.83025830258301,99.29335793357932,Utah,San Juan,Not in a city,1994-09-25
,149.0803508771929,12.72280701754384,23.77660818713452,99.07836257309948,Arizona,Coconino,Grand Canyon Village,2005-09-07
,155.89445378151262,11.51092436974788,23.919327731092437,99.6697478991597,Alaska,Denali ,Not in a city,2012-10-19
,152.7344525547445,12.0978102189781,23.74452554744524,98.95182481751824,Alaska,Denali ,Not in a city,1996-08-22
,150.90060728744942,11.552631578947368,23.475708502024293,97.8400809716598,Indiana,Porter,Dune Acres,1993-06-07
,166.49999999999974,12.358603066439525,23.88586030664394,99.53833049403748,Alaska,Denali ,Not in a city,2012-02-01
,167.153133159269,11.193211488250656,23.801566579634454,99.1827676240209,Alabama,Mobile,Mobile,2002-11-12
,157.73194444444445,11.415509259259268,23.601851851851848,98.3472222222222,Idaho,Benewah,Not in a city,2007-12-10
,161.19077540106937,12.278074866310156,23.850267379679156,99.38235294117648,Arizona,Coconino,Grand Canyon Village,2004-09-07
,167.38126436781613,10.55862068965517,23.85402298850579,99.39655172413788,Idaho,Benewah,Not in a city,2007-12-16
,149.37217514124305,12.66949152542373,23.844632768361585,99.35875706214684,Alaska,Denali ,Not in a city,1998-07-14
,159.97599085365863,12.726371951219514,23.724847560975583,98.86280487804876,Iowa,Black Hawk,Waterloo,2014-07-23
,146.0093997734996,12.436013590033973,23.83125707814269,99.30124575311449,California,Tehama,Not in a city,2006-10-14
,155.99086826347306,11.383233532934138,23.6616766467066,98.60479041916172,Alaska,Denali ,Not in a city,1996-01-01
,159.2054597701149,12.191091954022996,23.91522988505747,99.6522988505747,Arizona,Cochise,Not in a city,1999-09-18
,147.40977222630428,12.240264511388697,23.80088170462892,99.17781043350476,District Of Columbia,District of Columbia,Washington,2020-10-17
,142.6413642960813,12.126269956458644,23.690856313497843,98.72859216255448,Arizona,Cochise,Not in a city,1999-06-21
,155.9576763485477,12.15214384508989,23.765560165975103,99.02904564315342,Indiana,Porter,Dune Acres,2017-07-21
,148.511891891892,11.95027027027029,23.91999999999999,99.67243243243249,California,Tehama,Not in a city,2007-10-04
,158.40645161290334,12.39084771192798,23.816204051012736,99.23630907726924,District Of Columbia,District of Columbia,Washington,2015-08-23
,159.34564498346194,12.398015435501662,23.92723263506067,99.6979051819184,Alaska,Denali ,Not in a city,2008-02-09
,155.21123595505628,11.817977528089887,23.91685393258429,99.66741573033715,Indiana,Porter,Dune Acres,1991-06-15
,158.31007299270075,11.855474452554736,23.78102189781022,99.09781021897814,Alaska,Denali ,Not in a city,1998-05-20
,141.69780775716677,11.47892074198987,23.88870151770655,99.5455311973018,Alaska,Denali ,Not in a city,2012-04-12
,156.4107226107229,11.893550893550897,23.595182595182592,98.32634032634024,District Of Columbia,District of Columbia,Washington,2021-09-14
,155.8246362754605,12.12221144519883,23.89718719689617,99.57516973811838,Alaska,Denali ,Not in a city,2009-05-11
,171.61362397820156,11.551316984559488,23.833787465940063,99.3133514986376,Alaska,Denali ,Not in a city,2010-03-16
,159.79145607701562,12.200962695547531,23.826714801444044,99.28880866425992,Alaska,Denali ,Not in a city,2003-05-01
,162.76808252427173,11.808252427184469,23.747572815533964,98.95388349514572,Arizona,Coconino,Grand Canyon Village,2005-10-17
,162.50684931506862,11.27521793275218,23.83686176836864,99.32129514321286,Arizona,Coconino,Grand Canyon Village,2004-05-03
,155.29070278184474,11.856515373352854,23.81625183016107,99.24304538799402,District Of Columbia,District of Columbia,Washington,2019-06-03
,158.09218967921913,11.813110181311014,23.7768479776848,99.07670850767084,Alaska,Denali ,Not in a city,1998-08-13
,147.4293478260867,12.366847826086955,23.59510869565217,98.33152173913044,Illinois,DuPage,Lisle,1990-05-25
,155.8810101010102,12.21313131313131,23.830303030303003,99.29898989898996,Alaska,Denali ,Not in a city,2009-01-23
,169.00258555133064,11.488973384030414,23.828897338403014,99.29125475285166,District Of Columbia,District of Columbia,Washington,2021-04-17
,161.884093113482,11.397672162948604,23.970902036857424,99.87972841901072,Alaska,Denali ,Not in a city,2009-05-17
,157.78672699849167,11.57315233785821,23.67269984917044,98.66214177978884,Alaska,Denali ,Not in a city,1996-10-28
,156.06628498727744,11.30407124681934,23.73282442748091,98.89821882951648,Arizona,Coconino,Grand Canyon Village,2005-02-02
,153.19535558780842,12.756168359941958,23.81857764876632,99.24818577648767,Alaska,Denali ,Not in a city,1999-03-24
,153.63001186239612,11.70462633451958,23.69988137603797,98.75682087781732,Arizona,Coconino,Grand Canyon Village,2005-08-02
,153.6522222222223,12.184722222222222,23.888888888888903,99.53958333333333,Indiana,Porter,Dune Acres,2017-07-29
,155.3768339768339,9.998712998712994,23.604890604890624,98.36808236808244,Alaska,Denali ,Not in a city,2003-12-30
,142.6545714285714,12.492857142857146,23.959999999999997,99.8342857142857,Alaska,Denali ,Not in a city,1999-05-16
,159.2971896955503,12.431693989071029,23.896955503512835,99.57298985167846,Alabama,Jefferson,Birmingham,2013-09-21
,170.0358280254778,11.160828025477691,23.780254777070056,99.0875796178344,Alaska,Denali ,Not in a city,1997-02-22
,166.7539240506329,11.235443037974688,23.81012658227849,99.22025316455692,Ohio,Summit,Not in a city,1992-02-28
,155.28590250329393,13.284584980237147,23.96837944664029,99.87088274044793,Alaska,Denali ,Not in a city,2001-12-22
,169.0614999999999,11.159999999999998,23.943999999999985,99.77000000000002,Alaska,Denali ,Not in a city,2010-11-05
,151.0274336283185,12.066371681415935,23.82005899705017,99.25368731563424,Arizona,Cochise,Not in a city,1999-09-15
,150.8166449934979,11.373211963589084,23.99609882964888,99.98439531859552,Alaska,Denali ,Not in a city,2002-02-23
,155.81137724550894,12.05239520958084,23.697604790419152,98.74401197604791,Alaska,Denali ,Not in a city,1995-07-24
,163.5017391304348,11.303105590062108,23.932919254658376,99.72422360248456,Alabama,Mobile,Mobile,2002-10-19
,159.54037356321837,12.74353448275862,23.796695402298848,99.15876436781602,District Of Columbia,District of Columbia,Washington,2020-05-15
,160.49610802223975,11.384432088959493,23.911834789515492,99.63463065925336,Alabama,Jefferson,Birmingham,2013-09-29
,150.93925729442978,11.806366047745351,23.859416445623328,99.41644562334218,Alaska,Denali ,Not in a city,2002-01-28
,161.8644067796612,11.578692493946738,23.406779661016937,97.54237288135587,Indiana,Porter,Dune Acres,1991-03-08
,163.02124212421245,11.31953195319534,23.42034203420342,97.57155715571552,Alaska,Denali ,Not in a city,2009-10-10
,159.8322222222222,10.407407407407405,23.78148148148146,99.09999999999994,Utah,San Juan,Not in a city,1994-11-16
,139.45185995623632,12.111597374179428,23.83916849015317,99.33588621444204,California,Tehama,Not in a city,2007-10-16
,155.39014598540152,11.839416058394162,23.84306569343069,99.35218978102196,Alaska,Denali ,Not in a city,2009-12-15
,151.2468085106384,11.716755319148923,23.844414893617035,99.35505319148936,Arizona,Coconino,Grand Canyon Village,2004-09-04
,160.56545454545466,11.54545454545455,23.63636363636363,98.4987012987013,Illinois,DuPage,Lisle,1990-12-16
,151.45190258751876,12.194824961948248,23.9124809741248,99.63774733637736,District Of Columbia,District of Columbia,Washington,2015-08-09
,157.29101796407176,12.624999999999996,23.816616766467124,99.2387724550899,District Of Columbia,District of Columbia,Washington,2019-03-15
,160.3565096952908,11.6814404432133,23.337950138504144,97.27146814404428,Illinois,DuPage,Lisle,1990-02-12
,162.64705882352942,12.135294117647051,23.861764705882354,99.4338235294118,District Of Columbia,District of Columbia,Washington,2019-03-21
,145.46821515892415,12.894865525672374,23.52078239608801,98.02444987775056,Utah,Davis,Bountiful,1992-09-08
,154.5712369597615,11.682563338301062,23.760059612518624,99.01043219076018,Alaska,Denali ,Not in a city,1996-05-01
,155.99726907630532,11.666666666666664,23.88915662650601,99.54056224899598,Alabama,Jefferson,Birmingham,2013-10-06
,145.12240300375458,11.612015018773471,23.72841051314141,98.8785982478098,Arizona,Coconino,Grand Canyon Village,2005-11-03
,157.83285472972975,11.737331081081075,23.80743243243244,99.20270270270277,Alaska,Denali ,Not in a city,2012-05-11
,160.7962288686606,11.39271781534461,23.676202860858243,98.6566970091026,Alaska,Denali ,Not in a city,2002-02-06
,142.60432145564815,11.830174374526166,23.830932524639877,99.29643669446568,District Of Columbia,District of Columbia,Washington,2021-06-26
