Key_1_1,V39,V45,V34,V47
32091,126.141,22.0108,0.180911,0.263158
4840,71.5604,56.112,0.54272,0.438624
4803,44.2381,43.3674,0.429246,0.188079
33958,153.016,44.1349,0.388699,0.32351
93,185.326,58.435,0.284727,0.312332
19078,129.345,73.146,0.200547,0.363521
40687,89.1691,58.3882,0.199773,0.172192
27820,54.7035,15.8651,0.142618,0.238035
1451,36.007,30.4999,0.211343,0.159763
48568,88.5755,9.64805,0.119278,0.263035
27662,106.717,35.7023,0.162769,0.230597
35386,86.2459,38.1454,0.493786,0.553435
9465,165.605,66.8019,0.513167,0.531964
28913,58.6395,8.06988,0.609311,0.451492
27836,123.262,32.8755,0.0501345,0.600994
12805,31.062,41.7841,0.589416,0.246655
6856,49.056,35.176,0.159696,0.281901
50173,57.9727,17.0451,0.672408,0.399051
41078,121.621,14.6707,0.299278,0.530607
3738,10.1811,48.7629,0.21271,0.321062
54541,187.984,47.9928,0.662548,0.80993
56894,254.322,13.4285,0.515239,0.518303
37368,95.0598,12.5342,0.426799,0.411216
19386,162.199,45.7736,0.09833,0.368544
46962,149.57,18.2458,0.538102,0.403944
5454,88.6632,15.3875,0.0808231,0.236077
55967,139.476,40.6344,0.469046,0.43941
9963,62.7615,71.7601,0.298871,0.320266
17580,148.334,26.5507,0.688606,0.423322
35395,128.853,32.9442,0.544563,0.298085
43703,199.791,9.56685,0.0887656,0.393691
5913,103.145,25.6874,0.146593,0.0991049
33863,142.598,70.59,0.156415,0.350796
44032,44.6453,26.44,0.0698842,0.224119
29106,188.91,52.5761,0.287704,0.329279
6718,180.29,33.7581,0.236173,0.181283
28540,153.113,13.8902,0.38464,0.176088
12059,85.4089,42.1924,0.284494,0.500496
45859,130.516,41.5361,0.360406,0.260417
30289,122.506,73.4627,0.380341,0.321035
33205,247.172,26.9671,0.120137,0.33403
26287,194.694,4.9426,0.411579,0.20432
10224,139.229,14.4888,0.119418,0.530316
25056,207.851,29.8084,0.577994,0.330205
18888,198.367,43.7145,0.16328,0.311111
4941,153.702,36.3891,0.414828,0.242273
32134,90.7907,7.68511,0.40911,0.62011
35439,183.047,10.7714,0.478081,0.282109
15127,146.092,35.7312,0.0967241,0.849084
27659,88.2188,20.4447,0.0493344,0.141237
33113,175.029,11.8004,0.229368,0.423324
25520,251.383,58.7094,0.876419,0.295241
331,101.709,16.506,0.457912,0.305861
23220,66.7645,34.0974,0.459911,0.321338
15606,99.3702,6.39744,0.593531,0.454349
44272,144.249,11.5828,0.111157,0.542344
45474,133.88,29.1357,0.666478,0.223917
44525,63.5987,17.0899,0.182393,0.292738
152,100.19,69.0476,0.0881704,0.317612
34655,98.8608,24.9888,0.510393,0.449184
47499,127.911,3.69834,0.234482,0.243922
28993,69.802,5.47561,0.625719,0.101748
57475,95.9051,18.8274,0.600274,0.201238
31188,92.0914,35.5147,0.471235,0.492817
49676,98.5895,13.1404,0.18799,0.254926
20155,89.8643,10.8,0.118874,0.628007
37728,175.217,34.4944,0.370167,0.415427
53384,103.327,52.3378,0.261134,0.349555
49752,108.354,65.0502,0.126738,0.350223
54117,118.158,83.7338,0.531977,0.581627
50965,157.997,25.9102,0.139523,0.325755
27593,71.5841,21.5207,0.4203,0.230267
38840,95.5381,54.2427,0.168349,0.363366
54227,156.702,54.9656,0.195716,0.53578
54701,43.2266,10.7568,0.0735231,0.394444
5550,66.6614,64.8827,0.707664,0.466915
42228,111.283,46.9037,0.173919,0.501389
48044,112.464,48.4499,0.178435,0.380415
19177,55.0253,71.5076,0.28112,0.35363
11006,108.597,51.8871,0.0497477,0.352201
13784,116.159,39.3089,0.345777,0.274654
23777,43.1039,8.91079,0.900314,0.442946
53582,58.5361,44.8474,0.611417,0.0528986
47166,125.779,52.0839,0.494905,0.172554
47058,173.834,59.8469,0.252069,0.32568
19124,176.217,9.45315,0.543525,0.0828431
38026,70.5971,23.9886,0.293423,0.345833
53932,140.65,17.0558,0.143025,0.290924
38814,107.866,48.4787,0.291936,0.413621
29889,97.9983,84.0389,0.454518,0.370026
49520,163.191,56.2215,0.235905,0.436471
53713,65.6748,48.7001,0.06893,0.330114
19450,160.728,58.8603,0.135278,0.629649
42118,67.9745,49.3214,0.600506,0.388715
27186,184.211,46.8332,0.477116,0.122497
14186,50.3023,30.8163,0.164298,0.511466
39272,132.635,21.7423,0.110842,0.703798
18967,31.2974,39.7217,0.161687,0.405941
8225,75.618,66.2642,0.117893,0.15671
1245,160.888,44.3397,0.163165,0.272164
44209,95.4645,46.3589,0.38212,0.35698
7711,151.494,27.8614,0.26204,0.615093
22319,104.572,36.6962,0.325849,0.405425
9628,87.4613,27.0377,0.0658222,0.223647
38559,105.606,27.9689,0.696365,0.486117
8418,57.4159,14.8823,0.430476,0.416968
2254,93.5597,5.49037,0.210565,0.618007
44068,122.856,18.0606,0.439534,0.331276
