fk_table,fk_column,pk_table,pk_column
table_0_0.csv,Key_0_0,table_1_1.csv,Key_0_0
table_0_0.csv,Key_0_0,table_1_2.csv,Key_0_0
table_0_0.csv,Key_0_0,table_1_3.csv,Key_0_0
table_1_1.csv,Key_1_1,table_2_4.csv,Key_1_1
table_1_1.csv,Key_1_1,table_2_5.csv,Key_1_1
table_1_1.csv,Key_1_1,table_2_6.csv,Key_1_1
table_1_2.csv,Key_1_2,table_2_7.csv,Key_1_2
table_1_2.csv,Key_1_2,table_2_8.csv,Key_1_2
table_1_2.csv,Key_1_2,table_2_9.csv,Key_1_2
table_1_3.csv,Key_1_3,table_2_10.csv,Key_1_3
table_1_3.csv,Key_1_3,table_2_11.csv,Key_1_3
table_1_3.csv,Key_1_3,table_2_12.csv,Key_1_3
table_1_1.csv,Key_0_0,table_1_2.csv,Key_0_0
table_1_1.csv,Key_0_0,table_1_3.csv,Key_0_0
table_1_2.csv,Key_0_0,table_1_3.csv,Key_0_0
table_2_4.csv,Key_1_1,table_2_5.csv,Key_1_1
table_2_4.csv,Key_1_1,table_2_6.csv,Key_1_1
table_2_5.csv,Key_1_1,table_2_6.csv,Key_1_1
table_2_7.csv,Key_1_2,table_2_8.csv,Key_1_2
table_2_7.csv,Key_1_2,table_2_9.csv,Key_1_2
table_2_8.csv,Key_1_2,table_2_9.csv,Key_1_2
table_2_10.csv,Key_1_3,table_2_11.csv,Key_1_3
table_2_10.csv,Key_1_3,table_2_12.csv,Key_1_3
table_2_11.csv,Key_1_3,table_2_12.csv,Key_1_3
table_2_10.csv,Key_1_3,table_2_5.csv,Key_1_1
table_2_5.csv,Key_1_1,table_2_10.csv,Key_1_3
table_2_10.csv,Key_1_3,table_1_2.csv,Key_1_2
table_1_2.csv,Key_1_2,table_2_10.csv,Key_1_3
table_2_10.csv,V8,table_1_2.csv,V38
table_1_2.csv,V38,table_2_10.csv,V8
table_2_10.csv,Key_1_3,table_2_4.csv,Key_1_1
table_2_4.csv,Key_1_1,table_2_10.csv,Key_1_3
table_2_10.csv,Key_1_3,table_1_1.csv,Key_1_1
table_1_1.csv,Key_1_1,table_2_10.csv,Key_1_3
table_2_10.csv,Key_1_3,table_2_8.csv,Key_1_2
table_2_10.csv,Key_1_3,table_1_3.csv,Key_1_3
table_1_1.csv,Key_1_1,table_2_8.csv,Key_1_2
table_2_8.csv,Key_1_2,table_2_10.csv,Key_1_3
table_2_10.csv,Key_1_3,table_2_9.csv,Key_1_2
table_2_8.csv,Key_1_2,table_1_1.csv,Key_1_1
table_2_11.csv,Key_1_3,table_2_10.csv,Key_1_3
table_2_9.csv,Key_1_2,table_2_10.csv,Key_1_3
table_2_10.csv,V8,table_1_3.csv,V48
table_2_10.csv,V1,table_2_8.csv,V16
table_2_5.csv,Key_1_1,table_1_1.csv,Key_1_1
table_2_10.csv,Key_1_3,table_2_6.csv,Key_1_1
table_1_3.csv,V48,table_2_10.csv,V8
table_1_1.csv,Key_0_0,table_0_0.csv,Key_0_0
table_2_6.csv,Key_1_1,table_2_10.csv,Key_1_3
table_2_8.csv,V16,table_2_10.csv,V1
table_2_10.csv,V8,table_2_6.csv,V28
table_1_1.csv,V49,table_0_0.csv,V4
table_0_0.csv,V4,table_1_1.csv,V49
table_2_10.csv,V1,table_2_8.csv,V10
table_1_2.csv,Key_0_0,table_1_1.csv,Key_0_0
table_2_6.csv,V28,table_2_10.csv,V8
table_2_10.csv,V8,table_2_9.csv,V18
table_1_1.csv,Key_1_1,table_1_2.csv,Key_1_2
table_2_10.csv,V1,table_2_6.csv,V51
table_2_9.csv,V18,table_2_10.csv,V8
table_1_2.csv,Key_1_2,table_1_1.csv,Key_1_1
table_2_8.csv,V10,table_2_10.csv,V1
table_2_10.csv,V1,table_2_11.csv,V11
table_2_6.csv,V51,table_2_10.csv,V1
table_2_11.csv,V11,table_2_10.csv,V1
table_2_10.csv,V1,table_2_8.csv,V21
table_2_10.csv,V1,table_2_9.csv,V17
table_2_8.csv,V21,table_2_10.csv,V1
table_2_9.csv,V17,table_2_10.csv,V1
table_2_10.csv,V1,table_2_9.csv,V18
table_2_10.csv,Key_1_3,table_2_7.csv,Key_1_2
table_2_12.csv,Key_1_3,table_2_10.csv,Key_1_3
table_2_10.csv,V24,table_2_12.csv,V2
table_2_7.csv,Key_1_2,table_2_10.csv,Key_1_3
table_2_12.csv,V2,table_2_10.csv,V24
table_2_10.csv,V19,table_2_7.csv,V9
table_2_10.csv,V1,table_2_12.csv,V13
table_2_7.csv,V9,table_2_10.csv,V19
table_2_12.csv,V13,table_2_10.csv,V1
table_2_10.csv,V1,table_2_12.csv,V14
table_2_9.csv,V18,table_2_10.csv,V1
table_2_12.csv,V14,table_2_10.csv,V1
table_2_10.csv,V1,table_2_12.csv,V15
table_2_12.csv,V15,table_2_10.csv,V1
table_1_1.csv,Key_1_1,table_2_9.csv,Key_1_2
table_2_9.csv,Key_1_2,table_1_1.csv,Key_1_1
table_2_6.csv,Key_1_1,table_1_1.csv,Key_1_1
table_2_5.csv,Key_1_1,table_2_8.csv,Key_1_2
table_2_8.csv,Key_1_2,table_2_5.csv,Key_1_1
table_1_1.csv,Key_1_1,table_2_11.csv,Key_1_3
table_1_1.csv,Key_1_1,table_2_12.csv,Key_1_3
table_2_11.csv,Key_1_3,table_1_1.csv,Key_1_1
table_1_1.csv,Key_1_1,table_2_7.csv,Key_1_2
table_2_12.csv,Key_1_3,table_1_1.csv,Key_1_1
table_2_5.csv,Key_1_1,table_2_12.csv,Key_1_3
table_2_7.csv,Key_1_2,table_1_1.csv,Key_1_1
table_2_12.csv,Key_1_3,table_2_5.csv,Key_1_1
table_1_1.csv,V32,table_2_7.csv,V3
table_2_7.csv,V3,table_1_1.csv,V32
