Key_1_2,V16,V10,V25,V21
41622,0.884162,137.861,0.74796,7.14692
4741,-0.311475,144.219,-1.2789,8.3072
41015,1.2139,84.4168,-0.0285853,19.7019
5463,0.449566,165.781,0.156257,-8.78364
24914,-0.113492,216.489,-0.342658,-3.75773
23264,1.02346,110.629,-0.250629,16.7702
275,-0.880505,131.924,-1.21284,9.95156
33824,0.0485587,144.057,-0.390544,4.30537
41564,-11.4229,199.205,-18.8092,-2.30415
41390,0.913719,81.6482,0.0403914,5.49892
13909,2.7995,64.574,1.15419,-1.12039
36129,0.0953561,76.1526,-0.631392,22.7747
26074,0.882247,73.8623,0.291699,17.9708
32155,-0.176159,109.626,-0.941083,-10.1254
48359,0.85398,39.8053,-0.30861,-3.99818
16820,0.35814,80.7924,-0.415091,2.7075
31671,-0.180666,179.788,-0.169118,-6.35535
46733,-3.13034,236.137,-3.29772,3.56998
26007,0.648999,84.7434,0.0579544,-4.39385
21382,-0.216688,175.313,-0.42862,1.79948
45689,0.0114006,127.483,-0.927819,0.999647
29702,-0.111141,121.493,-1.53124,12.833
12967,0.630027,139.681,-0.512011,37.0865
34248,3.74147,33.3203,1.97928,-2.25248
27195,0.620719,89.5742,0.0958754,-23.5791
32667,0.655186,112.412,0.188068,7.95765
25823,-0.0155957,143.249,-1.23413,-3.48595
33895,0.391884,195.157,-0.236551,0.569453
20154,0.729028,97.104,0.174787,0.646555
13147,-1.67605,244.205,-4.07575,-1.32527
35222,-0.328562,219.763,-0.39773,-1.64999
10470,0.429637,166.33,-0.0471284,4.09693
9401,0.16771,152.95,-0.836059,-3.90103
23646,0.60176,171.396,0.233076,-11.4579
7223,-0.508477,169.169,-0.469349,4.34214
30508,2.31356,70.2753,-0.568197,-28.5616
55199,-1.09863,187.636,-0.393632,11.1145
30303,1.65019,38.2625,0.581387,10.9225
23628,0.43369,96.3563,-0.396698,40.5454
54512,1.18234,93.6483,0.72006,-16.6254
36784,-0.872632,203.892,-0.304216,-0.618065
232,0.663532,79.8429,0.110122,21.3296
20754,0.571273,82.1817,0.373848,-22.0681
22839,-1.08172,195.811,-1.59895,8.8207
5587,-0.769527,235.863,-0.945812,-1.11025
23817,0.604518,38.6524,-0.0485641,17.7797
43953,-0.321339,183.787,-0.855123,-4.85322
2085,0.870383,94.3088,0.343166,6.40684
33332,0.887954,100.3,0.512474,12.182
17480,-3.36704,254.676,-8.12292,0.439288
16890,-1.87661,238.257,-0.758058,12.8059
24915,0.0437853,115.834,-0.093864,-1.58269
1506,-4.49563,249.14,-15.5403,-0.456515
10601,1.03066,67.5611,-0.0868497,-2.23126
294,1.11654,100.715,0.636551,-1.88328
32,1.07592,52.4873,-0.183558,18.2572
1721,-0.736169,199.69,-0.963352,4.22309
25292,-2.02879,176.284,-3.50387,22.3169
775,1.1287,39.1949,0.320144,-24.3987
34516,0.96575,102.551,0.383078,11.8413
5929,-0.346679,165.358,-0.712138,2.70206
42654,-1.99796,197.347,-8.93001,-5.45762
43102,0.72178,204.332,0.766362,-2.38989
31536,-0.661155,190.968,-1.05298,-3.587
3915,0.0138032,119.094,-0.361496,-2.76487
3780,0.752768,120.147,0.28922,6.28422
46298,0.180812,88.0596,-0.0681531,11.0858
51697,-4.86256,246.945,-5.03355,2.67977
51439,1.09851,60.8799,0.0354208,14.8341
25909,0.754116,112.862,0.200949,13.801
6222,0.0142625,132.535,-0.598036,5.49191
14898,-0.529482,127.082,-2.16155,-6.3859
22923,-0.591419,155.96,-1.18461,-0.310016
1890,0.0845525,147.524,-0.124333,-7.70294
20283,0.174821,130.562,-0.484206,8.23397
34750,-0.128729,117.279,-0.973421,18.3085
47018,1.12938,93.6677,0.691794,4.9977
33908,0.0492603,188.694,-1.44159,-8.65863
23148,0.0656937,127.671,-0.711341,32.7132
40314,-2.53799,249.867,-2.55108,-0.115693
43709,0.649523,98.8244,0.297353,-14.3355
14719,1.03532,97.87,0.664786,9.48706
22223,-0.431143,121.834,-0.548199,8.46112
48410,-0.705832,148.966,-1.07268,21.8956
16041,0.227534,110.08,-0.250155,3.03137
33673,-0.911568,195.201,-1.45555,15.9609
4112,2.03772,64.5218,1.11739,20.4303
29297,-0.200625,145.088,-0.5142,-5.45897
33820,0.661343,96.9078,1.48212,-5.4852
52358,-1.08465,212.685,-1.11067,0.368419
32563,-1.86373,158.46,-2.6377,17.9246
44718,3.17134,71.315,0.871981,-22.2231
50077,-0.180818,169.843,-0.446844,-10.3435
48793,-1.47741,197.464,-2.19822,-0.557933
38921,4.08187,29.4341,3.23555,-4.55207
41467,-0.49331,225.821,-0.123314,-1.28548
46152,0.743528,126.588,0.159375,8.45554
24874,1.92351,99.2154,1.69633,-7.02872
1336,2.35746,54.0715,2.30613,-15.0963
55787,0.665871,44.0498,-0.209771,20.0803
48040,0.360553,84.9096,-0.4245,14.6032
36822,-0.59964,93.0621,-1.4054,9.80682
26789,0.564979,62.7503,0.00190028,23.7119
47661,0.372069,153.361,0.332626,38.3887
18215,0.678812,118.018,0.301655,4.18555
19646,-2.60429,233.608,-3.04305,-0.294956
47958,1.04505,101.439,0.150099,30.3589
57072,-1.49958,205.528,-1.84504,5.11047
55400,0.205564,131.354,0.0205099,8.78815
42557,-0.95117,172.324,-2.31735,-1.30296
10011,0.343257,170.53,0.274223,4.7283
16594,1.16972,110.186,0.899888,5.64354
49995,0.938984,144.065,0.0473466,9.10666
35804,-1.13919,184.711,-2.8037,10.053
55385,0.397036,126.665,0.219931,-1.07674
38670,-3.63845,221.438,-5.19304,9.10459
11071,0.697726,81.5636,0.0986525,23.4931
39737,3.52108,51.6754,1.49923,29.1238
34058,1.36546,144.937,1.17436,-0.530698
163,1.0995,113.025,0.946024,6.77886
10847,5.782,38.2731,1.06271,-31.3892
1021,0.746633,144.773,0.165697,-12.4808
23641,-4.40692,87.5409,-6.75024,-24.7766
32433,0.314052,53.6364,-0.504293,37.9464
47428,1.51683,16.5214,0.611026,18.466
50293,1.84423,72.885,0.840339,-27.8587
8113,0.113702,94.2263,-0.772706,14.4114
18412,1.27467,79.189,0.276155,18.8247
50884,1.08779,122.596,0.767495,-18.701
10232,0.475366,87.9686,-0.032529,4.8727
50274,-1.57134,163.379,-2.16553,0.967188
22616,0.0381433,129.218,-0.396464,10.4371
2952,-5.98722,210.191,-6.47316,-2.63334
2315,0.763549,84.4811,0.222431,-0.0524039
50876,-4.30315,253.53,-4.64685,-0.165167
1123,-0.731158,173.115,-0.68932,20.6471
5355,0.00823391,126.797,-0.206082,17.3498
49516,1.12236,143.793,0.918895,5.3687
4946,2.47255,95.641,1.38414,5.29733
12620,1.14165,88.2817,0.657364,10.866
52189,-1.41176,215.52,-1.40673,6.22367
38320,-1.06248,226.366,-1.38211,-0.741503
45902,2.00057,93.5395,1.31148,-21.4404
32340,-1.15331,206.907,-1.65495,-2.90379
25452,0.161644,26.8293,-0.675155,34.2559
453,0.701617,97.5394,0.486395,-10.556
47930,-0.771985,167.385,-1.41102,22.9348
11260,0.250906,94.1708,-0.727311,27.8783
46287,1.23285,123.461,0.588468,-3.59465
9575,-0.625125,154.199,-1.59032,42.4278
15458,-5.26044,254.304,-6.34939,-0.0261053
18116,0.565681,156.029,0.527899,-10.173
18545,-1.48879,217.967,-2.02514,15.1558
23544,0.389204,111.179,-0.746906,7.88909
44432,1.33012,94.2835,0.878669,6.25446
55454,1.80132,68.6696,1.6507,3.8316
45904,0.898621,97.4008,0.439589,7.93318
19387,1.07189,98.1436,-0.115023,8.83296
22515,-0.202989,117.467,-2.7384,13.9225
28198,-0.206108,114.391,-0.790044,-4.86789
14873,-0.75865,184.775,-0.967131,-2.10995
11712,0.0124265,135.883,-0.528764,25.8153
22681,0.844113,74.7158,0.231721,-20.7176
6646,-2.56908,234.755,-3.19086,-1.70492
46548,-1.35522,201.546,-1.85815,13.336
23684,-0.207883,95.4514,-0.483916,19.2984
29148,5.3198,29.838,2.30152,15.9584
13602,-0.835669,181.915,-1.16943,12.7037
11539,0.00202391,115.906,-0.598139,1.43029
9857,-0.062768,174.086,0.0329376,2.38717
39584,0.320386,103.79,-0.0222285,8.35959
20118,3.52711,105.848,2.58479,-6.12623
15896,1.22754,82.7385,0.125787,11.6919
26172,-1.18073,154.686,-2.86659,6.90442
52430,0.337422,98.9073,-0.670488,25.48
38188,0.00739136,185.641,-0.111387,2.54789
5961,-6.16502,247.707,-7.04615,-0.117666
20857,0.176841,84.4292,-0.220209,10.2984
56216,0.340802,82.4522,-0.380414,-3.98327
45564,0.127327,178.94,-0.122578,10.1533
51074,-0.239172,75.204,-0.765578,4.66775
