Key_1_3,V8,V24,V1,V19
56827,0.0379236,4.24676,0.0674479,76.2393
44736,0.0467352,5.52069,0.0782581,74.7149
29413,0.0455761,15.6678,0.0454572,62.2058
14440,0.0309492,2.29019,0.162303,89.2273
13832,0.0820915,0.289982,0.0249023,95.347
8299,0.0273886,3.86252,0.165232,70.5319
33210,0.0543135,1.08523,0.155561,73.299
49031,0.0375253,3.56386,0.143113,77.8411
41374,0.0665334,0.629998,0.0318345,93.0725
35806,0.0295363,4.75362,0.424971,60.8375
47528,0.0247753,3.27468,0.296881,56.7284
23304,0.0175662,7.53491,0.445735,63.8039
22462,0.0466286,9.40483,0.0759549,60.0917
32879,0.0192523,1.54855,0.381748,70.4646
39612,0.028883,3.89576,0.344421,51.5601
55794,0.0546657,1.91667,0.0560012,61.5631
17124,0.0941456,0.927573,0.0146296,88.1341
11122,0.0475031,3.50903,0.0784549,96.0833
20182,0.0181165,9.59116,0.398015,68.0667
33387,0.0387075,1.69198,0.0841724,82.2523
53009,0.0287197,4.04065,0.348999,74.9108
22066,0.0262289,7.85745,0.18754,79.0082
39221,0.0812989,14.0617,0.0549349,76.1702
24261,0.0543516,3.93671,0.0378516,37.3667
40678,0.027256,1.68101,0.248629,79.0464
2007,0.0301494,5.66643,0.0833044,71.0433
14544,0.0189542,5.03834,0.657043,79.903
29639,0.086,1.56956,0.0115741,89.7134
45157,0.0762186,2.92235,0.0606655,65.6905
18313,0.0375364,0.534392,0.18886,98.6483
11873,0.0562672,2.4518,0.111591,95.04
18225,0.033338,5.17551,0.166643,79.0213
54978,0.0430365,2.04625,0.067772,83.8663
5428,0.0271813,6.40392,0.242286,90.5976
27975,0.0284076,1.45803,0.243235,82.4694
49566,0.0624686,5.95729,0.172772,70.4213
52636,0.0215219,5.90549,0.247917,83.6339
15589,0.0386629,10.7294,0.299508,37.5917
21354,0.0285733,12.0279,0.178432,69.0664
37294,0.0332307,3.61155,0.135313,74.4692
52119,0.0297051,0.910029,0.338835,92.3661
26733,0.0549207,7.54621,0.0339294,56.7812
39246,0.022466,2.23044,0.232604,73.2282
46268,0.0465448,1.65721,0.125949,84.6401
45141,0.0229117,0.483325,0.30739,97.3312
36280,0.0402276,6.98345,0.103721,37.6548
57519,0.0192218,1.70504,0.348861,91.0191
1860,0.0122001,5.87779,0.618067,66.0385
4955,0.0359078,8.65859,0.100405,62.5784
21831,0.141307,0.182729,0.0213368,99.9403
48106,0.0317765,6.80949,0.114734,92.7556
14130,0.0219103,2.11836,0.254352,73.6717
15971,0.0447881,0.787219,0.217072,99.536
40903,0.0214646,5.7343,0.274462,61.6276
4791,0.025637,4.30944,0.111736,70.7904
51220,0.0392828,6.3257,0.0574537,55.5662
2215,0.0487517,5.59488,0.112888,88.8423
27751,0.0258945,3.96263,0.383947,79.3829
55361,0.0255083,0.976119,0.280637,55.0907
276,0.0524187,6.6886,0.0372049,69.161
26137,0.0545973,9.77392,0.0385822,78.1485
12653,0.0235474,2.10352,0.328582,91.7472
54872,0.0567488,0.902964,0.106157,92.7637
25475,0.0709327,3.87156,0.0383449,90.3591
48423,0.030373,4.50128,0.223113,73.6404
22521,0.0381811,4.85841,0.110341,75.831
39789,0.145754,3.82098,0.00456597,60.0858
22211,0.0362226,2.24965,0.103686,98.0941
50544,0.0317972,9.17817,0.107743,52.2489
3626,0.0506261,9.24505,0.0859606,70.0037
37902,0.11292,6.26699,0.0163484,71.8025
54977,0.144057,2.60293,0.0130961,83.4315
14201,0.0350412,3.42024,0.202969,80.617
55755,0.0581083,3.7891,0.0366493,82.3455
21852,0.0161643,9.24696,0.516256,71.5575
44822,0.0363432,7.22177,0.0515914,71.6177
16307,0.0482658,3.67027,0.317793,63.9931
37570,0.0287256,3.48736,0.372095,92.8499
4294,0.073202,6.89035,0.0361285,75.7555
46712,0.117894,0.738299,0.0303356,99.301
25752,0.0154904,1.55962,0.498368,77.3828
35659,0.0273486,3.59006,0.304497,60.6216
39201,0.0184675,1.14756,0.427975,71.8752
11219,0.024301,4.24784,0.153362,77.0675
18358,0.030126,8.77206,0.107957,65.1584
35854,0.110062,4.37559,0.0361748,87.2774
48097,0.0254503,8.27801,0.160307,53.6995
15011,0.0162141,5.00303,0.461134,83.7219
14736,0.0140023,6.73442,0.960075,72.0904
1034,0.041441,0.460454,0.171869,92.7189
37786,0.0969108,4.37584,0.0232292,75.7323
9230,0.0305363,3.52183,0.572141,67.3213
35197,0.0385699,10.3002,0.0657176,84.0167
49888,0.0736718,1.72592,0.0197164,90.9121
8310,0.072376,2.5483,0.0505534,36.8645
46892,0.0407411,0.857268,0.203976,91.9942
50232,0.137506,3.6748,0.0126678,73.7249
54769,0.0449238,3.0616,0.0584838,69.5103
4305,0.0743007,7.9658,0.0397222,61.3531
2260,0.027069,10.296,0.257188,43.7496
1809,0.0168344,6.60778,0.539363,65.0152
43366,0.0305993,3.69936,0.123119,64.4098
48466,0.0453083,6.01006,0.076875,60.6541
29772,0.0922244,15.052,0.0811979,69.9136
