Key_1_2,V26,V17,V18,V5
41622,-0.227901,1.01782,1.30439,0.455349
4741,2.64619,-0.182445,-0.110192,0.332808
41015,-0.138172,0.985183,1.47429,0.575015
5463,0.785821,0.158721,-0.0038808,0.0822565
24914,0.0882267,-0.308938,-0.360084,0.0632296
23264,0.765693,0.763942,1.19682,0.878362
275,0.133688,-0.886035,-0.851417,0.846006
33824,-0.28899,0.0196211,0.141053,0.819461
41564,0.712313,-14.0161,-10.7744,0.491131
41390,1.0412,0.856757,1.29592,0.778978
13909,-1.96737,2.62643,2.11056,0.281029
36129,-0.432617,0.0177562,0.424955,0.225172
26074,-0.321768,0.711063,1.76337,0.555836
32155,0.96849,-0.273015,-0.210643,0.196937
48359,-0.534652,0.180782,-0.150368,0.76494
16820,-0.00520473,0.24346,0.326905,0.309589
31671,0.131466,-0.0666173,-0.0698767,0.168244
46733,-4.47805,-2.65497,-2.26828,0.662505
26007,0.159813,0.408285,0.0562824,0.802359
21382,0.704227,-0.213652,-0.159477,0.53607
45689,-0.920535,0.137662,0.312929,0.218691
29702,0.474517,-0.693254,-0.711413,0.462482
12967,0.33871,-0.0888248,1.12304,0.879178
34248,0.412718,3.804,4.25005,0.691205
27195,0.422356,0.146987,0.0724101,0.148921
32667,-0.129605,0.669776,1.11254,0.224274
25823,-0.287462,-0.385438,-0.63618,0.438098
33895,0.428625,-0.274179,-0.39924,0.237756
20154,0.505616,0.73917,0.747777,0.534473
13147,0.0245735,-3.16081,-7.26138,0.148973
35222,-0.0684012,-0.25983,-0.397413,0.274677
10470,1.03032,1.14202,1.08339,0.607509
9401,1.30096,-0.295978,-1.10567,0.467284
23646,0.296725,0.381578,-4.04402,0.13421
7223,-0.386802,-0.381468,-0.674052,0.290335
30508,-2.0601,0.746166,-2.84133,0.179621
55199,0.12591,-0.279602,1.65926,0.608414
30303,0.0758674,1.59987,2.68678,0.770316
23628,0.37546,0.444068,1.3858,0.619943
54512,0.0476972,0.93097,0.557277,0.0791963
36784,-0.643754,0.0853914,0.587069,0.236051
232,0.320023,0.788196,1.0862,0.919955
20754,0.0156981,0.557897,0.160295,0.12243
22839,-1.55407,-1.17178,-1.36309,0.900715
5587,-0.635173,-0.883108,-1.03933,0.168795
23817,0.484982,0.965762,1.18842,0.64905
43953,-0.0768642,-0.820888,-1.24892,0.197079
2085,-0.829474,0.851534,1.04289,0.689411
33332,0.564388,1.18872,1.633,0.452807
17480,-0.698264,-8.79915,-2.65441,0.030869
16890,0.538701,-0.267819,0.667872,0.283015
24915,0.465382,-0.0492304,-0.124626,0.128587
1506,-1.1867,-14.57,-19.3596,0.165156
10601,-0.595835,0.571896,0.449673,0.489599
294,-0.352225,1.05782,0.894295,0.17987
32,-1.04729,0.710584,0.910606,0.726984
1721,-3.24182,-0.64603,-0.506822,0.503951
25292,-1.97067,-1.87355,-1.43163,0.778444
775,0.270831,0.516574,-0.041172,0.14649
34516,0.100219,0.858653,1.00378,0.432072
5929,-0.532772,-0.0864812,-0.191564,0.461532
42654,4.70579,-2.96281,-7.21371,0.186948
43102,0.0863984,0.558886,-1.00474,0.0607239
31536,-1.15707,-0.762311,-2.78844,0.314695
