Key_1_1,V28,V30,V51,V52
32091,25.4022,8.0118,11.7019,10.3183
4840,69.2633,-1.62819,35.7273,4.20547
4803,75.4763,0.296936,31.3044,23.0291
33958,48.3999,-15.861,53.8878,12.5386
93,43.1454,0.587909,61.9557,13.3482
19078,83.3017,-2.86839,13.9611,18.0517
40687,81.7391,0.197902,68.8685,6.75223
27820,71.4087,11.9074,35.2203,12.4474
1451,72.8739,2.08711,41.0777,23.078
48568,86.6825,-0.0252344,33.6462,11.5682
27662,71.5979,-1.09244,67.1366,4.15128
35386,85.9997,-0.0938541,21.3376,9.79066
9465,29.3033,-6.25817,25.9793,19.136
28913,52.24,0.0326827,20.1672,21.2315
27836,67.3661,1.29217,21.6913,7.7707
12805,81.3792,2.66544,61.1263,11.8698
6856,86.3222,-11.8635,57.7726,3.24252
50173,88.1833,-0.584449,35.2165,19.6026
41078,80.3029,-3.83308,25.7466,10.6027
3738,77.9435,-14.0669,24.1403,17.0293
54541,77.5713,6.23154,30.5912,1.84259
56894,40.1463,5.63165,29.8844,9.26614
37368,74.7876,0.368755,46.2691,14.1891
19386,71.8591,-2.42918,47.3752,19.1542
46962,64.9102,0.289597,84.7256,3.96452
5454,82.0731,2.02255,52.5837,14.0937
55967,61.1037,1.85554,56.8661,4.39767
9963,50.3839,5.55718,28.3534,17.6032
17580,85.5039,-4.41584,14.8146,14.0239
35395,97.2285,-9.21546,16.5202,6.20513
43703,60.8389,-0.19326,38.3347,11.4198
5913,69.7112,-6.46829,47.1256,15.3817
33863,66.4093,-2.56065,45.3751,10.7247
44032,52.7252,0.173811,23.7987,3.83742
29106,29.3718,2.15845,27.6439,4.80773
6718,96.662,9.89343,78.1601,6.35551
28540,79.9231,-6.42871,44.7524,5.13237
12059,60.8091,0.00844721,38.7992,10.8303
45859,79.1801,9.35751,27.4268,13.7545
30289,55.4212,2.78411,24.7271,3.58214
33205,52.5008,3.22286,23.1852,15.9994
26287,74.7389,1.28475,35.2199,17.4573
10224,56.563,0.286395,48.452,16.1821
25056,54.8097,-3.62993,44.3839,12.3028
18888,71.0984,2.40608,64.4327,2.1059
4941,55.5439,-1.31905,35.3017,19.0259
32134,92.6857,-5.87647,60.3282,2.5602
35439,71.3723,1.11474,51.8932,15.7869
15127,45.7451,-2.71913,49.5488,18.9839
27659,56.3029,3.91943,38.739,16.6759
33113,31.2717,-4.07203,26.8961,6.84172
25520,39.2505,0.698745,5.90229,4.23169
331,43.4351,-1.98497,33.3187,14.0929
23220,72.719,2.58348,60.4534,19.4014
15606,63.137,2.50779,25.4829,3.99895
44272,39.4065,-2.30712,46.7749,12.8546
45474,75.129,6.38494,6.25852,2.46896
44525,97.1253,1.4683,51.4307,5.79206
152,71.738,0.0086898,29.3196,3.0007
34655,72.9532,0.630394,43.5878,6.51234
47499,82.6599,3.9076,29.8698,1.06673
28993,54.7919,1.3885,90.1108,8.59573
57475,75.8818,-3.89005,35.682,9.99917
31188,68.838,-3.21994,42.0453,10.1419
49676,36.2229,-5.75863,18.7573,11.2804
20155,63.8241,-0.179453,23.4044,5.21238
37728,88.603,3.72391,32.6637,12.3412
53384,44.3063,-0.192229,63.3436,9.49615
49752,49.6302,0.347555,40.4492,5.96217
54117,39.3062,0.608491,21.3331,9.75117
50965,79.63,18.8753,17.3951,13.8334
27593,75.0605,-0.281456,68.7569,1.30108
38840,76.7851,-1.32919,47.1133,13.6174
54227,81.7613,-0.000754902,77.5074,7.18447
54701,70.1834,0.486839,31.4238,15.6842
5550,85.0426,5.58316,55.1666,12.5585
42228,70.8487,-1.3768,29.9205,4.8543
48044,68.2634,2.22658,8.6875,21.9342
19177,68.6851,5.60047,16.1656,12.3848
11006,70.7728,-3.27783,2.08844,11.779
13784,63.2865,3.89093,64.6979,0.354386
23777,89.5336,3.18292,10.9775,4.29614
53582,65.2101,-0.373343,40.0093,6.90888
47166,61.4625,3.35923,22.0346,20.4994
47058,77.3488,-0.00623337,31.6592,11.3643
19124,67.0139,4.82702,40.2101,13.6915
38026,91.9819,7.55465,44.0731,3.7651
53932,75.0392,6.66535,14.1076,3.98605
38814,49.263,10.1808,31.6417,1.95383
