Key_1_1,V36,V41,V50,V44
32091,-0.439048,0.510657,1.03221,124.45
4840,6.14791,-0.76508,1.56134,231.35
4803,-0.967849,0.825157,0.356293,184.76
33958,0.702443,2.39316,0.22472,88.1384
93,0.559044,-0.0940924,-0.443973,98.5751
19078,-10.3852,-0.00448147,-3.90297,37.735
40687,0.438374,-0.775414,1.18872,112.782
27820,-1.37664,1.06784,-0.834293,84.4321
1451,-1.95319,0.00222965,0.109997,93.5458
48568,0.150141,0.423037,-4.12747,119.847
27662,1.05241,-0.455736,-2.73441,214.96
35386,-0.0347971,-0.0516898,-0.118528,72.5411
9465,1.56487,0.132835,1.40656,113.371
28913,2.58,2.07665,0.564263,70.3629
27836,1.43983,0.202249,-4.86491,245.269
12805,-2.74097,-0.471009,0.219821,37.9072
6856,-0.58949,0.239428,-0.425072,199.628
50173,1.74993,-0.0768089,7.27965,161.446
41078,3.52845,1.1037,1.72881,81.1728
3738,-1.61029,1.64829,0.776366,76.2946
54541,-0.957574,-0.685198,1.15119,145.749
56894,-0.289181,1.54395,-2.02001,57.4106
37368,-0.641507,0.0573054,1.45448,151.139
19386,-0.558381,-0.622698,2.54286,43.6361
46962,1.94489,-0.458571,-0.071934,113.956
5454,0.541915,-0.100175,0.280965,119.325
55967,-0.475905,-0.26247,-2.0785,102.846
9963,0.677355,7.26114,1.25967,242.883
17580,-0.667756,5.84354,0.755582,150.443
35395,0.507534,-0.613279,0.834581,72.1185
43703,0.2134,0.477472,-1.31053,57.4895
5913,0.0617466,2.58386,2.18285,100.458
33863,1.29902,1.33479,2.07274,109.545
44032,2.53052,0.803386,0.392614,84.7122
29106,0.250674,3.27675,0.348443,100.261
6718,0.619316,-1.4617,1.02683,97.4978
28540,0.454454,-0.931095,1.52906,80.1351
12059,0.267324,0.777398,-1.68211,169.926
45859,0.465356,-1.3953,0.436099,57.8473
30289,-0.213446,6.18519,1.34794,110.256
33205,-1.73744,0.749984,0.0317233,26.156
26287,-3.8216,0.0451816,0.368354,157.321
10224,0.672528,0.876897,0.0848361,144.232
25056,0.556105,-1.31756,1.5989,37.688
18888,-0.0538938,-0.700236,1.16172,102.796
4941,0.848627,-5.67282,1.54674,33.6139
32134,1.82311,0.79431,0.401454,243.038
35439,-0.250763,0.924196,-0.964157,156.776
15127,-0.838159,-1.91463,0.895402,235.995
27659,0.65887,-1.89964,0.554066,70.276
33113,0.584046,-0.2682,0.760164,186.207
25520,1.96368,0.498426,-1.18982,108.132
331,0.32708,2.67453,-0.261143,116.893
23220,2.50218,-0.0571439,0.705578,75.407
15606,0.577554,3.84264,0.887443,220.882
44272,0.551407,2.24749,1.04455,103.208
45474,1.00988,0.0670189,3.07164,234.285
44525,0.131547,0.213688,-2.80679,109.466
152,-0.311644,-0.558135,0.549535,84.6838
34655,0.365514,1.24535,0.409392,87.5829
47499,-1.48877,0.675151,1.14959,158.01
28993,-0.573221,-0.938568,-3.98672,75.1633
57475,-6.97533,-0.0994079,1.34896,63.6033
31188,0.954716,1.404,0.0427744,95.1398
49676,1.52574,0.0646816,-0.54013,91.8508
20155,0.714093,-1.05376,0.098303,187.061
37728,1.20859,-0.0210206,-0.657438,146.469
53384,1.15463,1.73795,-0.945946,135.422
49752,0.20862,-1.94135,1.67966,116.896
54117,-0.715573,1.03014,3.64618,58.6904
50965,-1.23127,-0.862741,1.40007,79.7289
27593,1.33488,-0.743507,0.680126,251.817
38840,-3.72363,-0.118665,-0.349351,137.688
54227,2.82749,1.13474,0.315566,99.635
54701,2.30874,0.660106,-0.907605,136.222
5550,2.27693,-0.948129,0.859195,185.951
42228,1.85313,-0.231168,1.74116,146.817
48044,-1.43606,0.420884,-5.49371,103.294
19177,-5.1579,-0.789043,0.689893,95.855
11006,1.12437,1.60587,-1.52006,148.559
13784,-2.0874,0.620091,0.682693,99.5974
23777,1.04089,0.175034,2.67633,121.4
53582,1.36875,0.195772,1.74592,63.5954
47166,2.47266,2.37818,0.395187,108.493
47058,-1.95115,3.54311,-0.936489,164.722
19124,9.67402,0.955402,-0.582163,85.5427
38026,0.703784,-1.08422,1.55008,173.605
53932,1.29922,-1.19234,0.154394,233.973
38814,-0.878777,0.110977,-0.088288,88.2802
29889,-3.25985,-0.344999,0.913947,76.3136
49520,-0.422885,-0.216181,-0.277772,101.481
53713,1.72035,0.373737,-1.78974,135.344
19450,-0.451529,0.40623,1.59468,198.123
42118,-3.62528,-1.85246,1.8212,67.8718
27186,0.453068,0.155099,4.51325,74.4037
14186,2.42891,-0.34231,1.02665,99.5147
39272,-0.0212002,0.248176,-1.56045,113.173
18967,1.03852,1.7222,1.40627,82.1133
8225,1.66679,-0.300444,0.62096,37.1542
1245,-1.89307,-0.288743,1.08754,129.756
44209,2.16032,3.08844,0.299907,162.214
7711,0.478504,-0.0662644,0.592368,126.906
22319,1.45466,-0.0135979,0.768677,148.839
9628,-6.0282,0.627378,0.447827,118.553
38559,-1.50667,-2.13106,-0.764631,203.409
8418,1.99559,-0.565079,-0.61194,72.1612
2254,1.33664,2.90814,0.591993,205.323
44068,0.532255,2.32358,-9.63405,193.213
5056,-1.51917,2.15531,2.01924,82.2492
41097,3.25928,1.80618,0.734256,88.8055
29605,0.284382,1.27227,1.55155,64.9484
19256,0.0117075,-4.92248,3.3025,197.603
21818,0.450669,3.09485,-1.89888,90.154
25540,1.71047,3.81058,0.485733,105.287
43209,2.52312,-0.560687,0.357313,69.8192
55944,0.559903,-2.23587,0.385746,135.706
45394,0.458052,-1.18195,-0.422425,67.3866
23776,2.61114,1.20345,2.04667,170.149
50073,0.177547,-0.206494,1.75166,117.806
46449,5.23198,0.363348,1.30601,142.897
