miniboone/table7.ParticleID_13,miniboone/table7.ParticleID_15,miniboone/table7.ParticleID_44
0.073168,533.177,0.0
0.107268,743.959,0.0
0.0438601999999999,690.702,0.0
0.154249,758.8710000000001,0.0
0.4207869999999999,1026.93,0.00151745
0.387789,672.7280000000001,0.0
0.4536439999999999,644.653,0.0
0.343998,819.888,0.0
0.671682,585.793,0.0568182
0.443439,2081.96,0.00291829
0.112401,1299.9,0.0
0.132991,1029.47,0.0
0.542818,713.2239999999999,0.0
0.271551,1476.23,0.00143266
0.0921713,1494.6,0.0
0.248702,909.227,0.00172712
0.0456863,730.687,0.0
0.7137720000000001,561.918,0.0
0.0594072999999999,547.413,0.00342466
0.20185,552.328,0.0
0.0662001,476.379,0.0
0.241083,997.29,0.0
0.341143,912.043,0.00759494
0.104814,567.2080000000001,0.0
0.0393623,1000.94,0.0
0.6601319999999999,831.455,0.00168634
0.15825,2097.64,0.0
0.731679,376.886,0.00995025
0.1002509999999999,1283.88,0.0
0.453866,1147.93,0.00310078
0.0650077999999999,673.133,0.0
0.343783,952.234,0.0
0.4192869999999999,1976.84,0.00114155
0.187648,5622.25,0.000789266
0.311895,400.358,0.0
0.4689279999999999,571.389,0.0
0.233061,842.456,0.0
0.00334845,682.584,0.0
0.0685863,810.302,0.0
0.312721,2093.04,0.0
0.8984200000000001,532.415,0.0875
0.375077,2154.14,0.0
0.591368,1363.7,0.00151976
0.158899,970.2,0.0
0.510746,647.851,0.0604534
0.305164,616.529,0.0
0.30544,602.096,0.0
0.151641,663.102,0.0
0.202677,594.8330000000001,0.0
0.240201,2169.58,0.00202429
0.0677953,623.201,0.0
0.185742,967.45,0.0
0.544049,579.452,0.0
0.769666,902.916,0.146
0.043237,1080.06,0.0
0.0985421,770.743,0.0
0.655363,852.168,0.0041841
0.0934222,467.99300000000005,0.0
0.391725,1850.51,0.00326087
0.4948979999999999,1162.0,0.0172414
0.322678,1139.67,0.0
0.495471,502.576,0.0
0.0331898,527.861,0.0
0.458032,1178.6,0.00167504
0.3246989999999999,1394.83,0.00123916
0.324005,523.79,0.0
0.00771075,771.284,0.0
0.2530429999999999,1882.16,0.00101112
0.30032,2941.71,0.00285714
0.0867016999999999,810.6339999999999,0.0
0.229969,1384.41,0.00308642
0.01325,689.92,0.0
0.365401,2729.18,0.00283019
0.467089,479.476,0.0
0.0364118,459.172,0.0
0.817778,680.5419999999999,0.0169492
0.328153,673.252,0.0
0.124665,2482.49,0.0
0.1231849999999999,871.437,0.0
0.5018560000000001,524.847,0.0026738
0.54146,935.937,0.0255009
0.2280869999999999,2370.39,0.00110011
0.0862203999999999,864.71,0.0
0.5986640000000001,3626.07,0.0331551
0.0832924999999999,780.074,0.0
0.2068809999999999,2305.78,0.00100503
0.119583,575.0219999999999,0.0
0.322517,800.18,0.0
0.8461299999999999,572.711,0.0142449999999999
0.536082,605.099,0.0
0.417006,364.37,0.190476
0.186637,2172.15,0.00133511
0.698508,645.69,0.0163599
0.226064,615.184,0.0
0.0535437,637.122,0.0
0.0769191,801.0419999999999,0.0
0.574896,832.961,0.0531561
0.380843,1185.54,0.00155039
0.853767,881.1339999999999,0.152866
0.635904,3981.75,0.0029098
0.210835,1188.56,0.00138122
0.330826,842.2080000000001,0.0
0.00361572,352.659,0.0
0.2360239999999999,2234.38,0.0
0.469602,2743.14,0.00179856
0.482418,1762.27,0.0
0.345205,1040.42,0.0
0.229517,851.084,0.0
0.273278,626.222,0.0
0.419822,849.933,0.0
0.242371,889.4910000000001,0.0
0.609384,723.936,0.00259067
0.21583,538.18,0.0
0.0848366,539.614,0.0
0.245563,1080.14,0.0
0.0191432,766.6,0.0016129
0.181732,796.956,0.0
0.748526,647.827,0.0
0.234234,490.422,0.0
0.55829,993.951,0.0
0.4871439999999999,1142.09,0.00133511
0.68593,674.462,0.034642
0.178466,1707.67,0.0012987
0.2392369999999999,960.337,0.0
0.331507,2338.47,0.00184162
0.1054529999999999,772.88,0.0
0.0242517,671.5880000000001,0.0
0.18642,1890.52,0.0
0.664246,565.972,0.0
0.7002,1025.12,0.0302457
0.825784,706.8489999999999,0.0437956
0.233405,1700.64,0.00341297
0.348835,1654.77,0.00303951
0.676312,791.243,0.0
0.410612,4327.01,0.00767918
0.228932,710.216,0.0
0.213743,855.3439999999999,0.0
0.556822,1021.52,0.00371058
0.105496,726.317,0.00232558
0.0551888,1515.23,0.0
0.0,423.907,0.0
0.6813359999999999,481.533,0.0524862
0.233538,896.666,0.0
0.0713456,756.3710000000001,0.0
0.308154,1181.44,0.0
0.200589,748.586,0.0
0.1164,799.3989999999999,0.0
0.31429,1638.77,0.00152905
0.192866,1724.9,0.0
0.105345,710.345,0.0
0.0293397999999999,975.699,0.0
0.150802,989.873,0.0
0.581209,3678.0,0.000957854
0.0743671,804.6419999999999,0.00220264
0.358704,407.261,0.0
0.385776,476.994,0.0
0.715618,617.7080000000001,0.0793651
0.4674859999999999,549.804,0.0
0.700784,440.758,0.00221239
0.116154,833.6360000000001,0.0
0.492952,650.649,0.0
0.0340921,795.452,0.0
0.0645355,611.366,0.0
0.158063,979.713,0.0
0.0694896,1164.87,0.0
0.0843692,781.373,0.0
0.4626989999999999,830.1439999999999,0.00364299
0.077236,406.709,0.0
0.8317180000000001,660.821,0.0434084
0.15637,427.795,0.0
0.657392,558.4159999999999,0.045
0.0974584,977.518,0.0
0.372151,1918.91,0.0
0.104492,1481.08,0.0
0.175484,745.1239999999999,0.0
0.1910079999999999,873.34,0.0
0.7631859999999999,558.216,0.0607476999999999
0.2048469999999999,2856.06,0.0
0.364503,1720.81,0.0
0.4256609999999999,875.7360000000001,0.0
0.763595,1092.1,0.0926316
0.196731,880.5110000000001,0.0
0.0710238999999999,573.6519999999999,0.0
0.425509,2494.7,0.0009345789999999
0.30007,432.9330000000001,0.0
0.0326921,526.294,0.0
0.207021,1319.77,0.0
0.1446309999999999,648.494,0.0
0.923925,968.431,0.0965909
0.0461587,1576.28,0.00111607
0.640288,1167.08,0.0
0.2548539999999999,382.497,0.0
0.116374,1247.77,0.0
0.353796,784.4019999999999,0.0
0.0,773.043,0.0
0.776452,900.207,0.0767196
0.0887434,595.256,0.0
0.137338,795.893,0.0
0.223059,887.784,0.0
0.2533559999999999,1079.91,0.0
0.296641,4343.81,0.0127011
0.509157,617.312,0.00298507
0.514386,676.012,0.0
0.212478,1170.1,0.0
0.238679,526.649,0.0
0.196545,1193.85,0.0
0.233647,1403.79,0.00112108
0.00646854,900.81,0.0
0.0,809.008,0.0
0.0797166,561.5840000000001,0.0
0.3100449999999999,3775.19,0.0
0.308761,977.04,0.0
0.288825,1369.34,0.0
0.566612,1274.43,0.00529801
0.583432,2132.22,0.00417973
0.128929,615.696,0.0
0.183338,370.852,0.0
0.555469,479.663,0.0
0.0591660999999999,988.975,0.0
0.0834965,622.259,0.0
0.2233139999999999,646.438,0.00207039
0.148323,1344.15,0.00145138
0.241026,1816.47,0.00263505
0.280617,1361.3,0.0
0.460294,738.94,0.00158479
0.498795,527.181,0.0
0.000645458,495.969,0.0
0.3599239999999999,800.716,0.0
0.0268687,848.556,0.0
0.2124,1385.95,0.0
0.123772,601.538,0.0
0.313542,1192.8,0.0
0.171703,817.3660000000001,0.0
0.8422629999999999,610.133,0.131653
0.0437612,980.192,0.0
0.242307,768.6310000000001,0.0
0.0577908,657.2689999999999,0.0
0.307745,371.417,0.0
0.738351,2408.01,0.0474138
0.207127,1084.81,0.0
0.0968866999999999,1411.19,0.0
0.5509029999999999,989.802,0.0226415
0.575248,1402.99,0.0608553
0.8336549999999999,773.9860000000001,0.0457515999999999
0.0697864,1245.94,0.00481928
0.305263,661.9060000000001,0.0017762
0.432422,3284.25,0.00270758
0.418522,956.973,0.0
0.467842,1071.78,0.00457317
0.0,692.915,0.0
0.242024,989.722,0.0016835
0.174691,2234.62,0.0
0.276858,2279.5,0.000932836
0.0744228,1756.6,0.00102249
0.130714,470.372,0.0
0.250145,1012.95,0.0
0.8999219999999999,463.088,0.11437
0.187949,417.529,0.0
0.818688,538.993,0.151079
0.271839,1497.22,0.0
0.110663,273.807,0.0
0.260916,666.96,0.0
0.622953,783.674,0.00638978
0.0406783999999999,528.214,0.0
0.390181,6131.61,0.00315209
0.627442,637.602,0.0113636
0.116824,590.024,0.0
0.1117369999999999,1033.28,0.0
0.344586,625.832,0.00393701
0.8407549999999999,471.607,0.0683962
0.299539,1426.69,0.0
0.302437,1338.33,0.0
0.112974,566.795,0.0
0.246623,631.303,0.0
0.0579753,641.929,0.0
0.0377675,892.1089999999999,0.0
0.252475,901.017,0.0
0.16012,1243.8,0.00156986
0.260607,1121.59,0.00133156
0.3607849999999999,944.264,0.0
0.291502,1904.79,0.00190476
0.901983,4930.84,0.115848
0.223878,456.822,0.0
0.176644,1595.64,0.0
0.144104,1073.78,0.0
0.0640428,711.75,0.0
0.376011,500.327,0.0
0.854555,645.102,0.0961968999999999
0.0245422,717.295,0.0
0.1055869999999999,1221.04,0.0
0.430764,970.267,0.00178571
0.19742,1181.78,0.00304878
0.222052,471.517,0.0
0.0647770999999999,763.925,0.0
0.679667,729.909,0.0116959
0.531997,1063.2,0.0
