miniboone/table4.ParticleID_13,miniboone/table4.ParticleID_24,miniboone/table4.ParticleID_26,miniboone/table4.ParticleID_28
0.073168,0.494914,7.06987,0.139648
0.107268,0.499137,1.62761,0.127224
0.0438601999999999,0.2894,144.154,0.186325
0.154249,0.429435,147.675,0.272482
0.4207869999999999,0.498233,179.143,0.211245
0.387789,0.365379,144.107,0.170307
0.4536439999999999,0.398801,141.047,0.189872
0.343998,0.459047,110.258,0.3898
0.671682,0.4370239999999999,120.663,0.167599
0.443439,0.485486,9.56664,0.135069
0.112401,0.4192729999999999,116.113,0.253613
0.132991,0.256862,198.673,0.307578
0.542818,0.485284,15.0654,0.101209
0.271551,0.464985,50.1922,0.179449
0.0921713,0.471447,144.789,0.161551
0.248702,0.411976,236.687,0.176649
0.0456863,0.407853,182.657,0.224748
0.7137720000000001,0.382766,140.511,0.171418
0.0594072999999999,0.297326,142.77,0.2048489999999999
0.20185,0.363119,126.567,0.129839
0.0662001,0.499717,159.012,0.125881
0.241083,0.481067,9.7891,0.166616
0.341143,0.481938,18.7616,0.267452
0.104814,0.475126,16.021,0.233342
0.0393623,0.452096,21.8406,0.121191
0.6601319999999999,0.319952,176.408,0.1461299999999999
0.15825,0.492802,12.6607,0.1590589999999999
0.731679,0.464732,102.252,0.0995338
0.1002509999999999,0.4755359999999999,17.0082,0.150119
0.453866,0.463487,19.5313,0.1544569999999999
0.0650077999999999,0.482584,3.67116,0.118944
0.343783,0.4239699999999999,91.0804,0.161261
0.4192869999999999,0.487199,365.126,0.138482
0.187648,0.48507,456.74,0.173318
0.311895,0.4623739999999999,108.007,0.154242
0.4689279999999999,0.463625,10.8438,0.097113
0.233061,0.4912149999999999,7.762760000000001,0.133122
0.00334845,0.414831,47.741,0.326766
0.0685863,0.4968869999999999,72.9222,0.182624
0.312721,0.469575,0.0,0.137435
0.8984200000000001,0.366097,102.83,0.1215089999999999
0.375077,0.493321,17.5336,0.1504869999999999
0.591368,0.460433,178.829,0.131398
0.158899,0.4889819999999999,63.6793,0.16746
0.510746,0.44036,95.5728,0.182325
0.305164,0.4902689999999999,2.23288,0.2292449999999999
0.30544,0.466412,111.309,0.23459
0.151641,0.439986,8.924660000000001,0.114098
0.202677,0.444441,6.9889,0.198491
0.240201,0.475325,0.0,0.145451
