ParticleID_13,ParticleID_15,ParticleID_44
0.1555359999999999,560.605,0.0
0.145342,595.422,0.0
0.1503519999999999,1510.1,0.0
0.0,969.124,0.0
0.700153,494.864,0.0
0.752786,457.739,0.0437788
0.0679827,803.301,0.0
0.846852,942.505,0.132832
0.226579,681.698,0.0
0.7581979999999999,648.936,0.0202429
0.3645219999999999,355.12800000000004,0.0
0.264909,776.7760000000001,0.0
0.525247,1005.83,0.0
0.184894,428.33,0.0
0.420387,561.597,0.0
0.610478,1094.76,0.0200669
0.263871,449.112,0.0
0.0102189999999999,565.225,0.0
0.434847,321.476,0.0
0.88236,601.087,0.0438596
0.118839,611.13,0.0
0.261025,564.3430000000001,0.0
0.146047,603.1519999999999,0.0
0.727301,587.447,0.0417423
0.0931173,919.976,0.0
0.548852,569.905,0.00515464
0.46255,758.6389999999999,0.00271739
0.578497,235.015,0.0636364
0.265783,664.591,0.0
0.361431,588.259,0.0
0.820772,716.6239999999999,0.0421793
0.151165,551.351,0.0
0.711387,745.8439999999999,0.0715789
0.711662,568.054,0.0318725
0.197857,996.025,0.0
0.1542099999999999,485.435,0.0
0.109399,1413.49,0.0
0.0161406,588.306,0.0
0.043374,895.804,0.00249377
0.219927,1861.51,0.0
0.0785567,648.231,0.00220751
0.136747,1185.23,0.00127551
0.444893,955.962,0.0
0.177829,527.577,0.0
0.766818,831.7860000000001,0.0521541999999999
0.0,751.716,0.0
0.0629469,534.008,0.0
0.1056339999999999,609.357,0.0
0.0795436,854.2860000000001,0.0
0.230348,597.934,0.0
0.201707,1002.3,0.0
0.0953203,956.43,0.0
0.871445,3185.35,0.034689
0.174531,772.078,0.0
0.0561021999999999,673.084,0.0
0.512142,644.008,0.0
0.0166983,839.669,0.0
0.379133,691.815,0.0
0.740012,415.929,0.102941
0.00085589,706.803,0.0
0.0339504,963.749,0.0
0.0159903,672.725,0.0
0.102801,645.109,0.0
0.366382,769.9730000000001,0.0
0.149793,825.663,0.0
0.347551,453.684,0.0
0.452858,447.755,0.0
0.1374,793.576,0.0
0.209555,953.735,0.0
0.723597,518.822,0.289362
0.0443499,724.173,0.0
0.0585481,579.191,0.0
0.158199,718.797,0.0
0.548407,613.139,0.273476
0.251662,708.117,0.0
0.49206,516.635,0.0
0.214189,584.4169999999999,0.0
0.352786,830.6210000000001,0.0
0.544553,676.9739999999999,0.0111857
0.0449518,1306.87,0.00102669
0.263804,631.519,0.0
0.559443,1394.77,0.00166389
0.0261145999999999,537.923,0.0
0.745926,710.88,0.0242990999999999
0.196127,578.356,0.0056338
0.171725,633.008,0.0
0.0208391,898.51,0.0
0.124595,477.649,0.0
0.567405,668.268,0.0407125
0.210269,558.372,0.0
0.0581726,776.1089999999999,0.0
0.0673518999999999,560.2330000000001,0.0
0.076325,902.57,0.0
0.5716829999999999,1047.54,0.00683995
0.304473,792.704,0.0
0.827051,637.558,0.0682493
0.573391,646.163,0.00192308
0.845593,667.69,0.040783
0.6720649999999999,722.432,0.0872642
0.629078,972.432,0.00494438
0.831799,537.518,0.0936863999999999
0.675359,606.106,0.0152439
0.278125,322.297,0.0
0.4385489999999999,749.6239999999999,0.0014771
0.437367,1173.5,0.0
0.275972,1002.02,0.00203252
0.0160436,618.268,0.0
0.312845,1073.98,0.0
0.8721760000000001,569.64,0.0788382
0.0549884999999999,547.885,0.0
0.482806,573.34,0.0
0.0952073,711.49,0.0
0.0186130999999999,499.234,0.0
0.886191,788.328,0.159193
0.750888,1212.38,0.00969529
0.304796,910.823,0.0
0.2400139999999999,774.585,0.0
0.0,706.943,0.0
0.909416,706.461,0.182306
0.143892,875.882,0.0
0.177749,543.135,0.0
0.472074,1338.93,0.0
0.2645909999999999,476.974,0.0
0.0,768.743,0.0
0.541161,534.701,0.00311526
0.1082549999999999,1172.78,0.0
0.0989096,601.225,0.0
0.364018,1544.01,0.0
0.0982731,517.785,0.0
0.0501466,780.247,0.0
0.568624,786.0889999999999,0.179445
0.529269,930.313,0.00673854
0.101776,780.1,0.0
0.3481309999999999,691.632,0.0
0.168393,824.808,0.00194175
0.0468973,522.7959999999999,0.0
0.0918778,345.542,0.0
0.616899,649.492,0.0
0.227205,435.104,0.0
0.527414,757.845,0.0
0.243717,957.594,0.0
0.609059,1196.98,0.0219561
0.0237187,1048.65,0.0
0.00171814,540.1419999999999,0.0
0.864014,543.288,0.0837004
0.326417,483.089,0.0
0.1294,528.933,0.0
0.0675643999999999,1958.94,0.0009661839999999
0.5830569999999999,927.338,0.007109
0.408542,592.184,0.0
0.475685,770.11,0.0
0.307875,784.2239999999999,0.0
0.138694,602.539,0.0
0.803134,599.783,0.0634921
0.537818,738.703,0.0
0.031402,982.853,0.0
0.641875,996.259,0.0233280999999999
0.815221,584.008,0.174229
0.0875339,767.442,0.0
0.718305,696.568,0.105714
0.7360329999999999,882.5039999999999,0.0
0.689405,752.426,0.0
0.0299939,754.382,0.0
0.00273133,785.587,0.0
0.3205739999999999,607.0459999999999,0.0
0.323529,966.376,0.00357782
0.459489,564.706,0.0
0.0888621,466.588,0.191977
0.273758,3488.45,0.00963391
0.0,891.2669999999999,0.0012987
0.480324,681.5139999999999,0.0
0.0148352999999999,483.163,0.0
0.776831,935.719,0.00236967
0.8266379999999999,497.972,0.0353774
0.233144,521.398,0.0
0.0822058,976.863,0.0
0.8307690000000001,713.048,0.0165746
0.704034,744.795,0.0
0.6108319999999999,607.007,0.00614754
0.481776,806.99,0.0
0.216667,806.7489999999999,0.0
0.0920503999999999,888.6389999999999,0.0
0.0678301,546.192,0.0
0.7917609999999999,801.801,0.138889
0.139005,698.765,0.0
0.204947,775.745,0.0
0.335686,3177.62,0.00101215
0.494592,160.007,0.276018
0.8262079999999999,779.931,0.0160428
0.0891423,478.949,0.0
0.523235,717.982,0.0
0.0537,690.177,0.00224719
0.212652,639.423,0.00290698
0.249712,970.035,0.0
0.890926,460.454,0.0333333
0.136526,402.413,0.00446429
0.221902,1599.52,0.0
0.5641390000000001,420.811,0.0
0.0313854,682.3889999999999,0.0
