miniboone/table5.ParticleID_13,miniboone/table5.ParticleID_24,miniboone/table5.ParticleID_28,miniboone/table5.ParticleID_45
0.073168,0.494914,0.139648,0.0640227
0.107268,0.499137,0.127224,0.0886856
0.0438601999999999,0.2894,0.186325,0.121793
0.154249,0.429435,0.272482,0.0872037
0.4207869999999999,0.498233,0.211245,0.199777
0.387789,0.365379,0.170307,0.221413
0.4536439999999999,0.398801,0.189872,0.1799319999999999
0.343998,0.459047,0.3898,0.111295
0.671682,0.4370239999999999,0.167599,0.31461
0.443439,0.485486,0.135069,0.136513
0.112401,0.4192729999999999,0.253613,0.127626
0.132991,0.256862,0.307578,0.209179
0.542818,0.485284,0.101209,0.196989
0.271551,0.464985,0.179449,0.0841592
0.0921713,0.471447,0.161551,0.202346
0.248702,0.411976,0.176649,0.253832
0.0456863,0.407853,0.224748,0.128987
0.7137720000000001,0.382766,0.171418,0.321106
0.0594072999999999,0.297326,0.2048489999999999,0.1135119999999999
0.20185,0.363119,0.129839,0.2264389999999999
0.0662001,0.499717,0.125881,0.194537
0.241083,0.481067,0.166616,0.1244059999999999
0.341143,0.481938,0.267452,0.152692
0.104814,0.475126,0.233342,0.10755
0.0393623,0.452096,0.121191,0.163863
0.6601319999999999,0.319952,0.1461299999999999,0.256783
0.15825,0.492802,0.1590589999999999,0.125005
0.731679,0.464732,0.0995338,0.2407389999999999
0.1002509999999999,0.4755359999999999,0.150119,0.123274
0.453866,0.463487,0.1544569999999999,0.0980661999999999
0.0650077999999999,0.482584,0.118944,0.173421
0.343783,0.4239699999999999,0.161261,0.158193
0.4192869999999999,0.487199,0.138482,0.209136
0.187648,0.48507,0.173318,0.260202
0.311895,0.4623739999999999,0.154242,0.0879768
0.4689279999999999,0.463625,0.097113,0.13468
0.233061,0.4912149999999999,0.133122,0.140508
0.00334845,0.414831,0.326766,0.0605557
0.0685863,0.4968869999999999,0.182624,0.125441
0.312721,0.469575,0.137435,0.172522
0.8984200000000001,0.366097,0.1215089999999999,0.328457
0.375077,0.493321,0.1504869999999999,0.201877
0.591368,0.460433,0.131398,0.244863
0.158899,0.4889819999999999,0.16746,0.133253
0.510746,0.44036,0.182325,0.276596
0.305164,0.4902689999999999,0.2292449999999999,0.124941
0.30544,0.466412,0.23459,0.131989
0.151641,0.439986,0.114098,0.175891
0.202677,0.444441,0.198491,0.111569
0.240201,0.475325,0.145451,0.1749609999999999
0.0677953,0.403363,0.182746,0.144439
0.185742,0.46219,0.245223,0.0873611
0.544049,0.417756,0.234746,0.2257829999999999
0.769666,0.3991719999999999,0.406478,0.151778
0.043237,0.442696,0.114824,0.201211
0.0985421,0.489359,0.134463,0.137759
0.655363,0.438005,0.0829152,0.349642
0.0934222,0.429138,0.111551,0.103487
0.391725,0.475759,0.122501,0.152085
0.4948979999999999,0.4972939999999999,0.17414,0.116368
0.322678,0.4957729999999999,0.1817119999999999,0.133987
0.495471,0.357648,0.1856,0.256585
0.0331898,0.498385,0.121459,0.189897
0.458032,0.473496,0.172564,0.184668
0.3246989999999999,0.487667,0.1054099999999999,0.301836
0.324005,0.408068,0.253415,0.215284
0.00771075,0.296469,0.202018,0.2014369999999999
0.2530429999999999,0.484413,0.144653,0.191328
0.30032,0.4965449999999999,0.1356369999999999,0.120097
0.0867016999999999,0.412188,0.200764,0.185589
0.229969,0.42212,0.143045,0.15587
0.01325,0.411858,0.182215,0.10725
0.365401,0.4856439999999999,0.158877,0.177788
0.467089,0.448288,0.0990177,0.172219
0.0364118,0.4402189999999999,0.1462119999999999,0.201097
0.817778,0.468987,0.0930032,0.169697
0.328153,0.494982,0.151323,0.319515
0.124665,0.475979,0.170826,0.19179
0.1231849999999999,0.4773529999999999,0.1531829999999999,0.17578
0.5018560000000001,0.261869,0.269565,0.214179
0.54146,0.4860069999999999,0.145521,0.133926
0.2280869999999999,0.497891,0.204202,0.103573
0.0862203999999999,0.474404,0.108288,0.124992
0.5986640000000001,0.4959199999999999,0.1155819999999999,0.267635
0.0832924999999999,0.432613,0.128048,0.0922789
0.2068809999999999,0.496292,0.131329,0.214752
0.119583,0.473413,0.134398,0.107595
0.322517,0.246159,0.298331,0.0638802
0.8461299999999999,0.4340189999999999,0.1125369999999999,0.368222
0.536082,0.4441,0.123162,0.109165
0.417006,0.461056,0.2702699999999999,0.332051
0.186637,0.437206,0.221548,0.102595
0.698508,0.373561,0.183022,0.241571
0.226064,0.471387,0.108759,0.127813
0.0535437,0.408588,0.314485,0.180812
0.0769191,0.4756069999999999,0.131759,0.1883119999999999
0.574896,0.4596699999999999,0.156024,0.20867
0.380843,0.39083,0.166914,0.196874
0.853767,0.4158439999999999,0.171511,0.305815
0.635904,0.4977189999999999,0.175232,0.196436
0.210835,0.433475,0.148098,0.119545
0.330826,0.479786,0.146682,0.133097
0.00361572,0.4196789999999999,0.1183819999999999,0.155043
0.2360239999999999,0.4673319999999999,0.116378,0.169117
0.469602,0.494026,0.120971,0.152876
0.482418,0.406442,0.2349619999999999,0.2162889999999999
0.345205,0.420353,0.336055,0.150783
0.229517,0.495741,0.124197,0.140368
0.273278,0.466767,0.14399,0.216634
0.419822,0.471313,0.1568,0.136974
0.242371,0.418956,0.170415,0.400221
0.609384,0.383134,0.159824,0.228576
0.21583,0.430171,0.1718849999999999,0.1120309999999999
0.0848366,0.4104939999999999,0.194116,0.199498
0.245563,0.48055,0.121714,0.0959256999999999
0.0191432,0.4850319999999999,0.168964,0.0586304
0.181732,0.491258,0.18413,0.114945
0.748526,0.42352,0.152402,0.318001
0.234234,0.463445,0.191073,0.327462
0.55829,0.4648819999999999,0.116533,0.164906
0.4871439999999999,0.4187619999999999,0.1132369999999999,0.237562
0.68593,0.461892,0.2428409999999999,0.277892
0.178466,0.49842,0.166009,0.110397
0.2392369999999999,0.470039,0.151884,0.2323039999999999
0.331507,0.475285,0.14164,0.12045
0.1054529999999999,0.4539,0.2239969999999999,0.21625
0.0242517,0.187698,0.2338489999999999,0.168983
0.18642,0.4877359999999999,0.0868763999999999,0.17335
0.664246,0.499562,0.109767,0.328336
0.7002,0.473008,0.257783,0.130542
0.825784,0.41447,0.230619,0.156223
0.233405,0.4914479999999999,0.15669,0.0986658
0.348835,0.465188,0.139625,0.172127
0.676312,0.475827,0.178997,0.0668613
0.410612,0.495518,0.184278,0.1836819999999999
0.228932,0.499296,0.112451,0.201488
0.213743,0.459016,0.251631,0.12722
0.556822,0.40754,0.188781,0.210196
0.105496,0.372892,0.240884,0.0876516
0.0551888,0.4791649999999999,0.196357,0.118995
0.0,0.420952,0.128868,0.0763333
0.6813359999999999,0.427012,0.143021,0.1730799999999999
0.233538,0.4748,0.145969,0.127947
0.0713456,0.4332569999999999,0.194594,0.1203619999999999
0.308154,0.469819,0.115672,0.1244369999999999
0.200589,0.489928,0.144308,0.089422
0.1164,0.4852649999999999,0.139151,0.20769
0.31429,0.482955,0.209418,0.120585
0.192866,0.475869,0.13565,0.111786
0.105345,0.491242,0.189153,0.12504
0.0293397999999999,0.451558,0.237753,0.245876
0.150802,0.497967,0.166424,0.181908
0.581209,0.4838989999999999,0.148694,0.194367
0.0743671,0.345861,0.194822,0.113857
0.358704,0.448604,0.0916712,0.446483
0.385776,0.489361,0.155725,0.371854
0.715618,0.396828,0.171483,0.252731
0.4674859999999999,0.420405,0.2189829999999999,0.1037299999999999
0.700784,0.490695,0.122052,0.313586
0.116154,0.493176,0.125185,0.0764416999999999
0.492952,0.481185,0.180749,0.2406469999999999
