miniboone/table6.ParticleID_11,miniboone/table6.ParticleID_13,miniboone/table6.ParticleID_4
287.085,0.073168,0.0
312.737,0.107268,0.00177936
39.4724,0.0438601999999999,0.0
13.4742,0.154249,0.0
132.765,0.4207869999999999,0.00455235
183.193,0.387789,0.00510204
381.966,0.4536439999999999,0.0117417
130.092,0.343998,0.00682594
223.21,0.671682,0.00454545
259.79200000000003,0.443439,0.0437743
7.340269999999999,0.112401,0.0038835
169.77200000000002,0.132991,0.00166945
214.124,0.542818,0.0253377999999999
147.442,0.271551,0.030086
-0.8172,0.0921713,0.00356295
87.1219,0.248702,0.00518135
5.10986,0.0456863,0.00277008
221.465,0.7137720000000001,0.00253165
93.1404,0.0594072999999999,0.00342466
69.8197,0.20185,0.0
47.7818,0.0662001,0.0
123.413,0.241083,0.00446429
198.012,0.341143,0.0227847999999999
87.3977,0.104814,0.0
207.273,0.0393623,0.00382166
252.767,0.6601319999999999,0.00337268
312.673,0.15825,0.0116402
318.702,0.731679,0.0223880999999999
-0.807068,0.1002509999999999,0.00574713
333.721,0.453866,0.0310078
4.24341,0.0650077999999999,0.0
-0.3612059999999999,0.343783,0.0125261
135.92600000000002,0.4192869999999999,0.0502283
199.982,0.187648,0.0205209
159.63,0.311895,0.00895522
359.457,0.4689279999999999,0.0135658999999999
281.803,0.233061,0.00667557
10.564,0.00334845,0.0030303
-0.0345459,0.0685863,0.0
100.817,0.312721,0.017758
288.212,0.8984200000000001,0.005
-0.130493,0.375077,0.0215685999999999
-0.785461,0.591368,0.0151976
149.52700000000002,0.158899,0.00324149
326.154,0.510746,0.0327455999999999
107.468,0.305164,0.0139665
153.259,0.30544,0.00299401
25.4656,0.151641,-0.00252525
-0.613953,0.202677,0.0
41.1602,0.240201,0.0212551
184.317,0.0677953,0.0
116.124,0.185742,0.00987654
82.4406,0.544049,0.00253807
470.001,0.769666,0.03
-0.36853,0.043237,0.00275103
-0.303833,0.0985421,0.00412371
-0.232178,0.655363,0.0083682
345.36800000000005,0.0934222,0.00189753
177.22400000000002,0.391725,0.0315217
236.824,0.4948979999999999,0.0362069
169.993,0.322678,0.0137405
456.921,0.495471,0.0
-0.648254,0.0331898,0.00555556
253.051,0.458032,0.00502513
68.8698,0.3246989999999999,0.0111524
66.2467,0.324005,0.0
179.898,0.00771075,0.00179211
-0.42688,0.2530429999999999,0.00808898
268.55400000000003,0.30032,0.0380952
146.809,0.0867016999999999,0.0
-0.5020140000000001,0.229969,0.0185185
189.338,0.01325,0.0103806
149.255,0.365401,0.0273584999999999
330.213,0.467089,0.00686499
210.901,0.0364118,0.0
102.371,0.817778,0.029661
107.64,0.328153,0.00238663
296.22700000000003,0.124665,0.016295
0.242554,0.1231849999999999,0.00233645
260.908,0.5018560000000001,0.00534759
368.224,0.54146,0.0273224
333.774,0.2280869999999999,0.0121012
127.097,0.0862203999999999,0.0042796
21.3472,0.5986640000000001,0.0481283
287.994,0.0832924999999999,0.0
-0.0119628999999999,0.2068809999999999,0.00603015
235.898,0.119583,0.0
121.698,0.322517,0.00668151
72.9363,0.8461299999999999,0.002849
365.843,0.536082,0.0241935
282.903,0.417006,0.00297619
142.491,0.186637,0.0173565
240.165,0.698508,0.0102249
221.518,0.226064,0.0114679
44.0535,0.0535437,0.00234192
90.732,0.0769191,0.0
115.284,0.574896,0.0415282
78.8983,0.380843,0.0186047
255.765,0.853767,0.0254777
20.0889,0.635904,0.0281279999999999
273.897,0.210835,0.00828729
147.35,0.330826,0.00761905
36.441,0.00361572,0.0
51.6229,0.2360239999999999,0.0219665
134.408,0.469602,0.0746403
221.551,0.482418,0.00452489
170.65900000000002,0.345205,0.0
121.044,0.229517,0.00524476
160.342,0.273278,0.00358423
196.688,0.419822,0.00829876
133.516,0.242371,0.00788955
110.294,0.609384,0.0
147.79,0.21583,0.0137931
60.5347,0.0848366,0.0
282.601,0.245563,0.00887574
343.11800000000005,0.0191432,-0.0016129
-0.220703,0.181732,0.00943396
209.292,0.748526,0.0
338.973,0.234234,0.0
146.342,0.55829,0.0172414
233.389,0.4871439999999999,0.00667557
30.0215,0.68593,0.00692841
157.2,0.178466,0.012987
75.1998,0.2392369999999999,0.00967742
431.717,0.331507,0.0230203
1.50854,0.1054529999999999,0.0
226.925,0.0242517,0.00688073
128.27700000000002,0.18642,0.0500501
159.709,0.664246,0.00225734
220.564,0.7002,0.020794
283.698,0.825784,0.00973236
374.21,0.233405,0.0147895
235.676,0.348835,0.0192502999999999
260.761,0.676312,0.0238095
151.407,0.410612,0.0494881
121.3,0.228932,0.00345423
127.972,0.213743,0.00485437
61.8277,0.556822,0.0111317
87.7951,0.105496,-0.00232558
126.06,0.0551888,0.00458716
12.1629,0.0,0.0
385.011,0.6813359999999999,0.00552486
200.521,0.233538,0.0116505
133.97799999999998,0.0713456,0.0
342.704,0.308154,0.0152402999999999
154.548,0.200589,0.00621118
41.919,0.1164,0.00410678
139.241,0.31429,0.00764526
275.811,0.192866,0.0116279
279.008,0.105345,0.00194932
54.4331,0.0293397999999999,0.0188679
2.63733,0.150802,0.0108696
14.5449,0.581209,0.0258621
168.61900000000003,0.0743671,0.00440529
163.128,0.358704,0.0
235.717,0.385776,0.0
122.949,0.715618,0.021164
253.631,0.4674859999999999,0.00571429
286.80400000000003,0.700784,0.0110619
396.759,0.116154,0.00659631
176.324,0.492952,0.0
-0.0516357,0.0340921,0.0
102.797,0.0645355,0.0
-0.560547,0.158063,0.00435414
-0.7482300000000001,0.0694896,0.00395778
0.4790649999999999,0.0843692,0.00169205
346.754,0.4626989999999999,0.00546448
-0.638062,0.077236,0.0
192.127,0.8317180000000001,0.0176849
343.783,0.15637,0.00227273
86.7264,0.657392,0.0025
196.786,0.0974584,0.0111111
66.4735,0.372151,0.00970874
381.754,0.104492,0.00308642
166.333,0.175484,0.0
304.494,0.1910079999999999,0.011041
145.241,0.7631859999999999,0.0350467
173.679,0.2048469999999999,0.00839552
145.844,0.364503,0.0274262
365.535,0.4256609999999999,0.0
73.5404,0.763595,0.0126316
286.522,0.196731,0.00918635
93.4907,0.0710238999999999,0.00323625
9.99176,0.425509,0.0233645
-0.335266,0.30007,0.00280899
36.9496,0.0326921,0.0
-0.89679,0.207021,0.0118906
293.712,0.1446309999999999,0.00312012
366.574,0.923925,0.00568182
21.2764,0.0461587,0.0178571
69.4816,0.640288,0.0140845
185.477,0.2548539999999999,0.00337838
80.6681,0.116374,0.0
55.6119,0.353796,0.010274
-0.135864,0.0,0.00297619
233.44,0.776452,0.0185185
-1.24146,0.0887434,0.0
161.537,0.137338,0.00166389
96.1496,0.223059,0.0034188
-0.0440674,0.2533559999999999,0.0108498999999999
306.931,0.296641,0.0355631
65.3601,0.509157,0.00597015
265.66200000000003,0.514386,0.00192308
128.72799999999998,0.212478,0.00595238
173.278,0.238679,0.0127226
26.0724,0.196545,0.00203252
62.045,0.233647,0.0156951
58.8043,0.00646854,0.0
-2.23822,0.0,0.0171527
162.204,0.0797166,0.0
53.0136,0.3100449999999999,0.0266552
382.851,0.308761,0.00884956
345.629,0.288825,0.0286299
318.951,0.566612,0.0211921
-0.113525,0.583432,0.0344828
60.213,0.128929,0.0121212
6.09595,0.183338,0.00338983
351.78,0.555469,0.0
265.003,0.0591660999999999,0.00129534
84.2665,0.0834965,0.00289017
214.0,0.2233139999999999,0.010352
43.2796,0.148323,0.0188679
-0.441895,0.241026,0.0118577
-0.649414,0.280617,0.0101237
320.814,0.460294,0.00158479
-0.985535,0.498795,0.0
-0.280823,0.000645458,0.00635593
197.011,0.3599239999999999,0.0117845
-0.50531,0.0268687,0.0
266.408,0.2124,0.0100629
-0.385254,0.123772,0.0
264.497,0.313542,0.0
172.106,0.171703,0.00319489
149.075,0.8422629999999999,0.00560224
51.568,0.0437612,0.0
214.412,0.242307,0.0153257
86.3391,0.0577908,0.00210084
-0.37439,0.307745,0.00722022
185.696,0.738351,0.0452586
167.02700000000002,0.207127,0.00704225
68.2446,0.0968866999999999,0.0
203.993,0.5509029999999999,0.0320755
186.889,0.575248,0.0345395
303.356,0.8336549999999999,-0.00653595
68.8156,0.0697864,0.0493976
92.943,0.305263,0.00888099
82.8761,0.432422,0.0496389999999999
305.212,0.418522,0.00660502
350.56300000000005,0.467842,0.0106707
116.082,0.0,0.00163666
292.748,0.242024,0.00673401
384.52,0.174691,0.014549
270.583,0.276858,0.0307836
89.7517,0.0744228,0.00715746
107.075,0.130714,0.0
-0.586304,0.250145,0.0183824
231.324,0.8999219999999999,-0.0615836
93.0299,0.187949,0.0
103.522,0.818688,0.0119904
193.863,0.271839,0.00585652
245.473,0.110663,0.0
80.4148,0.260916,0.0
287.934,0.622953,0.028754
40.1732,0.0406783999999999,0.0
133.41299999999998,0.390181,0.0275808
204.882,0.627442,0.0227273
87.3862,0.116824,0.0060423
248.472,0.1117369999999999,0.00606061
373.907,0.344586,0.00590551
224.532,0.8407549999999999,0.0400943
159.09799999999998,0.299539,0.0655022
204.109,0.302437,0.026087
56.9061,0.112974,0.0
286.868,0.246623,0.00421053
249.975,0.0579753,0.0
48.9044,0.0377675,0.0
355.92400000000004,0.252475,0.00435414
2.11279,0.16012,0.00156986
111.561,0.260607,0.0146471
248.356,0.3607849999999999,0.0143541
46.7184,0.291502,0.0180952
62.3694,0.901983,0.081557
331.735,0.223878,0.0
92.1308,0.176644,0.00542005
74.0935,0.144104,0.0
94.972,0.0640428,0.0150754
231.96,0.376011,0.0152284
218.758,0.854555,0.00447427
41.2216,0.0245422,0.0
211.692,0.1055869999999999,0.00340909
77.6435,0.430764,0.00714286
74.6763,0.19742,0.00457317
218.767,0.222052,0.00737101
-0.242126,0.0647770999999999,0.00342466
233.86900000000003,0.679667,0.0214425
98.7475,0.531997,0.00183486
109.75,0.107292,0.0
6.32227,0.0528713,0.0
-0.806824,0.0,0.00226244
31.5207,0.175006,0.014111
288.973,0.335656,0.0
11.4163,0.0613954,0.00292398
206.303,0.30466,0.0177165
297.491,0.322669,0.028921
21.1545,0.33634,0.0
253.749,0.1839599999999999,0.00176367
231.155,0.2952849999999999,0.0206813
152.154,0.124523,0.012024
-0.877869,0.324531,0.0153417
-0.131592,0.11996,0.0021097
202.628,0.265216,0.00840336
215.43400000000003,0.7635430000000001,0.0
280.753,0.374176,0.00118064
111.493,0.0574909999999999,0.0
140.969,0.345787,0.0104287
63.6038,0.0635182,0.00398406
