ParticleID_11,ParticleID_13,ParticleID_4
249.996,0.1555359999999999,0.00717703
388.395,0.145342,0.00188324
217.095,0.1503519999999999,0.00370828
124.58,0.0,0.00135501
202.765,0.700153,0.0
437.264,0.752786,0.00921659
1.51227,0.0679827,0.0
187.774,0.846852,0.0225564
154.889,0.226579,0.00196078
234.976,0.7581979999999999,0.00404858
176.49900000000002,0.3645219999999999,0.0114942999999999
162.808,0.264909,0.00477327
102.079,0.525247,0.0265655
101.2,0.184894,0.0
197.937,0.420387,0.00250627
230.864,0.610478,0.0183946
13.2476,0.263871,0.0
43.1303,0.0102189999999999,0.00829876
203.286,0.434847,0.00414938
232.664,0.88236,0.0
94.7069,0.118839,0.0315789
95.5182,0.261025,0.00475059
238.54,0.146047,0.00980392
268.769,0.727301,0.0199637
77.3675,0.0931173,0.0
250.145,0.548852,0.00773196
115.614,0.46255,0.00271739
309.279,0.578497,0.0
179.47799999999998,0.265783,0.00200401
299.969,0.361431,0.00257069
75.3451,0.820772,0.00351494
141.39700000000002,0.151165,0.00243309
143.554,0.711387,0.00421053
82.1353,0.711662,0.0199203
308.322,0.197857,0.00687758
189.18400000000003,0.1542099999999999,0.0
113.257,0.109399,0.00813008
52.5139,0.0161406,0.0
420.279,0.043374,0.0224439
173.127,0.219927,0.0213904
-2.48077,0.0785567,-0.00220751
396.405,0.136747,0.0114796
230.946,0.444893,0.0167598
175.96099999999998,0.177829,0.002331
193.076,0.766818,0.0113379
87.8149,0.0,0.0
294.085,0.0629469,0.00222717
454.046,0.1056339999999999,0.00364964
418.5630000000001,0.0795436,0.0013587
291.79200000000003,0.230348,0.00485437
196.035,0.201707,0.00888889
42.2041,0.0953203,0.00168067
259.982,0.871445,0.041866
159.64600000000002,0.174531,0.00504202
249.968,0.0561021999999999,0.0
280.712,0.512142,0.00330033
204.42,0.0166983,0.00162075
249.331,0.379133,0.00330033
104.155,0.740012,0.0
52.0764,0.00085589,0.00218818
-0.241821,0.0339504,0.0121317
87.9386,0.0159903,0.0
130.04,0.102801,0.0
307.207,0.366382,0.0
45.9178,0.149793,0.00720721
332.581,0.347551,0.0
398.924,0.452858,0.00791557
145.287,0.1374,0.0045045
185.101,0.209555,0.00380228
149.375,0.723597,0.0
130.78799999999998,0.0443499,0.0
186.397,0.0585481,0.0
67.8788,0.158199,0.0
193.502,0.548407,0.014827
41.4232,0.251662,0.0
244.126,0.49206,0.0
329.647,0.214189,0.00374532
150.154,0.352786,0.0117819999999999
319.259,0.544553,0.0402685
152.731,0.0449518,0.00616016
175.22099999999998,0.263804,0.0
108.948,0.559443,0.00332779
-0.1821289999999999,0.0261145999999999,0.0
183.202,0.745926,0.00186916
242.14,0.196127,0.0394365999999999
0.478271,0.171725,0.0
11.3333,0.0208391,0.00172117
394.484,0.124595,0.0
-0.999634,0.567405,0.0559795999999999
164.688,0.210269,0.00271003
115.517,0.0581726,0.0
385.434,0.0673518999999999,0.0
225.986,0.076325,0.0033389
498.242,0.5716829999999999,0.0246238
185.908,0.304473,0.00917431
256.332,0.827051,-0.0207715
86.1273,0.573391,0.00384615
316.939,0.845593,0.0277325
329.098,0.6720649999999999,0.0400943
331.87300000000005,0.629078,0.0123609
346.509,0.831799,0.00610998
47.9666,0.675359,0.00609756
338.974,0.278125,0.0
428.922,0.4385489999999999,0.014771
-0.469604,0.437367,0.00459418
136.013,0.275972,0.0142276
103.215,0.0160436,0.0
405.702,0.312845,0.0056101
197.641,0.8721760000000001,0.00622407
56.6429,0.0549884999999999,0.0
