Key_1_2,oz172,oz12,oz149,oz150
4984,0.192308,0.076923,0.076923,0.090909
8334,0.173077,0.173077,0.173077,0.227273
7743,0.269231,0.096154,0.096154,0.045455
7067,0.038462,0.038462,0.038462,0.136364
3114,0.192308,0.192308,0.192308,0.090909
8658,0.173077,0.173077,0.173077,0.136364
4835,0.076923,0.0,0.0,0.0
4905,0.115385,0.0,0.0,0.0
1756,0.134615,0.076923,0.076923,0.045455
4828,0.096154,0.096154,0.096154,0.0
6811,0.038462,0.038462,0.038462,0.0
3803,0.096154,0.076923,0.076923,0.045455
4330,0.038462,0.057692,0.038462,0.045455
6394,0.019231,0.0,0.0,0.0
2883,0.153846,0.153846,0.153846,0.090909
3113,0.076923,0.0,0.0,0.0
5606,0.076923,0.0,0.0,0.0
6842,0.384615,0.192308,0.192308,0.090909
3229,0.038462,0.0,0.0,0.0
799,0.096154,0.096154,0.096154,0.0
7192,0.096154,0.096154,0.096154,0.0
4129,0.0,0.0,0.0,0.0
6186,0.038462,0.0,0.0,0.0
4235,0.153846,0.153846,0.153846,0.090909
6827,0.096154,0.096154,0.096154,0.045455
7439,0.153846,0.153846,0.153846,0.090909
6163,0.269231,0.192308,0.192308,0.090909
3977,0.134615,0.0,0.0,0.0
729,0.173077,0.096154,0.096154,0.0
3718,0.153846,0.0,0.0,0.0
7168,0.096154,0.115385,0.096154,0.045455
4770,0.115385,0.096154,0.096154,0.045455
2421,0.076923,0.076923,0.076923,0.090909
2502,0.192308,0.192308,0.192308,0.0
5550,0.134615,0.134615,0.134615,0.136364
454,0.230769,0.0,0.0,0.0
5390,0.038462,0.057692,0.038462,0.045455
2056,0.038462,0.038462,0.038462,0.045455
190,0.0,0.0,0.0,0.0
2678,0.096154,0.096154,0.096154,0.045455
3882,0.134615,0.173077,0.134615,0.090909
8193,0.076923,0.057692,0.057692,0.045455
2844,0.230769,0.192308,0.192308,0.045455
5304,0.057692,0.0,0.0,0.0
3164,0.0,0.0,0.0,0.0
1620,0.096154,0.076923,0.076923,0.045455
5151,0.057692,0.057692,0.057692,0.045455
2617,0.057692,0.0,0.0,0.0
3907,0.0,0.0,0.0,0.0
5682,0.153846,0.076923,0.076923,0.045455
6398,0.173077,0.173077,0.173077,0.136364
2720,0.076923,0.096154,0.076923,0.045455
8411,0.096154,0.096154,0.096154,0.0
823,0.076923,0.076923,0.076923,0.045455
7022,0.0,0.0,0.0,0.0
2859,0.076923,0.076923,0.076923,0.045455
3886,0.019231,0.0,0.019231,0.0
665,0.0,0.0,0.0,0.0
7648,0.346154,0.153846,0.153846,0.0
5521,0.096154,0.096154,0.096154,0.045455
3455,0.096154,0.096154,0.096154,0.0
5258,0.057692,0.076923,0.057692,0.0
4824,0.0,0.038462,0.0,0.0
6683,0.0,0.038462,0.0,0.0
7351,0.038462,0.076923,0.038462,0.045455
4145,0.192308,0.0,0.0,0.0
1618,0.115385,0.0,0.0,0.0
7597,0.0,0.0,0.0,0.0
2653,0.153846,0.173077,0.134615,0.090909
7259,0.019231,0.019231,0.019231,0.0
834,0.019231,0.019231,0.019231,0.045455
4470,0.0,0.0,0.0,0.0
5264,0.0,0.0,0.0,0.0
