yprop/table_1_1.oz250,yprop/table_1_1.oz185,yprop/table_1_1.oz126,yprop/table_1_1.oz10,yprop/table_1_1.Key_1_1,Key_0_0
0.010113,0.0,0.0,0.083333,1663,7056
0.0,0.0,0.266667,0.0,180,5130
0.186248,0.0,0.0,0.0,7061,1141
0.188651,0.083333,0.0,0.0,4154,4332
0.156346,0.083333,0.133333,0.0,5957,7577
0.217585,0.166667,0.0,0.0,5807,5911
0.0,0.0,0.133333,0.0,3037,6240
0.0,0.0,0.133333,0.0,136,6950
0.167801,0.0,0.0,0.0,8421,4212
0.038923,0.0,0.0,0.166667,6009,1000
0.320775,0.083333,0.0,0.0,3469,6200
0.094294,0.083333,0.133333,0.0,6875,7806
0.169954,0.0,0.0,0.0,2865,1181
0.13537,0.0,0.466667,0.0,2675,4777
0.02881,0.0,0.066667,0.0,5088,2034
0.16418,0.166667,0.133333,0.0,3227,8520
0.163337,0.0,0.0,0.041667,7480,8300
0.063393,0.0,0.066667,0.0,7067,1253
0.156533,0.0,0.0,0.041667,3777,4012
0.145483,0.0,0.133333,0.125,256,3757
0.279418,0.166667,0.0,0.166667,2990,8535
0.144048,0.0,0.0,0.041667,153,2298
0.241931,0.083333,0.0,0.041667,3495,1531
0.228572,0.0,0.066667,0.166667,2920,8302
0.138086,0.0,0.133333,0.0,3570,7277
0.106561,0.0,0.0,0.0,455,6020
0.238436,0.0,0.0,0.041667,3385,2962
0.0,0.0,0.133333,0.0,1107,6348
0.243461,0.0,0.066667,0.125,4194,7045
0.057619,0.0,0.066667,0.208333,7814,3419
0.212279,0.0,0.0,0.0,4953,3520
0.196579,0.083333,0.133333,0.0,6250,7827
0.344622,0.0,0.0,0.0,6055,1068
0.255072,0.0,0.0,0.0,3947,7040
0.19299,0.166667,0.133333,0.041667,3458,7142
0.159841,0.0,0.066667,0.0,2226,6735
0.05328,0.0,0.0,0.0,4940,891
0.05328,0.0,0.0,0.041667,7649,1242
0.0,0.0,0.0,0.0,7767,6076
0.353549,0.166667,0.2,0.166667,2379,3579
0.1109,0.083333,0.0,0.0,7213,1163
0.106561,0.0,0.0,0.0,8691,2076
0.159841,0.0,0.2,0.041667,4311,1379
