superconduct/table46.wtd_gmean_ElectronAffinity,superconduct/table46.wtd_mean_ElectronAffinity,superconduct/table46.wtd_range_atomic_radius
10.8976074756898,13.71,141.5
50.5325898047769,93.2475,46.15
84.2373451332547,108.440615384615,38.0492307692308
65.1466663834037,101.848461538462,31.2923076923077
62.1989929810009,76.275,50.35
24.8341436653562,41.374,50.08
98.6115040499153,111.822184285714,47.2568571428571
65.9110196899252,81.7166666666667,45.9166666666667
108.296577032603,118.85,39.6875
39.4695444408519,39.825,66.75
85.6645092049451,108.327786377709,37.3993808049536
96.9983566293431,111.472285714286,43.8857142857143
39.4493626087032,44.9571428571429,86.7142857142857
10.8879518792092,20.0104,57.13
84.3491525765403,93.8333333333333,27.0
85.2368516401397,108.759384615385,38.4315384615385
40.8347221879598,74.1057142857143,53.8571428571429
89.8352966612144,110.640432098765,34.2785493827161
92.713773457791,93.1925,145.375
81.4057978709191,110.64,28.1785714285714
29.6762848669189,39.3666666666667,91.7777777777778
108.951819766204,143.833333333333,39.2
79.8404346626508,108.304363636364,23.4545454545455
79.7131241668265,105.367846153846,27.7923076923077
89.0717685820097,110.555269230769,38.1769230769231
85.867609721279,108.6484375,22.96875
9.69187916420843,10.8952,165.504
103.94732073931,113.271428571429,61.3142857142857
31.7121461509907,63.165,33.9333333333333
32.3171353068012,43.45292,57.1796
41.4954550757668,73.67,40.5
84.6948682430608,104.55,59.1666666666667
96.4317481561227,103.9,13.8181818181818
59.1671658685206,75.0666666666667,57.3333333333333
176.955079045502,178.45,10.0
108.937813466253,119.490697674419,34.0
89.9629157631912,110.738461538462,23.0769230769231
11.4325394614938,24.8968,51.224
58.1360473372588,106.85,26.5
20.0675548932385,49.4333333333333,57.3333333333333
81.3374756610524,109.682938461538,29.5353846153846
48.7602432711781,92.5300120048019,58.4873949579832
60.7077776197729,78.53,39.8666666666667
29.294651878853,63.2035714285714,57.9714285714286
97.8111865881968,101.25,108.0
60.6524135059113,83.5142857142857,65.4285714285714
178.167094098354,179.176333333333,80.23
138.51417665004,153.8,30.1875
29.5211582689657,52.625,54.75
1.5,1.5,0.0
99.2231984754294,111.917,52.7257142857143
85.5326869205608,108.387261848528,23.1459612659424
88.8253251309612,109.859683794466,36.0948616600791
57.7086046667546,105.43,69.3
42.0305559956903,50.3333333333333,25.3333333333333
27.4874205242116,62.87125,42.5
41.1466144882016,48.0,8.0
137.089642143434,160.242857142857,72.9642857142857
49.4679074113691,69.864375,34.3125
39.0235974095302,48.36,16.8
83.3874505045157,108.368421052632,20.5263157894737
87.2044643477783,110.97108544328,25.8548152681098
45.9576286795845,80.77,42.5
86.9815523380345,109.827692307692,37.8307692307692
57.706318477061,105.41,57.4
48.4375567477684,94.2558333333333,27.9166666666667
48.1299887866961,95.7615837563452,88.8006091370558
88.6588738080204,109.730158730159,39.1785714285714
81.7006607781107,106.25536159601,40.4488778054863
61.665172763363,100.284970588235,27.7529411764706
74.0413478807179,107.154213333333,16.9013333333333
109.057609293581,110.199300699301,170.904095904096
56.6034499987708,81.0057142857143,71.52
57.0662204443339,57.443,39.57
37.1360798188056,39.7657142857143,107.171428571429
58.6553992365005,65.4666666666667,79.6666666666667
56.8018135561214,98.5723404255319,26.0790273556231
85.5683313154642,110.49657137562,28.8189778992726
84.8258349869089,108.40166481687,18.1442841287458
87.0561150245484,109.256420233463,33.6108949416342
98.3965393070613,111.760928571429,51.11
98.5261642405895,111.875462831102,46.6960979777841
203.428699415793,208.7075,130.935
55.5756927801375,80.7938571428571,69.5142857142857
122.142954224679,126.003703703704,45.3086419753086
33.5528382404113,89.42,72.9
16.7597568905434,33.0,98.75
50.8751815018953,99.48,76.0
91.4177801611342,112.0896,37.8826666666667
82.0274283026036,115.137455357143,30.7633928571429
67.7862265747167,153.560857142857,44.4571428571429
97.3704058379382,111.491671428571,51.1908571428571
39.5111505203935,48.98,16.8
57.6624017542476,98.6830769230769,27.7692307692308
41.9223121235505,76.3608823529412,61.5294117647059
141.8967416336,149.286069651741,67.6467661691542
81.1870724133149,87.475,79.5
40.8967255636074,76.8080277777778,46.6833333333333
45.2454308311057,71.1028571428571,65.4285714285714
66.6844797887554,95.8781362007169,32.3476702508961
206.8,206.8,0.0
66.1138015311828,72.85,100.5
88.189448852582,110.372076923077,37.4307692307692
155.4,155.4,0.0
81.3297158679963,110.541428571429,30.6678571428571
64.746536512682,104.046052631579,23.2368421052632
50.6611865681187,73.918,54.88
116.576801363097,122.2,27.8823529411765
85.867609721279,108.6484375,22.96875
32.7902394811119,44.54344,53.616
81.3069046216467,110.511428571429,28.6371428571429
