range_FusionHeat,wtd_mean_FusionHeat,wtd_range_ElectronAffinity
12.878,3.84685714285714,80.9871428571429
12.878,3.79685714285714,81.2078571428572
12.878,3.82257142857143,81.2078571428572
12.878,3.83471428571429,81.0975
12.878,3.87114285714286,80.7664285714286
12.878,3.91971428571429,80.325
12.878,4.04114285714286,79.2214285714286
12.878,3.82257142857143,81.3352857142857
12.878,3.83471428571429,81.2886428571429
12.878,3.84685714285714,81.242
12.878,3.87114285714286,81.1487142857143
12.878,3.40785714285714,81.3642857142857
12.878,3.80971428571429,81.2078571428572
12.878,3.79685714285714,81.2078571428572
12.878,3.75828571428571,81.2078571428572
12.878,3.694,81.2078571428572
12.878,5.27107692307692,76.5819230769231
12.878,3.83471428571429,81.0975
12.878,3.83471428571429,81.2886428571429
12.878,3.81042857142857,81.3819285714286
12.878,3.82257142857143,81.3352857142857
12.878,3.85292857142857,81.2186785714286
12.878,3.859,81.1953571428571
12.878,3.87114285714286,81.1487142857143
12.878,3.88328571428571,81.1020714285714
12.878,3.89542857142857,81.0554285714286
12.878,3.84078571428571,81.2653214285714
12.878,3.84628571428571,81.3456428571429
12.878,7.8811,40.4275
12.878,7.1955,34.8525
12.878,7.50244444444444,32.6166666666667
12.878,7.1325,35.59235
12.878,7.56066666666667,44.41
12.878,7.56066666666667,44.41
19.678,9.09066666666667,44.925
16.578,8.134,44.1525
16.578,7.98733333333333,43.895
16.578,7.84066666666667,43.6375
16.578,7.694,44.0666666666667
12.878,4.858,74.3538461538461
12.878,9.56028571428571,46.9714285714286
12.878,4.64470588235294,81.6423529411765
12.878,4.65283333333333,80.8075
12.878,4.67257142857143,78.78
12.878,6.98733333333333,44.41
12.878,4.4572,83.646
12.878,4.5132,83.646
12.878,4.6012,83.646
16.778,5.0732,83.646
19.678,5.3052,83.646
16.578,5.0572,83.646
21.778,5.4732,83.646
12.878,9.44745454545454,50.2863636363636
12.878,9.146,46.9714285714286
12.878,9.97472727272727,50.2863636363636
12.878,9.56028571428571,46.9714285714286
12.878,4.5572,83.634
12.878,8.0105,30.99
12.878,7.81771428571429,36.7414285714286
12.878,3.6395,81.3964285714286
12.878,3.83471428571429,81.2886428571429
12.878,7.1255,34.8525
12.878,3.88328571428571,81.1020714285714
12.878,7.56066666666667,44.41
12.878,4.3292,83.646
21.778,7.884,80.9871428571429
12.878,4.17466666666667,94.7425
12.878,3.83471428571429,81.0975
12.878,3.83471428571429,81.2886428571429
18.478,3.88685714285714,81.3635714285714
22.578,3.86071428571429,81.3541428571429
20.278,3.85742857142857,81.3345714285714
12.978,3.84714285714286,81.4242857142857
13.578,3.85185714285714,81.3057142857143
15.978,3.869,81.242
16.978,3.87614285714286,81.242
12.878,3.83864285714286,81.4264285714286
12.878,3.85542857142857,81.242
12.878,3.85828571428571,81.242
12.878,3.87828571428571,81.242
12.878,3.89971428571429,81.242
13.578,5.25838461538462,76.5323076923077
13.578,5.26646153846154,76.3338461538462
13.578,5.25192307692308,76.6910769230769
13.578,5.25353846153846,76.6513846153846
13.578,5.25676923076923,76.572
12.878,5.25030769230769,74.3538461538461
12.878,5.36630769230769,63.3923076923077
12.878,5.47938461538462,63.3923076923077
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
12.878,5.14261538461539,74.3538461538461
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
16.778,5.29114285714286,79.2214285714286
12.878,4.80114285714286,81.2064285714286
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
12.878,5.25030769230769,74.3538461538461
26.578,5.07729032258065,80.25
12.878,4.3982,83.8005
12.878,4.3932,83.646
12.878,2.53544444444444,109.683166666667
12.878,4.3832,83.337
12.878,4.3782,83.1825
12.878,4.3732,83.44
12.878,4.3882,83.4915
12.878,4.57986666666667,83.44
12.878,5.04261538461538,75.7261538461538
12.878,8.0555,33.9925
19.678,10.7745714285714,46.9714285714286
16.778,10.3602857142857,46.9714285714286
12.878,9.36028571428571,46.9714285714286
12.878,5.28928682170543,73.8255813953488
12.878,9.35314285714286,48.075
12.878,9.50314285714286,48.075
12.878,9.80314285714286,48.075
12.878,9.01028571428571,48.075
12.878,5.25030769230769,74.3538461538461
16.978,5.32915384615385,74.5480769230769
12.878,5.24107692307692,76.5615384615385
12.878,5.23184615384615,76.3923076923077
12.878,3.83471428571429,81.2886428571429
16.978,3.84935714285714,81.2886428571429
16.978,3.864,81.2886428571429
12.878,5.23,76.3584615384615
12.878,5.22815384615385,76.3246153846154
12.878,5.22630769230769,76.2907692307692
12.878,5.22538461538462,76.2738461538462
12.878,5.21707692307692,76.1215384615385
12.878,5.25030769230769,74.3538461538461
12.878,5.328875,73.2890625
19.678,5.90415384615385,74.3538461538461
12.878,5.20031354642313,75.1216133942161
12.878,5.08322255192878,71.7062314540059
12.878,4.91514285714286,69.0428571428571
12.878,4.57986666666667,83.44
12.878,5.05161832061069,74.8740458015267
