entropy_atomic_radius,range_atomic_radius,std_atomic_radius
1.25924397214289,205.0,75.2375404967494
1.50832754035259,205.0,67.321319060161
1.25924397214289,205.0,75.2375404967494
1.25924397214289,205.0,75.2375404967494
1.25924397214289,205.0,75.2375404967494
1.25924397214289,205.0,75.2375404967494
1.25924397214289,205.0,75.2375404967494
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.50879718264381,205.0,67.4317432668028
1.50832754035259,205.0,67.321319060161
1.50832754035259,205.0,67.321319060161
1.50832754035259,205.0,67.321319060161
1.50832754035259,205.0,67.321319060161
1.50703211965634,205.0,70.3380409167045
1.25924397214289,205.0,75.2375404967494
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.27527399052522,171.0,65.5796271718588
1.28460887049299,147.0,59.8101162011912
1.25460859180271,205.0,79.1612278833521
1.25460859180271,205.0,79.1612278833521
1.25460859180271,205.0,79.1612278833521
1.70447072618275,205.0,67.6847266539669
1.25670056650299,205.0,77.5258021564434
1.25670056650299,205.0,77.5258021564434
1.25366237079374,205.0,79.8717722352522
1.25460859180271,205.0,79.1612278833521
1.25460859180271,205.0,79.1612278833521
1.25460859180271,205.0,79.1612278833521
1.25460859180271,205.0,79.1612278833521
1.25924397214289,205.0,75.2375404967494
1.25670056650299,205.0,77.5258021564434
1.25670056650299,205.0,77.5258021564434
1.25670056650299,205.0,77.5258021564434
1.25670056650299,205.0,77.5258021564434
1.25775303954432,205.0,76.6452868740146
1.25239790075104,205.0,80.8033879240221
1.25186775273773,205.0,81.1892080266829
1.25316722482293,205.0,80.2387063704295
1.25366237079374,205.0,79.8717722352522
1.25366237079374,205.0,79.8717722352522
1.25460859180271,205.0,79.1612278833521
1.25570514472447,205.0,78.3178619473234
1.25775303954432,205.0,76.6452868740146
1.25048423025934,205.0,82.1857651908163
1.25186775273773,205.0,81.1892080266829
1.25670056650299,205.0,77.5258021564434
