superconduct/table23.gmean_ThermalConductivity,superconduct/table23.std_ThermalConductivity,superconduct/table23.wtd_mean_ThermalConductivity
39.522145690739,24.5,26.9
6.31308143280819,169.524557588917,65.34329
13.1311731511324,150.600199073704,94.6758507692308
23.2124267663576,133.618335858258,85.7181584615385
10.6418978261736,37.9331718188636,37.081645
94.2772210945761,56.4153126376164,92.44
8.33981834610162,166.742351106334,61.32176
35.5470387214926,50.645434147611,65.1
90.2179995239266,145.229129309516,115.3125
21.3307290077015,11.0,29.5
12.6609787210825,150.573777561166,93.5126883591331
8.33981834610162,166.742351106334,61.5009028571429
51.3372497527293,56.7509177605672,81.5714285714286
120.0,154.350970914414,72.7733333333333
46.0258204125794,57.8676651219545,71.0
13.1311731511324,150.600199073704,95.4296969230769
18.0111979700769,137.923592550441,181.182368571429
8.41891159935983,155.329609173008,96.6192127160494
60.0998337947587,5.31245915016974,57.075
17.9014670868126,137.506298164088,70.3794742857143
33.2264954516723,11.0,41.1111111111111
1.82478073302393,26.6994832451034,19.2206666666667
8.3942172892894,154.732247279743,43.43268
12.0585392266319,142.240659038406,82.5758507692308
13.979512068268,147.851057014641,96.9412353846154
7.55238461047956,168.301046773239,97.904745625
46.9041575982343,39.0,24.496
6.24435738721919,169.808985016895,60.8294742857143
20.8427483272526,134.545766634119,154.618881666667
77.7653119378893,138.089246503846,58.0344
10.263993352227,25.7679154189745,28.7599675
60.5368488948218,54.3220847251731,95.1666666666667
56.1942657827293,56.1090208631573,91.1818181818182
43.8178046004133,52.0,85.3333333333333
5.35723809439155,69.8975,70.1025
5.92362071545519,71.7871226869128,42.7627302325581
7.55238461047956,168.301046773239,96.3989276923077
84.5675847847787,58.5548176213253,76.3053333333333
6.40936814358483,39.24,39.76
56.5420197729087,58.0,100.333333333333
8.96894137061507,140.237111764848,92.6777815384615
9.47199282839026,153.427344243194,53.8277420648259
74.7839535518581,139.83847825259,75.8
23.7410636510872,133.29071954765,146.532368571429
48.9897948556636,67.0,127.666666666667
7.06248773046785,168.854243757651,178.432368571429
31.7314769920538,60.0684794399044,51.21
4.4962694376055,31.644977953658,22.5621875
30.5498602179569,14.6363322667334,30.5
120.0,0.0,120.0
14.2154797860363,149.173162190253,60.7866171428571
7.55238461047956,168.301046773239,98.6599070351126
7.97911704097863,155.711322617976,98.7491507509881
3.6489457141438,36.5033697835632,40.7205
82.0808245315883,37.5085175512028,89.6666666666667
18.8250309398017,143.3127030204,185.9408225
38.1837661840736,13.5,36.0
0.86324893291319,65.4008983139291,59.8138107142857
8.62646160689857,27.8112160870291,36.881645
61.1892358644233,12.2292908852294,63.2
71.1378660898012,63.1682057859982,114.736842105263
13.7839016024086,155.469670208177,102.420102527346
3.16912434579087,33.8062954753848,22.1644675
12.8065454645111,150.851795527396,94.0912353846154
4.97642232675805,36.4253586880837,40.504
12.600828832253,156.163948300238,87.03829
86.1317544678813,51.3054577993414,111.666395939086
8.41891159935983,155.329609173008,99.4424942857143
14.5436454295599,154.894318323944,105.690796126351
15.2289851637445,139.171947215136,96.8617188235294
13.6783153906664,147.262920287009,71.518176
53.6068844650836,55.9424307261988,149.153846153846
13.5423142069041,151.050910070212,176.032368571429
53.9814783050631,31.5,55.57
53.525654008101,35.2207325307126,74.1714285714286
58.7367006223536,63.5,65.3333333333333
14.9397707821169,146.472835822938,100.782650516717
14.2741949462967,147.643861656322,104.911637684289
11.1106350292929,152.286614847922,73.3888086348502
8.41891159935983,155.329609173008,97.4305115175097
13.4503489422866,149.375412914708,60.4609028571428
8.33981834610162,166.742351106334,61.1516526288807
146.424041741785,126.5,285.845
14.2741949462967,147.643861656322,181.503797142857
8.58441381021314,74.0746783943165,43.7233925925926
227.156333832011,155.0,337.0
22.9782505861521,1.0,22.5
126.793348176766,28.9865869364129,114.6
12.4244037881723,150.700503073611,109.390176
3.19913588064993,145.369500711539,42.7424325
8.13937108605068,148.348658995865,112.613308571429
14.2154797860363,149.173162190253,60.66376
38.098543859955,26.5873821368124,54.4
22.2035873441947,140.90007698252,85.4373892307692
8.09327254263644,147.642905378213,182.774774117647
25.4489559464806,34.2571971351358,35.0646766169154
118.743420870379,28.0,108.0
16.0209317470856,138.598176408107,164.455731111111
9.35301896689231,154.481288019745,146.603797142857
9.6863760659405,164.780030624066,47.3264993548387
71.0,0.0,71.0
68.1909084849293,59.5,60.75
14.3683695792989,155.036808453475,97.7373892307692
140.0,0.0,140.0
20.4750372445442,137.111262704224,71.6223314285714
16.5886803937558,144.85279511096,89.1060947368421
60.691763796568,20.216020874544,60.2
5.45886221914536,73.1368963375401,42.1364094117647
7.55238461047956,168.301046773239,97.904745625
50.4345033221085,28.2179021190449,55.5456
14.243530311948,141.056530359333,71.5923314285714
19.8507155431074,135.782279165911,67.2108426666667
6.24435738721919,169.808985016895,106.431645
87.0,0.0,87.0
14.2741949462967,147.643861656322,209.9970725
118.743420870379,28.0,108.0
51.6377606524012,30.8737347918907,55.7292
7.71693251079268,155.907986467145,96.7584032558139
41.9947083280277,55.1543289325507,62.0
13.5229125309168,151.018341798072,177.885225714286
8.41891159935983,155.329609173008,96.5293186276022
69.8827970707053,54.7255780132918,71.0093333333333
54.3188723689964,98.3564944474944,56.245
14.2876432915522,154.008028485009,72.414176
13.6783153906664,147.262920287009,69.894176
14.7076059645993,146.612955878592,69.0538128947368
7.55238461047956,168.301046773239,96.659092148091
8.33981834610162,166.742351106334,60.8373930291867
55.6722836638982,49.3381191372351,81.0748571428571
14.1306932003681,147.747025633953,97.7143123076923
41.2795348811006,23.5,47.5
6.99308388973478,156.563964976106,60.6709028571429
16.2910204375504,138.637399690261,141.862368571429
30.7033796814723,25.3113940087595,55.0375
16.8360060215391,145.496504953487,102.251972801252
16.6460857070182,70.6140401918926,79.78359375
4.53843619930018,25.138359466494,15.1570343137255
8.33981834610162,166.742351106334,59.7937973913043
48.7852436706019,61.5,99.0
8.41891159935983,155.329609173008,96.30662
10.6418978261736,37.9331718188636,36.031645
19.7700155623029,141.942582324732,107.937389230769
19.8098648254787,15.556349186104,37.75
87.0658769117361,160.949267369152,221.149253731343
13.4503489422866,149.375412914708,60.2401885714286
5.48368275080022,20.0083014013703,14.4738565217391
23.2469351387345,133.743776225897,149.003797142857
50.4345033221085,28.2179021190449,55.4208
106.207344378814,13.0,107.0
6.31308143280819,169.524557588917,52.9698076519666
13.2752360168784,148.275819825052,99.5873892307692
26.0768096208106,38.5,46.5
13.1311731511324,150.600199073704,109.840842666667
20.0552339114105,141.756239421026,96.2269336776213
169.735087710232,181.5,366.475
100.504121016134,86.0090434521601,72.5833333333333
40.7162642489236,69.2964645562817,52.0
8.41891159935983,155.329609173008,61.1009028571429
8.04972602318514,155.620865776539,61.8866171428571
55.9926000854056,46.6707617250887,66.3983739837398
92.4662100445347,46.5,140.7
14.2154797860363,149.173162190253,61.1009028571429
28.9827534923789,5.5,29.5
14.2876432915522,154.008028485009,135.7533225
43.8178046004133,52.0,85.3333333333333
11.7829015982469,57.4043301212258,21.1180327868852
7.17557308651165,58.5275777096127,42.01772
