superconduct/table25.entropy_ElectronAffinity,superconduct/table25.range_atomic_mass,superconduct/table25.wtd_mean_fie,superconduct/table25.wtd_range_atomic_mass
0.407720561503576,58.553,672.37,32.4383
0.894571101965202,184.5906,994.525,26.33205
1.13042757181707,121.3276,1004.61261538462,20.7248923076923
1.49270640482576,191.2006,1005.63923076923,11.9385384615385
1.43836662294163,124.90825,886.175,31.2270625
1.04223802947765,34.8436,799.96,27.6113122
1.09667176877521,122.90607,1011.53281428571,35.0596853985714
1.4394520644424,156.448,789.716666666667,23.0870666666667
1.31841273444458,126.89477,862.725,30.7547425
0.681880924292537,68.29453,671.675,120.6736325
1.37517097535697,121.3276,1001.85890092879,20.5738406153251
1.09667176877521,122.90607,1011.59714285714,33.2151208571429
0.961341504562838,37.2105,578.514285714286,67.3120714285714
0.53806279897622,52.735,779.279533333333,7.57456066666667
0.994793437763844,117.2954,785.133333333333,39.0984666666667
1.13042757181707,121.3276,1004.17969230769,20.9009153846154
1.41563686371691,126.516,745.114285714286,24.5783928571429
1.40280858516607,128.2426,996.099614197531,18.4743123070988
1.09014750420714,46.08,676.045,67.864035
1.61091015915203,141.2506,1028.33357142857,9.97335714285714
0.44798514145811,82.6233,643.211111111111,131.907011111111
0.908368854634061,148.88288,903.74,47.48996
1.38661808655755,192.981,1011.50545454545,32.4704727272727
1.36973433920261,126.516,1007.17692307692,16.4859769230769
1.44497104538333,151.2596,1000.59076923077,20.9730846153846
1.10518217403612,121.3276,998.7875,14.51157421875
0.371830271542509,11.066195,661.0096,44.44939376
1.28520320008435,124.90825,1007.51785714286,34.2373932142857
1.55270406699558,192.981,695.763333333333,30.0137766666667
1.37029483838816,81.482,782.49404,29.4856904
1.25867511947369,71.6206,924.0875,15.905225
0.945515035521031,103.31115,775.816666666667,66.4732166666667
1.02446714650939,110.81997,701.1,27.6704009090909
0.439886577686067,56.114088,683.8,52.394696
0.684781662425784,20.0543,1042.35,10.02715
0.888744906733746,188.3839,1136.2023255814,31.5911162790698
1.1640132003214,128.2426,997.169230769231,12.5121692307692
0.472512339001072,13.494,791.795333333333,7.57319586666667
0.279956367032756,23.115,849.75,11.5575
0.0981430155337915,82.53,648.266666666667,4.47666666666666
1.42407810182668,121.3276,1008.87923076923,15.3521553846154
1.05673325249385,184.5906,1010.4481392557,30.7362905162065
1.42705448151548,78.09485,795.943333333333,15.6062366666667
