wtd_gmean_FusionHeat,wtd_mean_FusionHeat,wtd_std_FusionHeat
1.04098598567486,3.84685714285714,4.66691955388659
1.03525111582814,3.79685714285714,4.60300005985449
1.03743942474191,3.82257142857143,4.64963546519334
1.03921119227177,3.83471428571429,4.6583013524026
1.04454467078021,3.87114285714286,4.68401395107631
1.05169857943926,3.91971428571429,4.71764189624695
1.06979844283692,4.04114285714286,4.79853082958201
1.03743942474191,3.82257142857143,4.64963546519334
1.03921119227177,3.83471428571429,4.6583013524026
1.04098598567486,3.84685714285714,4.66691955388659
1.04454467078021,3.87114285714286,4.68401395107631
0.969316226167975,3.40785714285714,4.26406804182416
1.03634469269069,3.80971428571429,4.62639439101602
1.03525111582814,3.79685714285714,4.60300005985449
1.03197730418905,3.75828571428571,4.53187371259822
1.02654394171134,3.694,4.41003213464159
1.34028272871089,5.27107692307692,5.65961070231647
1.03921119227177,3.83471428571429,4.6583013524026
1.03921119227177,3.83471428571429,4.6583013524026
1.03567067792642,3.81042857142857,4.6409216251314
1.03743942474191,3.82257142857143,4.64963546519334
1.04187451869341,3.85292857142857,4.6712108550183
1.04276381011884,3.859,4.67549033333862
1.04454467078021,3.87114285714286,4.68401395107631
1.04632857284431,3.88328571428571,4.69249066409866
1.04811552150533,3.89542857142857,4.70092072614178
1.04009821041639,3.84078571428571,4.66261639729963
1.04066679760442,3.84628571428571,4.66929146397076
6.8138388446605,7.8811,2.38405683447354
3.63062499484626,7.1955,4.58476834202122
5.53160240099741,7.50244444444444,3.06991187391108
3.59798737651471,7.1325,4.58702133742585
2.99281634882312,7.56066666666667,5.49400408526321
2.99281634882312,7.56066666666667,5.49400408526321
3.32301218622212,9.09066666666667,7.15876205933835
3.11288925290032,8.134,6.15243626541551
3.07463345562901,7.98733333333333,6.048107215393
3.03684780229985,7.84066666666667,5.93832531573975
2.99952651508722,7.694,5.82278215288877
1.2772994057357,4.858,5.37846743970808
6.22966261251767,9.56028571428571,4.35965010766053
1.09555888968828,4.64470588235294,5.47783159937779
1.11191545713198,4.65283333333333,5.43852531840102
1.15266246536124,4.67257142857143,5.34181175410801
2.80970376826246,6.98733333333333,5.28377398793283
1.04019671550398,4.4572,5.39297121816907
1.0462533034298,4.5132,5.44633786686063
1.05502482920499,4.6012,5.54232162184765
1.09162319723719,5.0732,6.27807392119589
1.1054652325719,5.3052,6.75034986945121
1.09059018484048,5.0572,6.24783951138311
1.11437319405702,5.4732,7.12710685762463
7.07130625049536,9.44745454545454,3.92104940414579
5.97382163763594,9.146,4.30255857435018
7.52564249001441,9.97472727272727,3.76167586180099
6.22966261251767,9.56028571428571,4.35965010766053
1.0498153850353,4.5572,5.50827546152151
3.96473380586016,8.0105,4.89272017900063
3.51455954329492,7.81771428571429,5.16380219036559
1.00622765731446,3.6395,4.48495149280983
1.03921119227177,3.83471428571429,4.6583013524026
3.59437913384329,7.1255,4.58721819297927
1.04632857284431,3.88328571428571,4.69249066409866
2.99281634882312,7.56066666666667,5.49400408526321
1.02460412562465,4.3292,5.29460081214816
1.43580206550786,7.884,9.41658828117396
0.839526532898401,4.17466666666667,5.63625297121727
1.03921119227177,3.83471428571429,4.6583013524026
1.03921119227177,3.83471428571429,4.6583013524026
1.04363577148478,3.88685714285714,4.76894008675098
1.04181039855148,3.86071428571429,4.70858839065946
1.04165215116315,3.85742857142857,4.6961572393103
1.04100860386739,3.84714285714286,4.66748905970319
1.04137312866961,3.85185714285714,4.67719408951782
1.0425665014066,3.869,4.71784619442874
1.04301265252637,3.87614285714286,4.73722721577481
1.04012691433401,3.83864285714286,4.65567254781186
1.04233972723207,3.85542857142857,4.6719654737332
1.04276528781316,3.85828571428571,4.67388726908145
1.04544970728628,3.87828571428571,4.6906812698701
1.04787974663714,3.89971428571429,4.71510847365862
1.3377230422614,5.25838461538462,5.66026347631466
1.33852678740926,5.26646153846154,5.6719347210004
1.3370803936469,5.25192307692308,5.65090081262119
1.33724102685115,5.25353846153846,5.65324362461852
1.33756235115608,5.25676923076923,5.65792495468961
1.33691977973836,5.25030769230769,5.64855656694176
1.56565881623307,5.36630769230769,5.55887541732367
1.64151017771722,5.47938461538462,5.49837863567996
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.32351251551303,5.14261538461539,5.54263599518748
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.21005401099335,5.29114285714286,6.21218602951538
1.16613970227608,4.80114285714286,5.50004320576722
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.14455511314589,5.07729032258065,6.51623759539075
1.03336475670481,4.3982,5.34321131530468
1.03273847308929,4.3932,5.33960337103796
0.521264141712411,2.53544444444444,4.48232555243645
1.03148704432923,4.3832,5.33236609395867
1.03086189872474,4.3782,5.32873673209702
1.03023713199756,4.3732,5.32510020187414
1.03211256904078,4.3882,5.33598830208613
1.05229708049755,4.57986666666667,5.52935123218709
1.31360594821321,5.04261538461538,5.39673248062711
3.99057234710043,8.0555,4.87095891483392
6.74572385537176,10.7745714285714,5.68518824558652
6.59563382667156,10.3602857142857,5.07839462018927
6.114138357529,9.36028571428571,4.30240204385164
1.35565737416138,5.28928682170543,5.65296450346393
6.11651087316858,9.35314285714286,4.28027560623216
6.21237131876993,9.50314285714286,4.28804342423946
6.38927090645378,9.80314285714286,4.36066860628936
5.8740006460441,9.01028571428571,4.33453809416827
1.33691977973836,5.25030769230769,5.64855656694176
1.34393890012003,5.32915384615385,5.78455528968375
1.33587960599781,5.24107692307692,5.63767172976082
1.33484024155145,5.23184615384615,5.62675069297963
1.03921119227177,3.83471428571429,4.6583013524026
1.04022230616128,3.84935714285714,4.69371210248567
1.04123440382704,3.864,4.72881235467366
1.33463246572206,5.23,5.62456212312773
1.33442472223421,5.22815384615385,5.62237209515089
1.33421701108288,5.22630769230769,5.62018060734454
1.33411316763183,5.22538461538462,5.61908431547158
1.33317894019773,5.21707692307692,5.60920121094368
1.33691977973836,5.25030769230769,5.64855656694176
1.37495656687631,5.328875,5.65716290284936
1.39545793854822,5.90415384615385,6.71403560685952
1.32453145721189,5.20031354642313,5.63900129377413
1.2959642545004,5.08322255192878,5.6148164021099
1.25603073472901,4.91514285714286,5.57562002775275
1.05229708049755,4.57986666666667,5.52935123218709
1.29838436449385,5.05161832061069,5.49373697597465
1.30913880803704,5.11251987767584,5.53896213785485
1.36820158056543,5.29750702028081,5.63170912564274
1.4373113168869,5.80563493312352,6.29565996441802
1.43194463436076,5.9839344773791,6.72692408506687
1.44874559435922,5.81630830039526,6.27092729870019
1.35048209694173,5.07392761605035,5.43349051528153
1.406268532004,6.06569230769231,7.06492357609724
1.39081609923245,5.36099371069182,5.66036342311352
1.26182301009541,4.86242553191489,5.39086668244722
1.28777051477322,4.98691228070175,5.44995933230772
1.03921119227177,3.83471428571429,4.6583013524026
1.03921119227177,3.83471428571429,4.6583013524026
1.40245627908441,5.43244689221086,5.76399880932761
1.29268257958827,4.89239631336406,5.30449542153041
1.3904423070072,5.34531126871552,5.63660003497971
1.46314574552089,5.54814516129032,5.77670443314875
1.38371385137952,5.40355971896956,5.77338024959268
1.40188453693927,5.40619496855346,5.71169697049327
1.355899542848,5.29163565891473,5.65622924142902
1.33775518279899,5.25870769230769,5.66073100939358
6.25127949651543,9.59089743589744,4.38118666921489
1.35565737416138,5.28928682170543,5.65296450346393
1.4275962528945,5.36199515347334,5.61521420419048
1.39199527083282,5.26740506329114,5.58599291745867
1.3377230422614,5.25838461538462,5.66026347631466
1.3377230422614,5.25838461538462,5.66026347631466
1.33852678740926,5.26646153846154,5.6719347210004
1.33691977973836,5.25030769230769,5.64855656694176
1.33716070783691,5.25273076923077,5.65207239771867
1.33716070783691,5.25273076923077,5.65207239771867
1.33748201284207,5.25596153846154,5.65675515835692
4.45679814514866,8.57974440894569,5.01602599074058
1.30492057867874,5.13237148217636,5.62882052542132
6.04754883500096,9.47341636003397,4.43050582289884
6.04754883500096,9.47341636003397,4.43050582289884
5.79024260418447,9.34611304954641,4.52933236521554
6.18469937972094,9.5390763968073,4.37721457902036
6.1375031178571,9.51664723446609,4.39560157440139
6.09089203327334,9.49432624113475,4.41371069902655
6.22966261251767,9.56028571428571,4.35965010766053
6.114138357529,9.36028571428571,4.30240204385164
6.74572385537176,10.7745714285714,5.68518824558652
6.20597430987829,9.51742857142857,4.34279629656623
6.59563382667156,10.3602857142857,5.07839462018927
6.22966261251767,9.56028571428571,4.35965010766053
1.03921119227177,3.83471428571429,4.6583013524026
1.03941333639348,3.83764285714286,4.66540868072276
1.03961551983564,3.84057142857143,4.67250336259583
1.04002000471189,3.84642857142857,4.68665501662945
3.31401045960155,6.575,4.62304510036404
5.56711419800633,8.11133333333333,4.31893670041854
5.77266181732606,8.1002,4.09743924421095
6.22966261251767,9.56028571428571,4.35965010766053
6.27735583615277,9.68028571428571,4.52920307447082
6.32541419089081,9.80028571428571,4.68956415014949
6.37384047211262,9.92028571428571,4.84164675982653
6.42263749659996,10.0402857142857,4.98620845688487
6.4718081026994,10.1602857142857,5.12388585002453
6.52135515048739,10.2802857142857,5.25522003655918
5.52261778158957,8.977,4.38732473534081
6.30786656619973,9.10875,3.87060382078817
