entropy_Density,gmean_Density,mean_Density
1.03312880053102,724.953210852388,4654.35725
1.31444218462105,1237.09508033858,5821.4858
1.03312880053102,724.953210852388,4654.35725
1.03312880053102,724.953210852388,4654.35725
1.03312880053102,724.953210852388,4654.35725
1.03312880053102,724.953210852388,4654.35725
1.03312880053102,724.953210852388,4654.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
1.27883321462228,1301.7668761641,6430.2858
1.31444218462105,1237.09508033858,5821.4858
1.31444218462105,1237.09508033858,5821.4858
1.31444218462105,1237.09508033858,5821.4858
1.31444218462105,1237.09508033858,5821.4858
1.21828823769393,791.947094116295,3698.6858
1.03312880053102,724.953210852388,4654.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.995982779568411,674.484751445268,4434.35725
0.923184667248286,590.970936501288,4164.35725
1.03430323226115,737.145436258023,4760.35725
1.03430323226115,737.145436258023,4760.35725
1.03430323226115,737.145436258023,4760.35725
1.52404869045951,1297.55817481983,4636.23816666667
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.02538153140938,798.942947407027,5384.35725
1.02342186079968,804.481046872304,5447.85725
1.02342186079968,804.481046872304,5447.85725
1.02342186079968,804.481046872304,5447.85725
1.02342186079968,804.481046872304,5447.85725
1.03312880053102,724.953210852388,4654.35725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.03449529359397,749.188915504209,4870.35725
1.02662160472379,696.75085366071,4428.85725
1.03227077724971,771.937882361276,5093.10725
1.02888999364195,787.346797473557,5255.60725
1.0273100853899,792.904348559951,5316.60725
1.02538153140938,798.942947407027,5384.35725
1.02342186079968,804.481046872304,5447.85725
1.01899345593772,815.49564606351,5578.10725
1.03449529359397,749.188915504209,4870.35725
1.03401612116771,758.189874542393,4956.10725
1.03227077724971,771.937882361276,5093.10725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.01540712310099,669.556587809389,4235.85725
1.27883321462228,1301.7668761641,6430.2858
0.995982779568411,674.484751445268,4434.35725
1.33758121983716,1126.57745543701,5037.4858
0.995982779568411,674.484751445268,4434.35725
1.01540712310099,669.556587809389,4235.85725
1.03430323226115,737.145436258023,4760.35725
1.01899345593772,815.49564606351,5578.10725
