superconduct/table24.gmean_ElectronAffinity,superconduct/table24.wtd_mean_ElectronAffinity,superconduct/table24.wtd_mean_fie
22.4124965142217,13.71,672.37
25.0849620053422,93.2475,994.525
26.1868243919949,108.440615384615,1004.61261538462
28.4106973077136,101.848461538462,1005.63923076923
57.9632933173324,76.275,886.175
24.2361445507395,41.374,799.96
48.4772646848066,111.822184285714,1011.53281428571
66.6902105395603,81.7166666666667,789.716666666667
101.150448904901,118.85,862.725
42.5640693543275,39.825,671.675
55.6819073296071,108.327786377709,1001.85890092879
48.4772646848066,111.472285714286,1011.59714285714
55.837830146963,44.9571428571429,578.514285714286
17.181187742659,20.0104,779.279533333333
84.3491525765403,93.8333333333333,785.133333333333
26.1868243919949,108.759384615385,1004.17969230769
24.8492759693989,74.1057142857143,745.114285714286
58.7537238728356,110.640432098765,996.099614197531
104.722503553162,93.1925,676.045
63.2891716175881,110.64,1028.33357142857
46.5541620051312,39.3666666666667,643.211111111111
108.769464081178,143.833333333333,903.74
55.6271536507856,108.304363636364,1011.50545454545
33.8777221367105,105.367846153846,1007.17692307692
37.3377370080858,110.555269230769,1000.59076923077
53.5279646494387,108.6484375,998.7875
24.3581608501135,10.8952,661.0096
82.046890506221,113.271428571429,1007.51785714286
33.207929590615,63.165,695.763333333333
44.0127158147989,43.45292,782.49404
36.6684260607161,73.67,924.0875
79.9123989022755,104.55,775.816666666667
91.2190342167558,103.9,701.1
44.8874147172679,75.0666666666667,683.8
176.955079045502,178.45,1042.35
61.8214578140289,119.490697674419,1136.2023255814
60.7214928257155,110.738461538462,997.169230769231
18.7325597831008,24.8968,791.795333333333
58.1360473372588,106.85,849.75
10.4928547116597,49.4333333333333,648.266666666667
32.9092091130978,109.682938461538,1008.87923076923
22.9273971849706,92.5300120048019,1010.4481392557
71.3929144341023,78.53,795.943333333333
18.4841167894547,63.2035714285714,749.871428571429
75.6756235521056,101.25,685.083333333333
60.7214928257155,83.5142857142857,725.671428571429
182.171666110461,179.176333333333,868.7
117.630568860998,153.8,879.725
43.7016056117348,52.625,703.125
1.5,1.5,905.8
24.1907168067826,111.917,1011.714
53.5279646494387,108.387261848528,996.362478349866
58.7537238728356,109.859683794466,988.894466403162
87.2586594689878,105.43,827.05
42.0305559956903,50.3333333333333,733.633333333333
27.7868485957919,62.87125,719.45
49.7023138294386,48.0,754.666666666667
171.625656818142,160.242857142857,864.553571428571
36.5835772696956,69.864375,887.65
40.4495454617075,48.36,762.68
73.9140650844203,108.368421052632,762.442105263158
34.7356747059872,110.97108544328,1003.72954180372
43.1781068798815,80.77,926.9375
28.9662452791622,109.827692307692,1002.21384615385
86.5308636119092,105.41,828.33
17.2612781570872,94.2558333333333,997.416666666667
29.389812192504,95.7615837563452,795.630862944162
58.7537238728356,109.730158730159,987.120238095238
31.6524095958504,106.25536159601,978.453283458021
20.7091936875991,100.284970588235,994.213235294118
