superconduct/table45.wtd_mean_Density,superconduct/table45.wtd_range_atomic_mass,superconduct/table45.wtd_std_Density
5258.6,32.4383,2254.8
3575.6145,26.33205,4544.68509012563
2941.26176923077,20.7248923076923,3623.38948794428
2780.00023076923,11.9385384615385,3788.78547227804
5137.55725,31.2270625,3101.33303008282
5791.44,27.6113122,2355.31095322889
2964.98971428571,35.0596853985714,3583.2472232285
5662.88333333333,23.0870666666667,3271.96573480259
4896.75,30.7547425,2813.38860406805
10041.5,120.6736325,2249.06797362819
2970.03782352941,20.5738406153251,3641.79946668044
2936.35942857143,33.2151208571429,3571.7444739799
7955.57142857143,67.3120714285714,1847.31093037133
2262.66533333333,7.57456066666667,620.638911658695
11477.6666666667,39.0984666666667,7838.25977001415
2946.16176923077,20.9009153846154,3630.28828139125
4915.347,24.5783928571429,3455.85406291531
3150.26588271605,18.4743123070988,3775.58330364305
8205.325,67.864035,698.424920356512
2996.03085714286,9.97335714285714,4090.91907922725
10704.8888888889,131.907011111111,2142.3067237829
7619.06666666667,47.48996,6487.42625357357
3166.74309090909,32.4704727272727,4082.4946340801
2675.38484615385,16.4859769230769,3432.39796552813
3258.27715384615,20.9730846153846,3940.56606386308
2998.57165625,14.51157421875,3648.55995321009
4647.576,44.44939376,773.168
3179.00942857143,34.2373932142857,3738.1444917717
5811.11908333333,30.0137766666667,3640.2012539816
6169.9424,29.4856904,1666.63859738164
3121.910875,15.905225,2915.34069695501
16535.6666666667,66.4732166666667,8530.30710011206
5762.72727272727,27.6704009090909,2814.67133850502
9241.66666666667,52.394696,4424.13142762383
2110.0,10.02715,150.0
5304.48534883721,31.5911162790698,8236.3026167509
3147.69253846154,12.5121692307692,3780.73584796728
2210.53333333333,7.57319586666667,336.582405297062
6346.5,11.5575,1527.5
11290.0,4.47666666666666,1428.35569799683
2750.02176923077,15.3521553846154,3546.69670742668
3633.70799159664,30.7362905162065,4948.35457091974
4913.06666666667,15.6062366666667,2923.21155504619
5284.91842857143,22.7486571428571,3926.57765318538
12015.1666666667,56.59345,972.316892216159
5791.63271428571,36.9506571428571,3268.3227581863
11668.9,83.1158266666667,7678.40229409739
5406.4375,9.924095,3638.08910983414
6070.25,7.213405,1697.72397270581
7140.0,0.0,0.0
2983.988,37.6095132857143,3588.08121979972
3021.69557219336,14.623535663675,3653.06112843247
3250.5852055336,19.4839897233202,3812.73581319453
6629.0,47.8335,1736.5186437237
4856.33333333333,17.31061024,2885.79906130386
5412.678625,23.5479875,4191.0094676251
4496.66666666667,23.76146,2880.2816220332
6643.4515,37.3271785714286,3455.03868424449
4809.98225,22.420334375,3043.48135614385
5746.8,12.87508,2315.82740289513
6761.31578947368,28.6362336842105,8163.01702515121
3039.47887378566,13.0497207985925,3750.50740039284
2372.535875,18.03327975,2747.46274544412
3291.84638461538,20.6243076923077,3960.14652249827
6772.8,22.488,1206.21323156397
3336.04783333333,19.548,4446.20143584001
6208.06091370558,35.508665786802,3374.96756838641
3246.10566666667,21.2387791666667,3796.44615865344
3166.11944056525,22.4976059850374,3682.44572945454
2945.30064705882,14.8294117647059,4055.06172870809
3150.2128,25.1921866666667,4085.12497252385
12397.988011988,101.635903626374,496.169366059945
5405.347,39.0990205714286,3272.07738096541
6531.2,10.795836,526.769930804711
7448.65714285714,80.3359028571429,630.675508272435
8490.66666666667,26.5141666666667,2799.67144897794
3006.0227993921,11.8235866261398,4107.42783493703
3063.08446958254,12.8643840059306,3772.58933044001
3173.84675804662,10.7203733629301,4009.1633001088
3037.52440856031,18.0841793774319,3681.37405666202
2961.32514285714,36.5430359285714,3581.60117497625
2952.19986300199,34.7240272714326,3580.05744363426
17681.35,154.350232185,4097.26563423706
5502.11842857143,38.6637428571429,3308.62877138516
4766.09555555556,45.1087682804938,8294.14350284068
9485.0,55.89374,1535.16285781021
5054.5,5.46025,948.29781714396
6144.4,32.8139,3388.72776126971
3156.09013333333,18.1537509333333,3797.49620101164
3110.52380357143,35.7064659571429,4063.7134568979
2598.06542857143,22.1728637348571,2853.88710073311
2957.05371428571,36.5519513571429,3575.56143611376
6489.2,8.0548,1144.35683246092
2795.00023076923,10.3970769230769,4016.81295905374
5597.02105882353,25.255007,3610.19559617207
6772.33830845771,62.4037114427861,534.993378835789
11032.5,9.05717500000001,6655.40522808341
6017.18377777778,38.2210755555556,3891.27749199087
5100.23271428571,36.9506571428571,3103.36313567232
3556.34432258064,30.9337455197133,4681.80881167957
21450.0,0.0,0.0
5165.0,31.18475,1636.78801315259
3229.26946153846,20.8189384615385,3920.12294230642
2260.0,0.0,0.0
3104.74514285714,12.1496232142857,4267.70935302867
2905.48894736842,16.5218789473684,3964.45898597505
7339.8,35.963464,3749.3274810291
4640.94988235294,35.4385028294118,8115.44495799356
2998.57165625,14.51157421875,3648.55995321009
6172.1792,28.27827008,1669.53300580952
3093.00371428571,10.6626028571429,4255.37377478788
3015.54213333333,27.64612,3969.7816931388
5562.19475,61.169938125,3346.89141011218
22590.0,0.0,0.0
5894.841125,31.8637,3310.55225623518
8505.0,13.2707,2277.64681195307
6168.2552,28.483523486,1664.24304489247
3217.4697751938,15.8294709302326,3843.32072340185
7360.33333333333,55.4931,4550.94498123436
5487.57557142857,38.8250285714286,3283.10154921191
3009.43408866615,17.9168623747109,3675.81572877544
2243.87733333333,7.78106666666667,492.151170156307
4644.715,24.43363421,1061.16550253719
2953.4288,25.1921866666667,3977.06081745709
3021.9488,25.99584,3996.51299917821
2953.03406578947,26.3276072368421,3965.85209036483
2960.42830582337,14.3268916313151,3640.80209431286
3005.07849249079,36.8117070289034,3585.44171160413
9392.88,80.7866148571429,5360.49051245979
3277.06176923077,20.8189384615385,4000.01643441515
9360.0,7.67,2663.0
3278.98871428571,23.0654295357143,3844.71806423663
5348.20414285714,22.7486571428571,4209.68619743835
8347.625,61.84302,585.506711639585
3047.54997026604,14.2897026604069,3765.20772930968
8164.6875,36.223390625,6293.30198721973
6595.49019607843,24.3879362745098,6284.67434498025
2976.5416227209,38.6459586676017,3598.91876483367
2997.33333333333,21.62815,1042.74679998976
3002.49253846154,17.8755157692308,3674.40779455121
5086.25725,33.753582625,3046.67721416836
2916.46176923077,13.6727230769231,3719.34433868583
10428.0755,152.1249868875,2463.24069252271
