superconduct/table52.range_FusionHeat,superconduct/table52.wtd_mean_FusionHeat,superconduct/table52.wtd_range_ElectronAffinity
2.0,18.5,2.67
12.878,4.305,71.1
12.878,5.21492307692308,76.7215384615385
12.878,4.6365,76.5819230769231
27.478,12.3355,32.615
19.16,18.404,31.026
12.878,3.83301428571429,81.2951728571429
94.2,43.065,36.975
98.7,58.11875,70.20625
1.53,5.1525,15.075
15.978,5.31743343653251,75.5665634674922
12.878,3.84685714285714,81.242
18.44,6.21428571428571,14.3571428571429
41.3,36.2597333333333,18.309
21.4,20.0,34.3333333333333
12.878,5.23040384615385,76.7255769230769
49.778,10.6738571428571,46.8271428571429
12.878,4.93017901234568,75.5343364197531
24.8,22.47,62.6875
25.478,5.29042857142857,80.4957142857143
15.5,7.64444444444444,7.16666666666666
34.27,14.132,69.7666666666667
12.878,4.79563636363636,76.7774545454545
49.778,6.66953846153846,76.5298461538462
19.678,5.76046153846154,76.7158846153846
12.878,5.328875,73.2890625
2.5,18.62,6.7224
12.878,3.93971428571429,80.325
12.878,8.308,29.365
19.7,18.2398,30.88876
27.478,10.12075,51.805
19.6,21.9666666666667,65.8833333333333
43.9,26.2272727272727,35.6272727272727
9.7,22.4666666666667,62.0
103.27,53.365,23.05
34.778,8.58744186046512,97.9744186046512
12.878,4.91953846153846,74.3538461538461
96.3,38.6533333333333,17.0592
8.4,9.6,89.65
10.5,32.5,48.4333333333333
12.878,4.99653846153846,76.6831384615385
32.778,4.25237214885954,73.9105642256903
93.6,41.6633333333333,30.0533333333333
12.878,8.20971428571428,34.2142857142857
0.300000000000001,21.75,84.0833333333333
12.878,8.91742857142857,46.9714285714286
8.5,20.2733333333333,125.732
25.07,10.556875,81.25625
8.1,20.975,21.625
0.0,7.35,0.0
12.878,3.81435714285714,81.4264285714286
12.878,5.36827617698,72.7550779404818
12.878,5.13488537549407,74.096837944664
15.77,14.073,68.08
25.1,14.7,20.7666666666667
12.878,8.21275,36.6525
23.2,42.2666666666667,10.4
32.8,18.2785714285714,59.775
27.478,12.22425,35.216875
25.51,17.038,24.92
34.2,36.1052631578947,65.9473684210526
12.878,4.82025594737245,76.9500114740304
16.978,6.31325,51.805
19.678,5.85992307692308,76.7192307692308
12.1,13.23,48.91
12.878,4.53016666666667,71.125
96.3,30.7248730964467,68.8324873096447
12.878,5.06787301587302,74.4384920634921
12.878,5.63197506234414,71.3955112219451
12.878,4.59941176470588,75.4235294117647
12.878,5.02906666666667,75.742
15.4,21.6056943056943,109.928571428571
104.778,10.6105714285714,48.2394285714286
2.3,21.903,6.119
13.94,5.45714285714286,18.4714285714286
0.699999999999999,21.2333333333333,8.66666666666666
12.878,4.72862613981763,73.1534954407295
12.878,4.89326905434833,76.2965065097531
12.878,4.11844839067703,78.6571587125416
12.878,5.20394552529183,74.7607003891051
16.978,3.84642857142857,81.2886428571429
12.878,3.82339561378525,81.4804186841356
5.5,11.7575,179.3315
12.878,9.39085714285714,51.3304285714286
34.778,8.83851851851852,104.885185185185
3.95,10.115,88.52
1.0,18.95,19.35
96.3,33.06,67.8
16.978,5.44933333333333,75.6973333333333
12.878,4.59523214285714,72.8326339285714
12.878,5.86228571428571,92.1762857142857
12.878,3.82075,81.4249285714286
18.4,18.46,24.92
12.878,4.36761538461538,76.4330769230769
16.778,10.0431764705882,49.2567647058823
14.24,12.2202985074627,95.8731343283582
5.5,21.875,11.225
12.878,9.33555555555555,39.5689166666667
18.478,10.0402857142857,40.3285714285714
12.878,3.48275268817204,75.8870967741936
0.0,20.0,0.0
27.4,29.65,5.3
16.778,5.616,76.701
0.0,105.0,0.0
25.478,5.67685714285714,81.0314285714286
12.878,4.99302631578947,74.5926315789474
23.8,21.02,46.894
34.778,8.51494117647059,97.8235294117647
12.878,5.328875,73.2890625
19.7,18.29792,28.71
25.478,5.65385714285714,80.7664285714286
12.878,5.00196666666667,75.995
12.878,6.728,33.69375
0.0,31.0,0.0
12.878,9.927875,59.8774375
1.2,20.8,21.55
19.7,18.26048,30.15696
12.878,5.10324031007752,74.2248062015504
84.0,50.5,51.3
35.778,9.65842857142857,50.5572857142857
12.878,5.15785196607556,75.387432536623
41.3,36.2537333333333,18.7312
12.1,18.5455,7.871
12.878,4.9544,75.742
12.878,4.91386666666667,75.7936
12.878,4.92976315789474,76.6713157894737
12.878,5.263881989973,74.1698804473583
12.878,3.8465429300085,80.6530249362426
22.74,6.79085714285714,20.4144
21.778,5.846,76.701
3.0,18.2,24.75
12.878,4.1855,80.325
12.878,7.95314285714286,34.1071428571429
19.8,21.99625,62.22375
12.878,5.02293896713615,75.5380281690141
24.27,12.6078125,84.921875
34.27,11.3431862745098,117.477941176471
12.878,3.73546423562412,82.5329172510519
93.6,73.8,93.2333333333333
12.878,5.14646153846154,75.5423076923077
27.478,12.2155,33.995
12.878,4.85530769230769,76.7192307692308
2.7,4.72995,15.100125
44.7,26.31592039801,43.2661691542289
16.978,3.84935714285714,81.2886428571429
26.578,7.01434782608696,92.7928260869565
16.578,9.42671428571428,33.9807142857143
19.7,18.26256,29.7116
5.2,23.1,18.5
12.878,3.85751847437425,74.3831942789034
12.878,5.09069230769231,76.6563461538461
7.9,6.95,15.8
12.878,5.43073333333333,75.998
15.978,5.34062284820031,75.5380281690141
4.3,10.5475,85.8175
41.3,36.2666666666667,18.325
8.5,19.9033333333333,116.68
12.878,3.86,81.0754285714286
12.878,4.10621428571429,80.6066428571429
88.8,42.8747967479675,30.9617886178862
10.0,27.0,134.0
12.878,3.83864285714286,81.4264285714286
14.93,12.235,34.05
12.878,9.09525,29.49125
9.7,22.4666666666667,62.0
34.27,12.9803278688525,131.240983606557
35.778,8.40688888888889,89.4555555555555
96.3,33.05,66.665
12.878,8.14171428571428,34.1928571428571
10.678,4.1802,70.7
41.3,30.6888888888889,64.0555555555556
25.478,5.64114285714286,80.4957142857143
34.27,16.1000666666667,94.9066666666667
12.878,8.84275,26.49375
10.678,4.34096,70.3
12.878,3.88666666666667,77.7155555555556
12.878,4.92037335398915,76.0728117738187
22.578,9.3590099009901,34.0811881188119
12.878,4.84547959969207,76.5609699769053
