entropy_fie,wtd_mean_fie,wtd_range_fie,wtd_std_fie
1.30596703599158,1010.26857142857,735.985714285714,355.562966713294
1.54414454326973,1010.61285714286,743.164285714286,354.963511171592
1.30596703599158,1010.82,743.164285714286,354.804182855034
1.30596703599158,1010.54428571429,739.575,355.183884421944
1.30596703599158,1009.71714285714,728.807142857143,356.31928137213
1.30596703599158,1008.61428571429,714.45,357.824565668595
1.30596703599158,1005.85714285714,678.557142857143,361.545641683603
1.31300802421591,1011.48428571429,742.5,353.894216896887
1.31300802421591,1011.54071428571,738.578571428571,353.819831451067
1.31300802421591,1011.59714285714,734.657142857143,353.745421362162
1.31300802421591,1011.71,726.814285714286,353.596527192869
1.54279718919273,1020.90285714286,728.807142857143,351.902942370449
1.54414454326973,1010.71642857143,745.125,354.883871068252
1.54414454326973,1010.61285714286,743.164285714286,354.963511171592
1.54414454326973,1010.30214285714,743.164285714286,355.202143145855
1.54414454326973,1009.78428571429,743.164285714286,355.598903917527
1.5430376416509,1006.96538461538,684.384615384615,337.882349736286
1.30596703599158,1010.54428571429,739.575,355.183884421944
1.31300802421591,1011.54071428571,738.578571428571,353.819831451067
1.31300802421591,1011.42785714286,746.421428571428,353.968577715161
1.31300802421591,1011.48428571429,742.5,353.894216896887
1.31300802421591,1011.62535714286,732.696428571428,353.708207071694
1.31300802421591,1011.65357142857,730.735714285714,353.670986614621
1.31300802421591,1011.71,726.814285714286,353.596527192869
1.31300802421591,1011.76642857143,722.892857142857,353.522043081316
1.31300802421591,1011.82285714286,718.971428571428,353.447534264353
1.31300802421591,1011.56892857143,736.617857142857,353.782629487972
1.31812606699036,1012.40642857143,737.712857142857,352.734804514406
1.31369403205635,647.68,457.275,160.42821011281
1.31369403205635,811.0,303.15,297.224687736399
1.31369403205635,686.511111111111,346.166666666667,228.944269999125
1.72377939569993,808.447,325.53,299.223238387328
1.31500430814302,868.586666666667,355.646666666667,326.046434048213
1.31500430814302,868.586666666667,355.646666666667,326.046434048213
1.31118116342259,866.616666666667,353.95,327.219036817169
1.31212344038995,863.625,368.983333333333,330.284524122763
1.31212344038995,862.183333333333,378.8,331.665988692774
1.31212344038995,860.741666666667,388.616666666667,333.035482239589
1.31212344038995,859.3,398.433333333333,334.393151843754
1.30596703599158,997.907692307692,665.430769230769,349.377586048584
1.31500430814302,738.357142857143,231.371428571429,255.465227475247
1.31500430814302,1032.74352941176,714.491764705882,341.953488219071
1.31500430814302,1027.05666666667,704.435,345.265399543919
1.31500430814302,1013.24571428571,680.011428571428,352.797903575612
1.30457766069587,857.4,366.833333333333,335.833778328903
1.30678030232289,1040.912,744.108,340.991045419084
1.31271831332752,1044.696,740.324,335.709509522742
1.30945121601765,1042.52,742.5,338.697336275324
1.31032924491217,1043.08,741.94,337.915536192108
1.31118116342259,1043.64,741.38,337.142620266261
1.31212344038995,1044.28,740.74,336.270244892408
1.30174309365185,1038.2,746.82,345.020283461712
1.30457766069587,691.690909090909,242.0,225.441064479653
1.30582484297686,727.6,242.128571428571,261.920053233261
1.31271831332752,703.090909090909,230.6,218.531784476415
1.31500430814302,738.357142857143,231.371428571429,255.465227475247
1.31500430814302,1044.134,750.936,336.752224408392
1.31500430814302,788.355,205.195,315.920644268462
1.31500430814302,822.74,269.674285714286,322.750967421367
1.54279718919273,1015.31,728.807142857143,354.162160054241
1.31300802421591,1011.54071428571,738.578571428571,353.819831451067
1.53762828426296,807.905,303.15,299.686563721165
