superconduct/table47.wtd_mean_ElectronAffinity,superconduct/table47.wtd_mean_atomic_radius,superconduct/table47.wtd_std_ElectronAffinity
13.71,175.3,13.83
93.2475,126.1,60.6162591121392
108.440615384615,114.52,50.1495627368597
101.848461538462,109.165384615385,56.2530814330207
76.275,140.95,43.2713747759417
41.374,146.64,33.1033458127725
111.822184285714,104.347428571429,42.473211069201
81.7166666666667,127.483333333333,48.4608232378371
118.85,119.25,43.3098429920959
39.825,164.25,5.58586385440963
108.327786377709,115.03173374613,49.7346840969219
111.472285714286,104.542857142857,43.1566826532422
44.9571428571429,162.571428571429,28.0063185290573
20.0104,106.333333333333,14.7219717375085
93.8333333333333,163.0,43.2537731173696
108.759384615385,114.528076923077,49.8441626511122
74.1057142857143,163.357142857143,56.5305557343341
110.640432098765,115.071759259259,47.256416878907
93.1925,184.25,9.8441959422799
110.64,108.078571428571,48.925115811236
39.3666666666667,150.888888888889,34.9221356098901
143.833333333333,128.933333333333,78.7499559082769
108.304363636364,105.618181818182,48.1484715423841
105.367846153846,111.261538461538,52.268983536858
110.555269230769,115.653846153846,47.5374290865449
108.6484375,115.578125,49.6533003126035
10.8952,175.232,9.8736
113.271428571429,117.385714285714,39.8077420426054
63.165,159.1,52.6433462873831
43.45292,158.4412,31.422719415633
73.67,127.875,58.0047202820598
104.55,191.5,54.3088620760921
103.9,147.727272727273,34.5628281671088
75.0666666666667,180.0,39.2208561298138
178.45,77.0,23.05
119.490697674419,89.2558139534884,37.5648017706921
110.738461538462,114.076923076923,47.2166412720955
24.8968,105.453333333333,30.6370989122665
106.85,129.5,89.65
49.4333333333333,196.0,33.8939850448752
109.682938461538,112.081538461538,52.4395710316249
92.5300120048019,123.834333733493,61.4815898785763
78.53,125.033333333333,51.2645696363483
63.2035714285714,162.057142857143,57.0011317691077
101.25,180.333333333333,22.2488763761229
83.5142857142857,176.571428571429,50.3437945834561
179.176333333333,141.97,18.5009406938014
153.8,128.0,60.4000103476812
52.625,170.75,43.9428819605633
1.5,142.0,0.0
111.917,104.195714285714,42.1546595746798
108.387261848528,116.099511887892,49.7550254129892
109.859683794466,118.577075098814,47.5648078286198
105.43,135.9,88.2735300075849
50.3333333333333,153.333333333333,25.5880614523431
62.87125,162.125,57.5012305167246
48.0,124.0,28.0014285349873
160.242857142857,137.714285714286,87.8682188140343
69.864375,139.5,48.4718066210594
48.36,161.0,27.8614141780348
108.368421052632,144.736842105263,53.476665374836
110.97108544328,109.500803182131,47.207887797863
80.77,126.625,58.4554837034132
109.827692307692,115.592307692308,48.1635618977101
105.41,135.5,88.2256703006557
94.2558333333333,120.75,60.8784352156456
95.7615837563452,133.237563451777,51.8315395655519
109.730158730159,116.337301587302,47.6145382124111
106.25536159601,119.753948462178,50.8473345550486
100.284970588235,113.329411764706,57.4764356957984
107.154213333333,106.656,50.1463579732482
110.199300699301,172.852147852148,9.5432392872858
81.0057142857143,170.68,53.0865422432742
57.443,169.05,6.68217412224494
39.7657142857143,159.485714285714,17.6519839897817
65.4666666666667,195.0,32.3383501262648
98.5723404255319,115.325227963526,58.3759837963187
110.49657137562,110.109067321503,47.6787081978326
108.40166481687,104.792452830189,48.3544104674723
