wtd_mean_FusionHeat,wtd_range_Density,wtd_range_ElectronAffinity,wtd_range_atomic_radius
3.84685714285714,1579.58342857143,80.9871428571429,42.9142857142857
3.79685714285714,1667.38342857143,81.2078571428572,50.5714285714286
3.82257142857143,1667.38342857143,81.2078571428572,49.3142857142857
3.83471428571429,1623.48342857143,81.0975,46.1142857142857
3.87114285714286,1491.78342857143,80.7664285714286,36.5142857142857
3.91971428571429,1316.18342857143,80.325,23.7142857142857
4.04114285714286,1279.18342857143,79.2214285714286,15.4285714285714
3.82257142857143,1667.38342857143,81.3352857142857,49.8
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.84685714285714,1579.58342857143,81.242,43.8857142857143
3.87114285714286,1491.78342857143,81.1487142857143,37.9714285714286
3.40785714285714,1491.78342857143,81.3642857142857,40.0285714285714
3.80971428571429,1667.38342857143,81.2078571428572,51.75
3.79685714285714,1667.38342857143,81.2078571428572,50.5714285714286
3.75828571428571,1667.38342857143,81.2078571428572,49.3142857142857
3.694,1667.38342857143,81.2078571428572,49.3142857142857
5.27107692307692,2066.92284615385,76.5819230769231,26.0
3.83471428571429,1623.48342857143,81.0975,46.1142857142857
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.81042857142857,1711.28342857143,81.3819285714286,52.7571428571429
3.82257142857143,1667.38342857143,81.3352857142857,49.8
3.85292857142857,1557.63342857143,81.2186785714286,42.4071428571429
3.859,1535.68342857143,81.1953571428571,40.9285714285714
3.87114285714286,1491.78342857143,81.1487142857143,37.9714285714286
3.88328571428571,1447.88342857143,81.1020714285714,35.0142857142857
3.89542857142857,1403.98342857143,81.0554285714286,32.0571428571429
3.84078571428571,1601.53342857143,81.2653214285714,45.3642857142857
3.84628571428571,1623.48342857143,81.3456428571429,47.3785714285714
7.8811,5255.92855,40.4275,175.2
7.1955,2956.14275,34.8525,87.9
7.50244444444444,4379.84122222222,32.6166666666667,142.666666666667
7.1325,2660.49275,35.59235,88.815
7.56066666666667,2986.19033333333,44.41,34.6
7.56066666666667,2986.19033333333,44.41,34.6
9.09066666666667,2986.19033333333,44.925,32.3333333333333
8.134,2986.19033333333,44.1525,38.8166666666667
7.98733333333333,2986.19033333333,43.895,43.0333333333333
7.84066666666667,2986.19033333333,43.6375,47.25
7.694,2986.19033333333,44.0666666666667,52.6666666666667
4.858,2066.92284615385,74.3538461538461,23.9230769230769
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
4.64470588235294,1580.33588235294,81.6423529411765,15.7647058823529
4.65283333333333,1492.49975,80.8075,16.75
4.67257142857143,1279.18342857143,78.78,22.6571428571429
6.98733333333333,2986.19033333333,44.41,34.6
4.4572,1791.1426,83.646,11.88
4.5132,1791.1426,83.646,11.72
4.6012,1791.1426,83.646,12.12
5.0732,1791.1426,83.646,12.28
5.3052,1791.1426,83.646,12.28
5.0572,1791.1426,83.646,12.6
5.4732,1791.1426,83.646,13.0
9.44745454545454,4072.59736363636,50.2863636363636,64.6363636363636
9.146,3839.79585714286,46.9714285714286,65.4285714285714
9.97472727272727,4072.59736363636,50.2863636363636,64.6363636363636
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
4.5572,1791.1426,83.634,22.7
8.0105,2239.64275,30.99,63.9
7.81771428571429,2559.59171428571,36.7414285714286,51.3428571428571
3.6395,1491.78342857143,81.3964285714286,43.6928571428571
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
7.1255,2627.64275,34.8525,79.05
3.88328571428571,1447.88342857143,81.1020714285714,35.0142857142857
7.56066666666667,2986.19033333333,44.41,34.6
4.3292,1791.1426,83.646,12.6
7.884,2529.72628571429,80.9871428571429,48.5714285714286
4.17466666666667,1492.38066666667,94.7425,27.7833333333333
3.83471428571429,1623.48342857143,81.0975,46.1142857142857
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.88685714285714,1579.58342857143,81.3635714285714,48.8857142857143
3.86071428571429,1579.58342857143,81.3541428571429,49.8985714285714
3.85742857142857,1579.58342857143,81.3345714285714,49.9057142857143
3.84714285714286,1579.58342857143,81.4242857142857,49.6828571428571
3.85185714285714,1579.58342857143,81.3057142857143,49.0285714285714
3.869,1579.58342857143,81.242,49.0571428571429
3.87614285714286,1579.58342857143,81.242,49.0785714285714
3.83864285714286,1579.58342857143,81.4264285714286,49.94
3.85542857142857,1491.78342857143,81.242,43.8285714285714
3.85828571428571,1491.78342857143,81.242,44.4142857142857
3.87828571428571,1491.78342857143,81.242,43.9571428571429
3.89971428571429,1491.78342857143,81.242,44.0285714285714
5.25838461538462,1963.53823076923,76.5323076923077,37.1230769230769
5.26646153846154,1860.15361538462,76.3338461538462,35.3230769230769
5.25192307692308,2046.24592307692,76.6910769230769,38.5630769230769
5.25353846153846,2025.569,76.6513846153846,38.2030769230769
5.25676923076923,1984.21515384615,76.572,37.4830769230769
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.36630769230769,2067.03276923077,63.3923076923077,32.2307692307692
5.47938461538462,2067.44507692308,63.3923076923077,32.8461538461538
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.14261538461539,2066.92284615385,74.3538461538461,21.0
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.29114285714286,1919.18342857143,79.2214285714286,20.0
4.80114285714286,1919.18342857143,81.2064285714286,34.6285714285714
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.07729032258065,1155.29929032258,80.25,34.4193548387097
4.3982,1791.1426,83.8005,7.58
4.3932,1791.1426,83.646,11.32
2.53544444444444,994.444111111111,109.683166666667,28.6066666666667
4.3832,1791.1426,83.337,21.14
4.3782,1791.1426,83.1825,26.05
4.3732,1791.1426,83.44,30.96
4.3882,1791.1426,83.4915,16.23
4.57986666666667,1791.1426,83.44,19.6
5.04261538461538,1503.84592307692,75.7261538461538,11.6923076923077
8.0555,2444.64275,33.9925,42.75
10.7745714285714,3839.79585714286,46.9714285714286,65.4285714285714
10.3602857142857,3839.79585714286,46.9714285714286,65.4285714285714
9.36028571428571,3839.79585714286,46.9714285714286,65.4285714285714
5.28928682170543,2082.95658139535,73.8255813953488,22.7906976744186
9.35314285714286,3839.79585714286,48.075,55.2857142857143
9.50314285714286,3839.79585714286,48.075,55.2857142857143
9.80314285714286,3839.79585714286,48.075,55.2857142857143
9.01028571428571,3839.79585714286,48.075,55.2857142857143
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.32915384615385,1894.61515384615,74.5480769230769,36.0576923076923
5.24107692307692,2032.46130769231,76.5615384615385,38.4692307692308
5.23184615384615,1997.99976923077,76.3923076923077,38.0153846153846
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.84935714285714,1623.48342857143,81.2886428571429,51.0035714285714
3.864,1623.48342857143,81.2886428571429,50.4714285714286
5.23,1991.10746153846,76.3584615384615,37.9246153846154
5.22815384615385,1984.21515384615,76.3246153846154,37.8338461538462
5.22630769230769,1977.32284615385,76.2907692307692,37.7430769230769
5.22538461538462,1973.87669230769,76.2738461538462,37.6976923076923
5.21707692307692,1942.86130769231,76.1215384615385,37.2892307692308
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.328875,2099.24084375,73.2890625,22.96875
5.90415384615385,2066.92284615385,74.3538461538461,21.5384615384615
