superconduct/table18.range_atomic_mass,superconduct/table18.wtd_mean_FusionHeat,superconduct/table18.wtd_range_fie,superconduct/table18.wtd_std_FusionHeat
58.553,18.5,511.67,0.6
184.5906,4.305,555.95,4.87416936513289
121.3276,5.21492307692308,701.479692307692,5.61719539191988
191.2006,4.6365,698.469230769231,5.19681991332569
124.90825,12.3355,271.4175,10.2265713095837
34.8436,18.404,348.156,7.8645472851271
122.90607,3.83301428571429,739.127571428571,4.65709100494798
156.448,43.065,257.25,31.2441665221953
126.89477,58.11875,496.2875,47.01945367013
68.29453,5.1525,401.125,0.662509433895096
121.3276,5.31743343653251,694.499767801858,5.71133029141037
122.90607,3.84685714285714,734.657142857143,4.66691955388659
37.2105,6.21428571428571,321.414285714286,6.36908348899556
52.735,36.2597333333333,528.996666666667,19.434606383002
117.2954,20.0,135.033333333333,9.71219165104698
121.3276,5.23040384615385,703.918384615385,5.63096475802673
126.516,10.6738571428571,264.1,8.69239404682658
128.2426,4.93017901234568,695.025154320987,5.3996787529094
46.08,22.47,478.7,8.37168441832347
141.2506,5.29042857142857,735.167142857143,6.84948584842359
82.6233,7.64444444444444,272.855555555556,6.44396549944401
148.88288,14.132,148.826666666667,15.5325379767764
192.981,4.79563636363636,696.349090909091,5.16581679316019
126.516,6.66953846153846,690.161538461538,10.224609547673
151.2596,5.76046153846154,704.786923076923,6.54459933092675
121.3276,5.328875,649.50625,5.65716290284936
11.066195,18.62,612.4912,0.44
124.90825,3.93971428571429,738.769285714286,4.71734936815416
192.981,8.308,174.33,4.0838288406837
81.482,18.2398,372.818,8.02572040130978
71.6206,10.12075,411.15,9.91388677247728
103.31115,21.9666666666667,297.416666666667,7.67803504955677
110.81997,26.2272727272727,138.245454545455,18.6255489685584
56.114088,22.4666666666667,263.266666666667,4.57262385167301
20.0543,53.365,43.35,51.635
188.3839,8.58744186046512,875.030232558139,14.5741087234805
128.2426,4.91953846153846,666.169230769231,5.39915111013381
13.494,38.6533333333333,450.487066666667,23.9356739802515
23.115,9.6,90.65,4.2
82.53,32.5,264.8,4.94974746830583
121.3276,4.99653846153846,699.799692307692,5.51758396283937
184.5906,4.25237214885954,673.44693877551,5.6169702761893
78.09485,41.6633333333333,241.9,32.4211708952996
191.2006,8.20971428571428,188.08,4.26044168448986
72.0613,21.75,514.083333333333,0.11180339887499
124.90825,8.91742857142857,244.057142857143,4.3727330079921
67.484,20.2733333333333,570.652333333333,3.96635292876914
74.355,10.556875,336.625,10.4761889055312
73.893,20.975,163.0,3.38775368053818
0.0,7.35,0.0,0.0
122.90607,3.81435714285714,749.048857142857,4.63830354004477
121.3276,5.36827617698,644.386411588726,5.66106350142656
134.3606,5.13488537549407,681.960079051383,5.45869566782907
95.535,14.073,279.65,4.46877623069225
51.93183072,14.7,150.2,10.2667748912045
188.3839,8.21275,199.9,4.19506232820205
82.09538,42.2666666666667,312.266666666667,10.9365848823519
60.507,18.2785714285714,302.160714285714,15.3609281049323
124.90825,12.22425,293.9625,10.1459059692814
29.6228,17.038,297.92,9.68285990810566
164.1315,36.1052631578947,247.684210526316,15.245688732581
122.90607,4.82025594737245,687.895379790408,5.37372132861259
71.6206,6.31325,413.5625,6.72254088403336
151.2596,5.85992307692308,700.086153846154,6.68536379496329
71.755,13.23,191.47,4.23014184159349
184.5906,4.53016666666667,607.433333333333,5.02843981491498
47.8824,30.7248730964467,430.411736040609,33.6170497080762
128.2426,5.06787301587302,685.724603174603,5.41760233235092
121.3276,5.63197506234414,653.287863674148,5.66304503352633
188.3839,4.59941176470588,690.405,5.11380674436228
192.981,5.02906666666667,678.136533333333,5.31007343912388
83.06047,21.6056943056943,711.052847152847,0.922770847188575
125.3163,10.6105714285714,298.363428571429,11.0390275303727
1.0546,21.903,142.125,1.12182485263966
81.4226,5.45714285714286,377.537142857143,4.5362845535769
11.6815,21.2333333333333,199.966666666667,0.329983164553722
191.2006,4.72862613981763,652.771732522796,5.14405083095161
128.2426,4.89326905434833,692.391572070611,5.39204487105067
191.2006,4.11844839067703,690.458490566038,4.88539230505663
124.90825,5.20394552529183,687.685214007782,5.58228936036722
122.90607,3.84642857142857,748.239428571428,4.68665501662945
122.90607,3.82339561378525,740.37855311877,4.65537849078661
78.256569,11.7575,673.6375,1.8794796487326
124.90825,9.39085714285714,310.865714285714,4.36461516642881
167.8406,8.83851851851852,966.548148148148,14.9823125603848
42.4882,10.115,239.61,1.81011739950756
73.893,18.95,285.025,0.433012701892219
46.6827,33.06,294.26,36.1203322243858
121.3276,5.44933333333333,698.3568,5.7984766121993
192.981,4.59523214285714,660.673214285714,5.07600634459763
63.9046,5.86228571428571,361.011428571428,4.32687104744577
122.90607,3.82075,748.143057142857,4.6390844934642
96.119,18.46,269.1,7.72129522813368
191.2006,4.36761538461538,684.403846153846,4.93577368323052
148.93092,10.0431764705882,289.429411764706,4.97835004837469
12.782,12.2202985074627,428.333333333333,5.32508285133479
140.2209,21.875,272.275,2.38156986040721
192.981,9.33555555555555,243.8325,3.94671813342318
121.3276,10.0402857142857,199.045714285714,4.98620845688487
188.3839,3.48275268817204,658.037275985663,4.23151291903949
0.0,20.0,0.0,0.0
22.856,29.65,291.075,11.8645480318468
148.93092,5.616,702.52,6.20517910235536
0.0,105.0,0.0,0.0
141.2506,5.67685714285714,747.773214285714,7.42317978513581
192.981,4.99302631578947,681.694736842105,5.27713958098535
47.7266,21.02,274.552,9.36427252913968
167.8406,8.51494117647059,904.805882352941,14.6977143339908
121.3276,5.328875,649.50625,5.65716290284936
81.482,18.29792,357.27744,8.00709957934832
141.2506,5.65385714285714,743.509285714286,7.44337031820113
192.981,5.00196666666667,697.300666666667,5.29749235634706
124.90825,6.728,308.02125,4.56101271649181
0.0,31.0,0.0,0.0
122.90607,9.927875,365.73625,4.2567946843106
50.9094,20.8,309.425,0.519615242270663
81.482,18.26048,359.37588,8.0163127539786
146.5006,5.10324031007752,681.94496124031,5.51688433132296
166.4793,50.5,170.166666666667,38.5810834477209
121.3276,9.65842857142857,313.158,4.68392824628287
124.90825,5.15785196607556,693.471626831149,5.57684062320286
45.034,36.2537333333333,530.430266666667,19.4428003657452
23.9599614,18.5455,304.811,3.72326197708407
192.981,4.9544,661.026666666667,5.2534095696668
192.981,4.91386666666667,693.118666666667,5.23729107925929
192.981,4.92976315789474,700.28552631579,5.28268288065733
121.3276,5.263881989973,657.951523332048,5.65012251763483
122.90607,3.8465429300085,735.23165202607,4.63846504605702
80.266,6.79085714285714,393.1148,7.78674528429234
158.9674,5.846,703.003076923077,6.78315129850879
15.34,18.2,14.9,1.5
141.2506,4.1855,738.769285714286,4.94065805695095
184.5906,7.95314285714286,188.055714285714,4.51968732890013
116.07402,21.99625,471.34125,8.34942279067841
128.2426,5.02293896713615,687.397339593114,5.42151383507232
160.152,12.6078125,414.025,10.2677004893912
176.9154,11.3431862745098,528.895588235294,14.3724480819122
122.90607,3.73546423562412,759.833520336606,4.61637446970167
76.89515,73.8,518.666666666667,44.1234631460406
124.90825,5.14646153846154,694.901538461538,5.575434617283
124.90825,12.2155,309.3225,10.1945515227498
122.90607,4.85530769230769,700.086153846154,5.36065202527591
65.47783,4.72995,437.33055,0.919463429125922
112.0305,26.31592039801,202.666169154229,19.6200462334475
122.90607,3.84935714285714,747.713571428571,4.69371210248567
121.3276,7.01434782608696,844.434782608696,10.7386229487555
152.93481,9.42671428571428,171.521428571429,4.98079939694956
