criticaltemp,wtd_gmean_Density,wtd_gmean_Valence,wtd_gmean_atomic_mass
29.0,53.5438109235142,2.21978342968743,36.1166119053847
26.0,54.0957182556368,2.21067940870655,36.3966020291995
19.0,53.9740223651659,2.23267852196607,36.1225090359592
22.0,53.7584862910218,2.2262216392083,36.1195603503211
23.0,53.1170285737926,2.20696281450132,36.1107157375382
23.0,52.2736420387673,2.18154329728693,36.0989262894004
11.0,50.2232980184116,2.1192680453341,36.0694695057962
33.0,53.7519285564517,2.23267852196607,35.8913680915719
36.0,53.4270174887903,2.2262216392083,35.7734324182576
31.0,53.1040703916268,2.21978342968743,35.6558842705178
33.0,52.4640206945722,2.20696281450132,35.421945462455
26.0,54.0642602239041,2.20696281450132,37.9342310251462
27.0,54.0348360503616,2.22165173570741,36.2592965414108
27.0,54.0957182556368,2.21067940870655,36.3966020291995
26.0,54.2787767644054,2.17808650024395,36.8116460385351
27.0,54.5852519033597,2.12482932758602,37.5139302399351
82.0,64.2890140414117,2.06336223306145,33.3190727483359
30.0,53.7584862910218,2.2262216392083,36.1195603503211
39.0,53.4270174887903,2.2262216392083,35.7734324182576
14.8,54.0788155383013,2.23915413212017,36.0096925680314
30.0,53.7519285564517,2.23267852196607,35.8913680915719
35.5,52.9433296193313,2.21657131050884,35.5972551206457
23.3,52.7830753934661,2.21336383940064,35.5387223749798
18.2,52.4640206945722,2.20696281450132,35.421945462455
18.3,52.1468945665342,2.20058030129855,35.3055522679253
18.3,51.8316853518351,2.1942162462567,35.1895415305294
37.5,53.2652991875517,2.2230002036721,35.7146099833749
20.0,52.8251106512046,2.2262216392083,35.1788295937542
76.9,4308.24173845826,2.76632373444518,137.387467131856
65.3,835.612314775121,2.40033060321975,73.4289831765329
78.6,2485.06487134982,2.6207413942089,115.819574924474
79.3,831.906079860057,2.40033060321975,72.5430728034325
90.0,367.204850069315,2.11110011888848,48.9559936648586
90.5,367.204850069315,2.11110011888848,48.9559936648586
92.0,416.454172815619,2.13982638786733,53.6111195184815
93.2,398.43897222171,2.09688192388147,53.1469252817524
94.4,392.006556825999,2.08275948798482,52.9637568451237
93.2,385.677986612883,2.06873216626383,52.7812196900977
80.5,379.451585101399,2.05479931812743,52.5993116409916
48.0,67.9848325596979,2.06336223306145,36.1552112429797
90.0,1780.07744735046,2.1192680453341,68.2296174829281
90.0,42.9291345717519,2.07779784084537,32.4876206818544
92.0,44.2588082289692,2.08275948798482,32.9962776738169
80.0,47.6620166849135,2.09485858532585,34.2649914406573
85.0,389.885638796861,2.11110011888848,52.2188603720756
8.0,40.4101821298131,2.06593805917258,32.6700523751374
13.0,41.7572950410582,2.06593805917258,32.7595423255238
91.0,42.0222348617506,2.06593805917258,32.8457242570066
94.0,42.1169255141901,2.06593805917258,32.8847552212223
93.0,42.2193021360834,2.06593805917258,32.9216605807418
93.0,42.3127318934243,2.06593805917258,32.9479184066728
91.0,42.4972601761819,2.06593805917258,33.0405315317033
18.0,2997.23557284384,2.15301268319815,80.285294584177
43.0,1911.13216722506,2.1192680453341,73.5483982707117
40.0,3063.15438701478,2.15301268319815,81.555638174518
70.0,1780.07744735046,2.1192680453341,68.2296174829281
95.5,39.7058084580045,2.04925248880628,31.5719577064091
94.0,661.496504364829,2.1689435423954,60.6611761030062
88.0,514.015826970178,2.14396192632526,55.3361196944535
28.0,53.5885515304722,2.20696281450132,37.0112446868672
35.5,53.4270174887903,2.2262216392083,35.7734324182576
