wtd_gmean_ThermalConductivity,wtd_mean_ElectronAffinity,wtd_mean_FusionHeat,wtd_mean_atomic_mass,wtd_range_atomic_radius
0.62197948704754,111.727142857143,3.84685714285714,57.8626922857143,42.9142857142857
0.619734632330547,112.316428571429,3.79685714285714,58.5184161428571,50.5714285714286
0.619094682704274,112.213571428571,3.82257142857143,57.8852418571429,49.3142857142857
0.620535408483887,111.970357142857,3.83471428571429,57.8739670714286,46.1142857142857
0.624877733754845,111.240714285714,3.87114285714286,57.8401427142857,36.5142857142857
0.630714805103745,110.267857142857,3.91971428571429,57.7950435714286,23.7142857142857
0.645547145403338,107.835714285714,4.04114285714286,57.6822957142857,15.4285714285714
0.625003895937664,112.086142857143,3.82257142857143,57.1751418571429,49.8
0.629441022509672,111.779214285714,3.83471428571429,56.8088170714286,46.8428571428571
0.633909649832865,111.472285714286,3.84685714285714,56.4424922857143,43.8857142857143
0.642942302860948,110.858428571429,3.87114285714286,55.7098427142857,37.9714285714286
0.529257783997972,106.166428571429,3.40785714285714,63.713457,40.0285714285714
0.619414574871733,112.265,3.80971428571429,58.201829,51.75
0.619734632330547,112.316428571429,3.79685714285714,58.5184161428571,50.5714285714286
0.620695797309414,112.470714285714,3.75828571428571,59.4681775714286,49.3142857142857
0.622301052748017,112.727857142857,3.694,61.0511132857143,49.3142857142857
1.20267708825327,108.723846153846,5.27107692307692,47.5053192307692,26.0
0.620535408483887,111.970357142857,3.83471428571429,57.8739670714286,46.1142857142857
0.629441022509672,111.779214285714,3.83471428571429,56.8088170714286,46.8428571428571
0.620598048058198,112.393071428571,3.81042857142857,57.5414666428571,52.7571428571429
0.625003895937664,112.086142857143,3.82257142857143,57.1751418571429,49.8
0.636155846100244,111.318821428571,3.85292857142857,56.2593298928571,42.4071428571429
0.638410001542362,111.165357142857,3.859,56.0761675,40.9285714285714
0.642942302860948,110.858428571429,3.87114285714286,55.7098427142857,37.9714285714286
0.647506780610342,110.5515,3.88328571428571,55.3435179285714,35.0142857142857
0.652103663222555,110.244571428571,3.89542857142857,54.9771931428571,32.0571428571429
0.631671384637255,111.62575,3.84078571428571,56.6256546785714,45.3642857142857
0.653394774623536,111.722214285714,3.84628571428571,55.7900599285714,47.3785714285714
32.8888780762287,61.0875,7.8811,152.46412,175.2
10.8491681517504,89.5475,7.1955,104.627,87.9
20.6182969701048,65.2055555555555,7.50244444444444,139.466266666667,142.666666666667
10.3602434701382,89.4129,7.1325,102.84178115,88.815
5.71899012324137,94.7033333333333,7.56066666666667,65.8346466666667,34.6
5.71899012324137,94.7033333333333,7.56066666666667,65.8346466666667,34.6
5.59026355497843,98.625,9.09066666666667,77.2794666666667,32.3333333333333
5.72444085919451,96.8225,8.134,75.9783078333333,38.8166666666667
5.72989679021212,96.2216666666667,7.98733333333333,75.451521,43.0333333333333
5.73535792124559,95.6208333333333,7.84066666666667,74.9247341666667,47.25
5.74082425725103,95.02,7.694,74.3979473333333,52.6666666666667
1.07390441706157,110.584615384615,4.858,55.09179,23.9230769230769
26.5786364903901,80.6,9.56028571428571,81.45675,65.4285714285714
0.66907775311293,110.090588235294,4.64470588235294,48.3803623529412,15.7647058823529
0.669888984089299,108.535833333333,4.65283333333333,49.4136183333333,16.75
0.671863213755674,104.76,4.67257142857143,51.9229542857143,22.6571428571429
5.71899012324137,97.4233333333333,6.98733333333333,73.2128,34.6
0.656852606640012,115.454,4.4572,50.9452,11.88
0.644301436540822,115.454,4.5132,51.36808,11.72
0.644301436540822,115.454,4.6012,51.78808,12.12
0.66390705463033,115.454,5.0732,51.9825056,12.28
0.660488082084392,115.454,5.3052,52.1688,12.28
0.667134804677043,115.454,5.0572,52.3028168,12.6
0.66390705463033,115.454,5.4732,52.785424,13.0
40.3271285105586,81.0318181818182,9.44745454545454,94.0176727272727,64.6363636363636
25.5793229276503,83.5142857142857,9.146,90.2359142857143,65.4285714285714
37.2583345566153,81.0318181818182,9.97472727272727,96.3827636363636,64.6363636363636
26.5786364903901,80.6,9.56028571428571,81.45675,65.4285714285714
0.66789788810538,113.509,4.5572,46.868971,22.7
7.57399959898114,76.455,8.0105,78.86562,63.9
6.71486091467766,84.2757142857143,7.81771428571429,73.2809171428571,51.3428571428571
0.575083824008956,108.703571428571,3.6395,60.7767998571429,43.6928571428571
0.629441022509672,111.779214285714,3.83471428571429,56.8088170714286,46.8428571428571
10.2692890390007,89.4475,7.1255,102.9195735,79.05
0.647506780610342,110.5515,3.88328571428571,55.3435179285714,35.0142857142857
5.71899012324137,94.7033333333333,7.56066666666667,65.8346466666667,34.6
0.712956205469156,115.454,4.3292,52.6324,12.6
