criticaltemp,wtd_gmean_Density,wtd_gmean_Valence,wtd_gmean_fie,wtd_mean_atomic_mass
29.0,53.5438109235142,2.21978342968743,938.016780052204,57.8626922857143
26.0,54.0957182556368,2.21067940870655,938.745412527433,58.5184161428571
19.0,53.9740223651659,2.23267852196607,939.009035665864,57.8852418571429
22.0,53.7584862910218,2.2262216392083,938.512776724546,57.8739670714286
23.0,53.1170285737926,2.20696281450132,937.025572960086,57.8401427142857
23.0,52.2736420387673,2.18154329728693,935.046299909737,57.7950435714286
11.0,50.2232980184116,2.1192680453341,930.116388995673,57.6822957142857
33.0,53.7519285564517,2.23267852196607,940.196999785305,57.1751418571429
36.0,53.4270174887903,2.2262216392083,940.294344338809,56.8088170714286
31.0,53.1040703916268,2.21978342968743,940.391698971013,56.4424922857143
33.0,52.4640206945722,2.20696281450132,940.586438475689,55.7098427142857
26.0,54.0642602239041,2.20696281450132,949.165190419892,63.713457
27.0,54.0348360503616,2.22165173570741,938.877214843953,58.201829
27.0,54.0957182556368,2.21067940870655,938.745412527433,58.5184161428571
26.0,54.2787767644054,2.17808650024395,938.350116584238,59.4681775714286
27.0,54.5852519033597,2.12482932758602,937.691659877668,61.0511132857143
82.0,64.2890140414117,2.06336223306145,943.328777591012,47.5053192307692
30.0,53.7584862910218,2.2262216392083,938.512776724546,57.8739670714286
39.0,53.4270174887903,2.2262216392083,940.294344338809,56.8088170714286
14.8,54.0788155383013,2.23915413212017,940.099665309456,57.5414666428571
30.0,53.7519285564517,2.23267852196607,940.196999785305,57.1751418571429
35.5,52.9433296193313,2.21657131050884,940.440380066952,56.2593298928571
23.3,52.7830753934661,2.21336383940064,940.489063682958,56.0761675
18.2,52.4640206945722,2.20696281450132,940.586438475689,55.7098427142857
18.3,52.1468945665342,2.20058030129855,940.683823350249,55.3435179285714
18.3,51.8316853518351,2.1942162462567,940.781218307683,54.9771931428571
37.5,53.2652991875517,2.2230002036721,940.343020395009,56.6256546785714
20.0,52.8251106512046,2.2262216392083,941.726157610762,55.7900599285714
76.9,4308.24173845826,2.76632373444518,634.513943738143,152.46412
65.3,835.612314775121,2.40033060321975,765.267222534948,104.627
78.6,2485.06487134982,2.6207413942089,659.59463200443,139.466266666667
79.3,831.906079860057,2.40033060321975,761.883386738609,102.84178115
90.0,367.204850069315,2.11110011888848,810.835777778831,65.8346466666667
90.5,367.204850069315,2.11110011888848,810.835777778831,65.8346466666667
92.0,416.454172815619,2.13982638786733,808.543501862101,77.2794666666667
93.2,398.43897222171,2.09688192388147,803.978231711222,75.9783078333333
94.4,392.006556825999,2.08275948798482,801.852774520411,75.451521
93.2,385.677986612883,2.06873216626383,799.732936347743,74.9247341666667
80.5,379.451585101399,2.05479931812743,797.618702338358,74.3979473333333
48.0,67.9848325596979,2.06336223306145,928.325409806207,55.09179
90.0,1780.07744735046,2.1192680453341,702.424196542615,81.45675
90.0,42.9291345717519,2.07779784084537,966.028030239743,48.3803623529412
92.0,44.2588082289692,2.08275948798482,958.927828020883,49.4136183333333
80.0,47.6620166849135,2.09485858532585,941.900982976533,51.9229542857143
85.0,389.885638796861,2.11110011888848,795.143794146561,73.2128
8.0,40.4101821298131,2.06593805917258,974.044721430737,50.9452
13.0,41.7572950410582,2.06593805917258,980.529975904899,51.36808
91.0,42.0222348617506,2.06593805917258,976.861307541287,51.78808
94.0,42.1169255141901,2.06593805917258,977.820672619618,51.9825056
93.0,42.2193021360834,2.06593805917258,978.769333860581,52.1688
93.0,42.3127318934243,2.06593805917258,979.840726894317,52.3028168
91.0,42.4972601761819,2.06593805917258,969.071123246613,52.785424
18.0,2997.23557284384,2.15301268319815,662.562296217489,94.0176727272727
43.0,1911.13216722506,2.1192680453341,689.448525312811,90.2359142857143
40.0,3063.15438701478,2.15301268319815,676.132886030662,96.3827636363636
70.0,1780.07744735046,2.1192680453341,702.424196542615,81.45675
95.5,39.7058084580045,2.04925248880628,979.306042331044,46.868971
94.0,661.496504364829,2.1689435423954,734.151747249523,78.86562
