superconduct/table13.gmean_FusionHeat,superconduct/table13.mean_FusionHeat,superconduct/table13.std_FusionHeat
17.6717288344972,17.7,1.0
2.70170194138684,5.903,5.03790005855614
4.54968458544814,8.0144,4.43821466808445
4.46215557747153,7.04171428571429,4.2229171269662
6.24331413280121,12.9644,9.24609049490648
15.1646689927335,16.56,7.00298507780789
3.47947484936327,6.9055,4.59906411675245
28.680909323042,40.58,34.9279486944195
19.6486355725969,35.4,40.3717103923032
5.48187923982278,5.535,0.765
5.32876814648097,9.7844,5.46601989019433
3.47947484936327,6.9055,4.59906411675245
7.30040030331282,10.1533333333333,8.21577885670143
17.8615927957604,23.9333333333333,18.5192392452342
16.5550776520422,20.0,9.71219165104698
4.54968458544814,8.0144,4.43821466808445
7.09609738823525,14.1802857142857,15.0948778608061
4.08662078283443,7.0644,4.10245163774054
18.1364932257612,21.8666666666667,10.708667309967
5.89238212540789,10.6703333333333,7.76759511617907
9.09615303301346,11.95,7.75
6.95420445009316,14.3766666666667,15.3632382292565
4.72633760947102,8.3044,4.38506527203416
6.88039201707205,15.1203333333333,16.1135160829521
5.48671475424281,9.44366666666667,6.01545015402468
4.03556899860879,8.1805,4.9481552875794
17.4051716452323,17.45,1.25
3.24122375040231,6.4305,4.58568323698879
4.4336569443875,6.97028571428571,4.15223181689372
14.5360708312294,15.76,6.54051985701443
6.88568788026337,14.5044,9.8967791447521
20.9449806936765,22.8,8.31544747242544
17.5869652109077,24.5666666666667,18.6637497720998
20.2780669690185,20.85,4.85
13.477759457714,53.365,51.635
3.19563206139368,13.1406666666667,15.541963868472
3.58503294864781,7.1055,4.58575956085794
35.7458958236972,54.5666666666667,39.4467010309129
8.6324967419629,9.6,4.2
30.2985148150862,30.75,5.25
4.38850050581684,7.28457142857143,4.37670648701388
4.45669317640804,11.3224,11.7381401865883
26.6669151744047,39.34,35.7329875605161
4.90252046633942,7.476,3.95979350110944
21.8494851197917,21.85,0.15
3.55951507819241,7.0555,4.58663719406713
20.8775947866345,21.1666666666667,3.56682242650545
8.04123551379595,12.6575,9.85436039273985
21.4526464568882,21.7333333333333,3.60585942907128
7.35,7.35,0.0
4.04080998930699,6.9944,4.11736875200655
4.03556899860879,8.1805,4.9481552875794
4.23639507725495,7.3444,4.14290302082972
7.47574385874137,11.01,6.73356270236393
9.97954485389545,14.7,10.2667748912045
4.23361880416823,6.827,3.96218184842644
36.6060104354463,38.4,11.6
8.53654393077615,14.8666666666667,14.9704894895109
5.42163381715201,11.3244,9.25396247236826
9.42470264337299,14.5633333333333,10.4283918010188
27.5379970616258,30.7333333333333,14.3576537854283
4.16392151950927,7.2324,4.16516110612783
3.15539892324812,8.4124,7.24508820098141
5.0859365115863,9.7144,6.53978512185225
10.9253904071815,12.2333333333333,5.06249828532207
3.40095998408194,6.4304,4.62784535610256
