superconduct/table16.entropy_atomic_radius,superconduct/table16.range_atomic_radius,superconduct/table16.std_atomic_radius
0.692941327324942,7.0,3.5
1.26017526380072,205.0,73.1552287946665
1.50121758487734,205.0,69.9228145886591
1.878662636849,171.0,53.6561235259941
1.50119778329526,199.0,64.7011591859064
1.36919098581466,80.0,28.3196045170126
1.27527399052522,171.0,65.5796271718588
1.50669221981227,159.0,66.7185131728818
1.32586953227939,128.0,45.9782557302906
0.686230619361082,41.0,20.5
1.50367904862732,205.0,69.5212197821644
1.27527399052522,171.0,65.5796271718588
1.09618666892105,29.0,11.8977121983832
1.07339428128113,58.0,27.3414622058798
1.07397032138256,81.0,35.1852241715184
1.50121758487734,205.0,69.9228145886591
1.84400659244716,205.0,69.5718685817708
1.50011174221312,205.0,76.3450063854867
1.07957410384224,73.0,30.8004328973907
1.7081591799541,185.0,60.7142670401465
0.689976960830698,23.0,11.5
1.02877605855905,113.0,49.9266128098699
1.50851401474209,183.0,65.6365751696415
1.67220271867086,205.0,74.0825365536455
1.70015496793003,205.0,71.4113669756667
1.25670056650299,205.0,77.5258021564434
0.690467808703202,24.0,12.0
1.26330558899854,199.0,72.2958332132634
1.88220003125537,171.0,49.5918031409981
1.57161173938564,139.0,46.8828326789242
1.51590032849139,171.0,57.593749660879
1.09598030631712,32.0,14.0554457615387
1.07286716433233,84.0,34.3446583263767
0.693009815825648,6.0,3.0
0.684690187984126,20.0,10.0
0.973119172089837,145.0,61.5160322373137
1.25775303954432,205.0,76.6452868740146
1.04534389287856,78.0,33.0790299468141
0.672061177844016,53.0,26.5
0.692124130188039,18.0,9.0
1.84400659244716,205.0,69.5718685817708
1.50939241531097,205.0,66.8101788651999
1.53305938912734,145.0,51.2015624761589
1.87904233108332,171.0,53.6161717912704
0.686769376132934,44.0,22.0
1.24779695305753,205.0,84.0903531922658
1.08459982986733,57.0,26.1916017074176
1.33164809987321,111.0,45.7732181521029
1.08551595574557,65.0,26.9938264547038
0.0,0.0,0.0
1.51912201942685,171.0,58.7857125499045
1.25670056650299,205.0,77.5258021564434
1.49725721357831,205.0,79.5472186817365
1.07145787120278,69.0,28.1780056072107
1.0776640243562,76.0,31.084115271666
1.70540512031327,199.0,64.0193113226175
0.615258027986311,111.0,55.5
1.02777009125422,111.0,47.6864760702655
1.49279239184479,199.0,71.6586352088846
1.03678531860769,151.0,63.6361183256455
1.0748131937063,73.0,33.5095342982992
1.50875989419117,205.0,68.6352679021507
1.50454095197579,171.0,60.8032893847035
1.49783268315544,205.0,72.1925203881953
1.08402453889614,53.0,21.853044537445
1.50889625036342,205.0,67.3361715573435
1.33367090192615,82.0,35.7351367704113
1.50011174221312,205.0,76.3450063854867
1.50703211965634,205.0,70.3380409167045
1.86704937678981,205.0,62.9771581526159
1.70690905308905,185.0,61.8376009308971
1.09444607955201,39.0,15.9652400197707
1.44865127202394,205.0,79.5562693946869
0.693037111274792,5.0,2.5
1.38240574368229,36.0,14.3614066163451
0.689351675745304,33.0,16.5
1.70708019085757,205.0,61.5451505445844
1.70765515759528,205.0,64.3188671127428
1.52086678138862,171.0,58.6631059525491
1.49986114126876,205.0,76.7932288681756
1.52027198000205,171.0,58.6665151513195
1.27527399052522,171.0,65.5796271718588
0.689009238476659,29.0,14.5
1.70118118273985,205.0,70.2695208148992
0.965292710306267,145.0,67.6576348652209
0.690338153538419,23.0,11.5
0.68343313068348,43.0,21.5
1.04419984826072,82.0,37.7477004450455
1.50301899461572,205.0,69.6178138122708
1.64608339936572,177.0,67.0621602197046
1.51113455086629,146.0,56.3077259352569
1.51912201942685,171.0,58.7857125499045
1.05711977098819,117.0,48.3942145302514
1.71839685510504,171.0,53.4405172962322
1.69111689194524,178.0,65.1357556697292
1.09383108378687,33.0,13.7194104181711
0.692328353013146,14.0,7.0
1.87104235153137,190.0,58.2506897567991
1.50681726904963,205.0,69.4935968273337
1.25878050352551,205.0,72.5827114401219
0.0,0.0,0.0
0.670338558499731,60.0,30.0
1.50476600034483,205.0,72.1925203881953
0.0,0.0,0.0
1.71135807336242,185.0,60.3545082547001
1.71713704316059,171.0,53.5249163162976
1.36492294506016,94.0,34.5940746371398
0.910771760220997,250.0,102.496612410145
1.25670056650299,205.0,77.5258021564434
1.3417468814728,139.0,51.5897276596805
1.71025656245424,185.0,62.2166912224257
1.87557528634355,171.0,54.3555941209817
