superconduct/table41.gmean_Valence,superconduct/table41.mean_Valence,superconduct/table41.wtd_mean_FusionHeat,superconduct/table41.wtd_std_Valence
4.0,4.0,18.5,0.0
2.0,2.0,4.305,0.0
2.1689435423954,2.2,5.21492307692308,0.266469355010596
2.47939698673123,2.57142857142857,4.6365,0.451558772967359
3.43754385517496,3.6,12.3355,1.11551557586616
3.30975091964687,3.5,18.404,1.19599331101808
2.21336383940064,2.25,3.83301428571429,0.441485225213294
2.93015605158352,3.0,43.065,0.687184270936277
2.63214802590498,2.75,58.11875,0.82915619758885
3.46410161513775,3.5,5.1525,0.433012701892219
2.49146187923103,2.6,5.31743343653251,0.337216231632068
2.21336383940064,2.25,3.84685714285714,0.43705881545081
4.16016764610381,4.33333333333333,6.21428571428571,1.04978131833565
2.28942848510666,2.33333333333333,36.2597333333333,0.471404520791032
4.48140474655716,4.66666666666667,20.0,1.24721912892465
2.1689435423954,2.2,5.23040384615385,0.266469355010596
2.2456485239871,2.28571428571429,10.6738571428571,0.309294787065871
2.49146187923103,2.6,4.93017901234568,0.35458164450952
4.30886938006377,4.33333333333333,22.47,0.433012701892219
2.88449914061482,3.16666666666667,5.29042857142857,0.926481163833769
3.87298334620742,4.0,7.64444444444444,0.831479419283098
5.64621617328617,5.66666666666667,14.132,0.471404520791032
2.60517108469735,2.8,4.79563636363636,1.15508219449226
2.28942848510666,2.33333333333333,6.66953846153846,0.319485533189157
2.40187391035201,2.5,5.76046153846154,0.299382994698752
2.21336383940064,2.25,5.328875,0.268368188083089
4.0,4.0,18.62,0.0
2.82842712474619,3.0,3.93971428571429,0.903507902905251
2.66709661118172,2.85714285714286,8.308,1.0774197572596
2.99255573947769,3.2,18.2398,1.20533587020382
3.1291346445319,3.4,10.12075,1.26861144563653
4.7622031559046,5.0,21.9666666666667,1.4142135623731
2.88449914061482,3.0,26.2272727272727,0.852802865422442
4.24264068711928,4.5,22.4666666666667,1.4142135623731
4.89897948556636,5.0,53.365,1.0
3.30192724889463,3.66666666666667,8.58744186046512,1.67053813916911
2.21336383940064,2.25,4.91953846153846,0.266469355010596
2.88449914061482,3.0,38.6533333333333,0.541866732283461
4.24264068711928,4.5,9.6,1.5
4.89897948556636,5.0,32.5,0.942809041582063
2.47939698673123,2.71428571428571,4.99653846153846,0.558715771756505
2.56947031424688,3.0,4.25237214885954,0.544533898201283
2.70192007704123,2.8,41.6633333333333,0.687184270936277
2.33986162551737,2.42857142857143,8.20971428571428,0.662247256371386
4.24264068711928,4.5,21.75,1.11803398874989
2.37841423000544,2.5,8.91742857142857,0.699854212223765
6.0,6.0,20.2733333333333,0.0
5.1800401282227,5.25,10.556875,0.707106781186548
4.64158883361278,4.66666666666667,20.975,0.5
2.0,2.0,7.35,0.0
2.1689435423954,2.2,3.81435714285714,0.444696640464954
2.21336383940064,2.25,5.36827617698,0.269313384937638
2.49146187923103,2.6,5.13488537549407,0.342758630651048
4.7622031559046,5.0,14.073,1.5
2.46621207433047,3.0,14.7,1.63299316185545
2.40187391035201,2.5,8.21275,0.559016994374947
3.87298334620742,4.0,42.2666666666667,0.942809041582063
5.64621617328617,5.66666666666667,18.2785714285714,0.309294787065871
2.99255573947769,3.2,12.22425,1.1659223816361
2.46621207433047,3.0,17.038,1.49666295470958
4.16016764610381,4.33333333333333,36.1052631578947,1.03939040305955
2.1689435423954,2.2,4.82025594737245,0.294065171193635
2.60517108469735,2.8,6.31325,1.0
2.1689435423954,2.2,5.85992307692308,0.266469355010596
4.7622031559046,5.0,13.23,1.5
2.0,2.0,4.53016666666667,0.0
2.63214802590498,2.75,30.7248730964467,0.747648126903626
2.49146187923103,2.6,5.06787301587302,0.290388355182154
2.1689435423954,2.2,5.63197506234414,0.26308931461153
2.2456485239871,2.28571428571429,4.59941176470588,0.229694396037287
2.49288287167843,2.66666666666667,5.02906666666667,1.02277704749808
3.77976314968462,4.0,21.6056943056943,0.312752735621049
2.49146187923103,2.6,10.6105714285714,0.401385356087679
5.47722557505166,5.5,21.903,0.487749935930288
3.13016916014657,3.25,5.45714285714286,0.483186700722508
4.89897948556636,5.0,21.2333333333333,0.942809041582063
2.24492409661875,2.33333333333333,4.72862613981763,0.343343981676424
2.28942848510666,2.33333333333333,4.89326905434833,0.289963143334202
2.49146187923103,2.6,4.11844839067703,0.543636284232265
2.49146187923103,2.6,5.20394552529183,0.370978566118382
2.1689435423954,2.2,3.84642857142857,0.440952123830019
2.21336383940064,2.25,3.82339561378525,0.440508504313238
4.47213595499958,4.5,11.7575,0.341723572496836
2.40187391035201,2.5,9.39085714285714,0.435421447260805
2.28942848510666,3.0,8.83851851851852,1.73543539662277
1.41421356237309,1.5,10.115,0.458257569495584
4.47213595499958,4.5,18.95,0.433012701892219
2.51984209978975,2.66666666666667,33.06,0.8
2.1689435423954,2.2,5.44933333333333,0.249443825784929
2.22090615485233,2.5,4.59523214285714,1.16857741823037
2.09127910518255,2.4,5.86228571428571,1.38328210707545
2.1689435423954,2.2,3.82075,0.440952123830019
3.55689330449006,3.66666666666667,18.46,0.979795897113271
2.40187391035201,2.5,4.36761538461538,0.423076923076923
2.49288287167843,2.66666666666667,10.0431764705882,0.583065517694089
4.16016764610381,4.33333333333333,12.2202985074627,1.02209447310543
6.0,6.0,21.875,0.0
2.66709661118172,2.85714285714286,9.33555555555555,1.19579703777671
2.49146187923103,2.6,10.0402857142857,0.622044030202207
2.21336383940064,2.25,3.48275268817204,0.383529293172629
6.0,6.0,20.0,0.0
4.47213595499958,4.5,29.65,0.433012701892219
2.1689435423954,2.2,5.616,0.253846153846154
4.0,4.0,105.0,0.0
3.0861636884341,3.5,5.67685714285714,1.04246567995189
2.61532097202366,2.83333333333333,4.99302631578947,0.888815545989292
2.82842712474619,3.0,21.02,0.854166260162505
2.28942848510666,3.0,8.51494117647059,1.74498787931663
2.21336383940064,2.25,5.328875,0.268368188083089
2.78315768371374,3.0,18.29792,1.22577753283375
2.74945927399721,3.0,5.65385714285714,1.04246567995189
2.41565251562535,2.57142857142857,5.00196666666667,1.021822989672
2.82842712474619,3.0,6.728,1.0
6.0,6.0,31.0,0.0
2.28942848510666,2.33333333333333,9.927875,0.323494107365188
6.0,6.0,20.8,0.0
3.30975091964687,3.5,18.26048,1.19763306567579
2.49146187923103,2.6,5.10324031007752,0.424591129848966
4.0,4.0,50.5,0.0
2.70192007704123,3.0,9.65842857142857,0.431078382000967
2.49146187923103,2.6,5.15785196607556,0.369385422414432
2.6207413942089,2.66666666666667,36.2537333333333,0.469971157507446
3.91486764116886,4.0,18.5455,0.62767427858723
2.40224886796286,2.6,4.9544,1.01980390271856
2.61532097202366,2.83333333333333,4.91386666666667,1.03503086373735
2.49288287167843,2.66666666666667,4.92976315789474,1.01537692740634
2.21336383940064,2.25,5.263881989973,0.266798774491754
2.21336383940064,2.25,3.8465429300085,0.446660518052727
4.55901411390956,4.75,6.79085714285714,1.04978131833565
2.40187391035201,2.5,5.846,0.293922664223735
4.47213595499958,4.5,18.2,0.5
2.86193816221051,3.0,4.1855,0.814122477372579
2.2456485239871,2.28571428571429,7.95314285714286,0.318157963590287
4.64158883361278,4.66666666666667,21.99625,0.409076704298839
2.13982638786733,2.16666666666667,5.02293896713615,0.242238154252136
6.0,6.0,12.6078125,0.0
