superconduct/table34.entropy_Density,superconduct/table34.std_Density
0.585882480683909,3758.0
0.97786159649685,5164.79122698901
1.32221306724433,3084.72934185263
1.61533893769409,3850.21631901231
1.37304839174241,3106.18007971311
1.25184156530209,2819.49706286423
0.995982779568411,3402.85619588643
1.46314879962696,3134.74934245148
1.28444307256885,2735.60829615645
0.64835873194315,2597.0
1.30961869274625,3412.73853514836
0.995982779568411,3402.85619588643
1.05778115560485,2581.86758417666
0.842551170513748,3247.70975714682
0.882969906021373,7838.25977001415
1.32221306724433,3084.72934185263
1.62640550505155,2632.69195240346
1.33842893236474,3142.15185634408
1.08025804028922,1336.61171956888
1.51932875183726,4089.22916021877
0.654038572993808,2576.5
0.775563246254393,6359.0927200523
1.28368374942418,3705.94727084002
1.4813291435311,2728.15527190386
1.46519950397792,3511.87237691348
1.01540712310099,3194.93894591629
0.638460733374157,2196.5
1.08892790263583,3350.30285164755
1.62883852963181,4147.24891649295
1.55990864881673,2098.37731592771
1.32352592064841,2800.37784300736
0.933498059704574,8533.84482842028
0.979564438362623,2696.92384434975
0.492539367493996,4692.5
0.690618150422936,150.0
0.665039921305987,7927.84207912624
1.03449529359397,3422.72855597441
1.08833378265837,304.369658292164
0.66389649173122,1527.5
0.684875384287952,1515.0
1.61053674247406,2662.99550489802
1.22828204199777,7420.6881556259
1.45459718404964,2978.03049010583
1.6124155183148,3982.37783992471
0.686281952691354,1304.5
1.03439966255168,3368.21994666807
0.981963874578947,7445.49528238384
1.21954258720489,3799.84190460603
1.06609387078446,1660.39479910318
0.0,0.0
1.30957873721684,3230.29792161753
1.01540712310099,3194.93894591629
1.33790338269316,3183.85648491991
0.973494729223814,2493.63082004267
0.879750443120511,2885.79906130386
1.40784241567781,4229.95702522892
0.530713902229333,3055.0
0.62811372691396,4198.23569143558
1.3221966308157,2869.67961173483
0.939520669033287,2633.72566697614
0.617909472379154,9385.93835952958
1.2247501848213,3207.25675766792
1.18071409815436,3001.84053740477
1.33129352928075,3501.27608828646
1.07897043586277,1248.20858299671
1.13937944437554,5026.19188983534
1.13778507527725,2936.99757405416
1.33842893236474,3142.15185634408
1.21828823769393,3052.92000571364
