gmean_fie,mean_fie
718.15289995213,775.425
720.605510513725,766.44
718.15289995213,775.425
718.15289995213,775.425
718.15289995213,775.425
718.15289995213,775.425
718.15289995213,775.425
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
768.233304792613,821.54
720.605510513725,766.44
720.605510513725,766.44
720.605510513725,766.44
720.605510513725,766.44
708.3233403671,753.08
718.15289995213,775.425
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
734.219624171273,787.05
747.36961095849,797.15
737.864919527106,790.9
737.864919527106,790.9
737.864919527106,790.9
667.000595694566,708.95
741.629348855485,794.0
741.629348855485,794.0
731.040719484406,785.4
733.544320233598,787.4
733.544320233598,787.4
733.544320233598,787.4
733.544320233598,787.4
718.15289995213,775.425
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
714.946183650756,773.025
720.069665798359,776.875
735.158015772234,788.7
726.596497025721,781.9
728.828770624619,783.65
731.040719484406,785.4
733.544320233598,787.4
708.641979880737,768.4
714.946183650756,773.025
717.820867453222,775.175
735.158015772234,788.7
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
768.233304792613,821.54
734.219624171273,787.05
693.484881001981,740.94
734.219624171273,787.05
741.629348855485,794.0
737.864919527106,790.9
708.641979880737,768.4
741.629348855485,794.0
718.15289995213,775.425
734.219624171273,787.05
718.256499022693,761.2
716.567032895852,759.66
717.073347854148,760.12
730.702157771626,773.0
739.129589643532,781.46
738.934748548927,781.26
734.615272701362,776.88
765.715174475879,810.8
687.000354952822,734.96
688.274127036429,735.94
690.487190067069,737.66
703.796852049531,748.48
745.091012254164,787.02
745.091012254164,787.02
745.091012254164,787.02
745.091012254164,787.02
745.091012254164,787.02
741.629348855485,794.0
787.159287702356,835.0
823.894019261449,886.18
741.629348855485,794.0
741.629348855485,794.0
735.158015772234,788.7
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
728.828770624619,783.65
709.473299760308,754.04
741.629348855485,794.0
741.629348855485,794.0
741.629348855485,794.0
725.321918974824,767.92
717.820867453222,775.175
717.820867453222,775.175
717.820867453222,775.175
717.820867453222,775.175
717.820867453222,775.175
717.820867453222,775.175
717.820867453222,775.175
741.629348855485,794.0
783.844635520963,827.5
783.844635520963,827.5
731.040719484406,785.4
728.828770624619,783.65
735.158015772234,788.7
741.629348855485,794.0
720.069665798359,776.875
735.158015772234,788.7
741.629348855485,794.0
737.864919527106,790.9
741.629348855485,794.0
740.540285254181,782.44
705.366436731606,750.64
705.366436731606,750.64
734.219624171273,787.05
734.615272701362,776.88
734.615272701362,776.88
705.366436731606,750.64
705.366436731606,750.64
705.366436731606,750.64
705.366436731606,750.64
705.366436731606,750.64
741.629348855485,794.0
741.629348855485,794.0
731.040719484406,785.4
831.170151425455,897.46
831.170151425455,897.46
831.170151425455,897.46
741.629348855485,794.0
720.069665798359,776.875
735.158015772234,788.7
726.596497025721,781.9
728.828770624619,783.65
731.040719484406,785.4
733.544320233598,787.4
737.864919527106,790.9
708.641979880737,768.4
741.629348855485,794.0
714.946183650756,773.025
717.820867453222,775.175
734.219624171273,787.05
734.219624171273,787.05
740.540285254181,782.44
771.891022146416,816.36
739.389996391423,781.3
765.355976147812,808.82
744.894599675854,786.82
740.540285254181,782.44
736.595609239425,778.56
745.091012254164,787.02
745.091012254164,787.02
741.629348855485,794.0
690.770034864017,739.18
690.770034864017,739.18
745.091012254164,787.02
745.091012254164,787.02
745.091012254164,787.02
741.629348855485,794.0
745.091012254164,787.02
745.091012254164,787.02
745.091012254164,787.02
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
873.396370367753,971.2
741.629348855485,794.0
735.158015772234,788.7
731.040719484406,785.4
726.596497025721,781.9
728.828770624619,783.65
741.629348855485,794.0
734.219624171273,787.05
734.615272701362,776.88
734.615272701362,776.88
734.615272701362,776.88
734.615272701362,776.88
702.115183963558,747.78
702.115183963558,747.78
741.629348855485,794.0
724.049570486078,766.76
724.049570486078,766.76
724.049570486078,766.76
724.049570486078,766.76
724.049570486078,766.76
724.049570486078,766.76
740.399332713733,779.88
740.399332713733,779.88
740.399332713733,779.88
740.399332713733,779.88
765.715174475879,810.8
741.629348855485,794.0
744.894599675854,786.82
722.856876655155,765.68
741.629348855485,794.0
745.091012254164,787.02
745.091012254164,787.02
