superconduct/table32.gmean_ElectronAffinity,superconduct/table32.mean_ElectronAffinity
22.4124965142217,32.15
25.0849620053422,69.8375
26.1868243919949,62.09
28.4106973077136,52.9857142857143
57.9632933173324,71.18
24.2361445507395,41.4425
48.4772646848066,79.6075
66.6902105395603,80.02
101.150448904901,109.575
42.5640693543275,43.05
55.6819073296071,74.83
48.4772646848066,79.6075
55.837830146963,64.3666666666667
17.181187742659,49.8666666666667
84.3491525765403,93.8333333333333
26.1868243919949,62.09
24.8492759693989,49.65
58.7537238728356,76.17
104.722503553162,105.633333333333
63.2891716175881,88.6716666666667
46.5541620051312,62.7
108.769464081178,143.5
55.6271536507856,82.626
33.8777221367105,57.28
37.3377370080858,64.12
53.5279646494387,77.2375
24.3581608501135,37.15
82.046890506221,91.35
33.207929590615,61.7857142857143
44.0127158147989,59.45
36.6684260607161,59.566
79.9123989022755,97.0666666666667
91.2190342167558,99.3666666666667
44.8874147172679,61.2
176.955079045502,178.45
61.8214578140289,81.1
60.7214928257155,82.3375
18.7325597831008,61.7
58.1360473372588,106.85
10.4928547116597,37.45
32.9092091130978,74.4071428571429
22.9273971849706,59.07
71.3929144341023,89.62
18.4841167894547,48.8571428571429
75.6756235521056,81.35
60.7214928257155,82.3375
182.171666110461,183.666666666667
117.630568860998,135.2
43.7016056117348,67.1333333333333
1.5,1.5
24.1907168067826,63.986
53.5279646494387,77.2375
58.7537238728356,76.17
87.2586594689878,136.8
42.0305559956903,50.3333333333333
27.7868485957919,57.5
49.7023138294386,57.9
171.625656818142,206.8
36.5835772696956,59.446
40.4495454617075,48.3666666666667
73.9140650844203,102.4
34.7356747059872,66.244
43.1781068798815,70.926
28.9662452791622,66.17
86.5308636119092,135.133333333333
17.2612781570872,56.644
29.389812192504,74.65
58.7537238728356,76.17
31.6524095958504,62.564
20.7091936875991,50.7742857142857
35.6744697077684,69.5
45.5770429226221,59.3
66.2452566416326,92.87
58.5506618237574,58.95
58.3419670271907,65.15
68.8267389900175,76.9
19.564750178291,53.3033333333333
37.0920628817752,63.7866666666667
45.8275566149212,71.006
53.1160816531692,72.09
57.4684730300687,86.386
48.4772646848066,79.6075
156.217284575043,166.55
34.3273426985958,60.72
85.2607345667113,92.3
13.8076065992626,64.3
30.8669726406721,56.9
29.7974691182743,90.1333333333333
62.210509235202,84.49
74.332931988525,123.438333333333
65.117711333319,129.334
24.1907168067826,63.986
41.2953294165028,49.4
26.2493329020238,55.0166666666667
34.2426398571651,66.1333333333333
85.90956709876,110.3
100.172351474846,109.15
35.8052413956107,64.8
37.5554406887591,63.61
48.3485238699581,74.6375
206.8,206.8
83.8970202093019,93.6
35.0119375417732,66.644
155.4,155.4
63.5197421718319,89.0716666666667
33.7005122489562,67.0166666666667
47.1203808377507,73.9325
81.2546853313902,89.8666666666667
53.5279646494387,77.2375
39.350928142586,56.4125
55.8717747626187,79.1216666666667
21.1084164442423,56.8714285714286
82.046890506221,91.35
107.6,107.6
34.1014763070624,60.3866666666667
85.539230765772,88.5
34.2584660957039,44.3375
58.7537238728356,76.17
21.4940022931244,66.5
57.016925592642,76.47
53.1160816531692,72.09
8.99407016794234,15.6333333333333
27.5281650832945,35.0666666666667
33.1487827641917,73.1
35.6744697077684,69.5
32.7981780734071,66.1
53.5279646494387,77.2375
48.4772646848066,79.6075
83.8253349937533,110.3
37.3377370080858,64.12
76.0226282102901,79.95
74.7499913797896,83.38
18.0004493434774,47.9714285714286
95.955729587832,96.3666666666667
26.4646193091205,56.625
150.620202495224,155.066666666667
84.6732147080535,108.9
48.4772646848066,79.6075
69.5193498243474,93.25
53.1160816531692,72.09
57.9632933173324,71.18
20.5744543254246,55.4533333333333
37.5083181547516,40.5666666666667
94.1370505380303,102.166666666667
57.4684730300687,86.386
33.4996414594508,63.02
33.1587450845743,59.9857142857143
39.350928142586,56.4125
82.2449998480151,84.3
25.0849620053422,69.8375
37.3377370080858,64.12
75.2593515783919,76.9
26.1868243919949,62.09
35.7037292235784,63.0033333333333
117.5945576972,117.95
12.3007336465037,24.5666666666667
148.137694473647,151.8
58.2901256971925,75.77
67.5774467384577,79.3
69.9117481463209,82.76
70.4006392016436,92.5
24.1907168067826,63.986
61.9033117046253,70.65
33.1487827641917,73.1
44.8874147172679,61.2
70.8466653874829,96.1
80.5138306804712,88.6
36.2406879069306,83.9
18.0004493434774,47.9714285714286
134.130039772621,163.14
18.6153013180184,60.7333333333333
56.7896921567208,84.646
110.243745006395,126.34
36.7053911394044,71.1
135.196814650764,163.54
44.9528342067083,76.3825
37.0920628817752,63.7866666666667
35.8645386087699,64.8857142857143
34.7356747059872,66.244
47.5346393030081,55.175
39.9314753832468,64.03
47.1823579896103,69.31
52.2369468932423,76.955
39.7974873578722,41.25
35.3405935075717,64.1571428571429
59.4978533004305,73.0
53.5279646494387,77.2375
131.199847560887,142.05
46.9067939516844,54.05
130.48908140119,160.85
60.7214928257155,82.3375
33.1487827641917,73.1
53.5279646494387,77.2375
113.163463269655,144.866666666667
32.7981780734071,66.1
85.90956709876,110.3
53.5279646494387,77.2375
43.5909421101066,66.9883333333333
41.1517202392887,42.1666666666667
135.196814650764,163.54
81.2384481711397,90.85
56.7096204624861,90.4075
55.6819073296071,74.83
38.7017673077362,39.7
74.7499913797896,83.38
122.197494330133,123.766666666667
79.5,79.5
25.117382459464,49.9642857142857
38.8737635112424,67.176
37.0920628817752,63.7866666666667
82.046890506221,91.35
74.7499913797896,83.38
60.7214928257155,82.3375
42.6550321302085,65.23
51.4701127180447,70.59
53.5279646494387,77.2375
48.4772646848066,79.6075
73.4710478779258,85.5666666666667
100.172351474846,109.15
93.4927446964165,112.85
24.1907168067826,63.986
37.4547775231424,61.1633333333333
42.6550321302085,65.23
13.4545786190269,40.5
94.5684814775723,103.966666666667
37.3771768249997,76.3833333333333
32.0428510683132,40.5125
140.173749325614,155.95
21.774067144197,30.6
73.87272833507,82.9666666666667
32.0428510683132,40.5125
33.1487827641917,73.1
21.774067144197,30.6
35.4397395157605,69.1666666666667
60.0282096269331,76.52
73.9338552296684,78.825
33.1487827641917,73.1
131.199847560887,142.05
62.210509235202,84.49
32.3436678757384,76.8425
76.9902390044913,127.69
60.7214928257155,82.3375
35.9906447008722,69.9666666666667
66.0642597176458,134.214
32.7981780734071,66.1
48.4772646848066,79.6075
37.3377370080858,64.12
33.4779940854538,66.9971428571429
55.9181544759839,58.0
40.78096558621,61.4666666666667
130.48908140119,160.85
43.1477114109196,67.975
47.3419307048508,79.5333333333333
85.7266623556565,106.9
29.1185601582886,59.9916666666667
51.6046509531844,59.0
11.4629839047257,44.55
97.441982738448,108.25
63.9093679707715,65.0666666666667
76.1984540988794,91.8333333333333
40.78096558621,61.4666666666667
35.8052413956107,64.8
57.9632933173324,71.18
168.956136393547,200.333333333333
52.8747916130095,71.95
42.6550321302085,65.23
46.2900446919667,53.35
42.5341298772863,78.9425
18.7325597831008,61.7
72.7612534251575,77.15
74.1916437343182,80.35
73.9140650844203,102.4
42.9502624842619,70.9
49.0672740582682,73.986
6.50384501660364,14.85
30.2737510064412,30.35
45.7186763765974,79.7375
53.1160816531692,72.09
58.0926986334689,78.3042857142857
